Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
25R_S24_R1_001	(13.0, 3.0)	(14.0, 47.0)	(15.0, 115.0)	(16.0, 348.0)	(17.0, 690.0)	(18.0, 874.0)	(19.0, 1060.0)	(20.0, 1497.0)	(21.0, 2660.0)	(22.0, 5892.0)	(23.0, 15134.0)	(24.0, 35115.0)	(25.0, 70638.0)	(26.0, 124989.0)	(27.0, 214692.0)	(28.0, 340685.0)	(29.0, 517810.0)	(30.0, 740653.0)	(31.0, 1097013.0)	(32.0, 2222339.0)	(33.0, 2403354.0)	(34.0, 3444915.0)	(35.0, 6426988.0)	(36.0, 45804214.0)	(37.0, 2474620.0)		
25R_S24_R2_001	(11.0, 129.0)	(12.0, 1541.0)	(13.0, 3271.0)	(14.0, 3592.0)	(15.0, 3434.0)	(16.0, 3245.0)	(17.0, 4548.0)	(18.0, 10683.0)	(19.0, 19530.0)	(20.0, 26518.0)	(21.0, 37075.0)	(22.0, 56725.0)	(23.0, 102587.0)	(24.0, 171925.0)	(25.0, 263157.0)	(26.0, 351198.0)	(27.0, 468153.0)	(28.0, 593055.0)	(29.0, 761913.0)	(30.0, 969568.0)	(31.0, 1281698.0)	(32.0, 1723492.0)	(33.0, 2638604.0)	(34.0, 4773404.0)	(35.0, 12385291.0)	(36.0, 38314148.0)	(37.0, 977861.0)
26R_S25_R1_001	(13.0, 7.0)	(14.0, 42.0)	(15.0, 186.0)	(16.0, 528.0)	(17.0, 1332.0)	(18.0, 2687.0)	(19.0, 7118.0)	(20.0, 15994.0)	(21.0, 27391.0)	(22.0, 34026.0)	(23.0, 40533.0)	(24.0, 54332.0)	(25.0, 87390.0)	(26.0, 146072.0)	(27.0, 246725.0)	(28.0, 383921.0)	(29.0, 569777.0)	(30.0, 789424.0)	(31.0, 1086800.0)	(32.0, 1453113.0)	(33.0, 2236650.0)	(34.0, 4058007.0)	(35.0, 7587342.0)	(36.0, 45339830.0)	(37.0, 2288802.0)		
26R_S25_R2_001	(11.0, 140.0)	(12.0, 2332.0)	(13.0, 4839.0)	(14.0, 4640.0)	(15.0, 3981.0)	(16.0, 3480.0)	(17.0, 4061.0)	(18.0, 8000.0)	(19.0, 14283.0)	(20.0, 18183.0)	(21.0, 22194.0)	(22.0, 31091.0)	(23.0, 53142.0)	(24.0, 92898.0)	(25.0, 150378.0)	(26.0, 218401.0)	(27.0, 313031.0)	(28.0, 421433.0)	(29.0, 570183.0)	(30.0, 753731.0)	(31.0, 1029341.0)	(32.0, 1407705.0)	(33.0, 2151605.0)	(34.0, 3868790.0)	(35.0, 10143041.0)	(36.0, 43700554.0)	(37.0, 1466572.0)
27R_S26_R1_001	(13.0, 4.0)	(14.0, 66.0)	(15.0, 247.0)	(16.0, 757.0)	(17.0, 1629.0)	(18.0, 2239.0)	(19.0, 4094.0)	(20.0, 9112.0)	(21.0, 20493.0)	(22.0, 34741.0)	(23.0, 49923.0)	(24.0, 68690.0)	(25.0, 97233.0)	(26.0, 145751.0)	(27.0, 238815.0)	(28.0, 373385.0)	(29.0, 566126.0)	(30.0, 804216.0)	(31.0, 1132313.0)	(32.0, 1538099.0)	(33.0, 2303443.0)	(34.0, 4048001.0)	(35.0, 9240236.0)	(36.0, 48417745.0)	(37.0, 862704.0)		
27R_S26_R2_001	(11.0, 101.0)	(12.0, 1535.0)	(13.0, 3451.0)	(14.0, 3723.0)	(15.0, 3506.0)	(16.0, 3292.0)	(17.0, 4216.0)	(18.0, 7562.0)	(19.0, 12879.0)	(20.0, 17965.0)	(21.0, 22736.0)	(22.0, 30586.0)	(23.0, 48780.0)	(24.0, 78221.0)	(25.0, 119671.0)	(26.0, 169000.0)	(27.0, 241957.0)	(28.0, 331635.0)	(29.0, 462747.0)	(30.0, 639533.0)	(31.0, 909901.0)	(32.0, 1310085.0)	(33.0, 2118054.0)	(34.0, 4011852.0)	(35.0, 11443512.0)	(36.0, 46328850.0)	(37.0, 1634712.0)
28R_S27_R1_001	(13.0, 12.0)	(14.0, 152.0)	(15.0, 533.0)	(16.0, 1919.0)	(17.0, 4090.0)	(18.0, 4857.0)	(19.0, 5241.0)	(20.0, 6074.0)	(21.0, 8527.0)	(22.0, 14261.0)	(23.0, 27385.0)	(24.0, 51142.0)	(25.0, 96234.0)	(26.0, 166155.0)	(27.0, 280054.0)	(28.0, 428718.0)	(29.0, 631224.0)	(30.0, 874482.0)	(31.0, 1205760.0)	(32.0, 1646068.0)	(33.0, 2664847.0)	(34.0, 4289157.0)	(35.0, 8695788.0)	(36.0, 50281961.0)	(37.0, 1566395.0)		
28R_S27_R2_001	(11.0, 200.0)	(12.0, 2404.0)	(13.0, 4638.0)	(14.0, 4831.0)	(15.0, 4750.0)	(16.0, 5270.0)	(17.0, 7310.0)	(18.0, 12185.0)	(19.0, 20431.0)	(20.0, 26119.0)	(21.0, 29944.0)	(22.0, 39206.0)	(23.0, 64265.0)	(24.0, 104757.0)	(25.0, 162034.0)	(26.0, 227242.0)	(27.0, 320225.0)	(28.0, 427794.0)	(29.0, 579060.0)	(30.0, 772610.0)	(31.0, 1069489.0)	(32.0, 1491377.0)	(33.0, 2352738.0)	(34.0, 4367356.0)	(35.0, 11837371.0)	(36.0, 46844757.0)	(37.0, 2172673.0)
29R_S28_R1_001	(13.0, 7.0)	(14.0, 86.0)	(15.0, 351.0)	(16.0, 994.0)	(17.0, 2025.0)	(18.0, 2262.0)	(19.0, 2539.0)	(20.0, 3077.0)	(21.0, 4692.0)	(22.0, 9449.0)	(23.0, 21981.0)	(24.0, 43675.0)	(25.0, 81730.0)	(26.0, 137556.0)	(27.0, 229392.0)	(28.0, 357415.0)	(29.0, 540955.0)	(30.0, 770144.0)	(31.0, 1083822.0)	(32.0, 1483195.0)	(33.0, 2278159.0)	(34.0, 4122406.0)	(35.0, 9837088.0)	(36.0, 41871692.0)	(37.0, 484116.0)		
29R_S28_R2_001	(11.0, 143.0)	(12.0, 2011.0)	(13.0, 3872.0)	(14.0, 4029.0)	(15.0, 3631.0)	(16.0, 3511.0)	(17.0, 4390.0)	(18.0, 6857.0)	(19.0, 10767.0)	(20.0, 14145.0)	(21.0, 18378.0)	(22.0, 24707.0)	(23.0, 39764.0)	(24.0, 64389.0)	(25.0, 100842.0)	(26.0, 144308.0)	(27.0, 209034.0)	(28.0, 290084.0)	(29.0, 409818.0)	(30.0, 569343.0)	(31.0, 816623.0)	(32.0, 1174544.0)	(33.0, 1879304.0)	(34.0, 3473863.0)	(35.0, 9686765.0)	(36.0, 42703019.0)	(37.0, 1710667.0)
2R_S8_R1_001	(13.0, 6.0)	(14.0, 104.0)	(15.0, 421.0)	(16.0, 1193.0)	(17.0, 2263.0)	(18.0, 2551.0)	(19.0, 3949.0)	(20.0, 8296.0)	(21.0, 16962.0)	(22.0, 32108.0)	(23.0, 57486.0)	(24.0, 92122.0)	(25.0, 146068.0)	(26.0, 220927.0)	(27.0, 340460.0)	(28.0, 493023.0)	(29.0, 694853.0)	(30.0, 933035.0)	(31.0, 1271711.0)	(32.0, 1960690.0)	(33.0, 2891231.0)	(34.0, 3912116.0)	(35.0, 8028583.0)	(36.0, 40762842.0)	(37.0, 1086599.0)		
2R_S8_R2_001	(11.0, 160.0)	(12.0, 2299.0)	(13.0, 4625.0)	(14.0, 4817.0)	(15.0, 4457.0)	(16.0, 4283.0)	(17.0, 5033.0)	(18.0, 6510.0)	(19.0, 10464.0)	(20.0, 15812.0)	(21.0, 23468.0)	(22.0, 34423.0)	(23.0, 57451.0)	(24.0, 93478.0)	(25.0, 142875.0)	(26.0, 197011.0)	(27.0, 275037.0)	(28.0, 366916.0)	(29.0, 494050.0)	(30.0, 657334.0)	(31.0, 901609.0)	(32.0, 1245987.0)	(33.0, 1913296.0)	(34.0, 3408282.0)	(35.0, 9394250.0)	(36.0, 42410275.0)	(37.0, 1285397.0)
30R_S29_R1_001	(13.0, 8.0)	(14.0, 87.0)	(15.0, 396.0)	(16.0, 1447.0)	(17.0, 2771.0)	(18.0, 3018.0)	(19.0, 2715.0)	(20.0, 2714.0)	(21.0, 3787.0)	(22.0, 7891.0)	(23.0, 20266.0)	(24.0, 45140.0)	(25.0, 87982.0)	(26.0, 151792.0)	(27.0, 254595.0)	(28.0, 396724.0)	(29.0, 600276.0)	(30.0, 863291.0)	(31.0, 1348718.0)	(32.0, 2884081.0)	(33.0, 2987769.0)	(34.0, 4415922.0)	(35.0, 8084826.0)	(36.0, 41668148.0)	(37.0, 852518.0)		
30R_S29_R2_001	(11.0, 164.0)	(12.0, 2322.0)	(13.0, 4929.0)	(14.0, 5127.0)	(15.0, 4814.0)	(16.0, 4808.0)	(17.0, 6079.0)	(18.0, 9079.0)	(19.0, 12107.0)	(20.0, 14853.0)	(21.0, 19642.0)	(22.0, 29108.0)	(23.0, 51306.0)	(24.0, 88094.0)	(25.0, 136466.0)	(26.0, 187547.0)	(27.0, 260026.0)	(28.0, 350701.0)	(29.0, 476535.0)	(30.0, 643654.0)	(31.0, 902180.0)	(32.0, 1269129.0)	(33.0, 2010268.0)	(34.0, 3712784.0)	(35.0, 10012265.0)	(36.0, 43069843.0)	(37.0, 1403052.0)
31R_S30_R1_001	(13.0, 8.0)	(14.0, 64.0)	(15.0, 240.0)	(16.0, 740.0)	(17.0, 1735.0)	(18.0, 2364.0)	(19.0, 4254.0)	(20.0, 8350.0)	(21.0, 16510.0)	(22.0, 28735.0)	(23.0, 47850.0)	(24.0, 73493.0)	(25.0, 113879.0)	(26.0, 172112.0)	(27.0, 266671.0)	(28.0, 395149.0)	(29.0, 587302.0)	(30.0, 826496.0)	(31.0, 1134939.0)	(32.0, 1655387.0)	(33.0, 2666859.0)	(34.0, 3540042.0)	(35.0, 7261446.0)	(36.0, 41542129.0)	(37.0, 1481250.0)		
31R_S30_R2_001	(11.0, 337.0)	(12.0, 5252.0)	(13.0, 11245.0)	(14.0, 11376.0)	(15.0, 9846.0)	(16.0, 8122.0)	(17.0, 7914.0)	(18.0, 10054.0)	(19.0, 14357.0)	(20.0, 17906.0)	(21.0, 22946.0)	(22.0, 33196.0)	(23.0, 58556.0)	(24.0, 100345.0)	(25.0, 155768.0)	(26.0, 214555.0)	(27.0, 293791.0)	(28.0, 387259.0)	(29.0, 515524.0)	(30.0, 678016.0)	(31.0, 920011.0)	(32.0, 1259098.0)	(33.0, 1932678.0)	(34.0, 3466837.0)	(35.0, 9439448.0)	(36.0, 40661228.0)	(37.0, 1592339.0)
32R_S31_R1_001	(13.0, 10.0)	(14.0, 96.0)	(15.0, 340.0)	(16.0, 1166.0)	(17.0, 2281.0)	(18.0, 2869.0)	(19.0, 3300.0)	(20.0, 3991.0)	(21.0, 5493.0)	(22.0, 9460.0)	(23.0, 18350.0)	(24.0, 35519.0)	(25.0, 69580.0)	(26.0, 122221.0)	(27.0, 210120.0)	(28.0, 327885.0)	(29.0, 496349.0)	(30.0, 700338.0)	(31.0, 980598.0)	(32.0, 1348346.0)	(33.0, 2156509.0)	(34.0, 3587058.0)	(35.0, 7483707.0)	(36.0, 40663034.0)	(37.0, 1020976.0)		
32R_S31_R2_001	(11.0, 132.0)	(12.0, 1827.0)	(13.0, 3595.0)	(14.0, 3937.0)	(15.0, 3661.0)	(16.0, 3802.0)	(17.0, 4828.0)	(18.0, 8245.0)	(19.0, 13866.0)	(20.0, 17459.0)	(21.0, 22093.0)	(22.0, 29885.0)	(23.0, 49244.0)	(24.0, 82104.0)	(25.0, 131045.0)	(26.0, 188397.0)	(27.0, 267700.0)	(28.0, 363290.0)	(29.0, 495197.0)	(30.0, 661165.0)	(31.0, 914708.0)	(32.0, 1273827.0)	(33.0, 1998683.0)	(34.0, 3703706.0)	(35.0, 9992107.0)	(36.0, 37678992.0)	(37.0, 1336101.0)
33R_S32_R1_001	(13.0, 27.0)	(14.0, 216.0)	(15.0, 650.0)	(16.0, 2010.0)	(17.0, 3748.0)	(18.0, 4102.0)	(19.0, 3733.0)	(20.0, 3982.0)	(21.0, 4616.0)	(22.0, 7440.0)	(23.0, 16300.0)	(24.0, 34991.0)	(25.0, 69884.0)	(26.0, 123679.0)	(27.0, 212099.0)	(28.0, 329446.0)	(29.0, 495930.0)	(30.0, 693933.0)	(31.0, 958531.0)	(32.0, 1284069.0)	(33.0, 1937772.0)	(34.0, 3396679.0)	(35.0, 6693480.0)	(36.0, 41758677.0)	(37.0, 1602110.0)		
33R_S32_R2_001	(11.0, 148.0)	(12.0, 1985.0)	(13.0, 4091.0)	(14.0, 4045.0)	(15.0, 3918.0)	(16.0, 4222.0)	(17.0, 6285.0)	(18.0, 10091.0)	(19.0, 14812.0)	(20.0, 18008.0)	(21.0, 22552.0)	(22.0, 30855.0)	(23.0, 51640.0)	(24.0, 86284.0)	(25.0, 135059.0)	(26.0, 187785.0)	(27.0, 261661.0)	(28.0, 347967.0)	(29.0, 468637.0)	(30.0, 619958.0)	(31.0, 851651.0)	(32.0, 1175860.0)	(33.0, 1814195.0)	(34.0, 3261419.0)	(35.0, 8691613.0)	(36.0, 40161651.0)	(37.0, 1401712.0)
34R_S33_R1_001	(13.0, 5.0)	(14.0, 58.0)	(15.0, 196.0)	(16.0, 634.0)	(17.0, 1268.0)	(18.0, 1523.0)	(19.0, 1984.0)	(20.0, 2872.0)	(21.0, 4794.0)	(22.0, 9451.0)	(23.0, 20938.0)	(24.0, 41179.0)	(25.0, 75525.0)	(26.0, 125116.0)	(27.0, 206596.0)	(28.0, 323755.0)	(29.0, 489904.0)	(30.0, 699976.0)	(31.0, 983110.0)	(32.0, 1343221.0)	(33.0, 2138677.0)	(34.0, 3682322.0)	(35.0, 7715408.0)	(36.0, 39738771.0)	(37.0, 726595.0)		
34R_S33_R2_001	(11.0, 144.0)	(12.0, 1906.0)	(13.0, 3672.0)	(14.0, 3745.0)	(15.0, 3218.0)	(16.0, 3194.0)	(17.0, 4875.0)	(18.0, 9858.0)	(19.0, 16447.0)	(20.0, 20968.0)	(21.0, 26559.0)	(22.0, 38507.0)	(23.0, 67660.0)	(24.0, 112995.0)	(25.0, 172663.0)	(26.0, 238344.0)	(27.0, 331398.0)	(28.0, 437108.0)	(29.0, 590816.0)	(30.0, 785316.0)	(31.0, 1088499.0)	(32.0, 1526566.0)	(33.0, 2423830.0)	(34.0, 4493048.0)	(35.0, 11696375.0)	(36.0, 33312053.0)	(37.0, 924114.0)
35R_S34_R1_001	(13.0, 2.0)	(14.0, 91.0)	(15.0, 700.0)	(16.0, 3556.0)	(17.0, 7074.0)	(18.0, 6958.0)	(19.0, 6881.0)	(20.0, 10295.0)	(21.0, 16948.0)	(22.0, 28578.0)	(23.0, 47218.0)	(24.0, 72848.0)	(25.0, 114821.0)	(26.0, 179213.0)	(27.0, 286505.0)	(28.0, 421760.0)	(29.0, 606988.0)	(30.0, 826635.0)	(31.0, 1135787.0)	(32.0, 1545783.0)	(33.0, 2492886.0)	(34.0, 5671482.0)	(35.0, 8620935.0)	(36.0, 41408388.0)	(37.0, 2115247.0)		
35R_S34_R2_001	(11.0, 136.0)	(12.0, 1898.0)	(13.0, 3704.0)	(14.0, 3872.0)	(15.0, 4311.0)	(16.0, 5554.0)	(17.0, 8439.0)	(18.0, 13684.0)	(19.0, 21697.0)	(20.0, 31569.0)	(21.0, 44765.0)	(22.0, 61702.0)	(23.0, 91992.0)	(24.0, 137196.0)	(25.0, 196364.0)	(26.0, 263051.0)	(27.0, 376257.0)	(28.0, 479869.0)	(29.0, 615410.0)	(30.0, 784936.0)	(31.0, 1055945.0)	(32.0, 1461762.0)	(33.0, 2355965.0)	(34.0, 4672551.0)	(35.0, 10965802.0)	(36.0, 40640149.0)	(37.0, 1328999.0)
36R_S35_R1_001	(13.0, 13.0)	(14.0, 129.0)	(15.0, 487.0)	(16.0, 1765.0)	(17.0, 4061.0)	(18.0, 6115.0)	(19.0, 12293.0)	(20.0, 26050.0)	(21.0, 50189.0)	(22.0, 79831.0)	(23.0, 114221.0)	(24.0, 143197.0)	(25.0, 184402.0)	(26.0, 239567.0)	(27.0, 337984.0)	(28.0, 479094.0)	(29.0, 706132.0)	(30.0, 963536.0)	(31.0, 1225212.0)	(32.0, 1569242.0)	(33.0, 2497342.0)	(34.0, 3697751.0)	(35.0, 7466195.0)	(36.0, 41189516.0)	(37.0, 1311590.0)		
36R_S35_R2_001	(11.0, 101.0)	(12.0, 1391.0)	(13.0, 3006.0)	(14.0, 3739.0)	(15.0, 3987.0)	(16.0, 4587.0)	(17.0, 6730.0)	(18.0, 10679.0)	(19.0, 16732.0)	(20.0, 23408.0)	(21.0, 31677.0)	(22.0, 44875.0)	(23.0, 73422.0)	(24.0, 115627.0)	(25.0, 168683.0)	(26.0, 225267.0)	(27.0, 305096.0)	(28.0, 398734.0)	(29.0, 527616.0)	(30.0, 694314.0)	(31.0, 949299.0)	(32.0, 1310986.0)	(33.0, 2057291.0)	(34.0, 3803577.0)	(35.0, 10125552.0)	(36.0, 40131007.0)	(37.0, 1268531.0)
37R_S36_R1_001	(13.0, 23.0)	(14.0, 187.0)	(15.0, 645.0)	(16.0, 1781.0)	(17.0, 2866.0)	(18.0, 2956.0)	(19.0, 3116.0)	(20.0, 3763.0)	(21.0, 5321.0)	(22.0, 9149.0)	(23.0, 18766.0)	(24.0, 38326.0)	(25.0, 75532.0)	(26.0, 134755.0)	(27.0, 231268.0)	(28.0, 365637.0)	(29.0, 552729.0)	(30.0, 788488.0)	(31.0, 1143599.0)	(32.0, 2023814.0)	(33.0, 3035073.0)	(34.0, 3843442.0)	(35.0, 7836361.0)	(36.0, 45438503.0)	(37.0, 1609412.0)		
37R_S36_R2_001	(11.0, 127.0)	(12.0, 1791.0)	(13.0, 3621.0)	(14.0, 3800.0)	(15.0, 3512.0)	(16.0, 4118.0)	(17.0, 5879.0)	(18.0, 10061.0)	(19.0, 16713.0)	(20.0, 22952.0)	(21.0, 28121.0)	(22.0, 38269.0)	(23.0, 64752.0)	(24.0, 107111.0)	(25.0, 169241.0)	(26.0, 238429.0)	(27.0, 332107.0)	(28.0, 442762.0)	(29.0, 592629.0)	(30.0, 783465.0)	(31.0, 1070025.0)	(32.0, 1469614.0)	(33.0, 2269006.0)	(34.0, 4091455.0)	(35.0, 10627400.0)	(36.0, 42830097.0)	(37.0, 1938455.0)
38R_S37_R1_001	(13.0, 12.0)	(14.0, 230.0)	(15.0, 651.0)	(16.0, 2456.0)	(17.0, 4672.0)	(18.0, 4534.0)	(19.0, 4618.0)	(20.0, 5256.0)	(21.0, 6746.0)	(22.0, 10082.0)	(23.0, 19948.0)	(24.0, 40381.0)	(25.0, 78626.0)	(26.0, 137612.0)	(27.0, 235367.0)	(28.0, 366758.0)	(29.0, 549007.0)	(30.0, 764986.0)	(31.0, 1056975.0)	(32.0, 1414897.0)	(33.0, 2095735.0)	(34.0, 3812086.0)	(35.0, 7616179.0)	(36.0, 46592191.0)	(37.0, 2234253.0)		
38R_S37_R2_001	(11.0, 264.0)	(12.0, 3051.0)	(13.0, 5058.0)	(14.0, 4476.0)	(15.0, 4016.0)	(16.0, 4659.0)	(17.0, 7399.0)	(18.0, 11856.0)	(19.0, 18393.0)	(20.0, 24004.0)	(21.0, 29960.0)	(22.0, 39378.0)	(23.0, 63574.0)	(24.0, 105509.0)	(25.0, 167248.0)	(26.0, 241912.0)	(27.0, 343604.0)	(28.0, 461173.0)	(29.0, 623098.0)	(30.0, 825267.0)	(31.0, 1128753.0)	(32.0, 1543296.0)	(33.0, 2375432.0)	(34.0, 4307650.0)	(35.0, 11050701.0)	(36.0, 42179361.0)	(37.0, 1485166.0)
39R_S38_R1_001	(13.0, 12.0)	(14.0, 118.0)	(15.0, 440.0)	(16.0, 1522.0)	(17.0, 3621.0)	(18.0, 5967.0)	(19.0, 9820.0)	(20.0, 13914.0)	(21.0, 18996.0)	(22.0, 23941.0)	(23.0, 34708.0)	(24.0, 53808.0)	(25.0, 90895.0)	(26.0, 149485.0)	(27.0, 246147.0)	(28.0, 369709.0)	(29.0, 539786.0)	(30.0, 747669.0)	(31.0, 1036325.0)	(32.0, 1418102.0)	(33.0, 2281370.0)	(34.0, 3873954.0)	(35.0, 7930188.0)	(36.0, 38834514.0)	(37.0, 941555.0)		
39R_S38_R2_001	(11.0, 63.0)	(12.0, 1163.0)	(13.0, 2615.0)	(14.0, 2962.0)	(15.0, 3213.0)	(16.0, 3734.0)	(17.0, 5256.0)	(18.0, 8997.0)	(19.0, 15693.0)	(20.0, 21751.0)	(21.0, 27429.0)	(22.0, 34944.0)	(23.0, 53958.0)	(24.0, 84349.0)	(25.0, 127122.0)	(26.0, 177825.0)	(27.0, 255057.0)	(28.0, 343981.0)	(29.0, 468743.0)	(30.0, 630541.0)	(31.0, 880729.0)	(32.0, 1244257.0)	(33.0, 1981586.0)	(34.0, 3661991.0)	(35.0, 9374684.0)	(36.0, 38049799.0)	(37.0, 1164124.0)
3R_S2_R1_001	(13.0, 3.0)	(14.0, 34.0)	(15.0, 173.0)	(16.0, 679.0)	(17.0, 1731.0)	(18.0, 2654.0)	(19.0, 5545.0)	(20.0, 16391.0)	(21.0, 52037.0)	(22.0, 105060.0)	(23.0, 135104.0)	(24.0, 147395.0)	(25.0, 171278.0)	(26.0, 222949.0)	(27.0, 337923.0)	(28.0, 504181.0)	(29.0, 737345.0)	(30.0, 1009862.0)	(31.0, 1398908.0)	(32.0, 2014187.0)	(33.0, 3472117.0)	(34.0, 4800637.0)	(35.0, 9948060.0)	(36.0, 62210799.0)	(37.0, 2565305.0)		
3R_S2_R2_001	(11.0, 139.0)	(12.0, 2047.0)	(13.0, 4684.0)	(14.0, 5718.0)	(15.0, 6300.0)	(16.0, 6940.0)	(17.0, 8710.0)	(18.0, 13489.0)	(19.0, 21627.0)	(20.0, 30978.0)	(21.0, 43697.0)	(22.0, 62316.0)	(23.0, 99172.0)	(24.0, 152297.0)	(25.0, 222649.0)	(26.0, 303190.0)	(27.0, 415536.0)	(28.0, 539277.0)	(29.0, 718102.0)	(30.0, 940584.0)	(31.0, 1282185.0)	(32.0, 1758360.0)	(33.0, 2734613.0)	(34.0, 5029874.0)	(35.0, 14088246.0)	(36.0, 59435723.0)	(37.0, 1933904.0)
40R_S39_R1_001	(13.0, 15.0)	(14.0, 162.0)	(15.0, 544.0)	(16.0, 1697.0)	(17.0, 3278.0)	(18.0, 3574.0)	(19.0, 4421.0)	(20.0, 6599.0)	(21.0, 9939.0)	(22.0, 14295.0)	(23.0, 24689.0)	(24.0, 45078.0)	(25.0, 81554.0)	(26.0, 138522.0)	(27.0, 233817.0)	(28.0, 366779.0)	(29.0, 551577.0)	(30.0, 776846.0)	(31.0, 1087920.0)	(32.0, 1459876.0)	(33.0, 2124066.0)	(34.0, 3624581.0)	(35.0, 8755762.0)	(36.0, 47077621.0)	(37.0, 1023608.0)		
40R_S39_R2_001	(11.0, 100.0)	(12.0, 1563.0)	(13.0, 3492.0)	(14.0, 3951.0)	(15.0, 3896.0)	(16.0, 3992.0)	(17.0, 5714.0)	(18.0, 10076.0)	(19.0, 16048.0)	(20.0, 20540.0)	(21.0, 24931.0)	(22.0, 34189.0)	(23.0, 57505.0)	(24.0, 96215.0)	(25.0, 150130.0)	(26.0, 209917.0)	(27.0, 294750.0)	(28.0, 396134.0)	(29.0, 540390.0)	(30.0, 726875.0)	(31.0, 1008378.0)	(32.0, 1416151.0)	(33.0, 2222772.0)	(34.0, 4064914.0)	(35.0, 11098945.0)	(36.0, 43807785.0)	(37.0, 1197467.0)
41R_S40_R1_001	(13.0, 30.0)	(14.0, 260.0)	(15.0, 829.0)	(16.0, 2696.0)	(17.0, 5048.0)	(18.0, 5147.0)	(19.0, 4805.0)	(20.0, 4949.0)	(21.0, 5778.0)	(22.0, 8698.0)	(23.0, 17261.0)	(24.0, 35128.0)	(25.0, 69493.0)	(26.0, 124845.0)	(27.0, 217247.0)	(28.0, 342118.0)	(29.0, 516234.0)	(30.0, 727202.0)	(31.0, 1026533.0)	(32.0, 1468125.0)	(33.0, 2664386.0)	(34.0, 3828215.0)	(35.0, 7508158.0)	(36.0, 38685600.0)	(37.0, 1407857.0)		
41R_S40_R2_001	(11.0, 98.0)	(12.0, 1525.0)	(13.0, 3273.0)	(14.0, 3579.0)	(15.0, 3769.0)	(16.0, 4419.0)	(17.0, 6612.0)	(18.0, 10586.0)	(19.0, 16155.0)	(20.0, 19215.0)	(21.0, 22274.0)	(22.0, 27925.0)	(23.0, 43607.0)	(24.0, 71193.0)	(25.0, 112369.0)	(26.0, 164435.0)	(27.0, 238801.0)	(28.0, 326405.0)	(29.0, 449210.0)	(30.0, 598843.0)	(31.0, 827422.0)	(32.0, 1140646.0)	(33.0, 1743978.0)	(34.0, 3134462.0)	(35.0, 8470651.0)	(36.0, 39267041.0)	(37.0, 1968149.0)
42R_S41_R1_001	(13.0, 1.0)	(14.0, 15.0)	(15.0, 98.0)	(16.0, 371.0)	(17.0, 814.0)	(18.0, 1026.0)	(19.0, 1597.0)	(20.0, 2820.0)	(21.0, 4718.0)	(22.0, 8308.0)	(23.0, 16263.0)	(24.0, 29047.0)	(25.0, 53850.0)	(26.0, 95289.0)	(27.0, 170640.0)	(28.0, 281103.0)	(29.0, 447755.0)	(30.0, 662905.0)	(31.0, 962349.0)	(32.0, 1374124.0)	(33.0, 2306740.0)	(34.0, 3655283.0)	(35.0, 8854274.0)	(36.0, 33922842.0)	(37.0, 342109.0)		
42R_S41_R2_001	(11.0, 77.0)	(12.0, 1359.0)	(13.0, 2913.0)	(14.0, 2825.0)	(15.0, 2261.0)	(16.0, 1985.0)	(17.0, 2380.0)	(18.0, 4101.0)	(19.0, 6853.0)	(20.0, 9463.0)	(21.0, 11818.0)	(22.0, 14097.0)	(23.0, 19240.0)	(24.0, 28395.0)	(25.0, 44890.0)	(26.0, 68439.0)	(27.0, 106639.0)	(28.0, 159572.0)	(29.0, 241060.0)	(30.0, 355687.0)	(31.0, 544191.0)	(32.0, 829249.0)	(33.0, 1403471.0)	(34.0, 2737677.0)	(35.0, 7931516.0)	(36.0, 36843536.0)	(37.0, 1820647.0)
43R_S42_R1_001	(13.0, 1.0)	(14.0, 41.0)	(15.0, 247.0)	(16.0, 966.0)	(17.0, 2087.0)	(18.0, 2968.0)	(19.0, 4142.0)	(20.0, 5115.0)	(21.0, 6009.0)	(22.0, 8458.0)	(23.0, 15018.0)	(24.0, 29639.0)	(25.0, 58513.0)	(26.0, 106211.0)	(27.0, 184079.0)	(28.0, 290863.0)	(29.0, 439065.0)	(30.0, 622148.0)	(31.0, 871161.0)	(32.0, 1188648.0)	(33.0, 1886270.0)	(34.0, 3295692.0)	(35.0, 6009369.0)	(36.0, 40510210.0)	(37.0, 1940974.0)		
43R_S42_R2_001	(11.0, 136.0)	(12.0, 1723.0)	(13.0, 3381.0)	(14.0, 3097.0)	(15.0, 2607.0)	(16.0, 2468.0)	(17.0, 3357.0)	(18.0, 5847.0)	(19.0, 10355.0)	(20.0, 14661.0)	(21.0, 19275.0)	(22.0, 26762.0)	(23.0, 44477.0)	(24.0, 74555.0)	(25.0, 121276.0)	(26.0, 175877.0)	(27.0, 254860.0)	(28.0, 346612.0)	(29.0, 472583.0)	(30.0, 630521.0)	(31.0, 863264.0)	(32.0, 1186913.0)	(33.0, 1829594.0)	(34.0, 3297640.0)	(35.0, 8751920.0)	(36.0, 38006449.0)	(37.0, 1327684.0)
