Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
44R_S43_R1_001	(13.0, 17.0)	(14.0, 149.0)	(15.0, 687.0)	(16.0, 2631.0)	(17.0, 6141.0)	(18.0, 6724.0)	(19.0, 6140.0)	(20.0, 7285.0)	(21.0, 11846.0)	(22.0, 22163.0)	(23.0, 43441.0)	(24.0, 77561.0)	(25.0, 132743.0)	(26.0, 209702.0)	(27.0, 326867.0)	(28.0, 473480.0)	(29.0, 659396.0)	(30.0, 852406.0)	(31.0, 1089422.0)	(32.0, 1362351.0)	(33.0, 1930382.0)	(34.0, 3420024.0)	(35.0, 6303958.0)	(36.0, 37352004.0)	(37.0, 1786190.0)		
44R_S43_R2_001	(11.0, 163.0)	(12.0, 2149.0)	(13.0, 3692.0)	(14.0, 3504.0)	(15.0, 3455.0)	(16.0, 4612.0)	(17.0, 7488.0)	(18.0, 12345.0)	(19.0, 18252.0)	(20.0, 22214.0)	(21.0, 28074.0)	(22.0, 38780.0)	(23.0, 62993.0)	(24.0, 102803.0)	(25.0, 155926.0)	(26.0, 210850.0)	(27.0, 287704.0)	(28.0, 377108.0)	(29.0, 500456.0)	(30.0, 656563.0)	(31.0, 887745.0)	(32.0, 1212564.0)	(33.0, 1855361.0)	(34.0, 3333552.0)	(35.0, 8571437.0)	(36.0, 36528349.0)	(37.0, 1195571.0)
45R_S44_R1_001	(13.0, 9.0)	(14.0, 62.0)	(15.0, 217.0)	(16.0, 603.0)	(17.0, 1090.0)	(18.0, 1734.0)	(19.0, 3086.0)	(20.0, 5271.0)	(21.0, 8414.0)	(22.0, 12444.0)	(23.0, 20360.0)	(24.0, 35536.0)	(25.0, 65956.0)	(26.0, 117133.0)	(27.0, 207376.0)	(28.0, 336975.0)	(29.0, 533998.0)	(30.0, 801267.0)	(31.0, 1314556.0)	(32.0, 2506039.0)	(33.0, 2813714.0)	(34.0, 4414200.0)	(35.0, 10497875.0)	(36.0, 31797865.0)	(37.0, 250784.0)		
45R_S44_R2_001	(11.0, 111.0)	(12.0, 1389.0)	(13.0, 2995.0)	(14.0, 3078.0)	(15.0, 2575.0)	(16.0, 2552.0)	(17.0, 3344.0)	(18.0, 6513.0)	(19.0, 12026.0)	(20.0, 15311.0)	(21.0, 18156.0)	(22.0, 21684.0)	(23.0, 29689.0)	(24.0, 44034.0)	(25.0, 68324.0)	(26.0, 101267.0)	(27.0, 156574.0)	(28.0, 228012.0)	(29.0, 336479.0)	(30.0, 487411.0)	(31.0, 732777.0)	(32.0, 1105976.0)	(33.0, 1879774.0)	(34.0, 3742208.0)	(35.0, 10275597.0)	(36.0, 34909995.0)	(37.0, 1558713.0)
46R_S45_R1_001	(13.0, 5.0)	(14.0, 41.0)	(15.0, 144.0)	(16.0, 440.0)	(17.0, 855.0)	(18.0, 1217.0)	(19.0, 2251.0)	(20.0, 4468.0)	(21.0, 7916.0)	(22.0, 11372.0)	(23.0, 17941.0)	(24.0, 31309.0)	(25.0, 57330.0)	(26.0, 101339.0)	(27.0, 175965.0)	(28.0, 282194.0)	(29.0, 430458.0)	(30.0, 609785.0)	(31.0, 851307.0)	(32.0, 1183731.0)	(33.0, 2029951.0)	(34.0, 2898672.0)	(35.0, 5590423.0)	(36.0, 39440053.0)	(37.0, 2325435.0)		
46R_S45_R2_001	(11.0, 119.0)	(12.0, 1396.0)	(13.0, 2825.0)	(14.0, 2794.0)	(15.0, 2599.0)	(16.0, 2442.0)	(17.0, 3383.0)	(18.0, 7283.0)	(19.0, 13530.0)	(20.0, 18486.0)	(21.0, 24391.0)	(22.0, 35354.0)	(23.0, 62893.0)	(24.0, 108580.0)	(25.0, 169225.0)	(26.0, 234186.0)	(27.0, 321161.0)	(28.0, 414984.0)	(29.0, 544653.0)	(30.0, 704711.0)	(31.0, 944406.0)	(32.0, 1273906.0)	(33.0, 1940083.0)	(34.0, 3476565.0)	(35.0, 9230371.0)	(36.0, 35473245.0)	(37.0, 1041031.0)
47R_S46_R1_001	(13.0, 13.0)	(14.0, 195.0)	(15.0, 546.0)	(16.0, 1708.0)	(17.0, 3457.0)	(18.0, 4366.0)	(19.0, 6311.0)	(20.0, 13170.0)	(21.0, 32710.0)	(22.0, 59192.0)	(23.0, 77849.0)	(24.0, 91525.0)	(25.0, 112495.0)	(26.0, 152504.0)	(27.0, 240058.0)	(28.0, 367425.0)	(29.0, 544103.0)	(30.0, 757683.0)	(31.0, 1047766.0)	(32.0, 1412262.0)	(33.0, 2120034.0)	(34.0, 3821800.0)	(35.0, 8028412.0)	(36.0, 50390650.0)	(37.0, 2062403.0)		
47R_S46_R2_001	(11.0, 104.0)	(12.0, 1876.0)	(13.0, 3868.0)	(14.0, 4100.0)	(15.0, 4167.0)	(16.0, 4551.0)	(17.0, 6274.0)	(18.0, 10256.0)	(19.0, 16076.0)	(20.0, 21343.0)	(21.0, 28597.0)	(22.0, 39388.0)	(23.0, 64918.0)	(24.0, 106649.0)	(25.0, 165343.0)	(26.0, 232066.0)	(27.0, 322636.0)	(28.0, 427042.0)	(29.0, 573827.0)	(30.0, 755787.0)	(31.0, 1028304.0)	(32.0, 1405157.0)	(33.0, 2159994.0)	(34.0, 3903524.0)	(35.0, 10325852.0)	(36.0, 47456516.0)	(37.0, 2280422.0)
48R_S47_R1_001	(12.0, 1.0)	(13.0, 17.0)	(14.0, 179.0)	(15.0, 460.0)	(16.0, 1127.0)	(17.0, 2336.0)	(18.0, 2935.0)	(19.0, 3545.0)	(20.0, 4853.0)	(21.0, 7116.0)	(22.0, 12352.0)	(23.0, 23823.0)	(24.0, 44479.0)	(25.0, 82514.0)	(26.0, 139560.0)	(27.0, 231160.0)	(28.0, 354443.0)	(29.0, 531001.0)	(30.0, 746757.0)	(31.0, 1063300.0)	(32.0, 1825150.0)	(33.0, 2840010.0)	(34.0, 3448114.0)	(35.0, 6880407.0)	(36.0, 39998039.0)	(37.0, 1631842.0)	
48R_S47_R2_001	(11.0, 114.0)	(12.0, 1627.0)	(13.0, 3304.0)	(14.0, 3519.0)	(15.0, 3430.0)	(16.0, 4055.0)	(17.0, 5707.0)	(18.0, 9851.0)	(19.0, 15648.0)	(20.0, 20562.0)	(21.0, 25300.0)	(22.0, 34704.0)	(23.0, 57920.0)	(24.0, 96725.0)	(25.0, 150443.0)	(26.0, 209601.0)	(27.0, 289722.0)	(28.0, 384269.0)	(29.0, 511902.0)	(30.0, 672897.0)	(31.0, 908805.0)	(32.0, 1242359.0)	(33.0, 1899276.0)	(34.0, 3431453.0)	(35.0, 8934951.0)	(36.0, 38878563.0)	(37.0, 2078813.0)
49R_S48_R1_001	(13.0, 25.0)	(14.0, 147.0)	(15.0, 365.0)	(16.0, 918.0)	(17.0, 1851.0)	(18.0, 1931.0)	(19.0, 2263.0)	(20.0, 3114.0)	(21.0, 4933.0)	(22.0, 8316.0)	(23.0, 17482.0)	(24.0, 37280.0)	(25.0, 75277.0)	(26.0, 135093.0)	(27.0, 233463.0)	(28.0, 367671.0)	(29.0, 554272.0)	(30.0, 779002.0)	(31.0, 1084057.0)	(32.0, 1457665.0)	(33.0, 2189137.0)	(34.0, 3777439.0)	(35.0, 7757869.0)	(36.0, 51511330.0)	(37.0, 2370760.0)		
49R_S48_R2_001	(11.0, 176.0)	(12.0, 2206.0)	(13.0, 4043.0)	(14.0, 3834.0)	(15.0, 3723.0)	(16.0, 3845.0)	(17.0, 5288.0)	(18.0, 8879.0)	(19.0, 15371.0)	(20.0, 21623.0)	(21.0, 28844.0)	(22.0, 42352.0)	(23.0, 74361.0)	(24.0, 127006.0)	(25.0, 198493.0)	(26.0, 278169.0)	(27.0, 382906.0)	(28.0, 506621.0)	(29.0, 677799.0)	(30.0, 887847.0)	(31.0, 1206055.0)	(32.0, 1653792.0)	(33.0, 2549333.0)	(34.0, 4585179.0)	(35.0, 12172922.0)	(36.0, 45530343.0)	(37.0, 1400650.0)
4R_S3_R1_001	(13.0, 4.0)	(14.0, 49.0)	(15.0, 203.0)	(16.0, 627.0)	(17.0, 1235.0)	(18.0, 1362.0)	(19.0, 1972.0)	(20.0, 4189.0)	(21.0, 9360.0)	(22.0, 17484.0)	(23.0, 28445.0)	(24.0, 47472.0)	(25.0, 84456.0)	(26.0, 146584.0)	(27.0, 250278.0)	(28.0, 395981.0)	(29.0, 596797.0)	(30.0, 836742.0)	(31.0, 1154277.0)	(32.0, 1541423.0)	(33.0, 2277694.0)	(34.0, 4073477.0)	(35.0, 8178155.0)	(36.0, 54279329.0)	(37.0, 2594187.0)		
4R_S3_R2_001	(11.0, 249.0)	(12.0, 3709.0)	(13.0, 7186.0)	(14.0, 6743.0)	(15.0, 5680.0)	(16.0, 5081.0)	(17.0, 5728.0)	(18.0, 9091.0)	(19.0, 15777.0)	(20.0, 22240.0)	(21.0, 29496.0)	(22.0, 40467.0)	(23.0, 65836.0)	(24.0, 110524.0)	(25.0, 172469.0)	(26.0, 243873.0)	(27.0, 344324.0)	(28.0, 462071.0)	(29.0, 621412.0)	(30.0, 824628.0)	(31.0, 1128454.0)	(32.0, 1550783.0)	(33.0, 2383339.0)	(34.0, 4322019.0)	(35.0, 11440623.0)	(36.0, 50663697.0)	(37.0, 2036283.0)
50R_S49_R1_001	(13.0, 5.0)	(14.0, 67.0)	(15.0, 515.0)	(16.0, 2476.0)	(17.0, 4852.0)	(18.0, 5141.0)	(19.0, 6514.0)	(20.0, 10597.0)	(21.0, 16842.0)	(22.0, 25077.0)	(23.0, 41123.0)	(24.0, 65751.0)	(25.0, 107604.0)	(26.0, 169396.0)	(27.0, 270231.0)	(28.0, 404209.0)	(29.0, 593595.0)	(30.0, 825716.0)	(31.0, 1149695.0)	(32.0, 1597578.0)	(33.0, 3016250.0)	(34.0, 4711884.0)	(35.0, 7552888.0)	(36.0, 40779285.0)	(37.0, 1584326.0)		
50R_S49_R2_001	(11.0, 127.0)	(12.0, 2003.0)	(13.0, 3719.0)	(14.0, 3959.0)	(15.0, 3877.0)	(16.0, 4706.0)	(17.0, 6699.0)	(18.0, 10566.0)	(19.0, 15628.0)	(20.0, 21677.0)	(21.0, 32039.0)	(22.0, 45503.0)	(23.0, 74012.0)	(24.0, 115574.0)	(25.0, 172319.0)	(26.0, 235077.0)	(27.0, 325763.0)	(28.0, 419877.0)	(29.0, 551462.0)	(30.0, 720587.0)	(31.0, 984934.0)	(32.0, 1370447.0)	(33.0, 2174714.0)	(34.0, 4112134.0)	(35.0, 10325192.0)	(36.0, 39408442.0)	(37.0, 1800580.0)
51R_S50_R1_001	(13.0, 12.0)	(14.0, 120.0)	(15.0, 327.0)	(16.0, 897.0)	(17.0, 1779.0)	(18.0, 2071.0)	(19.0, 2143.0)	(20.0, 2635.0)	(21.0, 3905.0)	(22.0, 7028.0)	(23.0, 15850.0)	(24.0, 32869.0)	(25.0, 63925.0)	(26.0, 113695.0)	(27.0, 197042.0)	(28.0, 315025.0)	(29.0, 482797.0)	(30.0, 700403.0)	(31.0, 1009513.0)	(32.0, 1447836.0)	(33.0, 2484777.0)	(34.0, 4284711.0)	(35.0, 9891813.0)	(36.0, 34734839.0)	(37.0, 352055.0)		
51R_S50_R2_001	(11.0, 100.0)	(12.0, 1591.0)	(13.0, 3292.0)	(14.0, 3168.0)	(15.0, 2994.0)	(16.0, 3133.0)	(17.0, 4401.0)	(18.0, 7228.0)	(19.0, 11174.0)	(20.0, 14331.0)	(21.0, 17248.0)	(22.0, 21263.0)	(23.0, 31173.0)	(24.0, 47915.0)	(25.0, 75007.0)	(26.0, 109212.0)	(27.0, 161703.0)	(28.0, 229019.0)	(29.0, 328745.0)	(30.0, 460341.0)	(31.0, 670244.0)	(32.0, 973911.0)	(33.0, 1579502.0)	(34.0, 2958175.0)	(35.0, 8032448.0)	(36.0, 38582273.0)	(37.0, 1818476.0)
52R_S51_R1_001	(13.0, 2.0)	(14.0, 34.0)	(15.0, 117.0)	(16.0, 284.0)	(17.0, 553.0)	(18.0, 721.0)	(19.0, 1131.0)	(20.0, 2191.0)	(21.0, 4195.0)	(22.0, 8241.0)	(23.0, 18402.0)	(24.0, 36358.0)	(25.0, 68368.0)	(26.0, 115278.0)	(27.0, 191040.0)	(28.0, 296542.0)	(29.0, 449487.0)	(30.0, 635459.0)	(31.0, 887414.0)	(32.0, 1320953.0)	(33.0, 2273141.0)	(34.0, 2920915.0)	(35.0, 6089394.0)	(36.0, 35229875.0)	(37.0, 1085934.0)		
52R_S51_R2_001	(11.0, 75.0)	(12.0, 1399.0)	(13.0, 3056.0)	(14.0, 3371.0)	(15.0, 3246.0)	(16.0, 2937.0)	(17.0, 3458.0)	(18.0, 6193.0)	(19.0, 10457.0)	(20.0, 14150.0)	(21.0, 17841.0)	(22.0, 25512.0)	(23.0, 44021.0)	(24.0, 74609.0)	(25.0, 114587.0)	(26.0, 158292.0)	(27.0, 221160.0)	(28.0, 296277.0)	(29.0, 403126.0)	(30.0, 541639.0)	(31.0, 758008.0)	(32.0, 1065720.0)	(33.0, 1683937.0)	(34.0, 3115573.0)	(35.0, 8444491.0)	(36.0, 33816458.0)	(37.0, 806436.0)
53R_S52_R1_001	(13.0, 10.0)	(14.0, 108.0)	(15.0, 314.0)	(16.0, 1037.0)	(17.0, 2034.0)	(18.0, 2095.0)	(19.0, 2345.0)	(20.0, 2890.0)	(21.0, 4226.0)	(22.0, 7435.0)	(23.0, 15711.0)	(24.0, 31272.0)	(25.0, 61121.0)	(26.0, 109012.0)	(27.0, 186770.0)	(28.0, 294355.0)	(29.0, 443472.0)	(30.0, 627486.0)	(31.0, 885873.0)	(32.0, 1345612.0)	(33.0, 2370852.0)	(34.0, 3097523.0)	(35.0, 6298778.0)	(36.0, 36992812.0)	(37.0, 1483738.0)		
53R_S52_R2_001	(11.0, 76.0)	(12.0, 1364.0)	(13.0, 2825.0)	(14.0, 3114.0)	(15.0, 2837.0)	(16.0, 2996.0)	(17.0, 3967.0)	(18.0, 6772.0)	(19.0, 10806.0)	(20.0, 14747.0)	(21.0, 19496.0)	(22.0, 27485.0)	(23.0, 47753.0)	(24.0, 81039.0)	(25.0, 128902.0)	(26.0, 180642.0)	(27.0, 252195.0)	(28.0, 336002.0)	(29.0, 452558.0)	(30.0, 596250.0)	(31.0, 816724.0)	(32.0, 1118890.0)	(33.0, 1717593.0)	(34.0, 3087851.0)	(35.0, 8000089.0)	(36.0, 35862494.0)	(37.0, 1491414.0)
54R_S53_R1_001	(13.0, 2.0)	(14.0, 32.0)	(15.0, 165.0)	(16.0, 712.0)	(17.0, 1392.0)	(18.0, 1817.0)	(19.0, 2284.0)	(20.0, 3600.0)	(21.0, 6163.0)	(22.0, 10792.0)	(23.0, 20612.0)	(24.0, 36329.0)	(25.0, 66247.0)	(26.0, 113312.0)	(27.0, 194817.0)	(28.0, 309653.0)	(29.0, 475558.0)	(30.0, 684252.0)	(31.0, 949065.0)	(32.0, 1269895.0)	(33.0, 1931449.0)	(34.0, 3364860.0)	(35.0, 7264215.0)	(36.0, 40508080.0)	(37.0, 1251843.0)		
54R_S53_R2_001	(11.0, 89.0)	(12.0, 1537.0)	(13.0, 3430.0)	(14.0, 3231.0)	(15.0, 2717.0)	(16.0, 2730.0)	(17.0, 3558.0)	(18.0, 5399.0)	(19.0, 8119.0)	(20.0, 11119.0)	(21.0, 14479.0)	(22.0, 20046.0)	(23.0, 33934.0)	(24.0, 59414.0)	(25.0, 99707.0)	(26.0, 151152.0)	(27.0, 225863.0)	(28.0, 317862.0)	(29.0, 444064.0)	(30.0, 606118.0)	(31.0, 852847.0)	(32.0, 1207692.0)	(33.0, 1920961.0)	(34.0, 3572226.0)	(35.0, 9655121.0)	(36.0, 37950640.0)	(37.0, 1293091.0)
55R_S54_R1_001	(13.0, 6.0)	(14.0, 73.0)	(15.0, 375.0)	(16.0, 1588.0)	(17.0, 3089.0)	(18.0, 4311.0)	(19.0, 6881.0)	(20.0, 12145.0)	(21.0, 19237.0)	(22.0, 27903.0)	(23.0, 42320.0)	(24.0, 62726.0)	(25.0, 97553.0)	(26.0, 150817.0)	(27.0, 242089.0)	(28.0, 370582.0)	(29.0, 560944.0)	(30.0, 812556.0)	(31.0, 1180018.0)	(32.0, 1798551.0)	(33.0, 3349519.0)	(34.0, 4654727.0)	(35.0, 10429498.0)	(36.0, 31040128.0)	(37.0, 232190.0)		
55R_S54_R2_001	(11.0, 91.0)	(12.0, 1416.0)	(13.0, 2696.0)	(14.0, 2949.0)	(15.0, 3157.0)	(16.0, 3628.0)	(17.0, 5070.0)	(18.0, 7992.0)	(19.0, 12190.0)	(20.0, 15398.0)	(21.0, 19254.0)	(22.0, 23020.0)	(23.0, 30558.0)	(24.0, 41779.0)	(25.0, 60357.0)	(26.0, 85843.0)	(27.0, 126561.0)	(28.0, 180239.0)	(29.0, 261570.0)	(30.0, 377304.0)	(31.0, 568979.0)	(32.0, 873897.0)	(33.0, 1524702.0)	(34.0, 3138842.0)	(35.0, 9058157.0)	(36.0, 36817167.0)	(37.0, 1857010.0)
56R_S55_R1_001	(13.0, 15.0)	(14.0, 142.0)	(15.0, 595.0)	(16.0, 1908.0)	(17.0, 3517.0)	(18.0, 3395.0)	(19.0, 3430.0)	(20.0, 4023.0)	(21.0, 4507.0)	(22.0, 6911.0)	(23.0, 13563.0)	(24.0, 27724.0)	(25.0, 53761.0)	(26.0, 95494.0)	(27.0, 163705.0)	(28.0, 256752.0)	(29.0, 385241.0)	(30.0, 543286.0)	(31.0, 761441.0)	(32.0, 1098530.0)	(33.0, 1983604.0)	(34.0, 2743824.0)	(35.0, 5430647.0)	(36.0, 33384863.0)	(37.0, 1477732.0)		
56R_S55_R2_001	(11.0, 113.0)	(12.0, 1571.0)	(13.0, 3287.0)	(14.0, 3431.0)	(15.0, 3202.0)	(16.0, 3549.0)	(17.0, 4655.0)	(18.0, 7673.0)	(19.0, 12300.0)	(20.0, 15974.0)	(21.0, 20757.0)	(22.0, 27610.0)	(23.0, 45054.0)	(24.0, 74929.0)	(25.0, 118527.0)	(26.0, 167715.0)	(27.0, 237550.0)	(28.0, 314973.0)	(29.0, 418635.0)	(30.0, 548314.0)	(31.0, 746452.0)	(32.0, 1022222.0)	(33.0, 1579705.0)	(34.0, 2852374.0)	(35.0, 7476829.0)	(36.0, 31784278.0)	(37.0, 956931.0)
57R_S56_R1_001	(13.0, 7.0)	(14.0, 81.0)	(15.0, 300.0)	(16.0, 848.0)	(17.0, 1423.0)	(18.0, 1612.0)	(19.0, 1769.0)	(20.0, 2317.0)	(21.0, 3490.0)	(22.0, 6954.0)	(23.0, 15940.0)	(24.0, 34499.0)	(25.0, 68507.0)	(26.0, 120684.0)	(27.0, 206100.0)	(28.0, 323322.0)	(29.0, 486819.0)	(30.0, 679556.0)	(31.0, 932924.0)	(32.0, 1236395.0)	(33.0, 1798824.0)	(34.0, 3124170.0)	(35.0, 6471380.0)	(36.0, 41917846.0)	(37.0, 1891838.0)		
57R_S56_R2_001	(11.0, 102.0)	(12.0, 1269.0)	(13.0, 2548.0)	(14.0, 2805.0)	(15.0, 2890.0)	(16.0, 3285.0)	(17.0, 4637.0)	(18.0, 8662.0)	(19.0, 15059.0)	(20.0, 20124.0)	(21.0, 26623.0)	(22.0, 39168.0)	(23.0, 69317.0)	(24.0, 115719.0)	(25.0, 177447.0)	(26.0, 240841.0)	(27.0, 331822.0)	(28.0, 427243.0)	(29.0, 560936.0)	(30.0, 726225.0)	(31.0, 977933.0)	(32.0, 1328261.0)	(33.0, 2033789.0)	(34.0, 3661341.0)	(35.0, 9625746.0)	(36.0, 37484375.0)	(37.0, 1439438.0)
58R_S57_R1_001	(13.0, 1.0)	(14.0, 33.0)	(15.0, 162.0)	(16.0, 491.0)	(17.0, 960.0)	(18.0, 1180.0)	(19.0, 1543.0)	(20.0, 2371.0)	(21.0, 3714.0)	(22.0, 7217.0)	(23.0, 15725.0)	(24.0, 32024.0)	(25.0, 61466.0)	(26.0, 107404.0)	(27.0, 183545.0)	(28.0, 289222.0)	(29.0, 441786.0)	(30.0, 629725.0)	(31.0, 890138.0)	(32.0, 1225893.0)	(33.0, 1906297.0)	(34.0, 3302933.0)	(35.0, 7358751.0)	(36.0, 34973224.0)	(37.0, 568163.0)		
58R_S57_R2_001	(11.0, 98.0)	(12.0, 1399.0)	(13.0, 2823.0)	(14.0, 3164.0)	(15.0, 2942.0)	(16.0, 3098.0)	(17.0, 3776.0)	(18.0, 5662.0)	(19.0, 8682.0)	(20.0, 11451.0)	(21.0, 13889.0)	(22.0, 18448.0)	(23.0, 29570.0)	(24.0, 47580.0)	(25.0, 73545.0)	(26.0, 104610.0)	(27.0, 150143.0)	(28.0, 208982.0)	(29.0, 295807.0)	(30.0, 416971.0)	(31.0, 607722.0)	(32.0, 896268.0)	(33.0, 1485538.0)	(34.0, 2883445.0)	(35.0, 8347993.0)	(36.0, 35332194.0)	(37.0, 1048168.0)
59R_S58_R1_001	(13.0, 4.0)	(14.0, 42.0)	(15.0, 202.0)	(16.0, 673.0)	(17.0, 1300.0)	(18.0, 1490.0)	(19.0, 1749.0)	(20.0, 2304.0)	(21.0, 3711.0)	(22.0, 6729.0)	(23.0, 14533.0)	(24.0, 29052.0)	(25.0, 56125.0)	(26.0, 98202.0)	(27.0, 164737.0)	(28.0, 254838.0)	(29.0, 383770.0)	(30.0, 547986.0)	(31.0, 901972.0)	(32.0, 1706965.0)	(33.0, 1743560.0)	(34.0, 2600155.0)	(35.0, 4816757.0)	(36.0, 28199489.0)	(37.0, 1173493.0)		
59R_S58_R2_001	(11.0, 75.0)	(12.0, 1017.0)	(13.0, 2268.0)	(14.0, 2280.0)	(15.0, 2181.0)	(16.0, 1971.0)	(17.0, 2818.0)	(18.0, 5219.0)	(19.0, 9292.0)	(20.0, 12670.0)	(21.0, 16550.0)	(22.0, 22987.0)	(23.0, 39333.0)	(24.0, 66760.0)	(25.0, 105188.0)	(26.0, 148208.0)	(27.0, 207891.0)	(28.0, 274633.0)	(29.0, 365039.0)	(30.0, 479748.0)	(31.0, 649915.0)	(32.0, 884097.0)	(33.0, 1349187.0)	(34.0, 2407931.0)	(35.0, 6362420.0)	(36.0, 28062282.0)	(37.0, 1227878.0)
5R_S4_R1_001	(13.0, 4.0)	(14.0, 96.0)	(15.0, 408.0)	(16.0, 1460.0)	(17.0, 2885.0)	(18.0, 3065.0)	(19.0, 3451.0)	(20.0, 4556.0)	(21.0, 6661.0)	(22.0, 11418.0)	(23.0, 24135.0)	(24.0, 48404.0)	(25.0, 93356.0)	(26.0, 161176.0)	(27.0, 268958.0)	(28.0, 415002.0)	(29.0, 615170.0)	(30.0, 859721.0)	(31.0, 1215124.0)	(32.0, 1856386.0)	(33.0, 3737267.0)	(34.0, 4626641.0)	(35.0, 8515493.0)	(36.0, 44622703.0)	(37.0, 1737649.0)		
5R_S4_R2_001	(11.0, 124.0)	(12.0, 2259.0)	(13.0, 5125.0)	(14.0, 5678.0)	(15.0, 5691.0)	(16.0, 5960.0)	(17.0, 7628.0)	(18.0, 11770.0)	(19.0, 19775.0)	(20.0, 27478.0)	(21.0, 36418.0)	(22.0, 48365.0)	(23.0, 72028.0)	(24.0, 110200.0)	(25.0, 162936.0)	(26.0, 221794.0)	(27.0, 304513.0)	(28.0, 404884.0)	(29.0, 540370.0)	(30.0, 712632.0)	(31.0, 974282.0)	(32.0, 1342612.0)	(33.0, 2090253.0)	(34.0, 3869038.0)	(35.0, 10018453.0)	(36.0, 46378559.0)	(37.0, 1452364.0)
60R_S59_R1_001	(13.0, 9.0)	(14.0, 135.0)	(15.0, 310.0)	(16.0, 890.0)	(17.0, 1838.0)	(18.0, 2293.0)	(19.0, 2486.0)	(20.0, 2786.0)	(21.0, 4088.0)	(22.0, 7386.0)	(23.0, 16622.0)	(24.0, 35049.0)	(25.0, 70399.0)	(26.0, 125559.0)	(27.0, 215475.0)	(28.0, 338859.0)	(29.0, 513964.0)	(30.0, 738494.0)	(31.0, 1182521.0)	(32.0, 2375102.0)	(33.0, 2415301.0)	(34.0, 3650442.0)	(35.0, 6395341.0)	(36.0, 41822301.0)	(37.0, 2144520.0)		
60R_S59_R2_001	(11.0, 99.0)	(12.0, 1261.0)	(13.0, 2802.0)	(14.0, 3326.0)	(15.0, 3738.0)	(16.0, 4082.0)	(17.0, 6303.0)	(18.0, 13546.0)	(19.0, 22752.0)	(20.0, 30543.0)	(21.0, 40019.0)	(22.0, 58823.0)	(23.0, 102754.0)	(24.0, 172392.0)	(25.0, 260510.0)	(26.0, 345676.0)	(27.0, 461042.0)	(28.0, 581061.0)	(29.0, 739930.0)	(30.0, 936442.0)	(31.0, 1240337.0)	(32.0, 1669348.0)	(33.0, 2558706.0)	(34.0, 4617960.0)	(35.0, 11656009.0)	(36.0, 35596200.0)	(37.0, 936509.0)
61R_S60_R1_001	(13.0, 3.0)	(14.0, 25.0)	(15.0, 102.0)	(16.0, 306.0)	(17.0, 630.0)	(18.0, 814.0)	(19.0, 964.0)	(20.0, 1585.0)	(21.0, 2974.0)	(22.0, 6137.0)	(23.0, 14205.0)	(24.0, 30595.0)	(25.0, 61660.0)	(26.0, 113430.0)	(27.0, 195581.0)	(28.0, 310287.0)	(29.0, 470298.0)	(30.0, 670198.0)	(31.0, 947230.0)	(32.0, 1391045.0)	(33.0, 2613005.0)	(34.0, 3300502.0)	(35.0, 6559949.0)	(36.0, 42919795.0)	(37.0, 1761129.0)		
61R_S60_R2_001	(11.0, 140.0)	(12.0, 1934.0)	(13.0, 3920.0)	(14.0, 3661.0)	(15.0, 3054.0)	(16.0, 2714.0)	(17.0, 3325.0)	(18.0, 6313.0)	(19.0, 11378.0)	(20.0, 15836.0)	(21.0, 20467.0)	(22.0, 30906.0)	(23.0, 56771.0)	(24.0, 101059.0)	(25.0, 162189.0)	(26.0, 228822.0)	(27.0, 317762.0)	(28.0, 417166.0)	(29.0, 556389.0)	(30.0, 724705.0)	(31.0, 976961.0)	(32.0, 1327498.0)	(33.0, 2034043.0)	(34.0, 3654239.0)	(35.0, 9562459.0)	(36.0, 39891707.0)	(37.0, 1257031.0)
62R_S61_R1_001	(13.0, 3.0)	(14.0, 22.0)	(15.0, 83.0)	(16.0, 351.0)	(17.0, 706.0)	(18.0, 796.0)	(19.0, 1002.0)	(20.0, 1559.0)	(21.0, 2694.0)	(22.0, 5114.0)	(23.0, 11461.0)	(24.0, 24288.0)	(25.0, 48989.0)	(26.0, 90207.0)	(27.0, 159515.0)	(28.0, 256240.0)	(29.0, 393549.0)	(30.0, 563383.0)	(31.0, 797157.0)	(32.0, 1100836.0)	(33.0, 1763127.0)	(34.0, 2912652.0)	(35.0, 6101265.0)	(36.0, 35894709.0)	(37.0, 1030874.0)		
62R_S61_R2_001	(11.0, 118.0)	(12.0, 1753.0)	(13.0, 3040.0)	(14.0, 2520.0)	(15.0, 2067.0)	(16.0, 1961.0)	(17.0, 2828.0)	(18.0, 4971.0)	(19.0, 8840.0)	(20.0, 12329.0)	(21.0, 15813.0)	(22.0, 21893.0)	(23.0, 36757.0)	(24.0, 62870.0)	(25.0, 102868.0)	(26.0, 150876.0)	(27.0, 218993.0)	(28.0, 300091.0)	(29.0, 413130.0)	(30.0, 556972.0)	(31.0, 777226.0)	(32.0, 1084657.0)	(33.0, 1688337.0)	(34.0, 3050827.0)	(35.0, 8115895.0)	(36.0, 32980581.0)	(37.0, 1542369.0)
