Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
31R_S30_R2_001 - nextera_transposase_sequence	(1, 0.002081581025970044)	(2, 0.11415539146306583)	(3, 0.11463737370528733)	(4, 0.11464869543580931)	(5, 0.11465678238618215)	(6, 0.11465839977625672)	(7, 0.11466810411670414)	(8, 0.11467295628692785)	(9, 0.11467457367700241)	(10, 0.11482434399790749)	(15, 0.11642588364974552)	(20, 0.11747362894005117)	(25, 0.12172930570425662)	(30, 0.13236590979065083)	(35, 0.16185351867415937)	(40, 0.19915279813982026)	(45, 0.25248170715651763)	(50, 0.3236698373766037)	(55, 0.4246959031703498)	(60, 0.5718175860893068)	(65, 0.8312466305721271)	(70, 1.2444377146640542)	(75, 1.8776274906108887)	(80, 2.810075512060845)	(85, 4.29841532649186)	(90, 6.443740606602795)	(95, 8.88277648426108)	(100, 12.316017188586581)	(105, 16.333964460505634)	(110, 20.99224390294081)	(115, 26.350838044197577)	(120, 31.67210541035742)	(125, 36.73901457339622)	(130, 41.738322653922324)	(135, 46.434198975596885)	(140, 49.28464292652889)
31R_S30_R2_001 - polyg	(1, 0.041846733399318534)	(2, 0.10487965938541377)	(3, 0.10620106707633648)	(4, 0.10656497984311446)	(5, 0.10803357003082292)	(6, 0.1085430479043121)	(7, 0.10944069939569778)	(8, 0.11051464640521147)	(9, 0.11191854098993718)	(10, 0.1155204686860019)	(15, 0.11925599280222601)	(20, 0.12108687836663787)	(25, 0.12266609803544685)	(30, 0.12434688980093875)	(35, 0.12635601175156813)	(40, 0.12747168742500564)	(45, 0.12853237183590788)	(50, 0.1295529449729608)	(55, 0.13077730925940936)	(60, 0.13175874155665773)	(65, 0.13265833391613288)	(70, 0.13385973126352257)	(75, 0.16847867189760807)	(80, 0.2653972138579793)	(85, 0.2722012504236754)	(90, 0.2767283252423934)	(95, 0.27974314034138964)	(100, 0.2837794990114835)	(105, 0.29247620544243996)	(110, 0.31308822455274476)	(115, 0.3469518440220066)	(120, 0.3929209812433861)	(125, 0.45504525748558855)	(130, 0.5436154788370654)	(135, 0.6572892115359247)	(140, 0.7478277966081519)
32R_S31_R1_001 - nextera_transposase_sequence	(1, 0.004357835621360186)	(2, 0.350770324239848)	(3, 0.3512057702469397)	(4, 0.3512243357743739)	(5, 0.35125302795313573)	(6, 0.3512597790540209)	(7, 0.3512817201318976)	(8, 0.3512935345584466)	(9, 0.35129859788411044)	(10, 0.351627376497217)	(15, 0.35405000904985073)	(20, 0.35601154141202923)	(25, 0.3629314198193014)	(30, 0.3808366895868792)	(35, 0.4305504462848996)	(40, 0.4912165139488883)	(45, 0.5700400049985153)	(50, 0.6704261747202461)	(55, 0.7996783640516301)	(60, 0.980293941582319)	(65, 1.2826382816179878)	(70, 1.7407534728169285)	(75, 2.417383234140533)	(80, 3.3986547351310206)	(85, 4.885942175875765)	(90, 6.960088976809226)	(95, 9.404520159091044)	(100, 12.69096147085965)	(105, 16.70353769163253)	(110, 21.653217010964934)	(115, 27.389321945756386)	(120, 32.93602001944452)	(125, 38.11839628408605)	(130, 42.96230678096101)	(135, 47.585135264044666)	(140, 50.329215746888806)
32R_S31_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0020219547151005047)	(4, 0.0028489645735305944)	(5, 0.01230388136317419)	(6, 0.012877724938411394)	(7, 0.013686169269407338)	(8, 0.014697146626957591)	(9, 0.015520780934945109)	(10, 0.01756231384261253)	(15, 0.021795254097597562)	(20, 0.023353070626844444)	(25, 0.0241385612148309)	(30, 0.024787342009893194)	(35, 0.025037132742643513)	(40, 0.025148525907248382)	(45, 0.025219750021586645)	(50, 0.025282872814862734)	(55, 0.02532472964035063)	(60, 0.02542262060318521)	(65, 0.025550553964958683)	(70, 0.09141361909033101)	(75, 0.3703768714304819)	(80, 0.38076816591289503)	(85, 0.38444819100538674)	(90, 0.38766677835237895)	(95, 0.39195338985940087)	(100, 0.4039787883110629)	(105, 0.4398116064791395)	(110, 0.4982855916857223)	(115, 0.5711549493096966)	(120, 0.6646570214588466)	(125, 0.785631685994956)	(130, 0.9365333056448183)	(135, 1.1788941143159861)	(140, 1.3777207864843501)
32R_S31_R2_001 - nextera_transposase_sequence	(1, 0.0033131027593842157)	(2, 0.30008980989507505)	(3, 0.30042905271455356)	(4, 0.3004459304667664)	(5, 0.30047462264552827)	(6, 0.3004796859711921)	(7, 0.30049993927384755)	(8, 0.30051006592517526)	(9, 0.3005151292508391)	(10, 0.30083749431810475)	(15, 0.30330805968702296)	(20, 0.3052273976686693)	(25, 0.3119187513109794)	(30, 0.3285983587128595)	(35, 0.3742293871505892)	(40, 0.4283597140476704)	(45, 0.499131842181675)	(50, 0.5907783742525434)	(55, 0.7148774482782971)	(60, 0.8928125012025397)	(65, 1.1928783446894726)	(70, 1.649605847101472)	(75, 2.3240944967793538)	(80, 3.3000083241073916)	(85, 4.779936052222196)	(90, 6.845579504035774)	(95, 9.279181582942776)	(100, 12.541383742093362)	(105, 16.52967692809247)	(110, 21.457451287937896)	(115, 27.166012743783096)	(120, 32.68553932418375)	(125, 37.84115422491657)	(130, 42.66063687590376)	(135, 47.26795301692859)	(140, 49.999930801215925)
32R_S31_R2_001 - polyg	(1, 0.022599310213018163)	(2, 0.05814048082285658)	(3, 0.059411375564484864)	(4, 0.059750618383963325)	(5, 0.06169662321410597)	(6, 0.06234304112385847)	(7, 0.063379335109728)	(8, 0.06483757290091902)	(9, 0.06639201387972334)	(10, 0.07004098390814344)	(15, 0.0740568762696711)	(20, 0.07591444167821836)	(25, 0.07740609741879083)	(30, 0.07921775534131911)	(35, 0.08140106136757455)	(40, 0.0823782832206991)	(45, 0.08333558932621246)	(50, 0.08437660908270159)	(55, 0.0856859850993752)	(60, 0.08670810177338592)	(65, 0.0878254089698772)	(70, 0.0893302293571757)	(75, 0.18405458832158111)	(80, 0.4289737266731743)	(85, 0.44119423194041696)	(90, 0.448132338320079)	(95, 0.45265118769754986)	(100, 0.45862861242125597)	(105, 0.47121097669594236)	(110, 0.5019922836267103)	(115, 0.5529576944288364)	(120, 0.6171437860943388)	(125, 0.6993293253847673)	(130, 0.8101793639234266)	(135, 0.947134221809715)	(140, 1.056602985107274)
33R_S32_R1_001 - nextera_transposase_sequence	(1, 0.0041047582599205365)	(2, 0.28338761406633584)	(3, 0.2837984252483949)	(4, 0.2838084859304045)	(5, 0.2838269305140888)	(6, 0.2838403447567683)	(7, 0.2838571125601176)	(8, 0.2838621429011224)	(9, 0.2838755571438019)	(10, 0.2843423727890477)	(15, 0.2889930907260231)	(20, 0.2918201423707233)	(25, 0.30054208296092044)	(30, 0.3219143251100001)	(35, 0.3788698581027995)	(40, 0.4469914067019971)	(45, 0.53423294610439)	(50, 0.6458495058796638)	(55, 0.7980327476540837)	(60, 1.014486308954423)	(65, 1.3707877098172)	(70, 1.8938405553603783)	(75, 2.6623814197714935)	(80, 3.758193587106659)	(85, 5.432578138298964)	(90, 7.67190486136179)	(95, 10.228998896410255)	(100, 13.601258349863034)	(105, 17.66585906218615)	(110, 22.47868242088984)	(115, 28.058158924703577)	(120, 33.68438473496742)	(125, 39.02924982323382)	(130, 44.04301786656397)	(135, 48.90062836336983)	(140, 51.88180697360868)
33R_S32_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.003118811422978839)	(4, 0.004265729172074283)	(5, 0.019542874803665792)	(6, 0.020614337437689166)	(7, 0.02179143723281344)	(8, 0.023035608241335104)	(9, 0.024170788528086004)	(10, 0.026609162491148274)	(15, 0.031429570598019006)	(20, 0.03324351156435155)	(25, 0.034309273145236144)	(30, 0.035114127706004875)	(35, 0.035363632619843176)	(40, 0.03543170990144153)	(45, 0.03549207399349919)	(50, 0.0355329874336716)	(55, 0.03557524229811196)	(60, 0.03572447574792116)	(65, 0.035836149318227824)	(70, 0.08980567189057519)	(75, 0.3153651564778116)	(80, 0.32292743578836774)	(85, 0.32704024259389597)	(90, 0.33193442903550385)	(95, 0.3371656483244337)	(100, 0.35189985248357325)	(105, 0.393762685681624)	(110, 0.45885228007919227)	(115, 0.5399423831448431)	(120, 0.6430600141144662)	(125, 0.7806160303151154)	(130, 0.9605925768532145)	(135, 1.2486191713941812)	(140, 1.483407319588832)
33R_S32_R2_001 - nextera_transposase_sequence	(1, 0.0024665438726891786)	(2, 0.21942179784924082)	(3, 0.21972697187019896)	(4, 0.21973703255220856)	(5, 0.21975212357522297)	(6, 0.21976386103756754)	(7, 0.21978062884091687)	(8, 0.21978398240158675)	(9, 0.21979404308359635)	(10, 0.22024811519829673)	(15, 0.2248019152319128)	(20, 0.22752836005651692)	(25, 0.23566476895375477)	(30, 0.2540711220464017)	(35, 0.3033436475445296)	(40, 0.3612311350474857)	(45, 0.43770975683599866)	(50, 0.538963478785308)	(55, 0.6851475358773982)	(60, 0.8981117173007378)	(65, 1.2514089985154457)	(70, 1.7717260092641443)	(75, 2.53666179595515)	(80, 3.6258261999744326)	(85, 5.289094032902186)	(90, 7.513105044385716)	(95, 10.052899066006526)	(100, 13.391969335577803)	(105, 17.423835942202324)	(110, 22.20945052176709)	(115, 27.753696529319576)	(120, 33.34069104544302)	(125, 38.64841645535881)	(130, 43.62950941565815)	(135, 48.45987793307447)	(140, 51.42104618215227)
33R_S32_R2_001 - polyg	(1, 0.027576329388338705)	(2, 0.05524991203610363)	(3, 0.0576007580656823)	(4, 0.05829662190468027)	(5, 0.06093587415186774)	(6, 0.06175917329632075)	(7, 0.06320623472536954)	(8, 0.06478576180087818)	(9, 0.06675262513375677)	(10, 0.0708164699535049)	(15, 0.07535987394904439)	(20, 0.07764666696982855)	(25, 0.07921244444659073)	(30, 0.0809019683120711)	(35, 0.0828272474926433)	(40, 0.08379273760949878)	(45, 0.08463615811797102)	(50, 0.0855691186963288)	(55, 0.08684514853121421)	(60, 0.08787536236899818)	(65, 0.08896325745030391)	(70, 0.09054949164715229)	(75, 0.16301490738203211)	(80, 0.36238610134218885)	(85, 0.373709063587937)	(90, 0.38149703753157543)	(95, 0.38747006444068044)	(100, 0.39515374264748593)	(105, 0.4102159250401388)	(110, 0.44671440259066586)	(115, 0.5042890028831232)	(120, 0.5746624674721383)	(125, 0.6647793497928773)	(130, 0.7901528861480909)	(135, 0.9522774231722726)	(140, 1.0819391575560484)
34R_S33_R1_001 - nextera_transposase_sequence	(1, 0.0034679676190909167)	(2, 0.4238326140429066)	(3, 0.42426461000929855)	(4, 0.42427832416696176)	(5, 0.4243006096731645)	(6, 0.42430918102170406)	(7, 0.4243246094490752)	(8, 0.424328037988491)	(9, 0.42433318079761473)	(10, 0.42454575024139485)	(15, 0.42661007382365357)	(20, 0.42808091723303565)	(25, 0.43317264111945375)	(30, 0.4450480730939918)	(35, 0.4784753038363059)	(40, 0.522801175673594)	(45, 0.5861472127740247)	(50, 0.6718253842132696)	(55, 0.7997791609191489)	(60, 0.9876641494673131)	(65, 1.3086272097322245)	(70, 1.780933542597665)	(75, 2.488086939805373)	(80, 3.4555641920463436)	(85, 4.914801652651997)	(90, 6.942130951760143)	(95, 9.401699300704815)	(100, 12.602730097937258)	(105, 16.461319098311964)	(110, 21.143059269949443)	(115, 26.67340854657391)	(120, 32.1731474804401)	(125, 37.326378335416)	(130, 42.124150566502706)	(135, 46.630979342741455)	(140, 49.38605316108077)
34R_S33_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0011245609283853887)	(4, 0.0015445570068220048)	(5, 0.006179942296995924)	(6, 0.006553653093319118)	(7, 0.007167361648748948)	(8, 0.00772107076440212)	(9, 0.008365636174574233)	(10, 0.009664366905282724)	(15, 0.011889831840084419)	(20, 0.012813137504761813)	(25, 0.013435417408731169)	(30, 0.013861242004174656)	(35, 0.014049125964160997)	(40, 0.01419758172086553)	(45, 0.014272666734071751)	(50, 0.014304552150638777)	(55, 0.014327180510783116)	(60, 0.014391294197858747)	(65, 0.014468436334714452)	(70, 0.09245947954977381)	(75, 0.4264575038196501)	(80, 0.43948835357731575)	(85, 0.44361185793270935)	(90, 0.4468110280616008)	(95, 0.4506719062977435)	(100, 0.45933993964879205)	(105, 0.4837579973681846)	(110, 0.5241259633038626)	(115, 0.5794913892061146)	(120, 0.6551537684499562)	(125, 0.7639276099559162)	(130, 0.91567750733116)	(135, 1.1683238340506008)	(140, 1.3805545381364839)
34R_S33_R2_001 - nextera_transposase_sequence	(1, 0.0018754110604475842)	(2, 0.24083432272409525)	(3, 0.24114117700181018)	(4, 0.2411497483503497)	(5, 0.24117031958684454)	(6, 0.24117889093538405)	(7, 0.2411943193627552)	(8, 0.24119774790217102)	(9, 0.24120289071129472)	(10, 0.24140723166047695)	(15, 0.24347292665850193)	(20, 0.2449283416405129)	(25, 0.24977012500351856)	(30, 0.260513796116898)	(35, 0.2901747763109458)	(40, 0.3290842415791386)	(45, 0.3867430174966252)	(50, 0.4668384982051082)	(55, 0.5912187082778896)	(60, 0.7769550311741661)	(65, 1.0957152548644202)	(70, 1.5653219557938525)	(75, 2.267847510498102)	(80, 3.2277898616649487)	(85, 4.6769964445017695)	(90, 6.6894191399378595)	(95, 9.130487090194825)	(100, 12.298664937037103)	(105, 16.12452372873273)	(110, 20.773204209053272)	(115, 26.25598078701368)	(120, 31.70088126148582)	(125, 36.80205214541026)	(130, 41.55369680719667)	(135, 46.02122663608959)	(140, 48.74713112678708)
34R_S33_R2_001 - polyg	(1, 0.015599854341931459)	(2, 0.07759984686771554)	(3, 0.0784569817216678)	(4, 0.07882212116945148)	(5, 0.08009925210184038)	(6, 0.08073010335434926)	(7, 0.08171580843639437)	(8, 0.08301865341440183)	(9, 0.0847774941347119)	(10, 0.0885907156729748)	(15, 0.09282187616602483)	(20, 0.09470174432771297)	(25, 0.09631315785314323)	(30, 0.09873027814128868)	(35, 0.10140008178437923)	(40, 0.10296178148828028)	(45, 0.10397045778441132)	(50, 0.10511216140987575)	(55, 0.10746722513459503)	(60, 0.10920275178687762)	(65, 0.11104113462163445)	(70, 0.11459927282736115)	(75, 0.22764198875994496)	(80, 0.5044331186073382)	(85, 0.5232304288084533)	(90, 0.5326112555040486)	(95, 0.5368948726501606)	(100, 0.5420455674145306)	(105, 0.5507852572393694)	(110, 0.570734899538138)	(115, 0.6044127565117478)	(120, 0.6514022606211779)	(125, 0.7153236066355815)	(130, 0.8105190606391709)	(135, 0.9403197915283465)	(140, 1.0463130875680853)
35R_S34_R1_001 - nextera_transposase_sequence	(1, 0.10897400313974709)	(2, 4.612432831020629)	(3, 4.6214976176402915)	(4, 4.621648468854839)	(5, 4.621974551278206)	(6, 4.62208273750278)	(7, 4.622236636216613)	(8, 4.622376821183667)	(9, 4.622488054907526)	(10, 4.6312867948397125)	(15, 4.7238454430872725)	(20, 4.773875629329553)	(25, 4.887419357645358)	(30, 5.045023830606337)	(35, 5.383204216629719)	(40, 5.752440144104661)	(45, 6.125740826124334)	(50, 6.532029773641352)	(55, 6.987360908132844)	(60, 7.4457349706592115)	(65, 8.159165523994114)	(70, 9.102969347688415)	(75, 10.454211940379516)	(80, 12.172706538511806)	(85, 14.560928721749738)	(90, 17.493665582269916)	(95, 20.818693007096908)	(100, 24.797192655849763)	(105, 29.741324146667058)	(110, 35.25349152373882)	(115, 40.92744362853915)	(120, 46.47524541473639)	(125, 51.7769131785282)	(130, 56.77706258218058)	(135, 61.53127026063235)	(140, 64.2572050387536)
35R_S34_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.017030949747513922)	(4, 0.02084184760190529)	(5, 0.04222767382596881)	(6, 0.04483785696254314)	(7, 0.046801970250951966)	(8, 0.05024412069200358)	(9, 0.050795718062371306)	(10, 0.05415710977240225)	(15, 0.06397280021559229)	(20, 0.06725221419488901)	(25, 0.06941532918652996)	(30, 0.07172289564422299)	(35, 0.07268163891890633)	(40, 0.07314181131076006)	(45, 0.07331399502029474)	(50, 0.07341456249666015)	(55, 0.07352823421994585)	(60, 0.07407251759203246)	(65, 0.07524793806579395)	(70, 0.9824226488683971)	(75, 4.6354862488527875)	(80, 4.75111294292907)	(85, 4.8266190041842005)	(90, 4.918340504378502)	(95, 4.99584511566395)	(100, 5.1335826360439105)	(105, 5.406223197719972)	(110, 5.78867826283825)	(115, 6.176724879642444)	(120, 6.575294206723671)	(125, 7.037711386549853)	(130, 7.4918789858147905)	(135, 8.08182182067085)	(140, 8.553935838468155)
35R_S34_R2_001 - nextera_transposase_sequence	(1, 0.08041893485054508)	(2, 3.8774552387495507)	(3, 3.884252685902066)	(4, 3.884398965867688)	(5, 3.884670193303946)	(6, 3.8847677132810277)	(7, 3.884917040745934)	(8, 3.8850511307144213)	(9, 3.88516236443828)	(10, 3.893861755893814)	(15, 3.9861043784656447)	(20, 4.034760142530932)	(25, 4.1411675417738625)	(30, 4.285545258343295)	(35, 4.589798749089921)	(40, 4.910040030579218)	(45, 5.230293502065648)	(50, 5.577577682699524)	(55, 5.999350364577673)	(60, 6.443676369655508)	(65, 7.144652098167448)	(70, 8.078568005685536)	(75, 9.4212282308936)	(80, 11.128993193547487)	(85, 13.50013322904994)	(90, 16.412845581276127)	(95, 19.711182397875746)	(100, 23.653390596657545)	(105, 28.553426906087758)	(110, 34.023168217130184)	(115, 39.65640938849809)	(120, 45.16530039908984)	(125, 50.428678162880274)	(130, 55.38859204298851)	(135, 60.106422331989414)	(140, 62.81317797811801)
35R_S34_R2_001 - polyg	(1, 0.05676729290897658)	(2, 0.13057010681439277)	(3, 0.13999297459990107)	(4, 0.14339855504954707)	(5, 0.14872863129691255)	(6, 0.15073388582565267)	(7, 0.15371891137413435)	(8, 0.15561445592865766)	(9, 0.15751914298103242)	(10, 0.16365985403788857)	(15, 0.1709607480720872)	(20, 0.17533390954433958)	(25, 0.17852281279490745)	(30, 0.1841558104710826)	(35, 0.19182636616840612)	(40, 0.19447799529524012)	(45, 0.1961967848913031)	(50, 0.19847844760508382)	(55, 0.205588872934045)	(60, 0.20954513650427362)	(65, 0.21475392228014384)	(70, 0.2261951488413126)	(75, 1.3751989845610486)	(80, 4.601483166093938)	(85, 4.7638670321816985)	(90, 4.879598864983272)	(95, 4.963939017162282)	(100, 5.055486809897406)	(105, 5.185352639627313)	(110, 5.416101666648407)	(115, 5.740045659767519)	(120, 6.0882834029272965)	(125, 6.446776285926989)	(130, 6.883799568471053)	(135, 7.31517918709145)	(140, 7.599981708909299)
36R_S35_R1_001 - nextera_transposase_sequence	(1, 0.007069954868168694)	(2, 0.3375779063284426)	(3, 0.3383659535112509)	(4, 0.3383964482087527)	(5, 0.33843175785849156)	(6, 0.33845583261967715)	(7, 0.3384847223330999)	(8, 0.3385055871261274)	(9, 0.3385184269987597)	(10, 0.339097826251293)	(15, 0.34392593935785937)	(20, 0.3469070367862672)	(25, 0.3573625450707617)	(30, 0.3800952185694603)	(35, 0.438622888992528)	(40, 0.5087536313166034)	(45, 0.5906424870037217)	(50, 0.6950691711223432)	(55, 0.8351123779357446)	(60, 1.0219058820002223)	(65, 1.326408918421452)	(70, 1.768111129868025)	(75, 2.4429469086995494)	(80, 3.354459738765729)	(85, 4.712724060191141)	(90, 6.483864437009944)	(95, 8.868929199883016)	(100, 11.987351634067997)	(105, 15.936767415048275)	(110, 20.470492094859566)	(115, 25.413573420975734)	(120, 30.279453728902844)	(125, 35.00304224732182)	(130, 39.66906383878744)	(135, 44.31811497059493)	(140, 47.12077091108879)
36R_S35_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.002547109733435577)	(4, 0.0036497337957356667)	(5, 0.01560526020050039)	(6, 0.01675924375332974)	(7, 0.01796940174892547)	(8, 0.01925178402807798)	(9, 0.02034317320182479)	(10, 0.022674894071853274)	(15, 0.026955386610651437)	(20, 0.02954326293969462)	(25, 0.03292881635602039)	(30, 0.035305155783446174)	(35, 0.03817262033905802)	(40, 0.04011368808424831)	(45, 0.04082822699623666)	(50, 0.040978132509218945)	(55, 0.041265745656182816)	(60, 0.04265148891002546)	(65, 0.04435020405928079)	(70, 0.10842245248179812)	(75, 0.38458853199713916)	(80, 0.41387467648737164)	(85, 0.433957842268392)	(90, 0.44332131938550806)	(95, 0.45473660814926814)	(100, 0.4751539316155446)	(105, 0.5222319666155608)	(110, 0.5952619521800131)	(115, 0.6802766748594684)	(120, 0.779445110138341)	(125, 0.910913850007882)	(130, 1.0748950733633407)	(135, 1.3241192481342945)	(140, 1.5259931826054265)
36R_S35_R2_001 - nextera_transposase_sequence	(1, 0.006479320727082184)	(2, 0.31808376970442964)	(3, 0.31868242876591135)	(4, 0.3187161334315712)	(5, 0.318749838097231)	(6, 0.3187723078743376)	(7, 0.31880280257183935)	(8, 0.3188268773330249)	(9, 0.31883971720565724)	(10, 0.3194197584518221)	(15, 0.3242276487589926)	(20, 0.32711790408852676)	(25, 0.3369076649770357)	(30, 0.35722901039538557)	(35, 0.40812819149077884)	(40, 0.46722402627782655)	(45, 0.5387732535309568)	(50, 0.6334641042261253)	(55, 0.7676484771574013)	(60, 0.9514595998062078)	(65, 1.2540145065522994)	(70, 1.6949318807842222)	(75, 2.370540298951396)	(80, 3.284221783505174)	(85, 4.64579365612067)	(90, 6.424690599996654)	(95, 8.826054618186003)	(100, 11.958685334429088)	(105, 15.929229767819473)	(110, 20.496830846587052)	(115, 25.48298866139738)	(120, 30.410967087329787)	(125, 35.21198067971525)	(130, 39.970252262088636)	(135, 44.73365401557227)	(140, 47.61348336852903)
36R_S35_R2_001 - polyg	(1, 0.024700704976416847)	(2, 0.06881048242065753)	(3, 0.07093227137314766)	(4, 0.07160636468634422)	(5, 0.07422569870333658)	(6, 0.07521757886418294)	(7, 0.07680811808651102)	(8, 0.07857520555753343)	(9, 0.08063119016278295)	(10, 0.08504329139606233)	(15, 0.08987942942302396)	(20, 0.09248142961196268)	(25, 0.09437466883159759)	(30, 0.09644766626808492)	(35, 0.09869207600421366)	(40, 0.10003159571657996)	(45, 0.101172739396777)	(50, 0.10234084680950191)	(55, 0.10373814594871364)	(60, 0.10480610235490646)	(65, 0.1059385791210767)	(70, 0.10733042131441968)	(75, 0.19498791077842145)	(80, 0.43394885435754943)	(85, 0.44725128340144404)	(90, 0.45633324631109656)	(95, 0.4622806753143851)	(100, 0.47078163398742534)	(105, 0.4870128379787511)	(110, 0.524313630966075)	(115, 0.5822423213308451)	(120, 0.6511333739522704)	(125, 0.7370353318306189)	(130, 0.8568843079647304)	(135, 1.0031673718806213)	(140, 1.11645742007733)
37R_S36_R1_001 - nextera_transposase_sequence	(1, 0.004051186269524752)	(2, 0.46225509306025986)	(3, 0.4627285503310092)	(4, 0.4627359946277191)	(5, 0.46275832751784873)	(6, 0.46277321611126854)	(7, 0.46278661584534636)	(8, 0.46280597101679205)	(9, 0.46281490417284393)	(10, 0.4631671682931561)	(15, 0.4663735757720421)	(20, 0.468672672367926)	(25, 0.47634357346966993)	(30, 0.4972834867989988)	(35, 0.5544878448927777)	(40, 0.6214082012804428)	(45, 0.7045139475747614)	(50, 0.8130041501060841)	(55, 0.9593917783281395)	(60, 1.1620889601794444)	(65, 1.491102159691718)	(70, 1.9653771119916423)	(75, 2.647692464549366)	(80, 3.578616954486999)	(85, 4.992354707278937)	(90, 6.902879858937128)	(95, 9.193149901098051)	(100, 12.163059220035425)	(105, 15.888587583460989)	(110, 20.29338271105564)	(115, 25.580029226904422)	(120, 31.00937010649156)	(125, 36.349123043981265)	(130, 41.25273756567209)	(135, 45.87041605519214)	(140, 48.70587452679584)
37R_S36_R1_001 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0023925969625601903)	(4, 0.0032204027567004924)	(5, 0.012183335995413836)	(6, 0.012828012090490728)	(7, 0.013505443091091154)	(8, 0.01425582819944855)	(9, 0.015047901369381358)	(10, 0.01704207957202798)	(15, 0.021111132153656478)	(20, 0.02267770995328674)	(25, 0.02354541717779208)	(30, 0.02422523035333967)	(35, 0.02448131416016005)	(40, 0.024598636276307994)	(45, 0.02468707452122155)	(50, 0.02474454449182193)	(55, 0.02482940947431474)	(60, 0.025008668139089002)	(65, 0.025183460225837333)	(70, 0.09817925604438182)	(75, 0.47066685057057256)	(80, 0.4921025540607805)	(85, 0.49655513680890273)	(90, 0.5008448383450126)	(95, 0.5056746980503923)	(100, 0.5186941774522615)	(105, 0.5579062659419615)	(110, 0.6215386253588002)	(115, 0.6976890163511296)	(120, 0.7951214605495748)	(125, 0.9244947019833631)	(130, 1.0902967582529555)	(135, 1.3482735008407292)	(140, 1.5583667403592487)
37R_S36_R2_001 - nextera_transposase_sequence	(1, 0.0034467093766812943)	(2, 0.40779559604935345)	(3, 0.4081573888694543)	(4, 0.4081648331661642)	(5, 0.4081871660562939)	(6, 0.4082005657903717)	(7, 0.4082124766651075)	(8, 0.4082303429772113)	(9, 0.4082377872739212)	(10, 0.4085873714474178)	(15, 0.4117053406813902)	(20, 0.4139201678385181)	(25, 0.4210857500795944)	(30, 0.43939365786417295)	(35, 0.48978052903103003)	(40, 0.5476941797153276)	(45, 0.6216321257254764)	(50, 0.7210262909929133)	(55, 0.8618848911625955)	(60, 1.0617076811682757)	(65, 1.3875633077880802)	(70, 1.858367133418115)	(75, 2.5360164007980766)	(80, 3.459191973404446)	(85, 4.861987205576576)	(90, 6.756425827588421)	(95, 9.02851540832444)	(100, 11.9639519758295)	(105, 15.653295101807606)	(110, 20.022880492595664)	(115, 25.262215227362518)	(120, 30.638346358470404)	(125, 35.925792987329565)	(130, 40.78284819744991)	(135, 45.35926086590392)	(140, 48.16779182744859)
37R_S36_R2_001 - polyg	(1, 0.01044583714332439)	(2, 0.06193505976698279)	(3, 0.0636963803685439)	(4, 0.0642978795427034)	(5, 0.0663286836851627)	(6, 0.06707311335615218)	(7, 0.0682537788143415)	(8, 0.06952526469239154)	(9, 0.07113769935975475)	(10, 0.07482173291554749)	(15, 0.07890150528443825)	(20, 0.08103980507138842)	(25, 0.08266027957919832)	(30, 0.08442517344318018)	(35, 0.08636069058775284)	(40, 0.08742790496408334)	(45, 0.08846266220675872)	(50, 0.0895197523395638)	(55, 0.09091004919310373)	(60, 0.09196237497601448)	(65, 0.0931210053159425)	(70, 0.09475726173277739)	(75, 0.2037277702878227)	(80, 0.5320415036812346)	(85, 0.5532785933352224)	(90, 0.5639328707864238)	(95, 0.5692906800144693)	(100, 0.5762341244417224)	(105, 0.5898524230709355)	(110, 0.6251773975905969)	(115, 0.6794061214034965)	(120, 0.7464518397477562)	(125, 0.8317741998304129)	(130, 0.9517613742004973)	(135, 1.1021412298621354)	(140, 1.2213381176934972)
38R_S37_R1_001 - nextera_transposase_sequence	(1, 0.005947422458988361)	(2, 0.6357403880302426)	(3, 0.6364263996478792)	(4, 0.6364383302847076)	(5, 0.6364517522511397)	(6, 0.6364651742175716)	(7, 0.6364756135247966)	(8, 0.6364964921392464)	(9, 0.6365039487872642)	(10, 0.6369981754178833)	(15, 0.6420528879761818)	(20, 0.645825951873183)	(25, 0.6580808037574586)	(30, 0.6929507742819256)	(35, 0.7947596705939242)	(40, 0.8964874385754891)	(45, 1.0130479707940396)	(50, 1.1578996221239226)	(55, 1.3418789899964296)	(60, 1.5855929686076013)	(65, 1.9686054836368485)	(70, 2.515690204192551)	(75, 3.316796973579217)	(80, 4.421190373920774)	(85, 6.00868419124107)	(90, 8.085043309255617)	(95, 10.633897999438007)	(100, 13.889815021143027)	(105, 18.087322060889854)	(110, 22.833237227082584)	(115, 28.270481197480404)	(120, 34.027302785156465)	(125, 40.04701565708176)	(130, 45.45063044318528)	(135, 50.42673979033516)	(140, 53.44852671399332)
