Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
20R_S20_R1	(1, 20.017105659808575)	(2, 35.900227032933905)	(3, 35.71876554374859)	(4, 35.91439916346371)	(5, 35.97592885673374)	(6, 35.94918042052905)	(7, 35.979209058708264)	(8, 35.839492425955235)	(9, 35.915969553093674)	(10, 35.94886558896677)	(15, 35.962254879795005)	(20, 35.88022458361595)	(25, 35.590176727129744)	(30, 35.43621460428802)	(35, 35.312470083873606)	(40, 35.29526292900234)	(45, 35.258827724100726)	(50, 35.179600654376195)	(55, 35.10297667474826)	(60, 35.09651073783263)	(65, 35.09779311690133)	(70, 35.114897810412465)	(75, 35.08540422138734)	(80, 35.0349358473855)	(85, 35.04371263347802)	(90, 35.00507283967805)	(95, 34.964864469521125)	(100, 34.916957932534075)	(105, 34.862092912394395)	(110, 34.89155536419966)	(115, 34.901144519270915)	(120, 34.89051271650784)	(125, 34.910340180724)	(130, 34.9409169068495)	(135, 35.04433849544914)	(140, 35.1103130593191)	(145, 35.177883297482175)	(150, 35.09737189658935)
20R_S20_R2	(1, 19.430612706307937)	(2, 35.617552189313436)	(3, 35.50431268369885)	(4, 35.490289396337324)	(5, 35.406290978973544)	(6, 35.44485643228578)	(7, 35.36817770743839)	(8, 35.29689313437335)	(9, 35.35002355113422)	(10, 35.37182568392494)	(15, 35.28841491446228)	(20, 35.178596729218484)	(25, 34.98242163266716)	(30, 34.928589800888574)	(35, 34.903430462099536)	(40, 34.809455546860065)	(45, 34.79497201976929)	(50, 34.77081283862478)	(55, 34.67096781122882)	(60, 34.62088213047598)	(65, 34.5510333395796)	(70, 34.47989749611365)	(75, 34.469001547801284)	(80, 34.37279641496097)	(85, 34.368137526868246)	(90, 34.32530217276131)	(95, 34.30778968234514)	(100, 34.2348942151918)	(105, 34.22912430925648)	(110, 34.232749482635434)	(115, 34.222506350994514)	(120, 34.18808814784974)	(125, 34.063911655890294)	(130, 34.13909779108886)	(135, 34.15654827831398)	(140, 34.272426525955396)	(145, 34.47959597615585)	(150, 34.444171735868984)
21R_S21_R1	(1, 19.62887542222271)	(2, 35.89074962994456)	(3, 35.67875436290286)	(4, 35.92077218496051)	(5, 36.002300830455994)	(6, 36.023144291142586)	(7, 36.0539272768765)	(8, 35.95747058704001)	(9, 36.02351473735051)	(10, 36.063636249958975)	(15, 36.06581563032907)	(20, 36.0442672277025)	(25, 35.85890106344742)	(30, 35.77948980489201)	(35, 35.699353705508116)	(40, 35.68124973515447)	(45, 35.62141276703674)	(50, 35.56537157087219)	(55, 35.47482948369133)	(60, 35.47856803220371)	(65, 35.50275091423513)	(70, 35.48166070399167)	(75, 35.422706303034616)	(80, 35.359046033572966)	(85, 35.38497849447423)	(90, 35.33380293262753)	(95, 35.317465503714075)	(100, 35.25033493049314)	(105, 35.230279886065716)	(110, 35.22749920943651)	(115, 35.232178136431)	(120, 35.16870745392381)	(125, 35.13950791929521)	(130, 35.14193788846934)	(135, 35.17544087362704)	(140, 35.12192820973887)	(145, 35.11041112326417)	(150, 35.01570619716125)
21R_S21_R2	(1, 19.125943895374736)	(2, 35.79486033240123)	(3, 35.61036092714714)	(4, 35.523978185876466)	(5, 35.527159021459305)	(6, 35.61727279690013)	(7, 35.50697829998015)	(8, 35.49041450898684)	(9, 35.578265749043794)	(10, 35.617497252914724)	(15, 35.59509682400992)	(20, 35.55442792632966)	(25, 35.419942180153406)	(30, 35.39331423731494)	(35, 35.3675281557273)	(40, 35.31340743750063)	(45, 35.26571759925249)	(50, 35.2539550970462)	(55, 35.212330971578936)	(60, 35.19075288417126)	(65, 35.15106199706384)	(70, 35.04836943723724)	(75, 35.058546060616514)	(80, 35.03618674699959)	(85, 35.032019530318465)	(90, 34.98684203813104)	(95, 34.96202642851433)	(100, 34.888513557219994)	(105, 34.847808247670805)	(110, 34.83618661187391)	(115, 34.770326256261775)	(120, 34.764361526627894)	(125, 34.656759963119455)	(130, 34.70965069803614)	(135, 34.647093526503355)	(140, 34.649393578941655)	(145, 34.721130120104945)	(150, 34.5393511330054)
22R_S22_R1	(1, 20.355364281851948)	(2, 35.706418257084856)	(3, 35.546249922436644)	(4, 35.69165905807058)	(5, 35.761645584207216)	(6, 35.728729911090234)	(7, 35.797315864587674)	(8, 35.697476309934316)	(9, 35.773368731772614)	(10, 35.78688603061758)	(15, 35.75400714469333)	(20, 35.62819051333646)	(25, 35.13999053201125)	(30, 34.86322093631663)	(35, 34.582992133527135)	(40, 34.53138845620008)	(45, 34.409169428844216)	(50, 34.27096124402935)	(55, 34.145095498405865)	(60, 34.07325707777819)	(65, 34.09906540384715)	(70, 34.11621799915303)	(75, 34.07006140237456)	(80, 33.98290424058963)	(85, 34.035116832388084)	(90, 33.980895189322084)	(95, 33.92753946910275)	(100, 33.871003681381154)	(105, 33.81472022196194)	(110, 33.81369112222594)	(115, 33.86897379237173)	(120, 33.88342866945574)	(125, 33.96316650238104)	(130, 34.131853366950146)	(135, 34.48803425105548)	(140, 34.71993387643456)	(145, 34.76070595231016)	(150, 34.917052982101445)
22R_S22_R2	(1, 18.970951414312434)	(2, 35.21278510074372)	(3, 35.04219446685164)	(4, 34.93537420996179)	(5, 34.869972786341755)	(6, 34.85294873726853)	(7, 34.66008190690624)	(8, 34.68227832392231)	(9, 34.7628156828678)	(10, 34.63923597876094)	(15, 34.43340720319827)	(20, 34.236893565343806)	(25, 33.931100665996425)	(30, 33.822897767360445)	(35, 33.635907032768614)	(40, 33.44144753688529)	(45, 33.38614687442171)	(50, 33.26568331950456)	(55, 33.10423755410771)	(60, 32.97603612012722)	(65, 32.95296091720639)	(70, 32.82958083471782)	(75, 32.88182301033964)	(80, 32.80418760198553)	(85, 32.72964270492322)	(90, 32.733990902460434)	(95, 32.831134824947654)	(100, 32.75423082402024)	(105, 32.765909069466375)	(110, 32.81233299125985)	(115, 32.94115369365835)	(120, 33.05937916761552)	(125, 33.02479009713173)	(130, 33.217665822122505)	(135, 33.39897584205409)	(140, 33.74119799409417)	(145, 34.10116018597265)	(150, 34.177632751398065)
23R_S94_R1	(1, 19.51773061905369)	(2, 36.012836513187644)	(3, 35.92043701684422)	(4, 36.13496520614698)	(5, 36.234577523939585)	(6, 36.24717773588528)	(7, 36.288572743585526)	(8, 36.19790931280018)	(9, 36.25932942306998)	(10, 36.314848176066185)	(15, 36.30360884936575)	(20, 36.295645914241945)	(25, 36.217180291399856)	(30, 36.184203130007994)	(35, 36.144692528162764)	(40, 36.10592195298457)	(45, 36.07844417808091)	(50, 36.039646410981725)	(55, 36.01576546596534)	(60, 36.007098321324676)	(65, 36.0204048640897)	(70, 36.010829032542766)	(75, 35.98389602168963)	(80, 35.90935938694252)	(85, 35.92434601181105)	(90, 35.891070992910386)	(95, 35.849145628147184)	(100, 35.81756429537644)	(105, 35.8125474091362)	(110, 35.7832875433091)	(115, 35.74622461405728)	(120, 35.69458904192159)	(125, 35.67251458781841)	(130, 35.66848153588059)	(135, 35.63253024496965)	(140, 35.55785366944828)	(145, 35.54906830296818)	(150, 35.422984234268945)
23R_S94_R2	(1, 19.712865746012746)	(2, 35.72391525999773)	(3, 35.591210890292324)	(4, 35.48961432118262)	(5, 35.500699025685684)	(6, 35.584273727901355)	(7, 35.51082741242577)	(8, 35.4675313450279)	(9, 35.57331543144347)	(10, 35.656256796940525)	(15, 35.658373321389135)	(20, 35.64222312702326)	(25, 35.53930571229448)	(30, 35.52548446513349)	(35, 35.48195794582058)	(40, 35.43105992850612)	(45, 35.37357603232411)	(50, 35.37038057265068)	(55, 35.34245523508269)	(60, 35.33017308424625)	(65, 35.282375875624936)	(70, 35.150647416707926)	(75, 35.1603730900693)	(80, 35.154047035310484)	(85, 35.160718632370894)	(90, 35.0748521522116)	(95, 35.04631978121465)	(100, 34.942565330657665)	(105, 34.90749860354892)	(110, 34.87364625554748)	(115, 34.75749387456021)	(120, 34.72547380674429)	(125, 34.57367427981286)	(130, 34.62286058128486)	(135, 34.52968062714677)	(140, 34.520651396279995)	(145, 34.55247232107094)	(150, 34.36366455256715)
24R_S23_R1	(1, 19.539956524815988)	(2, 35.89675019555065)	(3, 35.63463873700269)	(4, 35.922099759953355)	(5, 36.033739297946546)	(6, 36.04559477145468)	(7, 36.120541241616685)	(8, 36.02363579544494)	(9, 36.12478041650253)	(10, 36.187588216985134)	(15, 36.19494768511241)	(20, 36.17928409360629)	(25, 36.053814687446376)	(30, 36.00484999562135)	(35, 35.94692297144071)	(40, 35.904091431664874)	(45, 35.87136856573833)	(50, 35.83475421428649)	(55, 35.79603551835258)	(60, 35.77354467222826)	(65, 35.80468861921436)	(70, 35.80584697070583)	(75, 35.762337520957914)	(80, 35.685295085847635)	(85, 35.7039609068307)	(90, 35.661546562719934)	(95, 35.63516092107925)	(100, 35.58935617201006)	(105, 35.58691732786842)	(110, 35.55542404615564)	(115, 35.532104575822444)	(120, 35.48022007913754)	(125, 35.47335872195487)	(130, 35.472991954255875)	(135, 35.46813993970508)	(140, 35.41382456450168)	(145, 35.406509643402245)	(150, 35.31426391008742)
24R_S23_R2	(1, 19.96591688361464)	(2, 35.83599484710726)	(3, 35.722254822695525)	(4, 35.73248796165767)	(5, 35.71329988670901)	(6, 35.804675429757395)	(7, 35.744527243384)	(8, 35.696790339015)	(9, 35.801428881876134)	(10, 35.856517989720516)	(15, 35.839129168642)	(20, 35.80519159579978)	(25, 35.69706006171414)	(30, 35.673639834740314)	(35, 35.63693270850469)	(40, 35.59127659347244)	(45, 35.54286832626846)	(50, 35.52673478692918)	(55, 35.486403596208376)	(60, 35.475034282063)	(65, 35.43486482354015)	(70, 35.34029634558432)	(75, 35.35226181047533)	(80, 35.31490768541822)	(85, 35.310111948133944)	(90, 35.25784892672296)	(95, 35.246064862856684)	(100, 35.181479920753546)	(105, 35.13306811172781)	(110, 35.10446742887592)	(115, 35.02094761614207)	(120, 35.0047707464436)	(125, 34.883164363034794)	(130, 34.930094838828246)	(135, 34.870112202461236)	(140, 34.87846560017435)	(145, 34.93949533544388)	(150, 34.781161706391885)
25R_S24_R1	(1, 20.40330468976773)	(2, 35.55442551303748)	(3, 35.30073827010389)	(4, 35.513654984692394)	(5, 35.587551824041974)	(6, 35.61190159319565)	(7, 35.64750340929629)	(8, 35.61864077244522)	(9, 35.661244653292364)	(10, 35.70863688393057)	(15, 35.69682072852143)	(20, 35.695759328327554)	(25, 35.42556065574048)	(30, 35.31691431241846)	(35, 35.240381281843945)	(40, 35.23196821528401)	(45, 35.17695122972972)	(50, 35.138796643605225)	(55, 35.059779832112085)	(60, 35.03356884543505)	(65, 35.09569206108932)	(70, 35.112408878316174)	(75, 35.051907392993556)	(80, 34.990056995165524)	(85, 35.014690048260896)	(90, 34.99113764312576)	(95, 34.96769701699393)	(100, 34.935782062997866)	(105, 34.894597760857096)	(110, 34.86192673845276)	(115, 34.84528237169981)	(120, 34.82197392294368)	(125, 34.82139276092437)	(130, 34.823677300245215)	(135, 34.84989255133301)	(140, 34.83481537130536)	(145, 35.00569813761916)	(150, 36.31130488391807)
25R_S24_R2	(1, 20.549416996642734)	(2, 34.84528366988154)	(3, 34.54338706055677)	(4, 34.448751020050494)	(5, 34.47689346017559)	(6, 34.57929557640384)	(7, 34.49575275619013)	(8, 34.46615075387893)	(9, 34.540700699384956)	(10, 34.635989298369566)	(15, 34.63700551511865)	(20, 34.620775621751584)	(25, 34.481592303888206)	(30, 34.46450893963722)	(35, 34.41385345064781)	(40, 34.348821590507306)	(45, 34.289269671789384)	(50, 34.27927409719585)	(55, 34.24130548611079)	(60, 34.224722837747855)	(65, 34.17952290847269)	(70, 34.03886862733665)	(75, 34.078544167855554)	(80, 34.04259702661529)	(85, 34.02854293384911)	(90, 33.94020476863351)	(95, 33.92410007968588)	(100, 33.86082828446591)	(105, 33.816437276022945)	(110, 33.81538045261945)	(115, 33.74457413435003)	(120, 33.71515912998484)	(125, 33.520664550644696)	(130, 33.628483405249646)	(135, 33.62526434884681)	(140, 33.70980241795589)	(145, 34.05077373709834)	(150, 35.980140731259915)
26R_S25_R1	(1, 20.304907403655225)	(2, 35.92203833529197)	(3, 35.739462657535356)	(4, 35.95139360538153)	(5, 36.03759776309924)	(6, 36.05935729626778)	(7, 36.09410868419986)	(8, 36.03763990760627)	(9, 36.07673380070511)	(10, 36.062174008185764)	(15, 36.05385678972322)	(20, 36.02476540908538)	(25, 35.843000600375554)	(30, 35.71983642977694)	(35, 35.63097380798887)	(40, 35.50963985380008)	(45, 35.42870840196687)	(50, 35.19370955041616)	(55, 35.144578305028425)	(60, 35.05568985820127)	(65, 35.043433164894736)	(70, 35.068906837040444)	(75, 34.98976694550222)	(80, 34.98850956421054)	(85, 35.001793378914925)	(90, 34.996895391089275)	(95, 34.99284887635819)	(100, 34.901728430506694)	(105, 34.876617074221585)	(110, 34.86078477511143)	(115, 34.82593145802578)	(120, 34.80528145392022)	(125, 34.83893743750296)	(130, 34.875823934312315)	(135, 34.93646887262068)	(140, 34.99262360642754)	(145, 35.238137474558144)	(150, 36.38847614558171)
26R_S25_R2	(1, 19.103740324998988)	(2, 35.759020950682824)	(3, 35.5568310572598)	(4, 35.450575029379586)	(5, 35.44275073955505)	(6, 35.53832799773068)	(7, 35.46569031892045)	(8, 35.42410503707906)	(9, 35.526841998622196)	(10, 35.560454674393156)	(15, 35.55410592859748)	(20, 35.518899704177976)	(25, 35.41064394430507)	(30, 35.40474745762721)	(35, 35.35711352318069)	(40, 35.29920727022786)	(45, 35.25949841950474)	(50, 35.23893330035751)	(55, 35.195332550548514)	(60, 35.183387223683255)	(65, 35.15463380733039)	(70, 35.05030874028931)	(75, 35.03700364759988)	(80, 35.019195023794595)	(85, 35.00077998069251)	(90, 34.965841379896965)	(95, 34.97610960974305)	(100, 34.90204171531424)	(105, 34.8760236683295)	(110, 34.88836066886826)	(115, 34.80775004547101)	(120, 34.80354546821449)	(125, 34.692503795288914)	(130, 34.755797104348495)	(135, 34.73453855272734)	(140, 34.79341331234697)	(145, 34.9941150908427)	(150, 36.269754122061144)
27R_S26_R1	(1, 19.44930242925508)	(2, 35.63785254256178)	(3, 35.31581498080034)	(4, 35.652891431582006)	(5, 35.80894059081591)	(6, 35.83950722562386)	(7, 35.87422956511167)	(8, 35.782023917676185)	(9, 35.868650350051844)	(10, 35.914073502443436)	(15, 35.900013171270416)	(20, 35.88041499633569)	(25, 35.684903910312684)	(30, 35.580775673841174)	(35, 35.49565923657061)	(40, 35.443879453564215)	(45, 35.38879380090241)	(50, 35.29679491779627)	(55, 35.24361830559991)	(60, 35.194124609884696)	(65, 35.19649737647022)	(70, 35.18366847517713)	(75, 35.132259203075826)	(80, 35.08290740761338)	(85, 35.11247402812859)	(90, 35.10099259593727)	(95, 35.07304687232815)	(100, 35.00179727900426)	(105, 34.97455763145039)	(110, 34.95026893219582)	(115, 34.92286841648842)	(120, 34.889440865484886)	(125, 34.89503119452062)	(130, 34.91286116492585)	(135, 34.92480166660818)	(140, 34.87429878265366)	(145, 34.91558088638699)	(150, 34.80242921494299)
27R_S26_R2	(1, 19.381406218865987)	(2, 35.67839134883941)	(3, 35.50962853640168)	(4, 35.41086596037136)	(5, 35.443118686655474)	(6, 35.51753129865349)	(7, 35.40167140044377)	(8, 35.38494388701076)	(9, 35.47946463851617)	(10, 35.515149831644145)	(15, 35.51435229433399)	(20, 35.46919949071088)	(25, 35.321136121874254)	(30, 35.30458526791841)	(35, 35.25304414254926)	(40, 35.19149468676015)	(45, 35.14906860496781)	(50, 35.12419887827182)	(55, 35.079277398663535)	(60, 35.0712189650501)	(65, 35.01961114315988)	(70, 34.89542359040961)	(75, 34.92235091096071)	(80, 34.884059109287)	(85, 34.87470467502874)	(90, 34.81951219077616)	(95, 34.82477040809314)	(100, 34.73818101092917)	(105, 34.69561965572365)	(110, 34.66211155571064)	(115, 34.574130247475566)	(120, 34.58964801651496)	(125, 34.47177385101449)	(130, 34.55276467792946)	(135, 34.511449902358166)	(140, 34.52683064580115)	(145, 34.593393968814325)	(150, 34.4183677560976)
28R_S27_R1	(1, 19.530748814871377)	(2, 35.88586397778598)	(3, 35.66277260149126)	(4, 35.918764367232335)	(5, 36.014639789013046)	(6, 36.016587618258924)	(7, 36.102927838303884)	(8, 35.95730270660633)	(9, 36.08703132101461)	(10, 36.13623157578589)	(15, 36.144565496654636)	(20, 36.11891708660511)	(25, 35.95116982100468)	(30, 35.89146891613371)	(35, 35.812456741056494)	(40, 35.7685491763472)	(45, 35.7292116418018)	(50, 35.67524872503638)	(55, 35.64593917137472)	(60, 35.63003437359095)	(65, 35.628538012079574)	(70, 35.6321348179257)	(75, 35.58021169652378)	(80, 35.49625866251701)	(85, 35.50802883759001)	(90, 35.451599388997195)	(95, 35.41979013788303)	(100, 35.39566021275239)	(105, 35.38898910802483)	(110, 35.375255963617356)	(115, 35.343619995078036)	(120, 35.30947193647273)	(125, 35.31990580294993)	(130, 35.32716411014327)	(135, 35.357201118108584)	(140, 35.343165285283305)	(145, 35.36367468794463)	(150, 35.300752232763855)
28R_S27_R2	(1, 19.719099521327934)	(2, 35.813901047884336)	(3, 35.59082640141136)	(4, 35.51776726985641)	(5, 35.49322541801651)	(6, 35.6180474147048)	(7, 35.58010338233179)	(8, 35.55755476925393)	(9, 35.67036316061386)	(10, 35.709107914121844)	(15, 35.667728532352484)	(20, 35.61280843119283)	(25, 35.45768633431375)	(30, 35.41533376611997)	(35, 35.3928860413503)	(40, 35.33977973114824)	(45, 35.324672456947454)	(50, 35.305172292157685)	(55, 35.25055735345934)	(60, 35.23532931936514)	(65, 35.18595665456383)	(70, 35.04813903378033)	(75, 35.06983639815683)	(80, 35.05743797746673)	(85, 35.07074049840271)	(90, 35.000202603255715)	(95, 34.97034227225263)	(100, 34.90266386603838)	(105, 34.87940529429771)	(110, 34.90145060315868)	(115, 34.84999213256581)	(120, 34.846366309184205)	(125, 34.720025861116746)	(130, 34.74802762577729)	(135, 34.73543059768993)	(140, 34.80017017393601)	(145, 34.909579207722665)	(150, 34.795828897551445)
29R_S28_R1	(1, 19.469879007318692)	(2, 35.46715610132036)	(3, 35.265914325746515)	(4, 35.5788811193372)	(5, 35.716392763700675)	(6, 35.71758410301172)	(7, 35.75560695803029)	(8, 35.6640368793432)	(9, 35.73768686689718)	(10, 35.81382931890393)	(15, 35.82564379606793)	(20, 35.80160178613937)	(25, 35.55581339944731)	(30, 35.43282427454368)	(35, 35.33954182420041)	(40, 35.29683197740752)	(45, 35.249661678335315)	(50, 35.207114465377586)	(55, 35.15632960637601)	(60, 35.13413040446732)	(65, 35.15215545482713)	(70, 35.15072187806946)	(75, 35.09997964109233)	(80, 35.03666023539039)	(85, 35.06913726272363)	(90, 35.02682119357878)	(95, 35.0031318322772)	(100, 34.95510459131551)	(105, 34.91683866724852)	(110, 34.907664722561236)	(115, 34.88582203823755)	(120, 34.84688287486047)	(125, 34.844933013132255)	(130, 34.8768592689)	(135, 34.92474544457825)	(140, 34.89659462278428)	(145, 34.87915041815252)	(150, 34.80801233830713)
29R_S28_R2	(1, 19.055897292637937)	(2, 35.730704053271126)	(3, 35.563299140300856)	(4, 35.51089542845279)	(5, 35.48104672637132)	(6, 35.53186343512255)	(7, 35.45487856708838)	(8, 35.39403330315129)	(9, 35.47462371178285)	(10, 35.50905493965584)	(15, 35.462110953256236)	(20, 35.391810629224985)	(25, 35.2562620414203)	(30, 35.22258645334226)	(35, 35.17487325288474)	(40, 35.0969862398717)	(45, 35.039827402812364)	(50, 35.00520145283217)	(55, 34.94451295249315)	(60, 34.91851672174538)	(65, 34.87565729798215)	(70, 34.77309594503258)	(75, 34.762115218739176)	(80, 34.72118756040035)	(85, 34.69647834204319)	(90, 34.652352329703504)	(95, 34.62754338875168)	(100, 34.57339778215983)	(105, 34.54671758493339)	(110, 34.54066309066103)	(115, 34.4995175075962)	(120, 34.4728199926077)	(125, 34.35427632270026)	(130, 34.43743610365543)	(135, 34.44289994784661)	(140, 34.50264510993385)	(145, 34.616350470752934)	(150, 34.47786994592518)
2R_S8_R1	(1, 19.348743924953467)	(2, 35.85047901899889)	(3, 35.7453839846274)	(4, 35.96064607141447)	(5, 36.02896287719171)	(6, 36.02620180485259)	(7, 36.06030410821488)	(8, 35.97479069111512)	(9, 36.032297805555054)	(10, 36.0955265395107)	(15, 36.095046433999244)	(20, 36.08473653844193)	(25, 35.922132007932426)	(30, 35.85860023973561)	(35, 35.806468614660346)	(40, 35.75551179379388)	(45, 35.693886661461406)	(50, 35.634073466600825)	(55, 35.58340867991156)	(60, 35.557061684512036)	(65, 35.563264314778635)	(70, 35.570271708068205)	(75, 35.51287908011494)	(80, 35.444554916036246)	(85, 35.485227821685655)	(90, 35.435258739113465)	(95, 35.37830845650352)	(100, 35.31482434276586)	(105, 35.316743457985545)	(110, 35.27417182774734)	(115, 35.22682148355064)	(120, 35.18958580065632)	(125, 35.17108706033887)	(130, 35.17724993540734)	(135, 35.135097508201234)	(140, 35.05398295906784)	(145, 35.02838718560056)	(150, 34.96627538603511)
2R_S8_R2	(1, 19.652758123233586)	(2, 35.98810113525042)	(3, 35.809028786374334)	(4, 35.70776847614617)	(5, 35.68259863649325)	(6, 35.75124671773423)	(7, 35.699356651519054)	(8, 35.635297644573804)	(9, 35.71125063804896)	(10, 35.75675981553234)	(15, 35.73976533989439)	(20, 35.713797068722144)	(25, 35.59361569713544)	(30, 35.587439735761215)	(35, 35.53241208840467)	(40, 35.4833799257628)	(45, 35.44311259064206)	(50, 35.429019240827316)	(55, 35.41365657682349)	(60, 35.396270933878824)	(65, 35.32699302650312)	(70, 35.21558432181003)	(75, 35.22849729764586)	(80, 35.23333570250152)	(85, 35.20619516314705)	(90, 35.13494442583168)	(95, 35.132332927201716)	(100, 35.03388862067506)	(105, 35.006339454781894)	(110, 34.994503709486835)	(115, 34.895185704781284)	(120, 34.89920266552686)	(125, 34.79622850867896)	(130, 34.81807636174257)	(135, 34.74415999119236)	(140, 34.744843657624365)	(145, 34.77701115679529)	(150, 34.604288892479175)
30R_S29_R1	(1, 19.201618368627138)	(2, 35.703447841268115)	(3, 35.6046523085384)	(4, 35.832000160404675)	(5, 35.9263427446959)	(6, 35.93184118791122)	(7, 35.96509880641733)	(8, 35.87473712251194)	(9, 35.948798253880504)	(10, 35.99975435169298)	(15, 35.98967394884809)	(20, 35.97149345348407)	(25, 35.789570428174834)	(30, 35.7128895313083)	(35, 35.64948905610931)	(40, 35.61867150344873)	(45, 35.59780634506722)	(50, 35.5655295217264)	(55, 35.52428935279845)	(60, 35.50091811566837)	(65, 35.52278427379887)	(70, 35.52156048335904)	(75, 35.484024819870434)	(80, 35.42648095845182)	(85, 35.45640590281496)	(90, 35.42764696927352)	(95, 35.40559090037107)	(100, 35.361982757367905)	(105, 35.335101533341145)	(110, 35.31985385410934)	(115, 35.29782018149637)	(120, 35.26526262560567)	(125, 35.2649997932673)	(130, 35.27438627223927)	(135, 35.26664745164672)	(140, 35.22334299507925)	(145, 35.23359172886367)	(150, 35.11573233613331)
30R_S29_R2	(1, 20.476067908466216)	(2, 35.799896882706946)	(3, 35.62097806752464)	(4, 35.50780912989055)	(5, 35.50198644007596)	(6, 35.570394452289634)	(7, 35.49226591658384)	(8, 35.45080818178433)	(9, 35.530932037110766)	(10, 35.56794770807494)	(15, 35.547618362898405)	(20, 35.511148984437874)	(25, 35.39321278059398)	(30, 35.361815516948226)	(35, 35.3147296953262)	(40, 35.26553078386684)	(45, 35.21722062187009)	(50, 35.1949050893319)	(55, 35.15309874780038)	(60, 35.12448639970232)	(65, 35.08491742326634)	(70, 34.987981547837975)	(75, 34.99927054907954)	(80, 34.970308551820885)	(85, 34.961185592524)	(90, 34.90589465298253)	(95, 34.885302174293386)	(100, 34.812063462331096)	(105, 34.783311960324504)	(110, 34.76729107729851)	(115, 34.685040637053575)	(120, 34.66593615194018)	(125, 34.54097639572097)	(130, 34.59519549687)	(135, 34.546812514227916)	(140, 34.58581444202069)	(145, 34.67152624132277)	(150, 34.485124297969335)
31R_S30_R1	(1, 19.545791572552826)	(2, 35.901909282368244)	(3, 35.68913661464998)	(4, 35.952351438498454)	(5, 36.03072620100713)	(6, 36.07361300770183)	(7, 36.03187417516196)	(8, 36.03408710289685)	(9, 36.053897529708486)	(10, 36.091784684707896)	(15, 36.14952139115764)	(20, 36.15609375790246)	(25, 35.998350562547)	(30, 35.88023222536698)	(35, 35.85817752236534)	(40, 35.8316412004989)	(45, 35.801132225106144)	(50, 35.77003021198546)	(55, 35.712063795595476)	(60, 35.73361454476562)	(65, 35.772298983519576)	(70, 35.75328546407447)	(75, 35.69938925945554)	(80, 35.68070947278058)	(85, 35.71144606254878)	(90, 35.66579567480945)	(95, 35.60512626614396)	(100, 35.5865251840086)	(105, 35.54827480943992)	(110, 35.55687980960528)	(115, 35.53160370562485)	(120, 35.436728234587534)	(125, 35.35637884347818)	(130, 35.44475462224346)	(135, 35.46585464735358)	(140, 35.44412392798351)	(145, 35.499297638803476)	(150, 36.42607876543124)
31R_S30_R2	(1, 18.94753195099305)	(2, 35.80553718606056)	(3, 35.640143978670395)	(4, 35.61615771237283)	(5, 35.52571204456773)	(6, 35.59511342805313)	(7, 35.55379494681435)	(8, 35.55944034589998)	(9, 35.59452942125117)	(10, 35.65393369614279)	(15, 35.63789898781697)	(20, 35.59924460819538)	(25, 35.512242348609746)	(30, 35.5080314752481)	(35, 35.496378602098105)	(40, 35.44424178665069)	(45, 35.38902897248464)	(50, 35.42145482783299)	(55, 35.40004082023051)	(60, 35.39374846087966)	(65, 35.36295339046528)	(70, 35.2531823206855)	(75, 35.23199861122208)	(80, 35.19935022299926)	(85, 35.19680022226655)	(90, 35.16131513957467)	(95, 35.06942719094332)	(100, 34.98165439658559)	(105, 35.017823964238474)	(110, 35.01534728048119)	(115, 34.991043688572724)	(120, 34.986401392899005)	(125, 34.865848946154316)	(130, 34.99685146606184)	(135, 34.91705941792981)	(140, 34.8284917945786)	(145, 35.07823557282221)	(150, 36.27491208699814)
32R_S31_R1	(1, 19.563948146114257)	(2, 35.76928893276905)	(3, 35.572103624313876)	(4, 35.80386375377333)	(5, 35.917307690702735)	(6, 35.8934638499165)	(7, 35.96704842961977)	(8, 35.85956670475116)	(9, 35.96505045430153)	(10, 36.009514668927814)	(15, 36.00258267937337)	(20, 35.97182320672535)	(25, 35.75722196417644)	(30, 35.68440197564412)	(35, 35.60220502786355)	(40, 35.55687233145067)	(45, 35.51119417872751)	(50, 35.4337760981263)	(55, 35.37952377870694)	(60, 35.35090064911479)	(65, 35.36447254312752)	(70, 35.380535126879735)	(75, 35.30722295025057)	(80, 35.2304428335136)	(85, 35.24878229721345)	(90, 35.20961577131209)	(95, 35.17420386698244)	(100, 35.129468591849786)	(105, 35.1228531228302)	(110, 35.07768591684561)	(115, 35.06273887832865)	(120, 35.02749132116244)	(125, 35.03452846522496)	(130, 35.06445917376696)	(135, 35.10518102673856)	(140, 35.107102036799986)	(145, 35.11472992105078)	(150, 35.072642275284835)
