Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
30R_S29_R2	(25, 215.0)	(30, 315.0)	(35, 352.0)	(40, 404.0)	(45, 538.0)	(50, 686.0)	(55, 580.0)	(60, 540.0)	(65, 500.0)	(70, 475.0)	(75, 367.0)	(80, 351.0)	(85, 446.0)	(90, 346.0)	(95, 467.0)	(100, 576.0)	(105, 592.0)	(110, 681.0)	(115, 650.0)	(120, 565.0)	(125, 482.0)	(130, 312.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 1735145.0)
31R_S30_R1	(25, 402.0)	(30, 1047.0)	(35, 2060.0)	(40, 1249.0)	(45, 1405.0)	(50, 1416.0)	(55, 1076.0)	(60, 926.0)	(65, 837.0)	(70, 731.0)	(75, 672.0)	(80, 617.0)	(85, 723.0)	(90, 703.0)	(95, 1172.0)	(100, 1522.0)	(105, 1614.0)	(110, 1568.0)	(115, 1580.0)	(120, 1568.0)	(125, 1685.0)	(130, 1357.0)	(135, 1364.0)	(140, 4383.0)	(145, 50336.0)	(150, 2013853.0)
31R_S30_R2	(25, 100.0)	(30, 149.0)	(35, 213.0)	(40, 306.0)	(45, 407.0)	(50, 667.0)	(55, 573.0)	(60, 526.0)	(65, 524.0)	(70, 590.0)	(75, 646.0)	(80, 635.0)	(85, 800.0)	(90, 781.0)	(95, 1334.0)	(100, 1158.0)	(105, 1171.0)	(110, 1189.0)	(115, 1239.0)	(120, 1029.0)	(125, 1042.0)	(130, 1100.0)	(135, 1465.0)	(140, 3851.0)	(145, 66420.0)	(150, 2007951.0)
32R_S31_R1	(25, 378.0)	(30, 1029.0)	(35, 1902.0)	(40, 1521.0)	(45, 1777.0)	(50, 1548.0)	(55, 1222.0)	(60, 1009.0)	(65, 764.0)	(70, 626.0)	(75, 539.0)	(80, 452.0)	(85, 527.0)	(90, 421.0)	(95, 620.0)	(100, 685.0)	(105, 750.0)	(110, 829.0)	(115, 891.0)	(120, 785.0)	(125, 603.0)	(130, 476.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 1178859.0)
32R_S31_R2	(25, 125.0)	(30, 178.0)	(35, 227.0)	(40, 337.0)	(45, 486.0)	(50, 662.0)	(55, 573.0)	(60, 503.0)	(65, 517.0)	(70, 461.0)	(75, 385.0)	(80, 275.0)	(85, 303.0)	(90, 218.0)	(95, 289.0)	(100, 392.0)	(105, 469.0)	(110, 505.0)	(115, 619.0)	(120, 489.0)	(125, 400.0)	(130, 310.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 1189490.0)
3R_S2_R1	(25, 838.0)	(30, 1434.0)	(35, 3077.0)	(40, 2084.0)	(45, 2220.0)	(50, 2596.0)	(55, 1938.0)	(60, 1997.0)	(65, 1982.0)	(70, 1927.0)	(75, 1556.0)	(80, 1424.0)	(85, 963.0)	(90, 747.0)	(95, 927.0)	(100, 1181.0)	(105, 1483.0)	(110, 1521.0)	(115, 1560.0)	(120, 1517.0)	(125, 1308.0)	(130, 1056.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 3210759.0)
3R_S2_R2	(25, 157.0)	(30, 275.0)	(35, 340.0)	(40, 561.0)	(45, 771.0)	(50, 1054.0)	(55, 1073.0)	(60, 1286.0)	(65, 1342.0)	(70, 1505.0)	(75, 1248.0)	(80, 988.0)	(85, 585.0)	(90, 394.0)	(95, 498.0)	(100, 661.0)	(105, 864.0)	(110, 870.0)	(115, 909.0)	(120, 739.0)	(125, 624.0)	(130, 456.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 3228895.0)
4R_S3_R1	(25, 798.0)	(30, 1577.0)	(35, 4346.0)	(40, 2461.0)	(45, 2818.0)	(50, 2988.0)	(55, 2152.0)	(60, 2250.0)	(65, 2010.0)	(70, 1685.0)	(75, 1158.0)	(80, 1016.0)	(85, 820.0)	(90, 572.0)	(95, 634.0)	(100, 797.0)	(105, 810.0)	(110, 945.0)	(115, 932.0)	(120, 841.0)	(125, 725.0)	(130, 505.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 802996.0)
4R_S3_R2	(25, 215.0)	(30, 325.0)	(35, 428.0)	(40, 726.0)	(45, 954.0)	(50, 1337.0)	(55, 1112.0)	(60, 1533.0)	(65, 1347.0)	(70, 1184.0)	(75, 884.0)	(80, 709.0)	(85, 588.0)	(90, 399.0)	(95, 453.0)	(100, 530.0)	(105, 621.0)	(110, 783.0)	(115, 746.0)	(120, 770.0)	(125, 732.0)	(130, 425.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 819035.0)
5R_S4_R1	(25, 1290.0)	(30, 3051.0)	(35, 5314.0)	(40, 5169.0)	(45, 6445.0)	(50, 6685.0)	(55, 5067.0)	(60, 4701.0)	(65, 3626.0)	(70, 2630.0)	(75, 1930.0)	(80, 1581.0)	(85, 1305.0)	(90, 986.0)	(95, 994.0)	(100, 1271.0)	(105, 1395.0)	(110, 1348.0)	(115, 1448.0)	(120, 1143.0)	(125, 968.0)	(130, 699.0)	(135, 404.0)	(140, 1883.0)	(145, 23243.0)	(150, 555299.0)
5R_S4_R2	(25, 361.0)	(30, 584.0)	(35, 754.0)	(40, 1212.0)	(45, 1688.0)	(50, 2208.0)	(55, 2077.0)	(60, 2525.0)	(65, 2053.0)	(70, 1738.0)	(75, 1283.0)	(80, 1043.0)	(85, 866.0)	(90, 624.0)	(95, 650.0)	(100, 738.0)	(105, 779.0)	(110, 792.0)	(115, 807.0)	(120, 815.0)	(125, 925.0)	(130, 1334.0)	(135, 1941.0)	(140, 3951.0)	(145, 31709.0)	(150, 576418.0)
6R_S5_R1	(25, 564.0)	(30, 1727.0)	(35, 3903.0)	(40, 2916.0)	(45, 3546.0)	(50, 4338.0)	(55, 3434.0)	(60, 3865.0)	(65, 4022.0)	(70, 3041.0)	(75, 2843.0)	(80, 2369.0)	(85, 1830.0)	(90, 1374.0)	(95, 1537.0)	(100, 1738.0)	(105, 1773.0)	(110, 1973.0)	(115, 1951.0)	(120, 1700.0)	(125, 1372.0)	(130, 1092.0)	(135, 641.0)	(140, 3431.0)	(145, 92398.0)	(150, 3915351.0)
6R_S5_R2	(25, 197.0)	(30, 328.0)	(35, 440.0)	(40, 795.0)	(45, 1059.0)	(50, 1676.0)	(55, 1624.0)	(60, 2291.0)	(65, 2415.0)	(70, 2219.0)	(75, 2126.0)	(80, 1794.0)	(85, 1295.0)	(90, 932.0)	(95, 1102.0)	(100, 1127.0)	(105, 1281.0)	(110, 1473.0)	(115, 1281.0)	(120, 1150.0)	(125, 1168.0)	(130, 1381.0)	(135, 1991.0)	(140, 6879.0)	(145, 151928.0)	(150, 3874777.0)
7R_S6_R1	(25, 383.0)	(30, 947.0)	(35, 2727.0)	(40, 1883.0)	(45, 2383.0)	(50, 3012.0)	(55, 2155.0)	(60, 2667.0)	(65, 2763.0)	(70, 2428.0)	(75, 2042.0)	(80, 1775.0)	(85, 1498.0)	(90, 985.0)	(95, 1084.0)	(100, 1290.0)	(105, 1263.0)	(110, 1283.0)	(115, 1172.0)	(120, 1071.0)	(125, 865.0)	(130, 581.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 2180456.0)
7R_S6_R2	(25, 135.0)	(30, 219.0)	(35, 338.0)	(40, 530.0)	(45, 784.0)	(50, 1110.0)	(55, 1131.0)	(60, 1734.0)	(65, 1793.0)	(70, 1722.0)	(75, 1509.0)	(80, 1248.0)	(85, 888.0)	(90, 628.0)	(95, 576.0)	(100, 678.0)	(105, 710.0)	(110, 720.0)	(115, 734.0)	(120, 570.0)	(125, 450.0)	(130, 295.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 2198211.0)
8R_S7_R1	(25, 257.0)	(30, 720.0)	(35, 1821.0)	(40, 1822.0)	(45, 2533.0)	(50, 3386.0)	(55, 2681.0)	(60, 2832.0)	(65, 2893.0)	(70, 2397.0)	(75, 2212.0)	(80, 1992.0)	(85, 1450.0)	(90, 855.0)	(95, 872.0)	(100, 962.0)	(105, 1001.0)	(110, 938.0)	(115, 907.0)	(120, 798.0)	(125, 724.0)	(130, 449.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 2493105.0)
8R_S7_R2	(25, 132.0)	(30, 245.0)	(35, 342.0)	(40, 566.0)	(45, 838.0)	(50, 1132.0)	(55, 1114.0)	(60, 1691.0)	(65, 1750.0)	(70, 1506.0)	(75, 1627.0)	(80, 1568.0)	(85, 1125.0)	(90, 646.0)	(95, 566.0)	(100, 689.0)	(105, 700.0)	(110, 769.0)	(115, 740.0)	(120, 577.0)	(125, 481.0)	(130, 322.0)	(135, 0.0)	(140, 0.0)	(145, 1.0)	(150, 2508480.0)
9R_S9_R1	(25, 783.0)	(30, 1839.0)	(35, 2806.0)	(40, 2168.0)	(45, 2213.0)	(50, 1965.0)	(55, 1364.0)	(60, 997.0)	(65, 847.0)	(70, 720.0)	(75, 617.0)	(80, 506.0)	(85, 516.0)	(90, 426.0)	(95, 573.0)	(100, 680.0)	(105, 731.0)	(110, 707.0)	(115, 704.0)	(120, 587.0)	(125, 478.0)	(130, 306.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 516760.0)
9R_S9_R2	(25, 210.0)	(30, 301.0)	(35, 285.0)	(40, 461.0)	(45, 535.0)	(50, 717.0)	(55, 586.0)	(60, 511.0)	(65, 561.0)	(70, 440.0)	(75, 369.0)	(80, 286.0)	(85, 245.0)	(90, 235.0)	(95, 268.0)	(100, 329.0)	(105, 385.0)	(110, 395.0)	(115, 413.0)	(120, 308.0)	(125, 270.0)	(130, 171.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 531012.0)
