Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
3R_S2_R2	(1.0, 56.763037832212724)	(2.0, 11.562589149058123)	(3.0, 3.5688337168607904)	(4.0, 1.748646460791513)	(5.0, 1.119837086325894)	(6.0, 0.8661674963111629)	(7.0, 0.6750234648561584)	(8.0, 0.5656483949639943)	(9.0, 0.5027654952808273)	('>10', 8.142451667377197)	('>50', 3.2329693609512153)	('>100', 6.49967525241147)	('>500', 1.9116187758330083)	('>1k', 2.4276381746732896)	('>5k', 0.4130976720925928)	('>10k+', 0.0)
4R_S3_R1	(1.0, 36.37065483701009)	(2.0, 9.696396326170932)	(3.0, 4.16271845215587)	(4.0, 2.575815887796456)	(5.0, 1.836243561713739)	(6.0, 1.483944075460764)	(7.0, 1.2951642050491954)	(8.0, 1.1634250609141643)	(9.0, 1.0346410388191305)	('>10', 16.092043825724986)	('>50', 6.068479198248018)	('>100', 12.287810739936306)	('>500', 3.710055632828856)	('>1k', 2.2226071581714644)	('>5k', 0.0)	('>10k+', 0.0)
4R_S3_R2	(1.0, 40.2444055647573)	(2.0, 9.003066422811075)	(3.0, 3.988503735450879)	(4.0, 2.6444098462839545)	(5.0, 2.014514404998157)	(6.0, 1.7385203083460925)	(7.0, 1.4579357120657617)	(8.0, 1.2562151024052752)	(9.0, 1.1482326170615116)	('>10', 17.341061582952207)	('>50', 6.415176855289953)	('>100', 11.087970640489731)	('>500', 1.3010910265379665)	('>1k', 0.3588961805501358)	('>5k', 0.0)	('>10k+', 0.0)
5R_S4_R1	(1.0, 47.31158265140292)	(2.0, 10.497627962086677)	(3.0, 3.8061433255444874)	(4.0, 2.1146647793883)	(5.0, 1.5575684582104292)	(6.0, 1.258117834566829)	(7.0, 0.9898573039815688)	(8.0, 0.9387403447037951)	(9.0, 0.8149989537466018)	('>10', 12.378007062049948)	('>50', 5.226929177397723)	('>100', 11.110775513977714)	('>500', 1.4428744835202976)	('>1k', 0.5521121494226723)	('>5k', 0.0)	('>10k+', 0.0)
5R_S4_R2	(1.0, 51.41747778557432)	(2.0, 9.48809736508188)	(3.0, 3.5972228299941436)	(4.0, 2.0608980920876507)	(5.0, 1.4678636238714908)	(6.0, 1.1627450218416415)	(7.0, 0.9529309012052054)	(8.0, 0.8683252145053546)	(9.0, 0.7861410960162833)	('>10', 12.143612757795943)	('>50', 4.3304979016601175)	('>100', 7.705061852737065)	('>500', 1.1724989502957508)	('>1k', 2.8466266073331647)	('>5k', 0.0)	('>10k+', 0.0)
6R_S5_R1	(1.0, 49.51617499680355)	(2.0, 13.26759054367958)	(3.0, 4.923841448050258)	(4.0, 2.574509472011272)	(5.0, 1.6444685974284068)	(6.0, 1.2284061025359954)	(7.0, 0.9463327312691404)	(8.0, 0.8093981346132378)	(9.0, 0.674572757473472)	('>10', 8.011599607998377)	('>50', 2.788520879218607)	('>100', 6.454272274685138)	('>500', 2.333398795420887)	('>1k', 4.2248597722992205)	('>5k', 0.6020538865128566)	('>10k+', 0.0)
6R_S5_R2	(1.0, 53.460180065612036)	(2.0, 13.111078326304751)	(3.0, 4.8258440462215715)	(4.0, 2.381608212291477)	(5.0, 1.492217101747457)	(6.0, 1.1101313717904995)	(7.0, 0.8222794781345157)	(8.0, 0.632295813372221)	(9.0, 0.5611141455167182)	('>10', 7.252157078944532)	('>50', 2.6472242783936806)	('>100', 5.837869395396676)	('>500', 2.1201821102388014)	('>1k', 2.5575148521449758)	('>5k', 0.844019402895965)	('>10k+', 0.3442843209940869)
7R_S6_R1	(1.0, 50.807627179311766)	(2.0, 11.66081925846216)	(3.0, 4.1086497665030235)	(4.0, 2.125601682405105)	(5.0, 1.4334994233247573)	(6.0, 1.0961471712019322)	(7.0, 0.9047181082466018)	(8.0, 0.8367559806460602)	(9.0, 0.6867802995122824)	('>10', 10.060313621945197)	('>50', 4.1462872718035735)	('>100', 8.420178138516093)	('>500', 2.43810079279994)	('>1k', 1.2745213053214848)	('>5k', 0.0)	('>10k+', 0.0)
7R_S6_R2	(1.0, 53.26078777763523)	(2.0, 11.500351005253771)	(3.0, 3.916873463830602)	(4.0, 2.05828037958458)	(5.0, 1.34205233601917)	(6.0, 1.017236563846673)	(7.0, 0.8824516352426197)	(8.0, 0.7351089340152249)	(9.0, 0.7001944817103376)	('>10', 10.054852760940497)	('>50', 4.207586573778024)	('>100', 8.274759657315753)	('>500', 1.1895630364387784)	('>1k', 0.8599013943887356)	('>5k', 0.0)	('>10k+', 0.0)
8R_S7_R1	(1.0, 43.825663337976806)	(2.0, 11.11045747814783)	(3.0, 4.238054113470643)	(4.0, 2.2362471639946544)	(5.0, 1.4927389525570152)	(6.0, 1.2034190929000175)	(7.0, 1.0180104723072827)	(8.0, 0.8782688773495266)	(9.0, 0.7601476984142118)	('>10', 10.444535065576394)	('>50', 4.394937301905973)	('>100', 9.78055323297989)	('>500', 2.9368303227117822)	('>1k', 5.6801368897079945)	('>5k', 0.0)	('>10k+', 0.0)
8R_S7_R2	(1.0, 48.48648481151916)	(2.0, 10.687865675724979)	(3.0, 3.8680566589895675)	(4.0, 2.247506752978444)	(5.0, 1.4913754223139313)	(6.0, 1.1881432990834735)	(7.0, 1.0351112830358624)	(8.0, 0.8638281632687117)	(9.0, 0.7886318174654782)	('>10', 11.440112069778989)	('>50', 4.383022303047639)	('>100', 8.364188492178279)	('>500', 2.5077555636197677)	('>1k', 2.647917686995655)	('>5k', 0.0)	('>10k+', 0.0)
9R_S9_R1	(1.0, 30.95295876967179)	(2.0, 6.032326131846939)	(3.0, 2.8150525779446056)	(4.0, 1.846054563016343)	(5.0, 1.40085215265887)	(6.0, 1.2034171774023539)	(7.0, 1.065574279964654)	(8.0, 0.9507804421654805)	(9.0, 0.8390057399893316)	('>10', 14.635541129130255)	('>50', 7.079014112875454)	('>100', 17.812404859731906)	('>500', 6.3068196063437885)	('>1k', 7.0601984572582115)	('>5k', 0.0)	('>10k+', 0.0)
9R_S9_R2	(1.0, 34.043083483822905)	(2.0, 5.561027208776252)	(3.0, 2.518777373149766)	(4.0, 1.7534159582871967)	(5.0, 1.3860847296387127)	(6.0, 1.178115349514518)	(7.0, 1.0525643573537051)	(8.0, 0.9847835618670664)	(9.0, 0.8862610734959608)	('>10', 17.07088058364265)	('>50', 8.806144903831113)	('>100', 17.508225397631055)	('>500', 4.4346869562288225)	('>1k', 2.8159490627602524)	('>5k', 0.0)	('>10k+', 0.0)
