Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
13R_S13_R2 - polya	(1, 5.7338463214508924e-05)	(2, 0.00017201538964352678)	(3, 0.0002866923160725446)	(4, 0.00034403077928705356)	(5, 0.0005733846321450892)	(6, 0.0008600769482176338)	(7, 0.0010894308010756695)	(8, 0.0013187846539337053)	(9, 0.0016628154332207587)	(10, 0.0036811293383714728)	(15, 0.006834744815169463)	(20, 0.010320923378611607)	(25, 0.013061701920265133)	(30, 0.015825415847204462)	(35, 0.02080239445422384)	(40, 0.029907742412687854)	(45, 0.0442996966795296)	(50, 0.06636353732447262)	(55, 0.09726896899709295)	(60, 0.12929823454871764)	(65, 0.1614880477973429)	(70, 0.18930867014902267)	(75, 0.20290935362350418)	(80, 0.2112578338675367)	(85, 0.21843660946199323)	(90, 0.22422779424665862)	(95, 0.22912449900517765)	(100, 0.23546613303670236)	(105, 0.24226647477394309)	(110, 0.2512571458059781)	(115, 0.2598235122102257)	(120, 0.26601606623739266)	(125, 0.2714173494721994)	(130, 0.27564892805743024)	(135, 0.27981170048680354)	(140, 0.28170386977288236)
13R_S13_R2 - polyg	(1, 0.09369104889250758)	(2, 0.2903619777182732)	(3, 0.3218981324862531)	(4, 0.32992551733628434)	(5, 0.3797526418696926)	(6, 0.3912776729758089)	(7, 0.41902948917163124)	(8, 0.4444877668388732)	(9, 0.47688399855507074)	(10, 0.5392797142250993)	(15, 0.6082120147015819)	(20, 0.6412504372057819)	(25, 0.6612042224044311)	(30, 0.6855271985000257)	(35, 0.7146322024277105)	(40, 0.7218453811000958)	(45, 0.7285425136035505)	(50, 0.7375331846355854)	(55, 0.7468678864469075)	(60, 0.7544136282059368)	(65, 0.7613171791769637)	(70, 0.7688285178580644)	(75, 0.7792985212410337)	(80, 0.7908579554250788)	(85, 0.8026582111546245)	(90, 0.8214652270889836)	(95, 0.8435290677339266)	(100, 0.874996416346049)	(105, 0.9287684271486156)	(110, 1.032757464034449)	(115, 1.2382585161952488)	(120, 1.3725566647362717)	(125, 1.5102148472216648)	(130, 1.67526934743095)	(135, 1.8565735681152273)	(140, 2.010974581859257)
14R_S14_R1 - nextera_transposase_sequence	(1, 0.00012185566683685841)	(2, 0.0015841236688791593)	(3, 0.0015841236688791593)	(4, 0.0015841236688791593)	(5, 0.0015841236688791593)	(6, 0.0015841236688791593)	(7, 0.0015841236688791593)	(8, 0.0015841236688791593)	(9, 0.0015841236688791593)	(10, 0.0015841236688791595)	(15, 0.0015841236688791595)	(20, 0.0015841236688791595)	(25, 0.0021202886029613364)	(30, 0.004520845239647448)	(35, 0.009224473979550183)	(40, 0.016901380990272264)	(45, 0.022506741664767748)	(50, 0.02749063843839526)	(55, 0.03102445277666415)	(60, 0.03365653518034029)	(65, 0.03584993718340375)	(70, 0.03777525671942611)	(75, 0.039883359755703764)	(80, 0.04210113289213459)	(85, 0.04587865856407719)	(90, 0.0497414832028056)	(95, 0.053202184140972386)	(100, 0.05819826648128358)	(105, 0.06458350342353496)	(110, 0.07093218366573528)	(115, 0.0780607401756915)	(120, 0.0846043894848308)	(125, 0.09265904906274715)	(130, 0.09905647157168221)	(135, 0.11422750209287107)	(140, 0.13075113051594908)
14R_S14_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.047401854399537924)	(4, 0.06482721475720868)	(5, 0.6080597775159234)	(6, 0.6276176120432393)	(7, 0.6521715289108663)	(8, 0.6888500846287606)	(9, 0.7061535893195945)	(10, 0.7570892580574013)	(15, 0.870171316882006)	(20, 0.9086533364690859)	(25, 0.933048840969825)	(30, 0.9568228815696959)	(35, 0.9665469637832773)	(40, 0.9693009018537901)	(45, 0.9710556234562411)	(50, 0.9731637264925187)	(55, 0.9752962006621637)	(60, 0.9771971490648188)	(65, 0.978123252132779)	(70, 0.9795245923014028)	(75, 0.9815717675042619)	(80, 0.9840088808409991)	(85, 0.9870309013785532)	(90, 0.9896142415154946)	(95, 0.9935501795543249)	(100, 1.0045293751363258)	(105, 1.0268411477341548)	(110, 1.0678212084913903)	(115, 1.130479392378903)	(120, 1.1973537823389706)	(125, 1.2710886463419537)	(130, 1.3495636957848909)	(135, 1.4144030961087828)	(140, 1.4442333633504458)
14R_S14_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0007920618344395797)	(3, 0.0007920618344395797)	(4, 0.0007920618344395797)	(5, 0.0007920618344395797)	(6, 0.0007920618344395797)	(7, 0.0007920618344395797)	(8, 0.0007920618344395797)	(9, 0.0007920618344395797)	(10, 0.0007920618344395798)	(15, 0.0007920618344395798)	(20, 0.0007920618344395798)	(25, 0.0016328659356139026)	(30, 0.004472102972912703)	(35, 0.007067628676537788)	(40, 0.008956391512509095)	(45, 0.010394288381184023)	(50, 0.01190529864996107)	(55, 0.01298981408480911)	(60, 0.014342411986698233)	(65, 0.015609710921801561)	(70, 0.01658455625649643)	(75, 0.01796152529175293)	(80, 0.020130556161449008)	(85, 0.023067277732217298)	(90, 0.026491421970333016)	(95, 0.02985463837503031)	(100, 0.033376267146615526)	(105, 0.038262679386773545)	(110, 0.04375836996111585)	(115, 0.04981459660290772)	(120, 0.05633387477867965)	(125, 0.06429104982312651)	(130, 0.0708225135655821)	(135, 0.0881382038230997)	(140, 0.10753762598352755)
14R_S14_R2 - polya	(1, 6.092783341842921e-05)	(2, 6.092783341842921e-05)	(3, 0.00018278350025528764)	(4, 0.00036556700051057527)	(5, 0.0005483505007658629)	(6, 0.0007920618344395797)	(7, 0.0010967010015317258)	(8, 0.001157628834950155)	(9, 0.0016450515022975885)	(10, 0.0035094432049015216)	(15, 0.00580032974143446)	(20, 0.00876142244557012)	(25, 0.011832185249858952)	(30, 0.01653581398976169)	(35, 0.024322391100636942)	(40, 0.03896944225442732)	(45, 0.05651665827893493)	(50, 0.08273999778222686)	(55, 0.12575504817563787)	(60, 0.16646702646583228)	(65, 0.207166819189343)	(70, 0.24813469437989477)	(75, 0.26770471447389427)	(80, 0.27847675542227257)	(85, 0.28701883766753633)	(90, 0.29313599214274666)	(95, 0.29893632188418107)	(100, 0.3061867340609742)	(105, 0.31397331117184935)	(110, 0.32313685731798114)	(115, 0.33116714576253015)	(120, 0.3375036404380467)	(125, 0.34301151657907275)	(130, 0.3478248154191287)	(135, 0.3525650008590825)	(140, 0.35557483582995286)
14R_S14_R2 - polyg	(1, 0.1068064919825064)	(2, 0.3139611256051657)	(3, 0.35959607283556916)	(4, 0.3694054540159363)	(5, 0.41875699908486397)	(6, 0.43210019460349997)	(7, 0.4551918434690846)	(8, 0.4783444201680877)	(9, 0.49698833719412705)	(10, 0.5539558614403584)	(15, 0.6204281276998647)	(20, 0.6562415081832172)	(25, 0.6747757551091035)	(30, 0.6979648885081576)	(35, 0.7266984547482889)	(40, 0.7335345576578366)	(45, 0.7386159389649336)	(50, 0.7468899387431562)	(55, 0.7558950725224001)	(60, 0.7633404537661321)	(65, 0.7702374845090983)	(70, 0.777658494619463)	(75, 0.7880162263005961)	(80, 0.8002261641176492)	(85, 0.8119974215340896)	(90, 0.8306169674267618)	(95, 0.8493827401196379)	(100, 0.8786890279939022)	(105, 0.9408841603474348)	(110, 1.0631175797514874)	(115, 1.3214759645789946)	(120, 1.4743804553258846)	(125, 1.6231662245336889)	(130, 1.7968227353428958)	(135, 2.0076330389706607)	(140, 2.217468497263731)
15R_S15_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0010334641118708583)	(3, 0.0010334641118708583)	(4, 0.0010334641118708583)	(5, 0.0010334641118708583)	(6, 0.0010334641118708583)	(7, 0.0010334641118708583)	(8, 0.0010334641118708583)	(9, 0.0010334641118708583)	(10, 0.0010552212510681394)	(15, 0.0010878569598640614)	(20, 0.0011313712382586237)	(25, 0.0013380640606327954)	(30, 0.0030568780572180127)	(35, 0.006527141759184368)	(40, 0.01150952663536177)	(45, 0.0163396115371582)	(50, 0.02060401081982532)	(55, 0.024237453065771287)	(60, 0.027751231046132207)	(65, 0.029611466447499752)	(70, 0.0308298662425475)	(75, 0.03223320172077214)	(80, 0.0340716799829424)	(85, 0.037204708027350895)	(90, 0.04112099308286152)	(95, 0.04570087088388922)	(100, 0.05026987011531827)	(105, 0.05674261902650944)	(110, 0.0636940250000408)	(115, 0.07091739521353817)	(120, 0.07725960128954563)	(125, 0.08478757145180495)	(130, 0.09218499877888056)	(135, 0.10841582462005236)	(140, 0.12891104974389128)
15R_S15_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.03421310138772473)	(4, 0.048844777497896355)	(5, 0.4999246659055294)	(6, 0.5155354132795787)	(7, 0.5360415169730163)	(8, 0.563836262297543)	(9, 0.5800997238475107)	(10, 0.6278131301071486)	(15, 0.7308766984846697)	(20, 0.7653073712643671)	(25, 0.7846494680107502)	(30, 0.8022836293301466)	(35, 0.807178985649535)	(40, 0.8088434067981268)	(45, 0.8104316779595285)	(50, 0.8115412920585898)	(55, 0.8124442133352769)	(60, 0.8132709846247737)	(65, 0.8141847844710595)	(70, 0.8151312200261411)	(75, 0.817013212566706)	(80, 0.8186667551456994)	(85, 0.82058138339506)	(90, 0.8228114901627815)	(95, 0.8258139753720064)	(100, 0.8348649452780753)	(105, 0.8537175063925193)	(110, 0.8809574446675155)	(115, 0.9247980801500372)	(120, 0.9828570060979821)	(125, 1.0470188095907644)	(130, 1.1169462549708264)	(135, 1.171741610039179)	(140, 1.1958267631305695)
15R_S15_R2 - polya	(1, 0.0)	(2, 0.0006527141759184368)	(3, 0.0008702855678912492)	(4, 0.0010334641118708583)	(5, 0.0011966426558504676)	(6, 0.0014142140478232799)	(7, 0.001631785439796092)	(8, 0.0019581425277553103)	(9, 0.0021757139197281228)	(10, 0.003383235145177231)	(15, 0.005254349116143416)	(20, 0.007397427327075617)	(25, 0.0095622626772051)	(30, 0.012020819406497879)	(35, 0.015926225892409857)	(40, 0.023095203257914025)	(45, 0.03274449449190825)	(50, 0.04750671343726356)	(55, 0.07029731674641566)	(60, 0.09478497691295566)	(65, 0.12299310788223079)	(70, 0.15269160288651967)	(75, 0.16628981488482042)	(80, 0.1745901634885832)	(85, 0.18222691934682894)	(90, 0.1878728969685234)	(95, 0.19302933895827906)	(100, 0.1979899666952592)	(105, 0.20321168010260665)	(110, 0.20832460781396778)	(115, 0.2141120068404446)	(120, 0.21908351314702332)	(125, 0.22327176244249997)	(130, 0.22738386175078612)	(135, 0.2318005610078342)	(140, 0.2342156034587324)
15R_S15_R2 - polyg	(1, 0.09676487657990826)	(2, 0.2565166711359457)	(3, 0.28229888108472395)	(4, 0.28915237993186754)	(5, 0.33054533725469504)	(6, 0.3416958710933017)	(7, 0.36046140365095675)	(8, 0.38210975715225154)	(9, 0.4040844677415056)	(10, 0.4535275665673272)	(15, 0.5188316198679668)	(20, 0.5544262995947189)	(25, 0.571103146789435)	(30, 0.5943615285913286)	(35, 0.6230809523317398)	(40, 0.6298365440524958)	(45, 0.6352214360038227)	(50, 0.6425753490525038)	(55, 0.6493962121908514)	(60, 0.6549986755341514)	(65, 0.6598287604359478)	(70, 0.6658554879935947)	(75, 0.6740470509013711)	(80, 0.6859373274726852)	(85, 0.696511297122564)	(90, 0.7102618090952457)	(95, 0.7259160707476895)	(100, 0.7470640100474469)	(105, 0.7917422953890639)	(110, 0.8818059730962096)	(115, 1.0799264826266524)	(120, 1.1833490438009286)	(125, 1.2814954987198643)	(130, 1.4102760056285721)	(135, 1.5629349728062956)	(140, 1.7266465666962383)
16R_S16_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.010839665356429521)	(3, 0.010839665356429521)	(4, 0.010839665356429521)	(5, 0.010839665356429521)	(6, 0.010839665356429521)	(7, 0.010839665356429521)	(8, 0.010839665356429521)	(9, 0.010839665356429521)	(10, 0.010875205242844044)	(15, 0.011408303539061887)	(20, 0.011799242289621644)	(25, 0.01460689331636896)	(30, 0.02420266264829018)	(35, 0.05071541791352435)	(40, 0.08799675876235899)	(45, 0.11696176619019524)	(50, 0.14411423941089085)	(55, 0.1647273735313142)	(60, 0.18310149480762258)	(65, 0.19358576129990687)	(70, 0.19984078130886296)	(75, 0.20581148222650283)	(80, 0.21359471735128333)	(85, 0.22749081293936185)	(90, 0.24060503102632086)	(95, 0.255567323206835)	(100, 0.2753275000533098)	(105, 0.2959406341737332)	(110, 0.3169802469311308)	(115, 0.34274666458166003)	(120, 0.3719959911008125)	(125, 0.39843766659321755)	(130, 0.424559483107892)	(135, 0.47218293090335284)	(140, 0.524035625182142)
16R_S16_R1 - polya	(1, 0.0)	(2, 0.0001776994320726151)	(3, 0.0005330982962178453)	(4, 0.0007107977282904604)	(5, 0.0008884971603630755)	(6, 0.0015992948886535358)	(7, 0.001954693752798766)	(8, 0.0023100926169439965)	(9, 0.0028431909131618415)	(10, 0.0031630498908925483)	(15, 0.003553988641452302)	(20, 0.004904504325204177)	(25, 0.005793001485567252)	(30, 0.007569995806293403)	(35, 0.013825015815249453)	(40, 0.022070269463418796)	(45, 0.031701578681754536)	(50, 0.045810913588320165)	(55, 0.07282122726335766)	(60, 0.11848998130601976)	(65, 0.1681747425135229)	(70, 0.22329710634244812)	(75, 0.26306623924029937)	(80, 0.283288434610163)	(85, 0.2998144817929162)	(90, 0.3100499690802988)	(95, 0.3171579463632034)	(100, 0.32547427978420174)	(105, 0.3349634294568794)	(110, 0.3415738483299807)	(115, 0.3482553469759111)	(120, 0.35468806641693973)	(125, 0.36151172460852815)	(130, 0.36694932722995016)	(135, 0.3723869298513722)	(140, 0.37618969769772614)
16R_S16_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.22478978157185808)	(4, 0.31506109306474656)	(5, 2.7086724430828717)	(6, 2.839636924520389)	(7, 2.9535422604789354)	(8, 3.1733564579527602)	(9, 3.2410599415724266)	(10, 3.4720692032668268)	(15, 4.069636853440617)	(20, 4.281703355676075)	(25, 4.38640386105326)	(30, 4.473974141178645)	(35, 4.499065300987298)	(40, 4.50599557883813)	(45, 4.512463838165574)	(50, 4.516977403740218)	(55, 4.521135570450717)	(60, 4.524263080455195)	(65, 4.528065848301549)	(70, 4.532650493649022)	(75, 4.542601661845088)	(80, 4.552517290154741)	(85, 4.563108176306268)	(90, 4.574409860186087)	(95, 4.588839054070383)	(100, 4.633868090157584)	(105, 4.7409853078109565)	(110, 4.9398309723002125)	(115, 5.244763197736819)	(120, 5.603787130296332)	(125, 6.026676238742741)	(130, 6.448996709006518)	(135, 6.8113258510025805)	(140, 6.97523580714636)
16R_S16_R2 - nextera_transposase_sequence	(1, 0.0001776994320726151)	(2, 0.003909387505597532)	(3, 0.003909387505597532)	(4, 0.003909387505597532)	(5, 0.003909387505597532)	(6, 0.003909387505597532)	(7, 0.003909387505597532)	(8, 0.003909387505597532)	(9, 0.003909387505597532)	(10, 0.003909387505597532)	(15, 0.003909387505597532)	(20, 0.0039804672784265775)	(25, 0.00707243739649008)	(30, 0.021750410485688088)	(35, 0.03386951175304044)	(40, 0.04552659449700398)	(45, 0.0559042413300447)	(50, 0.06645958759515805)	(55, 0.0728567671497722)	(60, 0.07957380568211705)	(65, 0.0841584510295905)	(70, 0.08764135989821376)	(75, 0.09240370467775985)	(80, 0.09681065059316071)	(85, 0.10480712503642838)	(90, 0.11522031175588363)	(95, 0.12730387313682145)	(100, 0.14102226929282732)	(105, 0.15801033499896935)	(110, 0.17915656741561053)	(115, 0.1977794678968206)	(120, 0.21793058349385513)	(125, 0.24053395125349178)	(130, 0.25823281468792425)	(135, 0.2913915287126742)	(140, 0.3262561572853213)
16R_S16_R2 - polya	(1, 0.0003553988641452302)	(2, 0.0005330982962178453)	(3, 0.0007107977282904604)	(4, 0.0010661965924356905)	(5, 0.0012438960245083057)	(6, 0.001776994320726151)	(7, 0.002132393184871381)	(8, 0.0024877920490166115)	(9, 0.0031985897773070715)	(10, 0.005793001485567252)	(15, 0.010733045697185951)	(20, 0.015424310703902992)	(25, 0.019511397641573138)	(30, 0.028325289472374848)	(35, 0.05274119143915216)	(40, 0.10253257230589892)	(45, 0.17453638218172254)	(50, 0.275540739371797)	(55, 0.4318451598228692)	(60, 0.5919168082338808)	(65, 0.7479724494800515)	(70, 0.8877152828619561)	(75, 0.9543525698891866)	(80, 0.9886130203927868)	(85, 1.0207410777115156)	(90, 1.0375869838719995)	(95, 1.0502036435491553)	(100, 1.066907390163981)	(105, 1.086667567010456)	(110, 1.1120785857968398)	(115, 1.1389112000398047)	(120, 1.1609459296168088)	(125, 1.1798886890757498)	(130, 1.19961332603581)	(135, 1.214291299125008)	(140, 1.221505896067156)
16R_S16_R2 - polyg	(1, 0.4344751114175439)	(2, 1.0510921407095184)	(3, 1.245139920532814)	(4, 1.2837006972925715)	(5, 1.4962292180514192)	(6, 1.562688805646577)	(7, 1.6691307654580736)	(8, 1.7809037082317485)	(9, 1.855004371406029)	(10, 2.108119442450262)	(15, 2.42232757824106)	(20, 2.610902215556519)	(25, 2.6886279471450814)	(30, 2.799654552304051)	(35, 2.9548927761626875)	(40, 2.9776027635815674)	(45, 2.999992892022717)	(50, 3.0336491644572705)	(55, 3.0680162346201145)	(60, 3.092396596700477)	(65, 3.1252709916339105)	(70, 3.1619836943001127)	(75, 3.2058043742492197)	(80, 3.267608236724075)	(85, 3.338865708985194)	(90, 3.439550207197538)	(95, 3.5389908093853735)	(100, 3.6712347267338137)	(105, 3.9346208249518435)	(110, 4.455138001378947)	(115, 5.609295812690583)	(120, 6.3271304384911184)	(125, 7.031388827681306)	(130, 7.884630420721176)	(135, 8.903239105247819)	(140, 9.894659776667353)
17R_S17_R1 - nextera_transposase_sequence	(1, 0.0008029919479982414)	(2, 0.008632163440981095)	(3, 0.008832911427980657)	(4, 0.008832911427980657)	(5, 0.008832911427980657)	(6, 0.008832911427980657)	(7, 0.008832911427980657)	(8, 0.008832911427980657)	(9, 0.008832911427980657)	(10, 0.008832911427980657)	(15, 0.009154108207179951)	(20, 0.009595753778578986)	(25, 0.016581783726163687)	(30, 0.04219722686730759)	(35, 0.09732262409738687)	(40, 0.16039764161264874)	(45, 0.19805796397376627)	(50, 0.22700582369910288)	(55, 0.24687987441205936)	(60, 0.25759981691783584)	(65, 0.26410405169662166)	(70, 0.26856065700801185)	(75, 0.2717726248000048)	(80, 0.2774337180333924)	(85, 0.28606588147437356)	(90, 0.2924496674609595)	(95, 0.29915465022674487)	(100, 0.3085095064209244)	(105, 0.31995214167989927)	(110, 0.33352270560106956)	(115, 0.3456077344184431)	(120, 0.35652842491121917)	(125, 0.36620447788459803)	(130, 0.3776872627409728)	(135, 0.3984446045967274)	(140, 0.42116927672507765)
17R_S17_R1 - polya	(1, 0.00020074798699956035)	(2, 0.0008029919479982414)	(3, 0.001204487921997362)	(4, 0.001204487921997362)	(5, 0.001204487921997362)	(6, 0.001204487921997362)	(7, 0.0014052359089969226)	(8, 0.0018067318829960433)	(9, 0.002208227856995164)	(10, 0.003934660545191383)	(15, 0.004456605311390241)	(20, 0.004858101285389361)	(25, 0.005701242830787514)	(30, 0.007668573103383205)	(35, 0.010719942505776523)	(40, 0.014855351037967469)	(45, 0.020235397089555685)	(50, 0.025294246361944606)	(55, 0.03741942477671805)	(60, 0.06580519013845589)	(65, 0.09527499462999135)	(70, 0.11354306144695134)	(75, 0.1291211052381172)	(80, 0.1502799430678709)	(85, 0.18143603065020267)	(90, 0.20725222177834612)	(95, 0.22206742321891365)	(100, 0.23732427023088026)	(105, 0.24864645669765548)	(110, 0.2558332346322397)	(115, 0.2641040516966216)	(120, 0.27032723929360797)	(125, 0.27618908051399516)	(130, 0.28237211851358157)	(135, 0.2879127629547694)	(140, 0.2906830851753634)
17R_S17_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.5185320504198644)	(4, 0.7144620857314353)	(5, 3.396655940032561)	(6, 3.500041153337335)	(7, 3.669070958390965)	(8, 3.82184017649763)	(9, 3.881663076623499)	(10, 4.194187542784415)	(15, 4.936553598708789)	(20, 5.186243944938842)	(25, 5.332589227461521)	(30, 5.489373405308178)	(35, 5.526230735721297)	(40, 5.536187835876476)	(45, 5.542651921057861)	(50, 5.548834959057447)	(55, 5.554616501083035)	(60, 5.562285074186418)	(65, 5.56621973473161)	(70, 5.5707164896404)	(75, 5.578585810730783)	(80, 5.584648399938169)	(85, 5.5934813113661495)	(90, 5.605726938573124)	(95, 5.624075304584883)	(100, 5.720032842370673)	(105, 5.940173084914391)	(110, 6.340986515757714)	(115, 6.767816885716178)	(120, 7.222792123451981)	(125, 7.733093506404865)	(130, 8.244880424461545)	(135, 8.641397848383075)	(140, 8.816851589020692)
17R_S17_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.002408975843994724)	(3, 0.002408975843994724)	(4, 0.002408975843994724)	(5, 0.002408975843994724)	(6, 0.002408975843994724)	(7, 0.002408975843994724)	(8, 0.002408975843994724)	(9, 0.002408975843994724)	(10, 0.002408975843994724)	(15, 0.0026900230257941088)	(20, 0.0028506214153937574)	(25, 0.010760092103176435)	(30, 0.04027004619211181)	(35, 0.0768061798260318)	(40, 0.1084039129797626)	(45, 0.12635078301752328)	(50, 0.13939940217249472)	(55, 0.1516450293794679)	(60, 0.1642118533656404)	(65, 0.1710372849236254)	(70, 0.1743697015078181)	(75, 0.1782642124556096)	(80, 0.18356395931239797)	(85, 0.1912726820131811)	(90, 0.20034649102556124)	(95, 0.21142777990793699)	(100, 0.22435595027070865)	(105, 0.24262401708766865)	(110, 0.2658706339822178)	(115, 0.285383338318575)	(120, 0.30176437405773915)	(125, 0.32629577806908544)	(130, 0.34753491509363893)	(135, 0.39358650331133804)	(140, 0.4396380915290372)
17R_S17_R2 - polya	(1, 0.000602243960998681)	(2, 0.0014052359089969226)	(3, 0.0014052359089969226)	(4, 0.0020074798699956037)	(5, 0.0020074798699956037)	(6, 0.002208227856995164)	(7, 0.0026097238309942847)	(8, 0.0040149597399912074)	(9, 0.004617203700989888)	(10, 0.007909470687782678)	(15, 0.015176547817166763)	(20, 0.022564073738750585)	(25, 0.03219997711472948)	(30, 0.0548844996456798)	(35, 0.12221537448533235)	(40, 0.254347699528443)	(45, 0.431046077685456)	(50, 0.6714217173187296)	(55, 1.0321658499569395)	(60, 1.3754449077261879)	(65, 1.652115783408982)	(70, 1.8445126541493604)	(75, 1.9503068432981288)	(80, 2.0184808596831796)	(85, 2.0726426665756605)	(90, 2.1018715734827973)	(95, 2.1284506069615388)	(100, 2.160971780855468)	(105, 2.19618297777519)	(110, 2.241150526863092)	(115, 2.2833879033277995)	(120, 2.3160696756113275)	(125, 2.344334992180866)	(130, 2.367902805854614)	(135, 2.3860504238793743)	(140, 2.3979347047097486)
17R_S17_R2 - polyg	(1, 0.6618661131375505)	(2, 1.2028819381013658)	(3, 1.5421460361306227)	(4, 1.604578660087486)	(5, 1.9057006405868264)	(6, 1.970742988374684)	(7, 2.09139252856142)	(8, 2.1943762458921943)	(9, 2.273470952770021)	(10, 2.582020608788345)	(15, 2.933771231608975)	(20, 3.1362055016993318)	(25, 3.246054800185491)	(30, 3.4111097950965297)	(35, 3.6673846753001684)	(40, 3.705727540817084)	(45, 3.7427053200224036)	(50, 3.796786827720085)	(55, 3.8470942732621745)	(60, 3.887324169856887)	(65, 3.942489716684366)	(70, 4.002794411979034)	(75, 4.073658451389879)	(80, 4.153154654241705)	(85, 4.242929154027908)	(90, 4.376105368603416)	(95, 4.522330202333896)	(100, 4.780331515225731)	(105, 5.331705936318724)	(110, 6.291040416592223)	(115, 8.182889446076079)	(120, 9.528463053336733)	(125, 10.901659583608525)	(130, 12.477370683165475)	(135, 14.115153060302685)	(140, 15.421661109293227)
18R_S18_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0005723688917507333)	(3, 0.0007631585223343111)	(4, 0.0007631585223343111)	(5, 0.0007631585223343111)	(6, 0.0007631585223343111)	(7, 0.0007631585223343111)	(8, 0.0007631585223343111)	(9, 0.0007631585223343111)	(10, 0.0007631585223343111)	(15, 0.0007631585223343111)	(20, 0.0007631585223343111)	(25, 0.0013355274140850442)	(30, 0.003911187426963345)	(35, 0.009959218716462761)	(40, 0.018525673129665403)	(45, 0.02877107629200353)	(50, 0.03781450478166511)	(55, 0.044282273258448406)	(60, 0.04914740883832963)	(65, 0.05178030574038302)	(70, 0.053020438339176267)	(75, 0.05494741360807041)	(80, 0.05737044191648184)	(85, 0.0605947866733443)	(90, 0.06421978965443227)	(95, 0.06740597648517803)	(100, 0.07234742791729269)	(105, 0.07925401254441822)	(110, 0.08673296606329446)	(115, 0.0938494192840619)	(120, 0.10024087190861178)	(125, 0.10642245593951968)	(130, 0.1133290405666452)	(135, 0.1265698409291455)	(140, 0.14309222293768334)
18R_S18_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.06172044549378741)	(4, 0.08118098781331234)	(5, 0.7425532422312847)	(6, 0.7617276001049343)	(7, 0.7931124943359329)	(8, 0.8475829338675444)	(9, 0.8821158570031719)	(10, 0.9843790989959695)	(15, 1.2059430969926785)	(20, 1.2721280198421216)	(25, 1.3098280508454365)	(30, 1.3466313705850088)	(35, 1.358384011828957)	(40, 1.360826119100427)	(45, 1.3625241468126208)	(50, 1.363878753189764)	(55, 1.3650044120102074)	(60, 1.3660155970523)	(65, 1.36729388757721)	(70, 1.3685149412129451)	(75, 1.3698313896639716)	(80, 1.370804416779948)	(85, 1.3727504710119003)	(90, 1.3757267892490042)	(95, 1.3800767928263098)	(100, 1.3925925925925926)	(105, 1.4243590660847583)	(110, 1.4763110824926666)	(115, 1.552054565834347)	(120, 1.650292146621831)	(125, 1.7666356633516969)	(130, 1.8909732656030147)	(135, 1.9895924256516657)	(140, 2.0322911449762704)
18R_S18_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 9.539481529178889e-05)	(3, 9.539481529178889e-05)	(4, 9.539481529178889e-05)	(5, 9.539481529178889e-05)	(6, 9.539481529178889e-05)	(7, 9.539481529178889e-05)	(8, 9.539481529178889e-05)	(9, 9.539481529178889e-05)	(10, 9.539481529178889e-05)	(15, 9.539481529178889e-05)	(20, 9.539481529178889e-05)	(25, 0.0008967112637428155)	(30, 0.004025661205313492)	(35, 0.007440795592759533)	(40, 0.011313825093606162)	(45, 0.014919749111635783)	(50, 0.01793422527485631)	(55, 0.02049080632467625)	(60, 0.023314492857313206)	(65, 0.024955283680331976)	(70, 0.026138179389950156)	(75, 0.02772173332379385)	(80, 0.030087524743030215)	(85, 0.03357897498270969)	(90, 0.03636450358922992)	(95, 0.039016479454341654)	(100, 0.04350003577305574)	(105, 0.048632276835753975)	(110, 0.053898070639860726)	(115, 0.060766497340869516)	(120, 0.06797834537692876)	(125, 0.07480861415182084)	(130, 0.08154348811142115)	(135, 0.09291455009420238)	(140, 0.10531587608213494)
