Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
29R_S28_R1	(13.0, 2.0)	(14.0, 24.0)	(15.0, 216.0)	(16.0, 748.0)	(17.0, 1644.0)	(18.0, 1812.0)	(19.0, 1922.0)	(20.0, 1844.0)	(21.0, 1916.0)	(22.0, 2806.0)	(23.0, 5912.0)	(24.0, 9696.0)	(25.0, 11992.0)	(26.0, 10306.0)	(27.0, 8278.0)	(28.0, 7555.0)	(29.0, 8897.0)	(30.0, 11108.0)	(31.0, 14579.0)	(32.0, 19602.0)	(33.0, 28184.0)	(34.0, 46724.0)	(35.0, 125469.0)	(36.0, 588990.0)	(37.0, 9747.0)		
29R_S28_R2	(11.0, 14.0)	(12.0, 161.0)	(13.0, 227.0)	(14.0, 324.0)	(15.0, 508.0)	(16.0, 870.0)	(17.0, 1583.0)	(18.0, 2526.0)	(19.0, 3496.0)	(20.0, 4212.0)	(21.0, 5504.0)	(22.0, 6675.0)	(23.0, 9401.0)	(24.0, 11871.0)	(25.0, 11799.0)	(26.0, 9401.0)	(27.0, 7711.0)	(28.0, 7232.0)	(29.0, 8145.0)	(30.0, 9845.0)	(31.0, 12816.0)	(32.0, 17658.0)	(33.0, 28253.0)	(34.0, 53567.0)	(35.0, 161723.0)	(36.0, 533915.0)	(37.0, 10536.0)
2R_S8_R1	(13.0, 4.0)	(14.0, 70.0)	(15.0, 243.0)	(16.0, 701.0)	(17.0, 1220.0)	(18.0, 1353.0)	(19.0, 2061.0)	(20.0, 3426.0)	(21.0, 5118.0)	(22.0, 6990.0)	(23.0, 9832.0)	(24.0, 12719.0)	(25.0, 14914.0)	(26.0, 14923.0)	(27.0, 15260.0)	(28.0, 16791.0)	(29.0, 21375.0)	(30.0, 27329.0)	(31.0, 36645.0)	(32.0, 48288.0)	(33.0, 69102.0)	(34.0, 111969.0)	(35.0, 276896.0)	(36.0, 1519719.0)	(37.0, 37973.0)		
2R_S8_R2	(11.0, 21.0)	(12.0, 319.0)	(13.0, 570.0)	(14.0, 666.0)	(15.0, 841.0)	(16.0, 1196.0)	(17.0, 1781.0)	(18.0, 2480.0)	(19.0, 3535.0)	(20.0, 5024.0)	(21.0, 7194.0)	(22.0, 9369.0)	(23.0, 13135.0)	(24.0, 16255.0)	(25.0, 17600.0)	(26.0, 16179.0)	(27.0, 16151.0)	(28.0, 17617.0)	(29.0, 20926.0)	(30.0, 26444.0)	(31.0, 35103.0)	(32.0, 48684.0)	(33.0, 76717.0)	(34.0, 141355.0)	(35.0, 410489.0)	(36.0, 1342786.0)	(37.0, 22484.0)
30R_S29_R1	(13.0, 1.0)	(14.0, 33.0)	(15.0, 257.0)	(16.0, 971.0)	(17.0, 1826.0)	(18.0, 2026.0)	(19.0, 1915.0)	(20.0, 1764.0)	(21.0, 1911.0)	(22.0, 3184.0)	(23.0, 7285.0)	(24.0, 12800.0)	(25.0, 16544.0)	(26.0, 14940.0)	(27.0, 12385.0)	(28.0, 11771.0)	(29.0, 14448.0)	(30.0, 18988.0)	(31.0, 25737.0)	(32.0, 34945.0)	(33.0, 50714.0)	(34.0, 82796.0)	(35.0, 212506.0)	(36.0, 1192549.0)	(37.0, 23289.0)		
30R_S29_R2	(11.0, 28.0)	(12.0, 239.0)	(13.0, 421.0)	(14.0, 547.0)	(15.0, 768.0)	(16.0, 1290.0)	(17.0, 2300.0)	(18.0, 3332.0)	(19.0, 3856.0)	(20.0, 4541.0)	(21.0, 5963.0)	(22.0, 8543.0)	(23.0, 13285.0)	(24.0, 17852.0)	(25.0, 18461.0)	(26.0, 14781.0)	(27.0, 13105.0)	(28.0, 13686.0)	(29.0, 16599.0)	(30.0, 20853.0)	(31.0, 28400.0)	(32.0, 39488.0)	(33.0, 62588.0)	(34.0, 119659.0)	(35.0, 339118.0)	(36.0, 980909.0)	(37.0, 14973.0)
31R_S30_R1	(13.0, 2.0)	(14.0, 14.0)	(15.0, 114.0)	(16.0, 467.0)	(17.0, 1080.0)	(18.0, 1366.0)	(19.0, 1691.0)	(20.0, 2141.0)	(21.0, 3004.0)	(22.0, 4286.0)	(23.0, 6436.0)	(24.0, 10167.0)	(25.0, 13069.0)	(26.0, 14363.0)	(27.0, 14632.0)	(28.0, 15614.0)	(29.0, 18670.0)	(30.0, 23826.0)	(31.0, 32238.0)	(32.0, 41761.0)	(33.0, 55711.0)	(34.0, 82521.0)	(35.0, 189235.0)	(36.0, 1508316.0)	(37.0, 55142.0)		
31R_S30_R2	(11.0, 2.0)	(12.0, 96.0)	(13.0, 427.0)	(14.0, 752.0)	(15.0, 970.0)	(16.0, 1343.0)	(17.0, 1925.0)	(18.0, 2740.0)	(19.0, 3669.0)	(20.0, 4293.0)	(21.0, 5597.0)	(22.0, 8595.0)	(23.0, 12995.0)	(24.0, 17151.0)	(25.0, 18732.0)	(26.0, 17263.0)	(27.0, 16725.0)	(28.0, 17662.0)	(29.0, 20141.0)	(30.0, 24734.0)	(31.0, 31784.0)	(32.0, 42755.0)	(33.0, 64871.0)	(34.0, 117644.0)	(35.0, 342271.0)	(36.0, 1296633.0)	(37.0, 24096.0)
32R_S31_R1	(13.0, 3.0)	(14.0, 38.0)	(15.0, 245.0)	(16.0, 973.0)	(17.0, 1957.0)	(18.0, 2428.0)	(19.0, 2604.0)	(20.0, 2595.0)	(21.0, 2652.0)	(22.0, 3266.0)	(23.0, 5074.0)	(24.0, 7769.0)	(25.0, 10190.0)	(26.0, 10246.0)	(27.0, 9865.0)	(28.0, 10208.0)	(29.0, 12305.0)	(30.0, 14951.0)	(31.0, 19491.0)	(32.0, 25456.0)	(33.0, 35833.0)	(34.0, 57055.0)	(35.0, 137831.0)	(36.0, 805037.0)	(37.0, 20141.0)		
32R_S31_R2	(11.0, 11.0)	(12.0, 162.0)	(13.0, 283.0)	(14.0, 411.0)	(15.0, 525.0)	(16.0, 931.0)	(17.0, 1728.0)	(18.0, 2874.0)	(19.0, 4240.0)	(20.0, 5138.0)	(21.0, 6322.0)	(22.0, 7530.0)	(23.0, 10104.0)	(24.0, 12281.0)	(25.0, 13183.0)	(26.0, 11837.0)	(27.0, 11538.0)	(28.0, 11998.0)	(29.0, 14221.0)	(30.0, 17251.0)	(31.0, 22276.0)	(32.0, 30327.0)	(33.0, 47431.0)	(34.0, 87858.0)	(35.0, 245284.0)	(36.0, 622542.0)	(37.0, 9927.0)
3R_S2_R1	(13.0, 1.0)	(14.0, 25.0)	(15.0, 91.0)	(16.0, 200.0)	(17.0, 442.0)	(18.0, 546.0)	(19.0, 949.0)	(20.0, 1525.0)	(21.0, 2487.0)	(22.0, 4303.0)	(23.0, 8616.0)	(24.0, 14377.0)	(25.0, 19708.0)	(26.0, 22345.0)	(27.0, 23970.0)	(28.0, 26244.0)	(29.0, 31964.0)	(30.0, 40525.0)	(31.0, 52629.0)	(32.0, 68474.0)	(33.0, 96455.0)	(34.0, 150949.0)	(35.0, 361498.0)	(36.0, 2249890.0)	(37.0, 67882.0)		
3R_S2_R2	(11.0, 28.0)	(12.0, 294.0)	(13.0, 593.0)	(14.0, 701.0)	(15.0, 734.0)	(16.0, 1219.0)	(17.0, 1762.0)	(18.0, 2747.0)	(19.0, 4063.0)	(20.0, 5821.0)	(21.0, 8663.0)	(22.0, 12287.0)	(23.0, 19196.0)	(24.0, 25100.0)	(25.0, 27283.0)	(26.0, 27232.0)	(27.0, 28241.0)	(28.0, 31286.0)	(29.0, 36799.0)	(30.0, 45648.0)	(31.0, 60424.0)	(32.0, 81763.0)	(33.0, 129204.0)	(34.0, 244213.0)	(35.0, 679848.0)	(36.0, 1746378.0)	(37.0, 24568.0)
4R_S3_R1	(13.0, 3.0)	(14.0, 41.0)	(15.0, 155.0)	(16.0, 464.0)	(17.0, 882.0)	(18.0, 867.0)	(19.0, 1008.0)	(20.0, 1560.0)	(21.0, 2102.0)	(22.0, 2928.0)	(23.0, 5494.0)	(24.0, 9631.0)	(25.0, 13048.0)	(26.0, 12899.0)	(27.0, 10461.0)	(28.0, 8660.0)	(29.0, 9005.0)	(30.0, 10541.0)	(31.0, 13302.0)	(32.0, 16908.0)	(33.0, 23420.0)	(34.0, 36610.0)	(35.0, 86236.0)	(36.0, 547898.0)	(37.0, 21713.0)		
4R_S3_R2	(11.0, 20.0)	(12.0, 184.0)	(13.0, 353.0)	(14.0, 399.0)	(15.0, 429.0)	(16.0, 632.0)	(17.0, 1156.0)	(18.0, 1882.0)	(19.0, 2917.0)	(20.0, 4079.0)	(21.0, 5736.0)	(22.0, 7834.0)	(23.0, 11680.0)	(24.0, 15041.0)	(25.0, 14606.0)	(26.0, 11334.0)	(27.0, 9125.0)	(28.0, 8136.0)	(29.0, 8816.0)	(30.0, 10468.0)	(31.0, 13467.0)	(32.0, 18001.0)	(33.0, 28319.0)	(34.0, 52750.0)	(35.0, 150810.0)	(36.0, 448437.0)	(37.0, 9225.0)
5R_S4_R1	(13.0, 2.0)	(14.0, 43.0)	(15.0, 254.0)	(16.0, 1071.0)	(17.0, 2263.0)	(18.0, 2387.0)	(19.0, 2438.0)	(20.0, 2796.0)	(21.0, 3225.0)	(22.0, 4349.0)	(23.0, 7375.0)	(24.0, 11758.0)	(25.0, 15416.0)	(26.0, 14214.0)	(27.0, 10695.0)	(28.0, 7832.0)	(29.0, 7230.0)	(30.0, 8080.0)	(31.0, 9753.0)	(32.0, 12365.0)	(33.0, 16939.0)	(34.0, 25729.0)	(35.0, 59274.0)	(36.0, 396704.0)	(37.0, 17683.0)		
5R_S4_R2	(11.0, 2.0)	(12.0, 21.0)	(13.0, 170.0)	(14.0, 303.0)	(15.0, 579.0)	(16.0, 1105.0)	(17.0, 2400.0)	(18.0, 4320.0)	(19.0, 6438.0)	(20.0, 8671.0)	(21.0, 11272.0)	(22.0, 14025.0)	(23.0, 16642.0)	(24.0, 17956.0)	(25.0, 16357.0)	(26.0, 11479.0)	(27.0, 7947.0)	(28.0, 6458.0)	(29.0, 6324.0)	(30.0, 7172.0)	(31.0, 8918.0)	(32.0, 11813.0)	(33.0, 17917.0)	(34.0, 33184.0)	(35.0, 100429.0)	(36.0, 322197.0)	(37.0, 5776.0)
6R_S5_R1	(14.0, 14.0)	(15.0, 79.0)	(16.0, 303.0)	(17.0, 570.0)	(18.0, 611.0)	(19.0, 690.0)	(20.0, 1127.0)	(21.0, 1902.0)	(22.0, 3657.0)	(23.0, 8827.0)	(24.0, 17658.0)	(25.0, 24997.0)	(26.0, 26330.0)	(27.0, 24297.0)	(28.0, 25165.0)	(29.0, 32475.0)	(30.0, 42732.0)	(31.0, 58511.0)	(32.0, 79143.0)	(33.0, 115508.0)	(34.0, 181361.0)	(35.0, 440693.0)	(36.0, 2878585.0)	(37.0, 99494.0)			
6R_S5_R2	(11.0, 5.0)	(12.0, 117.0)	(13.0, 419.0)	(14.0, 604.0)	(15.0, 824.0)	(16.0, 1236.0)	(17.0, 2114.0)	(18.0, 3464.0)	(19.0, 4998.0)	(20.0, 6736.0)	(21.0, 9647.0)	(22.0, 14221.0)	(23.0, 22441.0)	(24.0, 29743.0)	(25.0, 32522.0)	(26.0, 29940.0)	(27.0, 30274.0)	(28.0, 34460.0)	(29.0, 42539.0)	(30.0, 54458.0)	(31.0, 72592.0)	(32.0, 102096.0)	(33.0, 163519.0)	(34.0, 308027.0)	(35.0, 844766.0)	(36.0, 2230910.0)	(37.0, 22057.0)
7R_S6_R1	(13.0, 4.0)	(14.0, 17.0)	(15.0, 64.0)	(16.0, 223.0)	(17.0, 389.0)	(18.0, 438.0)	(19.0, 666.0)	(20.0, 948.0)	(21.0, 1412.0)	(22.0, 2775.0)	(23.0, 5855.0)	(24.0, 10055.0)	(25.0, 13339.0)	(26.0, 13433.0)	(27.0, 13237.0)	(28.0, 14457.0)	(29.0, 18669.0)	(30.0, 24537.0)	(31.0, 33737.0)	(32.0, 46065.0)	(33.0, 66952.0)	(34.0, 110073.0)	(35.0, 286221.0)	(36.0, 1523233.0)	(37.0, 29914.0)		
7R_S6_R2	(11.0, 24.0)	(12.0, 332.0)	(13.0, 556.0)	(14.0, 654.0)	(15.0, 765.0)	(16.0, 872.0)	(17.0, 1349.0)	(18.0, 2104.0)	(19.0, 3113.0)	(20.0, 4317.0)	(21.0, 6023.0)	(22.0, 8142.0)	(23.0, 12092.0)	(24.0, 15305.0)	(25.0, 16069.0)	(26.0, 14719.0)	(27.0, 14458.0)	(28.0, 16232.0)	(29.0, 20031.0)	(30.0, 25778.0)	(31.0, 35723.0)	(32.0, 50497.0)	(33.0, 82505.0)	(34.0, 161400.0)	(35.0, 462890.0)	(36.0, 1245154.0)	(37.0, 15609.0)
8R_S7_R1	(14.0, 10.0)	(15.0, 62.0)	(16.0, 244.0)	(17.0, 439.0)	(18.0, 570.0)	(19.0, 869.0)	(20.0, 1329.0)	(21.0, 1897.0)	(22.0, 3324.0)	(23.0, 6126.0)	(24.0, 9042.0)	(25.0, 10881.0)	(26.0, 11138.0)	(27.0, 13401.0)	(28.0, 17823.0)	(29.0, 26000.0)	(30.0, 37155.0)	(31.0, 55567.0)	(32.0, 82211.0)	(33.0, 140042.0)	(34.0, 279826.0)	(35.0, 759649.0)	(36.0, 1064338.0)	(37.0, 5664.0)			
8R_S7_R2	(11.0, 24.0)	(12.0, 340.0)	(13.0, 596.0)	(14.0, 579.0)	(15.0, 671.0)	(16.0, 745.0)	(17.0, 1186.0)	(18.0, 1861.0)	(19.0, 3099.0)	(20.0, 4534.0)	(21.0, 6253.0)	(22.0, 7638.0)	(23.0, 9564.0)	(24.0, 10717.0)	(25.0, 11301.0)	(26.0, 11549.0)	(27.0, 13061.0)	(28.0, 15492.0)	(29.0, 21084.0)	(30.0, 28532.0)	(31.0, 42715.0)	(32.0, 65280.0)	(33.0, 116706.0)	(34.0, 239486.0)	(35.0, 641725.0)	(36.0, 1255992.0)	(37.0, 16877.0)
9R_S9_R1	(13.0, 4.0)	(14.0, 83.0)	(15.0, 446.0)	(16.0, 1857.0)	(17.0, 4135.0)	(18.0, 4519.0)	(19.0, 3867.0)	(20.0, 3203.0)	(21.0, 2724.0)	(22.0, 2949.0)	(23.0, 4428.0)	(24.0, 6607.0)	(25.0, 8338.0)	(26.0, 8331.0)	(27.0, 7085.0)	(28.0, 6164.0)	(29.0, 6188.0)	(30.0, 6884.0)	(31.0, 8322.0)	(32.0, 10146.0)	(33.0, 13604.0)	(34.0, 20996.0)	(35.0, 51294.0)	(36.0, 345379.0)	(37.0, 11740.0)		
9R_S9_R2	(11.0, 7.0)	(12.0, 114.0)	(13.0, 276.0)	(14.0, 414.0)	(15.0, 817.0)	(16.0, 1494.0)	(17.0, 3094.0)	(18.0, 4896.0)	(19.0, 6040.0)	(20.0, 6288.0)	(21.0, 6683.0)	(22.0, 7068.0)	(23.0, 8844.0)	(24.0, 10245.0)	(25.0, 10242.0)	(26.0, 7846.0)	(27.0, 6133.0)	(28.0, 5308.0)	(29.0, 5394.0)	(30.0, 6106.0)	(31.0, 7571.0)	(32.0, 9882.0)	(33.0, 14960.0)	(34.0, 26743.0)	(35.0, 80535.0)	(36.0, 293970.0)	(37.0, 8323.0)
