Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
29R_S28_R1	(13.0, 7.0)	(14.0, 81.0)	(15.0, 322.0)	(16.0, 969.0)	(17.0, 1963.0)	(18.0, 2121.0)	(19.0, 2256.0)	(20.0, 2430.0)	(21.0, 3034.0)	(22.0, 5120.0)	(23.0, 11337.0)	(24.0, 19383.0)	(25.0, 26273.0)	(26.0, 28144.0)	(27.0, 29637.0)	(28.0, 32276.0)	(29.0, 36264.0)	(30.0, 41673.0)	(31.0, 48261.0)	(32.0, 55825.0)	(33.0, 70730.0)	(34.0, 104491.0)	(35.0, 255347.0)	(36.0, 1067095.0)	(37.0, 16166.0)		
29R_S28_R2	(11.0, 143.0)	(12.0, 1997.0)	(13.0, 3844.0)	(14.0, 3956.0)	(15.0, 3529.0)	(16.0, 3318.0)	(17.0, 4057.0)	(18.0, 6247.0)	(19.0, 9650.0)	(20.0, 11843.0)	(21.0, 14022.0)	(22.0, 16813.0)	(23.0, 23780.0)	(24.0, 31831.0)	(25.0, 36222.0)	(26.0, 34529.0)	(27.0, 33133.0)	(28.0, 32100.0)	(29.0, 32980.0)	(30.0, 34990.0)	(31.0, 39898.0)	(32.0, 48268.0)	(33.0, 68390.0)	(34.0, 118852.0)	(35.0, 321028.0)	(36.0, 909512.0)	(37.0, 16273.0)
2R_S8_R1	(13.0, 6.0)	(14.0, 103.0)	(15.0, 398.0)	(16.0, 1094.0)	(17.0, 2007.0)	(18.0, 2290.0)	(19.0, 3464.0)	(20.0, 6623.0)	(21.0, 11654.0)	(22.0, 18995.0)	(23.0, 26999.0)	(24.0, 32018.0)	(25.0, 36555.0)	(26.0, 38801.0)	(27.0, 42567.0)	(28.0, 47329.0)	(29.0, 56751.0)	(30.0, 66422.0)	(31.0, 81210.0)	(32.0, 97173.0)	(33.0, 127705.0)	(34.0, 192052.0)	(35.0, 450211.0)	(36.0, 2599940.0)	(37.0, 69435.0)		
2R_S8_R2	(11.0, 156.0)	(12.0, 2269.0)	(13.0, 4554.0)	(14.0, 4718.0)	(15.0, 4292.0)	(16.0, 3981.0)	(17.0, 4611.0)	(18.0, 5944.0)	(19.0, 9260.0)	(20.0, 13164.0)	(21.0, 17857.0)	(22.0, 23548.0)	(23.0, 33495.0)	(24.0, 43440.0)	(25.0, 48018.0)	(26.0, 44865.0)	(27.0, 43794.0)	(28.0, 45000.0)	(29.0, 49446.0)	(30.0, 57151.0)	(31.0, 70800.0)	(32.0, 90741.0)	(33.0, 133893.0)	(34.0, 236578.0)	(35.0, 679960.0)	(36.0, 2301535.0)	(37.0, 38732.0)
30R_S29_R1	(13.0, 8.0)	(14.0, 79.0)	(15.0, 381.0)	(16.0, 1406.0)	(17.0, 2700.0)	(18.0, 2904.0)	(19.0, 2538.0)	(20.0, 2357.0)	(21.0, 2819.0)	(22.0, 4932.0)	(23.0, 11246.0)	(24.0, 20817.0)	(25.0, 29057.0)	(26.0, 31591.0)	(27.0, 32489.0)	(28.0, 34326.0)	(29.0, 38869.0)	(30.0, 43751.0)	(31.0, 50818.0)	(32.0, 59760.0)	(33.0, 76966.0)	(34.0, 114144.0)	(35.0, 274185.0)	(36.0, 1469198.0)	(37.0, 28609.0)		
30R_S29_R2	(11.0, 163.0)	(12.0, 2311.0)	(13.0, 4904.0)	(14.0, 5051.0)	(15.0, 4663.0)	(16.0, 4519.0)	(17.0, 5635.0)	(18.0, 8369.0)	(19.0, 10711.0)	(20.0, 12108.0)	(21.0, 14670.0)	(22.0, 19978.0)	(23.0, 31647.0)	(24.0, 44856.0)	(25.0, 49002.0)	(26.0, 41653.0)	(27.0, 35639.0)	(28.0, 32851.0)	(29.0, 33597.0)	(30.0, 36384.0)	(31.0, 43616.0)	(32.0, 55527.0)	(33.0, 83755.0)	(34.0, 153758.0)	(35.0, 420869.0)	(36.0, 1162410.0)	(37.0, 17304.0)
31R_S30_R1	(13.0, 2.0)	(14.0, 17.0)	(15.0, 146.0)	(16.0, 539.0)	(17.0, 1288.0)	(18.0, 1664.0)	(19.0, 2344.0)	(20.0, 3662.0)	(21.0, 5919.0)	(22.0, 9255.0)	(23.0, 14113.0)	(24.0, 21495.0)	(25.0, 29079.0)	(26.0, 36825.0)	(27.0, 44315.0)	(28.0, 52543.0)	(29.0, 63561.0)	(30.0, 76812.0)	(31.0, 100413.0)	(32.0, 120961.0)	(33.0, 138591.0)	(34.0, 186003.0)	(35.0, 405680.0)	(36.0, 2861878.0)	(37.0, 105955.0)		
31R_S30_R2	(11.0, 23.0)	(12.0, 1190.0)	(13.0, 5066.0)	(14.0, 7358.0)	(15.0, 7820.0)	(16.0, 7628.0)	(17.0, 7644.0)	(18.0, 9580.0)	(19.0, 13178.0)	(20.0, 15456.0)	(21.0, 17933.0)	(22.0, 23557.0)	(23.0, 36292.0)	(24.0, 52500.0)	(25.0, 60698.0)	(26.0, 58152.0)	(27.0, 55756.0)	(28.0, 55320.0)	(29.0, 58969.0)	(30.0, 65641.0)	(31.0, 78900.0)	(32.0, 100696.0)	(33.0, 148131.0)	(34.0, 265681.0)	(35.0, 717450.0)	(36.0, 2368830.0)	(37.0, 43611.0)
32R_S31_R1	(13.0, 8.0)	(14.0, 90.0)	(15.0, 329.0)	(16.0, 1142.0)	(17.0, 2220.0)	(18.0, 2735.0)	(19.0, 3054.0)	(20.0, 3387.0)	(21.0, 4041.0)	(22.0, 5819.0)	(23.0, 9424.0)	(24.0, 14912.0)	(25.0, 21398.0)	(26.0, 26465.0)	(27.0, 32437.0)	(28.0, 39219.0)	(29.0, 48120.0)	(30.0, 56304.0)	(31.0, 66438.0)	(32.0, 77619.0)	(33.0, 99326.0)	(34.0, 140757.0)	(35.0, 315134.0)	(36.0, 1814258.0)	(37.0, 46829.0)		
32R_S31_R2	(11.0, 132.0)	(12.0, 1819.0)	(13.0, 3566.0)	(14.0, 3880.0)	(15.0, 3534.0)	(16.0, 3581.0)	(17.0, 4483.0)	(18.0, 7619.0)	(19.0, 12534.0)	(20.0, 14951.0)	(21.0, 17350.0)	(22.0, 20851.0)	(23.0, 30095.0)	(24.0, 41046.0)	(25.0, 49130.0)	(26.0, 48802.0)	(27.0, 48761.0)	(28.0, 48681.0)	(29.0, 51223.0)	(30.0, 56123.0)	(31.0, 65956.0)	(32.0, 82360.0)	(33.0, 119378.0)	(34.0, 211150.0)	(35.0, 550453.0)	(36.0, 1313906.0)	(37.0, 20101.0)
3R_S2_R1	(13.0, 3.0)	(14.0, 33.0)	(15.0, 157.0)	(16.0, 596.0)	(17.0, 1503.0)	(18.0, 2317.0)	(19.0, 4671.0)	(20.0, 12500.0)	(21.0, 35382.0)	(22.0, 64280.0)	(23.0, 72271.0)	(24.0, 66776.0)	(25.0, 63809.0)	(26.0, 63528.0)	(27.0, 71169.0)	(28.0, 83311.0)	(29.0, 101258.0)	(30.0, 119079.0)	(31.0, 142507.0)	(32.0, 167956.0)	(33.0, 218961.0)	(34.0, 320251.0)	(35.0, 713897.0)	(36.0, 4267131.0)	(37.0, 141024.0)		
3R_S2_R2	(11.0, 139.0)	(12.0, 2036.0)	(13.0, 4609.0)	(14.0, 5558.0)	(15.0, 6074.0)	(16.0, 6593.0)	(17.0, 8088.0)	(18.0, 12410.0)	(19.0, 19435.0)	(20.0, 26562.0)	(21.0, 34564.0)	(22.0, 44478.0)	(23.0, 62594.0)	(24.0, 80921.0)	(25.0, 89831.0)	(26.0, 88584.0)	(27.0, 90497.0)	(28.0, 94445.0)	(29.0, 103370.0)	(30.0, 116975.0)	(31.0, 142698.0)	(32.0, 179433.0)	(33.0, 266457.0)	(34.0, 475708.0)	(35.0, 1296140.0)	(36.0, 3433957.0)	(37.0, 42214.0)
4R_S3_R1	(13.0, 4.0)	(14.0, 48.0)	(15.0, 199.0)	(16.0, 608.0)	(17.0, 1177.0)	(18.0, 1251.0)	(19.0, 1742.0)	(20.0, 3349.0)	(21.0, 6589.0)	(22.0, 10625.0)	(23.0, 15112.0)	(24.0, 21433.0)	(25.0, 28945.0)	(26.0, 33652.0)	(27.0, 37891.0)	(28.0, 41991.0)	(29.0, 48159.0)	(30.0, 53066.0)	(31.0, 58652.0)	(32.0, 62944.0)	(33.0, 73275.0)	(34.0, 96953.0)	(35.0, 195730.0)	(36.0, 1202420.0)	(37.0, 50353.0)		
4R_S3_R2	(11.0, 249.0)	(12.0, 3689.0)	(13.0, 7118.0)	(14.0, 6617.0)	(15.0, 5523.0)	(16.0, 4816.0)	(17.0, 5339.0)	(18.0, 8355.0)	(19.0, 14207.0)	(20.0, 18769.0)	(21.0, 22707.0)	(22.0, 27716.0)	(23.0, 39751.0)	(24.0, 54216.0)	(25.0, 59633.0)	(26.0, 53701.0)	(27.0, 47383.0)	(28.0, 41776.0)	(29.0, 39513.0)	(30.0, 39226.0)	(31.0, 42212.0)	(32.0, 48225.0)	(33.0, 66209.0)	(34.0, 112145.0)	(35.0, 306739.0)	(36.0, 952049.0)	(37.0, 18285.0)
5R_S4_R1	(13.0, 2.0)	(14.0, 50.0)	(15.0, 287.0)	(16.0, 1218.0)	(17.0, 2526.0)	(18.0, 2730.0)	(19.0, 2972.0)	(20.0, 3718.0)	(21.0, 4645.0)	(22.0, 6531.0)	(23.0, 11346.0)	(24.0, 19058.0)	(25.0, 27111.0)	(26.0, 30440.0)	(27.0, 31325.0)	(28.0, 32315.0)	(29.0, 34059.0)	(30.0, 36281.0)	(31.0, 39311.0)	(32.0, 41464.0)	(33.0, 47977.0)	(34.0, 61976.0)	(35.0, 123574.0)	(36.0, 797839.0)	(37.0, 35035.0)		
5R_S4_R2	(11.0, 11.0)	(12.0, 482.0)	(13.0, 2203.0)	(14.0, 3591.0)	(15.0, 4257.0)	(16.0, 4894.0)	(17.0, 6238.0)	(18.0, 9784.0)	(19.0, 16247.0)	(20.0, 21255.0)	(21.0, 25542.0)	(22.0, 30651.0)	(23.0, 39026.0)	(24.0, 47688.0)	(25.0, 48628.0)	(26.0, 39413.0)	(27.0, 31934.0)	(28.0, 26825.0)	(29.0, 24313.0)	(30.0, 23532.0)	(31.0, 25163.0)	(32.0, 28777.0)	(33.0, 39107.0)	(34.0, 66097.0)	(35.0, 190143.0)	(36.0, 626780.0)	(37.0, 11209.0)
6R_S5_R1	(14.0, 17.0)	(15.0, 104.0)	(16.0, 420.0)	(17.0, 786.0)	(18.0, 806.0)	(19.0, 959.0)	(20.0, 1604.0)	(21.0, 2818.0)	(22.0, 5511.0)	(23.0, 13256.0)	(24.0, 26562.0)	(25.0, 40279.0)	(26.0, 47809.0)	(27.0, 52102.0)	(28.0, 58418.0)	(29.0, 70724.0)	(30.0, 83483.0)	(31.0, 101707.0)	(32.0, 124859.0)	(33.0, 169743.0)	(34.0, 253459.0)	(35.0, 587604.0)	(36.0, 3577514.0)	(37.0, 122704.0)			
6R_S5_R2	(11.0, 21.0)	(12.0, 845.0)	(13.0, 3386.0)	(14.0, 5076.0)	(15.0, 5453.0)	(16.0, 5686.0)	(17.0, 6679.0)	(18.0, 9861.0)	(19.0, 15437.0)	(20.0, 19381.0)	(21.0, 24556.0)	(22.0, 32689.0)	(23.0, 50160.0)	(24.0, 70147.0)	(25.0, 77778.0)	(26.0, 70016.0)	(27.0, 63590.0)	(28.0, 62891.0)	(29.0, 68403.0)	(30.0, 79711.0)	(31.0, 100028.0)	(32.0, 135472.0)	(33.0, 211765.0)	(34.0, 395618.0)	(35.0, 1069097.0)	(36.0, 2732407.0)	(37.0, 27095.0)
7R_S6_R1	(13.0, 6.0)	(14.0, 23.0)	(15.0, 103.0)	(16.0, 397.0)	(17.0, 678.0)	(18.0, 694.0)	(19.0, 1052.0)	(20.0, 1570.0)	(21.0, 2483.0)	(22.0, 4750.0)	(23.0, 10053.0)	(24.0, 18381.0)	(25.0, 26652.0)	(26.0, 31296.0)	(27.0, 35589.0)	(28.0, 39912.0)	(29.0, 47465.0)	(30.0, 54884.0)	(31.0, 66026.0)	(32.0, 80663.0)	(33.0, 107483.0)	(34.0, 162852.0)	(35.0, 397447.0)	(36.0, 2095618.0)	(37.0, 44358.0)		
7R_S6_R2	(11.0, 167.0)	(12.0, 2470.0)	(13.0, 5745.0)	(14.0, 6601.0)	(15.0, 6495.0)	(16.0, 5846.0)	(17.0, 6308.0)	(18.0, 9166.0)	(19.0, 13872.0)	(20.0, 17030.0)	(21.0, 20402.0)	(22.0, 24200.0)	(23.0, 32689.0)	(24.0, 42095.0)	(25.0, 46764.0)	(26.0, 43328.0)	(27.0, 40741.0)	(28.0, 40438.0)	(29.0, 42512.0)	(30.0, 47524.0)	(31.0, 58818.0)	(32.0, 76237.0)	(33.0, 117011.0)	(34.0, 219914.0)	(35.0, 619803.0)	(36.0, 1662993.0)	(37.0, 21266.0)
8R_S7_R1	(13.0, 1.0)	(14.0, 16.0)	(15.0, 96.0)	(16.0, 315.0)	(17.0, 545.0)	(18.0, 716.0)	(19.0, 1126.0)	(20.0, 1792.0)	(21.0, 2949.0)	(22.0, 5860.0)	(23.0, 11996.0)	(24.0, 18909.0)	(25.0, 24917.0)	(26.0, 26361.0)	(27.0, 30552.0)	(28.0, 36492.0)	(29.0, 47356.0)	(30.0, 60981.0)	(31.0, 83851.0)	(32.0, 116464.0)	(33.0, 187883.0)	(34.0, 363916.0)	(35.0, 985897.0)	(36.0, 1408117.0)	(37.0, 8261.0)		
8R_S7_R2	(11.0, 219.0)	(12.0, 2963.0)	(13.0, 6158.0)	(14.0, 6223.0)	(15.0, 5680.0)	(16.0, 5016.0)	(17.0, 5304.0)	(18.0, 8289.0)	(19.0, 12785.0)	(20.0, 15510.0)	(21.0, 17534.0)	(22.0, 18718.0)	(23.0, 20921.0)	(24.0, 23442.0)	(25.0, 25788.0)	(26.0, 27171.0)	(27.0, 29853.0)	(28.0, 32819.0)	(29.0, 39908.0)	(30.0, 48609.0)	(31.0, 65850.0)	(32.0, 92875.0)	(33.0, 156089.0)	(34.0, 307954.0)	(35.0, 815953.0)	(36.0, 1611300.0)	(37.0, 22438.0)
9R_S9_R1	(13.0, 30.0)	(14.0, 347.0)	(15.0, 784.0)	(16.0, 2251.0)	(17.0, 4833.0)	(18.0, 5135.0)	(19.0, 4437.0)	(20.0, 3786.0)	(21.0, 3608.0)	(22.0, 4566.0)	(23.0, 7403.0)	(24.0, 11802.0)	(25.0, 16866.0)	(26.0, 20916.0)	(27.0, 24729.0)	(28.0, 29195.0)	(29.0, 34040.0)	(30.0, 38189.0)	(31.0, 42551.0)	(32.0, 46320.0)	(33.0, 54553.0)	(34.0, 71623.0)	(35.0, 148822.0)	(36.0, 915192.0)	(37.0, 29050.0)		
9R_S9_R2	(11.0, 110.0)	(12.0, 1694.0)	(13.0, 3918.0)	(14.0, 3944.0)	(15.0, 3981.0)	(16.0, 4455.0)	(17.0, 6473.0)	(18.0, 10094.0)	(19.0, 14193.0)	(20.0, 15648.0)	(21.0, 16392.0)	(22.0, 18463.0)	(23.0, 25559.0)	(24.0, 34511.0)	(25.0, 39660.0)	(26.0, 37424.0)	(27.0, 34456.0)	(28.0, 31793.0)	(29.0, 30603.0)	(30.0, 31020.0)	(31.0, 33387.0)	(32.0, 37953.0)	(33.0, 51534.0)	(34.0, 85201.0)	(35.0, 231568.0)	(36.0, 700968.0)	(37.0, 16026.0)
