Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
4R_S3_R1	(1.0, 24.635888960958617)	(2.0, 6.41076157010481)	(3.0, 3.2469974913837434)	(4.0, 2.1606878132936824)	(5.0, 1.6570954497517614)	(6.0, 1.3752620053473301)	(7.0, 1.191354693650222)	(8.0, 1.0902313569908615)	(9.0, 0.9541106698345467)	('>10', 16.434903029126964)	('>50', 7.159491435328337)	('>100', 16.55911849975792)	('>500', 6.6150275615603755)	('>1k', 9.223227026787324)	('>5k', 1.2858424361235337)	('>10k+', 0.0)
4R_S3_R2	(1.0, 35.45351856241787)	(2.0, 5.421377643428362)	(3.0, 2.6278178389544418)	(4.0, 1.8527350316256395)	(5.0, 1.476577337344022)	(6.0, 1.3075665976184057)	(7.0, 1.0894817740177944)	(8.0, 0.947823149374293)	(9.0, 0.888659112824147)	('>10', 15.0302438774769)	('>50', 6.816473442035642)	('>100', 13.942669847838138)	('>500', 4.631672006792127)	('>1k', 5.615601034037701)	('>5k', 0.8677696975565237)	('>10k+', 2.0300130466579573)
5R_S4_R1	(1.0, 32.72552685758852)	(2.0, 7.1943054691304535)	(3.0, 3.1079290473132124)	(4.0, 1.9982150889405847)	(5.0, 1.5513997370944714)	(6.0, 1.351899189257185)	(7.0, 1.1003290019750918)	(8.0, 0.9975937615234498)	(9.0, 0.8712086505072723)	('>10', 14.785165044179124)	('>50', 6.864191685291441)	('>100', 16.96661916486624)	('>500', 5.597947071511834)	('>1k', 4.887670230821108)	('>5k', 0.0)	('>10k+', 0.0)
5R_S4_R2	(1.0, 42.792011048663056)	(2.0, 5.851962435195325)	(3.0, 2.509336453415977)	(4.0, 1.5770947508576234)	(5.0, 1.1996214886341043)	(6.0, 0.9332697836087485)	(7.0, 0.8272300410019183)	(8.0, 0.7444354720932586)	(9.0, 0.6750455450432986)	('>10', 12.65201671011495)	('>50', 5.79385772117259)	('>100', 13.99324455800682)	('>500', 4.329702097652234)	('>1k', 4.3228309469705195)	('>5k', 0.5681125861519645)	('>10k+', 1.2302283614175968)
6R_S5_R1	(1.0, 41.20468145106938)	(2.0, 10.961587309914066)	(3.0, 4.2905297259340776)	(4.0, 2.334511615376834)	(5.0, 1.5527238034514435)	(6.0, 1.2260660196919297)	(7.0, 0.9455394488933453)	(8.0, 0.8088335170223115)	(9.0, 0.6907865216659748)	('>10', 9.516171473618517)	('>50', 4.169593039544307)	('>100', 10.409262999158395)	('>500', 4.224706962661846)	('>1k', 6.7026933772638895)	('>5k', 0.7517095656893367)	('>10k+', 0.21060316904433818)
6R_S5_R2	(1.0, 47.36971321842986)	(2.0, 10.56516293509331)	(3.0, 4.020005049582861)	(4.0, 2.075767175495313)	(5.0, 1.3700753433509822)	(6.0, 1.040500085184835)	(7.0, 0.7792523727811518)	(8.0, 0.6232072881132608)	(9.0, 0.5487365922313643)	('>10', 8.58435640264284)	('>50', 3.813592854427872)	('>100', 9.609132564286213)	('>500', 3.8335471277365993)	('>1k', 4.1804438578582355)	('>5k', 1.0223442215544516)	('>10k+', 0.5641629112308091)
7R_S6_R1	(1.0, 40.709856437353984)	(2.0, 9.35733824536753)	(3.0, 3.6186489229951047)	(4.0, 2.028015596209508)	(5.0, 1.4136212092133744)	(6.0, 1.1101652425948765)	(7.0, 0.9699951876668601)	(8.0, 0.8534651701404716)	(9.0, 0.7514588462307817)	('>10', 12.062531851185318)	('>50', 5.6086553102079915)	('>100', 13.523116126288928)	('>500', 4.216512191772054)	('>1k', 3.4064770636509527)	('>5k', 0.370142599122187)	('>10k+', 0.0)
7R_S6_R2	(1.0, 45.825994130484396)	(2.0, 8.789173380522069)	(3.0, 3.2672805841913477)	(4.0, 1.7925708894104049)	(5.0, 1.253728115645762)	(6.0, 1.008295266762445)	(7.0, 0.8704463056726478)	(8.0, 0.7812254939850085)	(9.0, 0.7062044992609343)	('>10', 11.809262230894795)	('>50', 5.534550067887264)	('>100', 12.138426463425994)	('>500', 2.527795601475415)	('>1k', 2.1112013714117746)	('>5k', 0.7116937178280592)	('>10k+', 0.8721518811416942)
8R_S7_R1	(1.0, 37.38799921976138)	(2.0, 9.252649894590181)	(3.0, 3.7526267415002352)	(4.0, 2.0798532015868334)	(5.0, 1.4422570774046017)	(6.0, 1.1980401164879297)	(7.0, 1.0101737927091914)	(8.0, 0.8977725515141224)	(9.0, 0.7574043739632186)	('>10', 11.462249770019568)	('>50', 5.222004196710241)	('>100', 11.87009957163679)	('>500', 4.4948615064045425)	('>1k', 8.096100477769872)	('>5k', 0.0)	('>10k+', 1.0759075079412466)
8R_S7_R2	(1.0, 42.39335956445484)	(2.0, 8.62051607586452)	(3.0, 3.3567053379583345)	(4.0, 2.021746794065644)	(5.0, 1.4197921567555727)	(6.0, 1.1332044971660795)	(7.0, 1.0013772298883385)	(8.0, 0.8925171693454569)	(9.0, 0.7735735078306474)	('>10', 12.21443173168267)	('>50', 5.377204379662965)	('>100', 10.883423369689025)	('>500', 3.5748869426536567)	('>1k', 4.6529557299604845)	('>5k', 0.8697144480556035)	('>10k+', 0.8145910649661513)
9R_S9_R1	(1.0, 21.279953695144364)	(2.0, 5.050975221174434)	(3.0, 2.763292848986442)	(4.0, 1.9465873396816713)	(5.0, 1.5305475521933516)	(6.0, 1.345345499967804)	(7.0, 1.1659015812933546)	(8.0, 1.0346978661267836)	(9.0, 0.8974933684932884)	('>10', 17.166902588202305)	('>50', 8.095971418849858)	('>100', 20.693812044771416)	('>500', 8.583344700343611)	('>1k', 8.445174274771318)	('>5k', 0.0)	('>10k+', 0.0)
9R_S9_R2	(1.0, 30.421151777692103)	(2.0, 4.381598742766105)	(3.0, 2.325523768768543)	(4.0, 1.686137790317753)	(5.0, 1.3344064499607038)	(6.0, 1.1680805248939545)	(7.0, 1.0076511276561033)	(8.0, 0.9387737300803216)	(9.0, 0.8678145288432647)	('>10', 15.96043011912512)	('>50', 7.865467283053862)	('>100', 18.13409340170697)	('>500', 6.1751598717825695)	('>1k', 5.707244876161906)	('>5k', 2.02646600719073)	('>10k+', 0.0)
