Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
4R_S3_R1	(25, 1253.0)	(30, 2313.0)	(35, 5146.0)	(40, 3791.0)	(45, 4171.0)	(50, 4804.0)	(55, 3600.0)	(60, 4019.0)	(65, 3892.0)	(70, 3713.0)	(75, 3264.0)	(80, 3344.0)	(85, 3576.0)	(90, 3738.0)	(95, 4912.0)	(100, 5867.0)	(105, 6747.0)	(110, 8830.0)	(115, 9156.0)	(120, 8440.0)	(125, 8416.0)	(130, 4923.0)	(135, 0.0)	(140, 1.0)	(145, 0.0)	(150, 1938252.0)
4R_S3_R2	(25, 328.0)	(30, 605.0)	(35, 783.0)	(40, 1311.0)	(45, 1652.0)	(50, 2226.0)	(55, 1973.0)	(60, 2708.0)	(65, 2645.0)	(70, 2480.0)	(75, 2073.0)	(80, 1708.0)	(85, 1343.0)	(90, 1118.0)	(95, 1515.0)	(100, 2095.0)	(105, 2523.0)	(110, 3100.0)	(115, 3198.0)	(120, 3126.0)	(125, 3007.0)	(130, 2090.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 2002561.0)
5R_S4_R1	(25, 2317.0)	(30, 4818.0)	(35, 7967.0)	(40, 8151.0)	(45, 8944.0)	(50, 10006.0)	(55, 7423.0)	(60, 7150.0)	(65, 6467.0)	(70, 5594.0)	(75, 4814.0)	(80, 4866.0)	(85, 5141.0)	(90, 4955.0)	(95, 5637.0)	(100, 6780.0)	(105, 7445.0)	(110, 8415.0)	(115, 8925.0)	(120, 7706.0)	(125, 7418.0)	(130, 4616.0)	(135, 889.0)	(140, 4266.0)	(145, 59529.0)	(150, 1183551.0)
5R_S4_R2	(25, 608.0)	(30, 1227.0)	(35, 1598.0)	(40, 2219.0)	(45, 2779.0)	(50, 3665.0)	(55, 3484.0)	(60, 4235.0)	(65, 4126.0)	(70, 3798.0)	(75, 3135.0)	(80, 2616.0)	(85, 2280.0)	(90, 2080.0)	(95, 2292.0)	(100, 2592.0)	(105, 2926.0)	(110, 3098.0)	(115, 3503.0)	(120, 3283.0)	(125, 3567.0)	(130, 4062.0)	(135, 6049.0)	(140, 14059.0)	(145, 104044.0)	(150, 1206465.0)
6R_S5_R1	(25, 968.0)	(30, 2463.0)	(35, 4632.0)	(40, 4117.0)	(45, 5158.0)	(50, 6711.0)	(55, 5323.0)	(60, 6258.0)	(65, 6773.0)	(70, 5878.0)	(75, 5776.0)	(80, 5813.0)	(85, 5794.0)	(90, 5909.0)	(95, 6809.0)	(100, 7595.0)	(105, 8238.0)	(110, 10459.0)	(115, 10321.0)	(120, 9326.0)	(125, 8629.0)	(130, 5567.0)	(135, 1091.0)	(140, 6154.0)	(145, 150240.0)	(150, 5047246.0)
6R_S5_R2	(25, 358.0)	(30, 675.0)	(35, 941.0)	(40, 1520.0)	(45, 1870.0)	(50, 2861.0)	(55, 2764.0)	(60, 4000.0)	(65, 4442.0)	(70, 4270.0)	(75, 4064.0)	(80, 3693.0)	(85, 2869.0)	(90, 2563.0)	(95, 2940.0)	(100, 3327.0)	(105, 3837.0)	(110, 4474.0)	(115, 4077.0)	(120, 3944.0)	(125, 4306.0)	(130, 4649.0)	(135, 6781.0)	(140, 19110.0)	(145, 264215.0)	(150, 4984698.0)
7R_S6_R1	(25, 652.0)	(30, 1340.0)	(35, 3251.0)	(40, 2799.0)	(45, 3446.0)	(50, 4734.0)	(55, 3637.0)	(60, 4536.0)	(65, 4932.0)	(70, 4698.0)	(75, 4507.0)	(80, 4893.0)	(85, 5038.0)	(90, 5046.0)	(95, 5874.0)	(100, 6657.0)	(105, 7333.0)	(110, 8774.0)	(115, 8840.0)	(120, 7818.0)	(125, 7205.0)	(130, 4419.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 3120006.0)
7R_S6_R2	(25, 222.0)	(30, 419.0)	(35, 594.0)	(40, 934.0)	(45, 1270.0)	(50, 1888.0)	(55, 1903.0)	(60, 2971.0)	(65, 3231.0)	(70, 3153.0)	(75, 2728.0)	(80, 2335.0)	(85, 1801.0)	(90, 1493.0)	(95, 1403.0)	(100, 1723.0)	(105, 1924.0)	(110, 2197.0)	(115, 2157.0)	(120, 1697.0)	(125, 1412.0)	(130, 1022.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 3191958.0)
8R_S7_R1	(25, 489.0)	(30, 1084.0)	(35, 2293.0)	(40, 2578.0)	(45, 3514.0)	(50, 4994.0)	(55, 4031.0)	(60, 4570.0)	(65, 5078.0)	(70, 4433.0)	(75, 4361.0)	(80, 4647.0)	(85, 4397.0)	(90, 3994.0)	(95, 4344.0)	(100, 4914.0)	(105, 5576.0)	(110, 6954.0)	(115, 6725.0)	(120, 6025.0)	(125, 5888.0)	(130, 3185.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 3331295.0)
8R_S7_R2	(25, 232.0)	(30, 446.0)	(35, 627.0)	(40, 1000.0)	(45, 1365.0)	(50, 1840.0)	(55, 1924.0)	(60, 2906.0)	(65, 3250.0)	(70, 2930.0)	(75, 3051.0)	(80, 3164.0)	(85, 2351.0)	(90, 1729.0)	(95, 1625.0)	(100, 1933.0)	(105, 2056.0)	(110, 2689.0)	(115, 2252.0)	(120, 1898.0)	(125, 1619.0)	(130, 1184.0)	(135, 0.0)	(140, 0.0)	(145, 1.0)	(150, 3383297.0)
9R_S9_R1	(25, 1054.0)	(30, 2321.0)	(35, 3284.0)	(40, 2810.0)	(45, 2950.0)	(50, 3131.0)	(55, 1946.0)	(60, 1547.0)	(65, 1426.0)	(70, 1383.0)	(75, 1408.0)	(80, 1525.0)	(85, 2227.0)	(90, 2285.0)	(95, 3123.0)	(100, 3844.0)	(105, 4438.0)	(110, 4876.0)	(115, 5301.0)	(120, 4448.0)	(125, 4757.0)	(130, 2832.0)	(135, 0.0)	(140, 1.0)	(145, 0.0)	(150, 1458111.0)
9R_S9_R2	(25, 308.0)	(30, 481.0)	(35, 446.0)	(40, 668.0)	(45, 754.0)	(50, 975.0)	(55, 824.0)	(60, 800.0)	(65, 931.0)	(70, 763.0)	(75, 689.0)	(80, 599.0)	(85, 567.0)	(90, 649.0)	(95, 732.0)	(100, 825.0)	(105, 1102.0)	(110, 1282.0)	(115, 1332.0)	(120, 1063.0)	(125, 939.0)	(130, 697.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 1503602.0)
