Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
14R_S14_R1 - nextera_transposase_sequence	(1, 6.405470784487616e-05)	(2, 0.0009608206176731423)	(3, 0.0009608206176731423)	(4, 0.0009608206176731423)	(5, 0.0009608206176731423)	(6, 0.0009608206176731423)	(7, 0.0009608206176731423)	(8, 0.0009608206176731423)	(9, 0.0009608206176731423)	(10, 0.0009608206176731423)	(15, 0.0009608206176731423)	(20, 0.0009608206176731423)	(25, 0.0014284199849407381)	(30, 0.0031258697428299563)	(35, 0.005899438592513093)	(40, 0.01042170096636135)	(45, 0.013797384069786322)	(50, 0.01717947264399578)	(55, 0.019933825081325456)	(60, 0.022547257161396404)	(65, 0.024327978039483965)	(70, 0.025756398024424705)	(75, 0.027428225899175967)	(80, 0.029439543725505078)	(85, 0.033487801261301256)	(90, 0.03870825995065866)	(95, 0.043397064564903595)	(100, 0.04982815723252916)	(105, 0.05763642611881956)	(110, 0.06705246817201635)	(115, 0.07714749012836883)	(120, 0.08835065853043768)	(125, 0.10219928636649989)	(130, 0.11487571304900088)	(135, 0.16044423220984577)	(140, 0.21663302193137116)
14R_S14_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.027191223480149927)	(4, 0.03670334759511403)	(5, 0.3524290025625086)	(6, 0.3634464123118273)	(7, 0.377314256560243)	(8, 0.3986765016265092)	(9, 0.40902133694345666)	(10, 0.4410550963366792)	(15, 0.5141927617539588)	(20, 0.5405192466782028)	(25, 0.5597036316777434)	(30, 0.5780937383000073)	(35, 0.5863567956119964)	(40, 0.5891752027571708)	(45, 0.5907637595117238)	(50, 0.5923715326786302)	(55, 0.5942547410892696)	(60, 0.5961635713830468)	(65, 0.5976432351342635)	(70, 0.5992894411258767)	(75, 0.601275137069068)	(80, 0.6039718402693373)	(85, 0.6070977100121672)	(90, 0.609973766394402)	(95, 0.6138746981021551)	(100, 0.6217726435794283)	(105, 0.6369472038678795)	(110, 0.6624922213564161)	(115, 0.7011428320700144)	(120, 0.7454943117818067)	(125, 0.7975387619057684)	(130, 0.853400872617285)	(135, 0.8997700756261908)	(140, 0.9212348082250088)
14R_S14_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.000416355600991695)	(3, 0.000416355600991695)	(4, 0.000416355600991695)	(5, 0.000416355600991695)	(6, 0.000416355600991695)	(7, 0.000416355600991695)	(8, 0.000416355600991695)	(9, 0.000416355600991695)	(10, 0.000416355600991695)	(15, 0.000416355600991695)	(20, 0.0004419774841296454)	(25, 0.001031280796302506)	(30, 0.003029787681062642)	(35, 0.004688804614244934)	(40, 0.006027548008202846)	(45, 0.0070780452168588154)	(50, 0.008474437847877115)	(55, 0.0096722608845763)	(60, 0.010914922216766897)	(65, 0.011991041308560817)	(70, 0.012714859507207915)	(75, 0.014060008371950317)	(80, 0.015859945662391337)	(85, 0.018543837921091648)	(90, 0.022028414027852904)	(95, 0.0258076417907006)	(100, 0.030707826940833627)	(105, 0.036857078893941735)	(110, 0.04417853200061109)	(115, 0.05256969872828986)	(120, 0.06123630069970161)	(125, 0.07177330014018372)	(130, 0.08154804855731183)	(135, 0.14294448602662563)	(140, 0.2354330786838423)
14R_S14_R2 - polya	(1, 0.00012810941568975232)	(2, 0.00025621883137950463)	(3, 0.0005444650166814473)	(4, 0.00083271120198339)	(5, 0.0016013676961219039)	(6, 0.0026262430216399224)	(7, 0.0036511183471579405)	(8, 0.004355720133451578)	(9, 0.0057008689981939776)	(10, 0.010357646258516474)	(15, 0.019081897466988608)	(20, 0.028600427052737205)	(25, 0.03859936694732237)	(30, 0.05020608000881392)	(35, 0.06552156065452382)	(40, 0.08314941625343372)	(45, 0.10118722198255085)	(50, 0.12472732711554284)	(55, 0.1589837848709826)	(60, 0.1932722699803448)	(65, 0.22689458612812033)	(70, 0.26101652899708583)	(75, 0.28294245549238695)	(80, 0.29837964008300205)	(85, 0.312619001636918)	(90, 0.32510966966666893)	(95, 0.3361655122406946)	(100, 0.3494696750600753)	(105, 0.3627033777008267)	(110, 0.3766673040110097)	(115, 0.3907145014413911)	(120, 0.40344217189016796)	(125, 0.41645808852424676)	(130, 0.42823134382613504)	(135, 0.43991492253704045)	(140, 0.44771038048176187)
14R_S14_R2 - polyg	(1, 0.29052012743043576)	(2, 0.9780193067294916)	(3, 1.010527070960766)	(4, 1.0182136359021514)	(5, 1.053059396969764)	(6, 1.0643009981965397)	(7, 1.0818519881460358)	(8, 1.1015167834544128)	(9, 1.1209253599314102)	(10, 1.1773255301888237)	(15, 1.2417389443976312)	(20, 1.2786664834702024)	(25, 1.3037887398869628)	(30, 1.3322802739363635)	(35, 1.366780139581614)	(40, 1.37970637962471)	(45, 1.3912298215660033)	(50, 1.405097665814419)	(55, 1.420419551930913)	(60, 1.4336276326885267)	(65, 1.4466883876180967)	(70, 1.4608572889933833)	(75, 1.4776075950948186)	(80, 1.496830412919066)	(85, 1.514829785823476)	(90, 1.5359742448830698)	(95, 1.556984189056189)	(100, 1.585238720686564)	(105, 1.63229330906941)	(110, 1.713841357626722)	(115, 1.8725048689584802)	(120, 1.9761838190761967)	(125, 2.0806250202172674)	(130, 2.217215279225681)	(135, 2.3759300343237153)	(140, 2.5144675564506134)
15R_S15_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0005239804650102064)	(3, 0.0005239804650102064)	(4, 0.0005239804650102064)	(5, 0.0005239804650102064)	(6, 0.0005239804650102064)	(7, 0.0005239804650102064)	(8, 0.0005239804650102064)	(9, 0.0005239804650102064)	(10, 0.0005339610452961151)	(15, 0.0005489319157249782)	(20, 0.0005688930762967955)	(25, 0.0006836697495847454)	(30, 0.0015320190738869846)	(35, 0.003253669173206234)	(40, 0.005678950182682047)	(45, 0.008044347710442407)	(50, 0.010275007404343)	(55, 0.012565550579959044)	(60, 0.014905996657004632)	(65, 0.01605376338988413)	(70, 0.0169869476466166)	(75, 0.018029918286494053)	(80, 0.019352345174376957)	(85, 0.021727723282423225)	(90, 0.025001353616201278)	(95, 0.028883799347419758)	(100, 0.03329022554364845)	(105, 0.0393733892279098)	(110, 0.04693367879448563)	(115, 0.054958065344356224)	(120, 0.06346651003809338)	(125, 0.07408085717215729)	(130, 0.08445567037935937)	(135, 0.11875393453188461)	(140, 0.16173530353315038)
15R_S15_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.016792326331041375)	(4, 0.023728829629747917)	(5, 0.24584664389264588)	(6, 0.2533320791070774)	(7, 0.26343741664655995)	(8, 0.2774351804975469)	(9, 0.2857440135855659)	(10, 0.31048587211433354)	(15, 0.36532417049525884)	(20, 0.3839579138890504)	(25, 0.39487666872183447)	(30, 0.40519159844732117)	(35, 0.4082306851443803)	(40, 0.40917884027154167)	(45, 0.41008208278741637)	(50, 0.41086555833986027)	(55, 0.4114643931570147)	(60, 0.41208817942488407)	(65, 0.41285169381675607)	(70, 0.41363017907905686)	(75, 0.4147979069725082)	(80, 0.4159905863166743)	(85, 0.4173878675567015)	(90, 0.4189148963404456)	(95, 0.42123538125691934)	(100, 0.42640532184502006)	(105, 0.4364008730013576)	(110, 0.4507479571623513)	(115, 0.4732042628056459)	(120, 0.5038695957341004)	(125, 0.5399493934676602)	(130, 0.5808448211891711)	(135, 0.6128176101350796)	(140, 0.6268053934057807)
15R_S15_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0001497087042886304)	(3, 0.0001497087042886304)	(4, 0.0001497087042886304)	(5, 0.0001497087042886304)	(6, 0.0001497087042886304)	(7, 0.0001497087042886304)	(8, 0.0001497087042886304)	(9, 0.0001497087042886304)	(10, 0.0001497087042886304)	(15, 0.00016966986486044778)	(20, 0.00019462131557521954)	(25, 0.00036429118043566726)	(30, 0.0011577473131654085)	(35, 0.0019112811247515148)	(40, 0.002649844065908758)	(45, 0.0032886012042069148)	(50, 0.00431660097365551)	(55, 0.0050302124640979815)	(60, 0.005948425850401581)	(65, 0.00645244515483997)	(70, 0.006941493588849495)	(75, 0.007764891462436962)	(80, 0.008992502837603732)	(85, 0.01092873541307002)	(90, 0.013368987292974695)	(95, 0.016572753564751387)	(100, 0.020879373958120985)	(105, 0.025944518453219646)	(110, 0.0317532161796185)	(115, 0.038215641914744386)	(120, 0.04498247534859048)	(125, 0.05310666770132015)	(130, 0.061350627017480744)	(135, 0.08912658195316463)	(140, 0.13024657273110846)
15R_S15_R2 - polya	(1, 2.4951450714771734e-05)	(2, 0.00039922321143634774)	(3, 0.0005988348171545216)	(4, 0.0008483493243022389)	(5, 0.0011477667328794996)	(6, 0.0016218442964601627)	(7, 0.0020959218600408256)	(8, 0.002719708127910119)	(9, 0.0031438827900612384)	(10, 0.005808697726398859)	(15, 0.010674230615779347)	(20, 0.016213452674458673)	(25, 0.021702771831708455)	(30, 0.02714218808752869)	(35, 0.03370441962551366)	(40, 0.04145434021752176)	(45, 0.050122474195833454)	(50, 0.061240840634335734)	(55, 0.07659097311406332)	(60, 0.09319865870981538)	(65, 0.11156791672603032)	(70, 0.13055597071997163)	(75, 0.14127511394703754)	(80, 0.1493793451391954)	(85, 0.1571093045706317)	(90, 0.16380128365233348)	(95, 0.17012398126345665)	(100, 0.17695568846916115)	(105, 0.18365265784100587)	(110, 0.1899553942915572)	(115, 0.19689688788040668)	(120, 0.20388828437068574)	(125, 0.21063515664396001)	(130, 0.21721734934251677)	(135, 0.22441833801879993)	(140, 0.2287049972515977)
15R_S15_R2 - polyg	(1, 0.2660323675208962)	(2, 0.7320256610699731)	(3, 0.747021482949551)	(4, 0.7522113846982235)	(5, 0.7784603108501633)	(6, 0.7878420563189175)	(7, 0.8018398201699044)	(8, 0.8182329232895095)	(9, 0.8369215598748735)	(10, 0.8832314524014897)	(15, 0.9384889351544233)	(20, 0.9691193360518771)	(25, 0.9896743411507061)	(30, 1.0124500253631497)	(35, 1.0390283106645246)	(40, 1.051229570064048)	(45, 1.0622032180884045)	(50, 1.0746090793837888)	(55, 1.0885519500432035)	(60, 1.1004637726144355)	(65, 1.1111130517795)	(70, 1.1221366027052861)	(75, 1.136448754835279)	(80, 1.1539447120764772)	(85, 1.170362766646797)	(90, 1.187534355028703)	(95, 1.2044264871626034)	(100, 1.2243826574442778)	(105, 1.256729718150908)	(110, 1.3097166188887972)	(115, 1.4143829643471215)	(120, 1.4778794161260727)	(125, 1.5411712660091628)	(130, 1.626285654687392)	(135, 1.7237460211792903)	(140, 1.814195030020338)
16R_S16_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0030521120615465904)	(3, 0.0030521120615465904)	(4, 0.0030521120615465904)	(5, 0.0030521120615465904)	(6, 0.0030521120615465904)	(7, 0.0030521120615465904)	(8, 0.0030521120615465904)	(9, 0.0030521120615465904)	(10, 0.0030621189863385464)	(15, 0.0032122228582178863)	(20, 0.003322299030929403)	(25, 0.004343005359708918)	(30, 0.007805401337725707)	(35, 0.015890996569626184)	(40, 0.02708874541182498)	(45, 0.036195046972504974)	(50, 0.045561528577775824)	(55, 0.054217518522817795)	(60, 0.06292354309181954)	(65, 0.06732659000028018)	(70, 0.07020858434036352)	(75, 0.07311059253003077)	(80, 0.07712336937160516)	(85, 0.08387804360617548)	(90, 0.09185356266536443)	(95, 0.10095986422604442)	(100, 0.11287811165326404)	(105, 0.12764833264619116)	(110, 0.1460110396394305)	(115, 0.16736581714546467)	(120, 0.19482481877459204)	(125, 0.22518582859338662)	(130, 0.2556669215096847)	(135, 0.35455535230379426)	(140, 0.4795818706544929)
16R_S16_R1 - polya	(1, 0.0)	(2, 0.00010006924791956034)	(3, 0.00025017311979890085)	(4, 0.00035024236771846116)	(5, 0.00040027699167824134)	(6, 0.0006004154875173621)	(7, 0.0008005539833564827)	(8, 0.0009506578552358232)	(9, 0.0011007617271151637)	(10, 0.0012708794485784163)	(15, 0.0016711564402566575)	(20, 0.0021715026798544593)	(25, 0.0025317519723648766)	(30, 0.0032222297830098432)	(35, 0.005173580117441269)	(40, 0.0077953944129337495)	(45, 0.01072742337697687)	(50, 0.014990373338350137)	(55, 0.023246086291713867)	(60, 0.036755434760854515)	(65, 0.05241627206026571)	(70, 0.07069892365516939)	(75, 0.0844884660184848)	(80, 0.09275418589664047)	(85, 0.09951886705600275)	(90, 0.10280113838776435)	(95, 0.10564310502867984)	(100, 0.10900543175877705)	(105, 0.11345851329119752)	(110, 0.11676079847254299)	(115, 0.12000304210513675)	(120, 0.12379566660128809)	(125, 0.1282487481337085)	(130, 0.13198133108110816)	(135, 0.1361542187193538)	(140, 0.13939646235194755)
16R_S16_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.07094909677496827)	(4, 0.09761755134553111)	(5, 0.9227885696902256)	(6, 0.9606647800277792)	(7, 0.9948884628162689)	(8, 1.0595832315962646)	(9, 1.0812982583948092)	(10, 1.1630448270202982)	(15, 1.3923635155527625)	(20, 1.472799177030505)	(25, 1.5179804424661867)	(30, 1.557918079310883)	(35, 1.5685554403647326)	(40, 1.5713073446825203)	(45, 1.573829089730093)	(50, 1.5758604954628601)	(55, 1.577951942744379)	(60, 1.5797932169060993)	(65, 1.581414338722396)	(70, 1.5833656890568273)	(75, 1.5869681819819312)	(80, 1.5905106333582841)	(85, 1.5943532924783947)	(90, 1.5985061662670568)	(95, 1.603929919504297)	(100, 1.6197208468260036)	(105, 1.6558658591745488)	(110, 1.7200402678653628)	(115, 1.8187285601636334)	(120, 1.9429144968318077)	(125, 2.0952198921653786)	(130, 2.2500070048473537)	(135, 2.379376528557762)	(140, 2.4374867408246508)
16R_S16_R2 - nextera_transposase_sequence	(1, 5.003462395978017e-05)	(2, 0.0011507963510749438)	(3, 0.0011507963510749438)	(4, 0.0011507963510749438)	(5, 0.0011507963510749438)	(6, 0.0011507963510749438)	(7, 0.0011507963510749438)	(8, 0.0011507963510749438)	(9, 0.0011507963510749438)	(10, 0.0011507963510749438)	(15, 0.0011507963510749438)	(20, 0.0011708102006588558)	(25, 0.002501731197989008)	(30, 0.008085595231900475)	(35, 0.013059036853502622)	(40, 0.016961737522365475)	(45, 0.02096450743914789)	(50, 0.02567776901615918)	(55, 0.028960040347920758)	(60, 0.031952110860715616)	(65, 0.03385342657118726)	(70, 0.03534445836518871)	(75, 0.037555988744211)	(80, 0.04022783766366326)	(85, 0.04466090534649978)	(90, 0.05057499789854579)	(95, 0.05865058620565431)	(100, 0.06922790571075184)	(105, 0.08086595924379672)	(110, 0.0955261040640123)	(115, 0.11139708678405458)	(120, 0.12848891432871548)	(125, 0.14775224455323083)	(130, 0.16764601103963944)	(135, 0.22356470677708976)	(140, 0.29550448910646165)
16R_S16_R2 - polya	(1, 0.00020013849583912067)	(2, 0.0004503116156380215)	(3, 0.0008005539833564827)	(4, 0.0013509348469140645)	(5, 0.0017011772146325256)	(6, 0.0032022159334259307)	(7, 0.004403046908460655)	(8, 0.005253635515776917)	(9, 0.007104916602288784)	(10, 0.013109071477462403)	(15, 0.025167415851769424)	(20, 0.038266480404439876)	(25, 0.0529866667734072)	(30, 0.06782693623987798)	(35, 0.0876506542527429)	(40, 0.1153698359264611)	(45, 0.148853006280346)	(50, 0.1906419242115544)	(55, 0.25121383997726426)	(60, 0.31714946743146255)	(65, 0.38000296204973844)	(70, 0.4383333266620501)	(75, 0.4742481797403803)	(80, 0.4984349169625381)	(85, 0.5218010863517554)	(90, 0.5368715150884412)	(95, 0.5500606419642392)	(100, 0.565601396166147)	(105, 0.5818626489530756)	(110, 0.6002153490215228)	(115, 0.6189883399312324)	(120, 0.6351195026958656)	(125, 0.6520712332934391)	(130, 0.6685526384257906)	(135, 0.6833128524939258)	(140, 0.6912783646283228)
16R_S16_R2 - polyg	(1, 0.6080707849832084)	(2, 1.9768679926509145)	(3, 2.0481673317936013)	(4, 2.0642784807086505)	(5, 2.146085090882891)	(6, 2.174454722668086)	(7, 2.21683404916202)	(8, 2.2663182922582426)	(9, 2.309498172735533)	(10, 2.4457324468532224)	(15, 2.6121175853690755)	(20, 2.7076036617339203)	(25, 2.7677853074327436)	(30, 2.847480456475881)	(35, 2.953874080863958)	(40, 2.9826640034904157)	(45, 3.0089321810693)	(50, 3.0432559331057094)	(55, 3.0791307584848715)	(60, 3.107810604938618)	(65, 3.1391122656878556)	(70, 3.1721951590500628)	(75, 3.213793945410224)	(80, 3.2637885416708365)	(85, 3.3122520784382794)	(90, 3.368090718777394)	(95, 3.4254003770609267)	(100, 3.4929170986322533)	(105, 3.605074711700497)	(110, 3.799859502775921)	(115, 4.203458793485092)	(120, 4.464379350510553)	(125, 4.7319044778987065)	(130, 5.09203368731162)	(135, 5.508021550913233)	(140, 5.8815700464721585)
17R_S17_R1 - nextera_transposase_sequence	(1, 0.00029497067622764954)	(2, 0.0031709347694472323)	(3, 0.0032446774385041445)	(4, 0.0032446774385041445)	(5, 0.0032446774385041445)	(6, 0.0032446774385041445)	(7, 0.0032446774385041445)	(8, 0.0032446774385041445)	(9, 0.0032446774385041445)	(10, 0.003244677438504145)	(15, 0.0033626657089952045)	(20, 0.0035248995809204118)	(25, 0.007064547695652207)	(30, 0.019512310232459015)	(35, 0.04166460801715549)	(40, 0.06669286989507155)	(45, 0.08223782453226869)	(50, 0.09490681507624624)	(55, 0.10430163111409688)	(60, 0.10974384009049701)	(65, 0.11300326606281252)	(70, 0.11531878587119956)	(75, 0.11773754541626631)	(80, 0.1215279186057916)	(85, 0.1273240923936649)	(90, 0.1330465235124813)	(95, 0.14024380801243597)	(100, 0.14918141950213373)	(105, 0.16036080813116166)	(110, 0.1746963829958254)	(115, 0.18940067120577372)	(120, 0.2033970297927757)	(125, 0.2188387446932932)	(130, 0.23495889214913426)	(135, 0.2796764466652458)	(140, 0.33375932015158544)
17R_S17_R1 - polya	(1, 7.374266905691238e-05)	(2, 0.00029497067622764954)	(3, 0.0005161986833983866)	(4, 0.0005899413524552991)	(5, 0.0007374266905691238)	(6, 0.0008111693596260361)	(7, 0.0011061400358536857)	(8, 0.0014011107120813352)	(9, 0.00154859605019516)	(10, 0.0021827830040846066)	(15, 0.0025072507479350207)	(20, 0.0028759640932195826)	(25, 0.003318420107561057)	(30, 0.004144338000998476)	(35, 0.005338969239720456)	(40, 0.006858068222292851)	(45, 0.008908114422075016)	(50, 0.011267879831896211)	(55, 0.01604640478678413)	(60, 0.02698981687482993)	(65, 0.03844942764627411)	(70, 0.04608916816057024)	(75, 0.05250478036852162)	(80, 0.061457140392030776)	(85, 0.07412613093600832)	(90, 0.08445010460397606)	(95, 0.09092471094717297)	(100, 0.0980482527780707)	(105, 0.10391816923500093)	(110, 0.10769379389071485)	(115, 0.11183813189171332)	(120, 0.11517130053308575)	(125, 0.11896167372261106)	(130, 0.12329774266315752)	(135, 0.1271766070555511)	(140, 0.1292708988567674)
17R_S17_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.2287497594145422)	(4, 0.3052946498956173)	(5, 1.3194038347662762)	(6, 1.3588561627117244)	(7, 1.4229385421221812)	(8, 1.481121508008085)	(9, 1.5043504487610126)	(10, 1.6320727515675848)	(15, 1.942337657357638)	(20, 2.0456363881725608)	(25, 2.109541785177281)	(30, 2.180172513599992)	(35, 2.196248415454398)	(40, 2.200540238793511)	(45, 2.2034604484881646)	(50, 2.2066166347238)	(55, 2.2098465636284934)	(60, 2.2142416267042853)	(65, 2.216822620121277)	(70, 2.219418362072081)	(75, 2.2233119749982855)	(80, 2.2258929684152777)	(85, 2.2298455754767277)	(90, 2.2358777258055835)	(95, 2.2465851613526473)	(100, 2.290668528914869)	(105, 2.3871239400413105)	(110, 2.551614337639659)	(115, 2.7309270117184474)	(120, 2.937657210152596)	(125, 3.1853440869809533)	(130, 3.424122849387235)	(135, 3.598081805692492)	(140, 3.673638544408204)
17R_S17_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0008849120286829486)	(3, 0.0008849120286829486)	(4, 0.0008849120286829486)	(5, 0.0008849120286829486)	(6, 0.0008849120286829486)	(7, 0.0008849120286829486)	(8, 0.0008849120286829486)	(9, 0.0008849120286829486)	(10, 0.0008849120286829486)	(15, 0.000988151765362626)	(20, 0.0010471459006081557)	(25, 0.005574945780702577)	(30, 0.01973353823962975)	(35, 0.03623714757456674)	(40, 0.05023350616156872)	(45, 0.058876146975038846)	(50, 0.06650113895552359)	(55, 0.07387540586121483)	(60, 0.08064498288063938)	(65, 0.0839191573867663)	(70, 0.08577747264700047)	(75, 0.088033998320142)	(80, 0.0913229213600803)	(85, 0.09641116552500725)	(90, 0.10306275427394074)	(95, 0.11177913775646778)	(100, 0.12210311142443553)	(105, 0.13611421854524886)	(110, 0.15286855295497936)	(115, 0.1692541740194253)	(120, 0.18518259053571837)	(125, 0.2073938824556604)	(130, 0.2289709874217129)	(135, 0.316621523862759)	(140, 0.43021473127802684)
17R_S17_R2 - polya	(1, 0.0004424560143414743)	(2, 0.0008849120286829486)	(3, 0.0014011107120813352)	(4, 0.0024335080788781085)	(5, 0.003318420107561057)	(6, 0.005530700179268429)	(7, 0.00803795092720345)	(8, 0.010471459006081558)	(9, 0.012831224415902754)	(10, 0.023391174624852608)	(15, 0.04392113369029701)	(20, 0.06561622692684063)	(25, 0.09005454745230139)	(30, 0.11742782620622727)	(35, 0.16459363733502844)	(40, 0.23882300800771644)	(45, 0.33137005767414146)	(50, 0.4454204696375621)	(55, 0.6158840234295209)	(60, 0.788102652745034)	(65, 0.9239661462154893)	(70, 1.0181355346011665)	(75, 1.0807578091642962)	(80, 1.1264635154457707)	(85, 1.1656651183164253)	(90, 1.1917405260949496)	(95, 1.2166950453038088)	(100, 1.2440978211253573)	(105, 1.2737128770186135)	(110, 1.3061006572684093)	(115, 1.337485537219031)	(120, 1.3684279611553116)	(125, 1.395889731112106)	(130, 1.4201658177656413)	(135, 1.4429080569027932)	(140, 1.4571551405645886)
17R_S17_R2 - polyg	(1, 1.1187500322624178)	(2, 1.858978944255704)	(3, 2.0042520022978216)	(4, 2.0311680765035947)	(5, 2.157046812583744)	(6, 2.1876500202423625)	(7, 2.2397860872655997)	(8, 2.284105431368804)	(9, 2.3245901566810487)	(10, 2.472517950809215)	(15, 2.6395008506216877)	(20, 2.7383012786241387)	(25, 2.802796616981314)	(30, 2.8955353975872873)	(35, 3.0419293441990702)	(40, 3.0718098737009307)	(45, 3.1013954325265645)	(50, 3.1391959246851373)	(55, 3.1758755282740454)	(60, 3.2062132623240585)	(65, 3.242037450951907)	(70, 3.2799559313809716)	(75, 3.3235673458612296)	(80, 3.374612021382424)	(85, 3.4303024850542045)	(90, 3.5019361137760887)	(95, 3.5789677058729397)	(100, 3.7045662198106735)	(105, 3.962134614292657)	(110, 4.374075912178381)	(115, 5.151338392572049)	(120, 5.73959841217285)	(125, 6.354730260377991)	(130, 7.147862163152706)	(135, 7.943722544682527)	(140, 8.509240325146177)
18R_S18_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0002269196265810625)	(3, 0.00030255950210808334)	(4, 0.00030255950210808334)	(5, 0.00030255950210808334)	(6, 0.00030255950210808334)	(7, 0.00030255950210808334)	(8, 0.00030255950210808334)	(9, 0.00030255950210808334)	(10, 0.00030255950210808334)	(15, 0.00030255950210808334)	(20, 0.00030255950210808334)	(25, 0.0006883228672958895)	(30, 0.0020649686018876685)	(35, 0.0047274922204388024)	(40, 0.008396026183499312)	(45, 0.0127150630760922)	(50, 0.016943332118052663)	(55, 0.020710197919298307)	(60, 0.02390220066653858)	(65, 0.02552089400281683)	(70, 0.02648152042200999)	(75, 0.027714450393100432)	(80, 0.029507115443090825)	(85, 0.03177631170890145)	(90, 0.034688446916691755)	(95, 0.03820570112869823)	(100, 0.04349292842803698)	(105, 0.049884497910070234)	(110, 0.057531689325852044)	(115, 0.0653377244802406)	(120, 0.07422540985466555)	(125, 0.08450486893878768)	(130, 0.09501124764949087)	(135, 0.1256453972379343)	(140, 0.16239881275651372)
18R_S18_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.027684194442889623)	(4, 0.035739841186517345)	(5, 0.31496444169451476)	(6, 0.322982268500379)	(7, 0.33599232709102655)	(8, 0.35879774956242333)	(9, 0.37411482435664506)	(10, 0.41971054132433316)	(15, 0.5181785312854089)	(20, 0.5475873148903145)	(25, 0.5647121827096321)	(30, 0.5816706428027902)	(35, 0.5868595382639438)	(40, 0.5880395203221653)	(45, 0.5890455306666748)	(50, 0.5899078252476828)	(55, 0.5906642240029529)	(60, 0.5912542150320637)	(65, 0.5918820259989379)	(70, 0.592645988741761)	(75, 0.5933721315468203)	(80, 0.5941512222647487)	(85, 0.5952026165345743)	(90, 0.5966700301197985)	(95, 0.598916534422951)	(100, 0.6050358003530869)	(105, 0.6198007040559614)	(110, 0.6429691979298878)	(115, 0.6767197103900446)	(120, 0.7216195405028841)	(125, 0.7790150780527876)	(130, 0.8409036242089959)	(135, 0.8904174867289839)	(140, 0.9111957605362565)
18R_S18_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 3.781993776351042e-05)	(3, 3.781993776351042e-05)	(4, 3.781993776351042e-05)	(5, 3.781993776351042e-05)	(6, 3.781993776351042e-05)	(7, 3.781993776351042e-05)	(8, 3.781993776351042e-05)	(9, 3.781993776351042e-05)	(10, 3.781993776351042e-05)	(15, 3.781993776351042e-05)	(20, 3.781993776351042e-05)	(25, 0.0005294791286891458)	(30, 0.0020271486641241583)	(35, 0.0034945622493483624)	(40, 0.0052494073615752465)	(45, 0.006883228672958897)	(50, 0.008607817834974971)	(55, 0.010082795407751876)	(60, 0.011724180706688228)	(65, 0.012624295225459778)	(70, 0.013350438030519173)	(75, 0.014485036163424489)	(80, 0.0159751417113068)	(85, 0.01827459392732823)	(90, 0.020800965769930728)	(95, 0.023690409015062922)	(100, 0.028274185472000384)	(105, 0.03387153626099994)	(110, 0.04042194948163993)	(115, 0.047872477221051486)	(120, 0.055504540661727886)	(125, 0.064641837625392)	(130, 0.07381695452681962)	(135, 0.09205372851638435)	(140, 0.11137971671353818)
18R_S18_R2 - polya	(1, 7.563987552702084e-05)	(2, 0.00018909968881755207)	(3, 0.00037819937763510414)	(4, 0.0009833183818512708)	(5, 0.001437157635013396)	(6, 0.002382656079101156)	(7, 0.003630714025297)	(8, 0.004235833029513167)	(9, 0.005937730228871135)	(10, 0.010612274536441023)	(15, 0.022086843653890083)	(20, 0.03511203021964307)	(25, 0.048197728685817676)	(30, 0.061510346778573345)	(35, 0.0774098486143531)	(40, 0.09501881163704358)	(45, 0.11581977740697431)	(50, 0.14124233957160598)	(55, 0.17627116592816933)	(60, 0.21373559627670274)	(65, 0.2504284998948606)	(70, 0.2823712193299215)	(75, 0.30470011058549795)	(80, 0.32075089217233177)	(85, 0.33471401319461985)	(90, 0.3452960317808501)	(95, 0.35363154606392777)	(100, 0.3631546063927797)	(105, 0.37327522173829514)	(110, 0.384780046805955)	(115, 0.397041270628885)	(120, 0.40864442753472996)	(125, 0.4199601529135723)	(130, 0.43064050333798776)	(135, 0.4405039431067112)	(140, 0.44601052604507835)
