Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
18R_S18_R2 - polyg	(1, 0.2243856907509073)	(2, 0.8018961403997114)	(3, 0.8249284824976892)	(4, 0.8302610937223441)	(5, 0.8675137324194019)	(6, 0.875228999723158)	(7, 0.889449296322238)	(8, 0.9119143393537632)	(9, 0.9394094341078353)	(10, 1.0013358002018073)	(15, 1.0740408485583797)	(20, 1.1049397377111678)	(25, 1.1280250277220145)	(30, 1.1581826460946376)	(35, 1.1982037042359843)	(40, 1.2117054220175576)	(45, 1.2240952336288835)	(50, 1.2376272073606676)	(55, 1.253435941345815)	(60, 1.2659467767579842)	(65, 1.2775045497385131)	(70, 1.2898338494494173)	(75, 1.3045079853016595)	(80, 1.3201351835855417)	(85, 1.3360725053590852)	(90, 1.3527132779750297)	(95, 1.3722132378858958)	(100, 1.398815782108749)	(105, 1.4404555335863738)	(110, 1.5109972815028734)	(115, 1.6485862150865245)	(120, 1.7462372943919084)	(125, 1.8521104281670795)	(130, 1.9854937846714278)	(135, 2.1420758909999136)	(140, 2.2739993979065907)
19R_S19_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.00019734336363869587)	(3, 0.00019734336363869587)	(4, 0.00019734336363869587)	(5, 0.00019734336363869587)	(6, 0.00019734336363869587)	(7, 0.00019734336363869587)	(8, 0.00019734336363869587)	(9, 0.00019734336363869587)	(10, 0.0001973433636386959)	(15, 0.00022365581212385535)	(20, 0.00026970259697288435)	(25, 0.000526248969703189)	(30, 0.0011248571727405666)	(35, 0.002572041839424336)	(40, 0.004736240727328702)	(45, 0.007097782978871763)	(50, 0.01002504287284575)	(55, 0.012603662824391376)	(60, 0.01491258017896412)	(65, 0.01617557770625177)	(70, 0.016964951160806558)	(75, 0.01782668384869553)	(80, 0.019050212703255444)	(85, 0.021148630469946906)	(90, 0.024246921279074435)	(95, 0.028029335748816102)	(100, 0.03308790397008801)	(105, 0.03969890665198432)	(110, 0.047763672112685694)	(115, 0.057051966427946986)	(120, 0.0658600585583541)	(125, 0.07762830114334167)	(130, 0.089278137710146)	(135, 0.12923359073486065)	(140, 0.17987847595667128)
19R_S19_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.017892464969908425)	(4, 0.022266909530566186)	(5, 0.20425038136605023)	(6, 0.20928263713883696)	(7, 0.21766973009348156)	(8, 0.22849072453300337)	(9, 0.23598977235127383)	(10, 0.26069716147883853)	(15, 0.316466396043134)	(20, 0.33692432474034545)	(25, 0.35053443871929424)	(30, 0.36154619841033336)	(35, 0.36648636061342205)	(40, 0.3690057775558761)	(45, 0.37033455620437666)	(50, 0.37126207001347855)	(55, 0.37209749025288236)	(60, 0.3731039414074397)	(65, 0.37392620542260097)	(70, 0.3749195003529157)	(75, 0.37641273180444856)	(80, 0.3791623826711477)	(85, 0.3820896425651217)	(90, 0.38458932517121186)	(95, 0.3886809109106541)	(100, 0.3936210731137428)	(105, 0.4022910248896028)	(110, 0.41727596430190117)	(115, 0.44163471348703753)	(120, 0.4761434896753241)	(125, 0.5193287957515921)	(130, 0.5657834235521411)	(135, 0.6062059225374672)	(140, 0.6234076857346402)
19R_S19_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 6.578112121289863e-05)	(3, 6.578112121289863e-05)	(4, 6.578112121289863e-05)	(5, 6.578112121289863e-05)	(6, 6.578112121289863e-05)	(7, 6.578112121289863e-05)	(8, 6.578112121289863e-05)	(9, 6.578112121289863e-05)	(10, 6.578112121289863e-05)	(15, 9.209356969805808e-05)	(20, 9.867168181934795e-05)	(25, 0.00027628070909417417)	(30, 0.0012958880878941028)	(35, 0.0023220735788153216)	(40, 0.0031640719303404246)	(45, 0.004071851403078424)	(50, 0.005058568221271905)	(55, 0.006354456309166007)	(60, 0.007400376136451095)	(65, 0.00815028091827814)	(70, 0.008926498148590343)	(75, 0.009301450539503866)	(80, 0.010294745469818635)	(85, 0.012531303591057188)	(90, 0.01582035965170212)	(95, 0.019326493412349616)	(100, 0.02485868570635439)	(105, 0.03138417293067393)	(110, 0.03927132936410048)	(115, 0.046901939424796715)	(120, 0.054479924588522646)	(125, 0.06530091902804445)	(130, 0.07659553754029916)	(135, 0.13591037453796986)	(140, 0.2271751021087454)
19R_S19_R2 - polya	(1, 0.00013156224242579726)	(2, 0.0002631244848515945)	(3, 0.00042757728788384106)	(4, 0.0006578112121289863)	(5, 0.0008880451363741315)	(6, 0.0011840601818321752)	(7, 0.0017431997121418136)	(8, 0.0020721053182063067)	(9, 0.002664135409122394)	(10, 0.004953318427331267)	(15, 0.01005135532133091)	(20, 0.015327001242605378)	(25, 0.021299927048736574)	(30, 0.027516243003355496)	(35, 0.0345877135337421)	(40, 0.041461840700490006)	(45, 0.050697510118780965)	(50, 0.06190661317345889)	(55, 0.07749016078879459)	(60, 0.09475770510718047)	(65, 0.1117358124922296)	(70, 0.12736540689241432)	(75, 0.1374364965501091)	(80, 0.14636957281082072)	(85, 0.15367785537757378)	(90, 0.15928240690491274)	(95, 0.16477513052618975)	(100, 0.16997183910200875)	(105, 0.17712224697785087)	(110, 0.18420687373248001)	(115, 0.19106784467498533)	(120, 0.19827745555991902)	(125, 0.20517789517515211)	(130, 0.21175600729644195)	(135, 0.2180709949328802)	(140, 0.2217810501692877)
19R_S19_R2 - polyg	(1, 0.5162502392788284)	(2, 0.9608648375568102)	(3, 0.9818819057843313)	(4, 0.98661814651166)	(5, 1.016844571708987)	(6, 1.024475181769683)	(7, 1.0383549983456049)	(8, 1.0559185577094488)	(9, 1.074468833891486)	(10, 1.1230416137950905)	(15, 1.179337097329089)	(20, 1.209537210077931)	(25, 1.2323632591388067)	(30, 1.259195378481548)	(35, 1.2936054829880153)	(40, 1.3080444390942465)	(45, 1.3215887719519823)	(50, 1.3369815543158006)	(55, 1.3523019774462848)	(60, 1.365491092249471)	(65, 1.378423660679927)	(70, 1.392750788880096)	(75, 1.4098209898348435)	(80, 1.430693339595696)	(85, 1.449250193889855)	(90, 1.4721091335113372)	(95, 1.4954745877661586)	(100, 1.521471286869496)	(105, 1.5595453998275217)	(110, 1.6146370888433246)	(115, 1.72359693802037)	(120, 1.7933446608424064)	(125, 1.8692100279372421)	(130, 1.9623100487898575)	(135, 2.067000703200186)	(140, 2.15331211234363)
1R_S1_R1 - nextera_transposase_sequence	(1, 0.00017066831721892565)	(2, 0.0023040222824554962)	(3, 0.0023609117215284713)	(4, 0.0023609117215284713)	(5, 0.002531580038747397)	(6, 0.0025600247582838846)	(7, 0.0025600247582838846)	(8, 0.0025600247582838846)	(9, 0.0026453589168933473)	(10, 0.002651047860800645)	(15, 0.0027932714584830826)	(20, 0.002901361392721736)	(25, 0.004352042089082604)	(30, 0.010405078406447167)	(35, 0.02994091178410685)	(40, 0.07176033844665095)	(45, 0.09749712068326491)	(50, 0.11371629976297015)	(55, 0.12631162157372686)	(60, 0.1366029211020281)	(65, 0.14290058200740643)	(70, 0.14840179076576315)	(75, 0.1540338452339877)	(80, 0.16215765713360855)	(85, 0.17340469923833574)	(90, 0.18752465801624818)	(95, 0.20258898148277202)	(100, 0.22290420017573148)	(105, 0.2469001655767124)	(110, 0.27288157240134014)	(115, 0.301559538638027)	(120, 0.3323082804569701)	(125, 0.36725546287949873)	(130, 0.39735566509300996)	(135, 0.4732518657602662)	(140, 0.5564071588532341)
1R_S1_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.11693624201450055)	(4, 0.13676221153143242)	(5, 0.3043016096013444)	(6, 0.31331858569441096)	(7, 0.32603337532722093)	(8, 0.3518327359468152)	(9, 0.36511641997035493)	(10, 0.41195918410304266)	(15, 0.4975152115248901)	(20, 0.5250383221483955)	(25, 0.547936321375268)	(30, 0.5772059377783139)	(35, 0.5829802158442208)	(40, 0.5874346589236347)	(45, 0.589926416355031)	(50, 0.5916558553028495)	(55, 0.5927595104208653)	(60, 0.5937721424363642)	(65, 0.5947790855079559)	(70, 0.5971456861733916)	(75, 0.6004282068079022)	(80, 0.6058952819028152)	(85, 0.6128357934697182)	(90, 0.6173755707077416)	(95, 0.6267111276596168)	(100, 0.6521407069252367)	(105, 0.694534716922418)	(110, 0.8028123863100116)	(115, 0.9582627785769164)	(120, 1.1001848622322676)	(125, 1.2719966571765602)	(130, 1.4353831261941448)	(135, 1.5646131759923154)	(140, 1.6274646282801384)
1R_S1_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.00022755775629190085)	(3, 0.00022755775629190085)	(4, 0.00022755775629190085)	(5, 0.00022755775629190085)	(6, 0.00022755775629190085)	(7, 0.00022755775629190085)	(8, 0.00022755775629190085)	(9, 0.00022755775629190085)	(10, 0.00022755775629190088)	(15, 0.00022755775629190088)	(20, 0.00023324670019919837)	(25, 0.0016327269013943885)	(30, 0.007355804472135695)	(35, 0.0153772153814252)	(40, 0.025349934050917754)	(45, 0.03217097779576748)	(50, 0.03714880371465281)	(55, 0.04168858095267623)	(60, 0.04491990109202123)	(65, 0.0470361882255359)	(70, 0.04915247535905058)	(75, 0.05168405539779798)	(80, 0.055222578508137034)	(85, 0.060336939080797514)	(90, 0.067038515003594)	(95, 0.07414400594380859)	(100, 0.08404845728641357)	(105, 0.09552305714743267)	(110, 0.10774290866030775)	(115, 0.12152721974768965)	(120, 0.13639811912136537)	(125, 0.15422726932683578)	(130, 0.16997426606223534)	(135, 0.19924388246528107)	(140, 0.2267613041448792)
1R_S1_R2 - polya	(1, 0.00022755775629190085)	(2, 0.0004551155125838017)	(3, 0.0012515676596054548)	(4, 0.002673803636429835)	(5, 0.005034715357958307)	(6, 0.008362747543727357)	(7, 0.011548556131813967)	(8, 0.013454352340758638)	(9, 0.018119286344742604)	(10, 0.032529381261927226)	(15, 0.06159988462821756)	(20, 0.09651293338730246)	(25, 0.13065228577499485)	(30, 0.17031560269667317)	(35, 0.2102975004771602)	(40, 0.25402272334864895)	(45, 0.31245955516440904)	(50, 0.3984024307719527)	(55, 0.5172330911075833)	(60, 0.631302105392806)	(65, 0.7285318457124279)	(70, 0.803125278224913)	(75, 0.8608794367717975)	(80, 0.8981363304206889)	(85, 0.926074733949427)	(90, 0.9519252950641869)	(95, 0.97515894198159)	(100, 1.0010436367597937)	(105, 1.0280888760950861)	(110, 1.0585986822699227)	(115, 1.0914921559419168)	(120, 1.1233900644301342)	(125, 1.1542924077345744)	(130, 1.182737127271062)	(135, 1.209509297298804)	(140, 1.2240047263745981)
1R_S1_R2 - polyg	(1, 1.0403087276079612)	(2, 2.6283489746105277)	(3, 2.7459394451743675)	(4, 2.7706863511711117)	(5, 2.8528631459120244)	(6, 2.8708117639395483)	(7, 2.8975498003038465)	(8, 2.934271933225452)	(9, 2.972416302123882)	(10, 3.06666503583608)	(15, 3.166568579792132)	(20, 3.226137511445444)	(25, 3.279471360576358)	(30, 3.3399732790304677)	(35, 3.410732363349434)	(40, 3.439586686847247)	(45, 3.466250766940751)	(50, 3.494786509579755)	(55, 3.5269233537120783)	(60, 3.5559711013027395)	(65, 3.5875333621004266)	(70, 3.620017231811095)	(75, 3.6628322236574165)	(80, 3.706750870621753)	(85, 3.7515569928356287)	(90, 3.808031139003371)	(95, 3.866906019499993)	(100, 3.9486390766161366)	(105, 4.077982905292453)	(110, 4.243269481575075)	(115, 4.553669639045043)	(120, 4.914365749599428)	(125, 5.28081338244409)	(130, 5.716643375182153)	(135, 6.139878046109459)	(140, 6.358077489673856)
20R_S20_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0005264743712276086)	(3, 0.0005264743712276086)	(4, 0.0005264743712276086)	(5, 0.0005264743712276086)	(6, 0.0005264743712276086)	(7, 0.0005264743712276086)	(8, 0.0005264743712276086)	(9, 0.0005264743712276086)	(10, 0.0005264743712276086)	(15, 0.0005264743712276086)	(20, 0.0005426735826499966)	(25, 0.0008666578110977559)	(30, 0.002348885656246254)	(35, 0.005386237797943996)	(40, 0.011307049572826794)	(45, 0.016741885005037954)	(50, 0.022087624774425982)	(55, 0.026777296481207295)	(60, 0.03153986463938936)	(65, 0.03356476606718785)	(70, 0.03514418918087068)	(75, 0.03742017838571618)	(80, 0.04111359859002063)	(85, 0.04630544585089598)	(90, 0.0525988394884937)	(95, 0.05998567989710261)	(100, 0.06978620280764733)	(105, 0.08136863897465471)	(110, 0.09474918760954716)	(115, 0.10906119090122693)	(120, 0.12463673268385293)	(125, 0.14227767392283344)	(130, 0.15885756681364754)	(135, 0.2069044278924502)	(140, 0.26489760478459906)
20R_S20_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.03742017838571619)	(4, 0.04969108103817506)	(5, 0.5565644064446943)	(6, 0.5727231198385263)	(7, 0.5915142050884963)	(8, 0.6251680668185072)	(9, 0.6380869379278616)	(10, 0.6924757902785292)	(15, 0.8282494808152737)	(20, 0.8717443634843856)	(25, 0.8999147921479181)	(30, 0.925331354869645)	(35, 0.9340870286434457)	(40, 0.9383879192760898)	(45, 0.940364223069621)	(50, 0.9414819686577657)	(55, 0.9424782201602426)	(60, 0.9436607625940769)	(65, 0.9449405002964456)	(70, 0.94612304273028)	(75, 0.9475404737297388)	(80, 0.950099949134476)	(85, 0.9529267115276829)	(90, 0.9548463180812357)	(95, 0.9593739976737933)	(100, 0.9669471290137596)	(105, 0.9824740731621185)	(110, 1.0114625620024817)	(115, 1.0577275098248218)	(120, 1.116376754779577)	(125, 1.1923915543791328)	(130, 1.2727801410627329)	(135, 1.3392941031630579)	(140, 1.3687928671632266)
20R_S20_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.00048597634267163873)	(3, 0.00048597634267163873)	(4, 0.00048597634267163873)	(5, 0.00048597634267163873)	(6, 0.00048597634267163873)	(7, 0.00048597634267163873)	(8, 0.00048597634267163873)	(9, 0.00048597634267163873)	(10, 0.00048597634267163873)	(15, 0.0005264743712276086)	(20, 0.0005264743712276086)	(25, 0.0010529487424552173)	(30, 0.0029968541131417726)	(35, 0.005256644106564892)	(40, 0.00816440255688353)	(45, 0.009808622516255909)	(50, 0.011736328675520076)	(55, 0.013542540749116334)	(60, 0.01632070550805587)	(65, 0.01750324794189019)	(70, 0.018386104964410333)	(75, 0.020321910729385693)	(80, 0.02318107154543717)	(85, 0.027830245223662516)	(90, 0.03517658760371545)	(95, 0.04301700593215123)	(100, 0.05289042529409669)	(105, 0.06568780231778318)	(110, 0.07958672571819203)	(115, 0.09410931875836284)	(120, 0.10731977567332023)	(125, 0.12333269616435072)	(130, 0.13779859196454317)	(135, 0.1755427545787071)	(140, 0.21974230294469266)
20R_S20_R2 - polya	(1, 0.00016199211422387959)	(2, 0.00024298817133581936)	(3, 0.0003644822570037291)	(4, 0.0010124507138992475)	(5, 0.001984403399242525)	(6, 0.0034018343987014714)	(7, 0.0047787673696044475)	(8, 0.005669723997835785)	(9, 0.007249147111518611)	(10, 0.013996118668943194)	(15, 0.026032132755777447)	(20, 0.04044133131599154)	(25, 0.055117816864675026)	(30, 0.07107404011572716)	(35, 0.09214921417625391)	(40, 0.11750098005229107)	(45, 0.14695924602390356)	(50, 0.18463861179237795)	(55, 0.2336088279222567)	(60, 0.29078394463757506)	(65, 0.3533695979679709)	(70, 0.4128369030995572)	(75, 0.4470496376236405)	(80, 0.470287406409056)	(85, 0.4915083733723842)	(90, 0.5070839151550103)	(95, 0.5215174125323581)	(100, 0.5357241209497922)	(105, 0.5495339486873778)	(110, 0.5648503030872456)	(115, 0.5799074701043553)	(120, 0.5950942308128442)	(125, 0.6111395497267192)	(130, 0.6239693251732505)	(135, 0.6355274625231243)	(140, 0.6433921796686938)
20R_S20_R2 - polyg	(1, 0.3130902587662033)	(2, 0.8553993591591962)	(3, 0.8848819239479422)	(4, 0.8899441775174385)	(5, 0.9365979064139157)	(6, 0.9485043268093709)	(7, 0.9661209692312178)	(8, 0.9908652646789154)	(9, 1.0161765325263967)	(10, 1.0933090777140968)	(15, 1.1856931804559754)	(20, 1.2324279054095646)	(25, 1.2597316762619997)	(30, 1.2934098368091442)	(35, 1.3438703803898826)	(40, 1.3554609161626012)	(45, 1.3671567468095653)	(50, 1.3819547264439165)	(55, 1.3991906873973377)	(60, 1.4129276186835225)	(65, 1.4251985213359812)	(70, 1.4387167632679643)	(75, 1.4560742183070527)	(80, 1.4779431537272765)	(85, 1.497916781411081)	(90, 1.51758262407786)	(95, 1.5394110614695276)	(100, 1.5659615689908217)	(105, 1.607982323420496)	(110, 1.6992000829399625)	(115, 1.902143803639639)	(120, 2.0319885827957895)	(125, 2.163655773236959)	(130, 2.3408994450150162)	(135, 2.5610629274566916)	(140, 2.767432781372203)
21R_S21_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0005222385232058696)	(3, 0.0005624107172986289)	(4, 0.0005624107172986289)	(5, 0.0005624107172986289)	(6, 0.0005624107172986289)	(7, 0.0005624107172986289)	(8, 0.0005624107172986289)	(9, 0.0005624107172986289)	(10, 0.0005624107172986289)	(15, 0.0005945484725728363)	(20, 0.0006025829113913881)	(25, 0.0007311339324882175)	(30, 0.001373889037972365)	(35, 0.0029325701687714215)	(40, 0.005134006405054627)	(45, 0.0071426161096925875)	(50, 0.009111053620237789)	(55, 0.010926836793230504)	(60, 0.013377340632888816)	(65, 0.01449412762866752)	(70, 0.015393984776345326)	(75, 0.016558978405035344)	(80, 0.018752380202499995)	(85, 0.022046500118106254)	(90, 0.02604765064974507)	(95, 0.03082010730796486)	(100, 0.03814751551048414)	(105, 0.04780491097038345)	(110, 0.05937450286909811)	(115, 0.0724385003880634)	(120, 0.0853337746918391)	(125, 0.10033407196607538)	(130, 0.1156798501095094)	(135, 0.16166897790690013)	(140, 0.21865725244688836)
21R_S21_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.017474904430350255)	(4, 0.02325970037970758)	(5, 0.1892512063709886)	(6, 0.19483514134988214)	(7, 0.20459698451442263)	(8, 0.217211053459549)	(9, 0.22882081755235642)	(10, 0.2591909962864824)	(15, 0.3185654991555805)	(20, 0.34270898780532877)	(25, 0.35786997385593605)	(30, 0.3688048450879851)	(35, 0.37352909511329363)	(40, 0.3759715645141334)	(45, 0.3771767303369161)	(50, 0.3779882086575899)	(55, 0.37855061937488854)	(60, 0.37949868315547763)	(65, 0.38026195484324005)	(70, 0.3814912239824785)	(75, 0.38390155562804407)	(80, 0.3879589472314127)	(85, 0.39160658245503527)	(90, 0.3940972584887863)	(95, 0.39801806463223965)	(100, 0.4036662751216816)	(105, 0.4118051616448746)	(110, 0.4260743249866227)	(115, 0.4490126478135882)	(120, 0.4816806760498199)	(125, 0.5205673599316109)	(130, 0.5631900578640284)	(135, 0.599248619281689)	(140, 0.615438013501071)
21R_S21_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 8.03443881855184e-05)	(3, 0.0001205165822782776)	(4, 0.0001205165822782776)	(5, 0.0001205165822782776)	(6, 0.0001205165822782776)	(7, 0.0001205165822782776)	(8, 0.0001205165822782776)	(9, 0.0001205165822782776)	(10, 0.00012051658227827762)	(15, 0.00012051658227827762)	(20, 0.0001446198987339331)	(25, 0.0004338596962017994)	(30, 0.0011730280675085688)	(35, 0.00222553955273886)	(40, 0.003028983434594044)	(45, 0.004033288286913024)	(50, 0.0052866607426071115)	(55, 0.006186517890284917)	(60, 0.007014065088595757)	(65, 0.007817508970450941)	(70, 0.008870020455681232)	(75, 0.009978773012641386)	(80, 0.01138479980588796)	(85, 0.013835303645546268)	(90, 0.017699868717269703)	(95, 0.022118810067473217)	(100, 0.028192845814298408)	(105, 0.03556042621091045)	(110, 0.04414924130794236)	(115, 0.05453777070032989)	(120, 0.06495843784799163)	(125, 0.07711454378046056)	(130, 0.08896534103782452)	(135, 0.11017625951880139)	(140, 0.13228703514745604)
21R_S21_R2 - polya	(1, 0.0001606887763710368)	(2, 0.0003213775527420736)	(3, 0.00044189413502035126)	(4, 0.0006427551054841472)	(5, 0.0011248214345972577)	(6, 0.0016872321518958866)	(7, 0.0021291262869162376)	(8, 0.0025308482278438298)	(9, 0.003776186244719365)	(10, 0.0073595459577934855)	(15, 0.014397714362844899)	(20, 0.02297046058223971)	(25, 0.03246716726576799)	(30, 0.04197994282693337)	(35, 0.05145254619400599)	(40, 0.06030649777205012)	(45, 0.07014868532477612)	(50, 0.08238513564543057)	(55, 0.09590709617705333)	(60, 0.10975043426141814)	(65, 0.12582734633734036)	(70, 0.14355131837106572)	(75, 0.1562698350208333)	(80, 0.16574243838790592)	(85, 0.17496597415160345)	(90, 0.18448678415158737)	(95, 0.19285063496169982)	(100, 0.20049138627814264)	(105, 0.20899985698698903)	(110, 0.21802253178022274)	(115, 0.22612928054814155)	(120, 0.23489485329918164)	(125, 0.24361221941731034)	(130, 0.2529723406409232)	(135, 0.2617700511472375)	(140, 0.26730577949321976)
21R_S21_R2 - polyg	(1, 0.6056761703365305)	(2, 1.217699547339717)	(3, 1.2394728765379925)	(4, 1.2450166393227933)	(5, 1.2745030297868785)	(6, 1.2838631510104914)	(7, 1.2998918564535022)	(8, 1.3203796754408095)	(9, 1.346652290377474)	(10, 1.4039780113478415)	(15, 1.473813353558694)	(20, 1.5101932925290968)	(25, 1.5371970413982496)	(30, 1.5661370900226734)	(35, 1.597656193507852)	(40, 1.6139420009930565)	(45, 1.6295448811786843)	(50, 1.64538076009005)	(55, 1.663377903043606)	(60, 1.678008616132189)	(65, 1.691546645541449)	(70, 1.707053112461254)	(75, 1.7267294531278874)	(80, 1.7495633282502117)	(85, 1.7716660694400481)	(90, 1.7980592009589906)	(95, 1.8229016857859528)	(100, 1.849776883634009)	(105, 1.8855140674989275)	(110, 1.9396661851359667)	(115, 2.0523652584437935)	(120, 2.127053401701051)	(125, 2.204489323034254)	(130, 2.2950856551522447)	(135, 2.3938530115487024)	(140, 2.4734421624852767)
22R_S22_R1 - nextera_transposase_sequence	(1, 0.0)	(2, 0.006316277045947407)	(3, 0.006316277045947407)	(4, 0.006316277045947407)	(5, 0.006316277045947407)	(6, 0.006316277045947407)	(7, 0.006316277045947407)	(8, 0.006316277045947407)	(9, 0.006316277045947407)	(10, 0.006316277045947406)	(15, 0.006396483738594358)	(20, 0.0064165354117560955)	(25, 0.008120927630503807)	(30, 0.01646242366578673)	(35, 0.034007637682307315)	(40, 0.053858794112427735)	(45, 0.07094281964622833)	(50, 0.08884896377966019)	(55, 0.102704669934421)	(60, 0.11563799912374188)	(65, 0.12209463788182147)	(70, 0.1263656442652716)	(75, 0.13133845920938256)	(80, 0.13823623477702038)	(85, 0.14806155462627188)	(90, 0.16029307525493194)	(95, 0.17589327697476395)	(100, 0.19560407169275223)	(105, 0.21565574485449002)	(110, 0.23735165521549031)	(115, 0.2621355232433983)	(120, 0.28828290504630427)	(125, 0.3193429467738362)	(130, 0.3467936873322552)	(135, 0.43923190060786654)	(140, 0.5536266959955806)
22R_S22_R1 - polya	(1, 0.00010025836580868899)	(2, 0.0007018085606608229)	(3, 0.0009023252922782009)	(4, 0.0011028420238955788)	(5, 0.001203100389704268)	(6, 0.0013033587555129568)	(7, 0.0016041338529390239)	(8, 0.0017043922187477128)	(9, 0.0017043922187477128)	(10, 0.0019450122966885662)	(15, 0.0025666141647024384)	(20, 0.003308526071686737)	(25, 0.0037697145544067063)	(30, 0.004150696344479724)	(35, 0.005373848407345729)	(40, 0.008181082649989022)	(45, 0.01140940202902881)	(50, 0.01686345712902149)	(55, 0.028312962504373772)	(60, 0.04932711597787499)	(65, 0.07088266462674311)	(70, 0.09482436238185805)	(75, 0.11357267678808289)	(80, 0.12616512753365425)	(85, 0.13364440162298244)	(90, 0.13851695820128468)	(95, 0.14336946310642526)	(100, 0.14910424163068228)	(105, 0.15423746996008716)	(110, 0.1589295614799338)	(115, 0.16302010280492832)	(120, 0.1672109024957315)	(125, 0.17041917020160954)	(130, 0.17422898810233975)	(135, 0.17805885767623164)	(140, 0.17996376662659674)
22R_S22_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.12381908177373091)	(4, 0.15339529968729415)	(5, 0.6738364766001987)	(6, 0.7116338805100745)	(7, 0.7930436735467299)	(8, 0.8691397731955248)	(9, 0.956765584912319)	(10, 1.1605908426013838)	(15, 1.512878688379955)	(20, 1.6579324920319665)	(25, 1.7435731881057486)	(30, 1.8002993714803046)	(35, 1.8188070658085889)	(40, 1.8253439112593153)	(45, 1.8304370362423967)	(50, 1.8332041671387163)	(55, 1.835830936322904)	(60, 1.8384577055070916)	(65, 1.8415857665203226)	(70, 1.8466387881570807)	(75, 1.8550404392118487)	(80, 1.860835372755591)	(85, 1.86705139143573)	(90, 1.8750520090272633)	(95, 1.8858799125346017)	(100, 1.9138319449220642)	(105, 1.9815063418429293)	(110, 2.095760775518511)	(115, 2.2638940549796827)	(120, 2.4873097973477654)	(125, 2.7388580371617657)	(130, 2.997243897523919)	(135, 3.213060055763703)	(140, 3.309729172076441)
22R_S22_R2 - nextera_transposase_sequence	(1, 0.0)	(2, 0.0017043922187477128)	(3, 0.0017043922187477128)	(4, 0.0017043922187477128)	(5, 0.0017043922187477128)	(6, 0.0017043922187477128)	(7, 0.0017043922187477128)	(8, 0.0017043922187477128)	(9, 0.0017043922187477128)	(10, 0.0017043922187477128)	(15, 0.0017043922187477128)	(20, 0.0017444955650711886)	(25, 0.0033285777448484747)	(30, 0.008902942883811583)	(35, 0.014737979773877283)	(40, 0.022337563902175908)	(45, 0.02895461604554938)	(50, 0.03553156484259938)	(55, 0.041907996908032)	(60, 0.046580036754716905)	(65, 0.04928701263155151)	(70, 0.05091119815765226)	(75, 0.053999155824559886)	(80, 0.05742799193521705)	(85, 0.06388463069329661)	(90, 0.07080245793409616)	(95, 0.08132958634400851)	(100, 0.0924181616024495)	(105, 0.10378746028515481)	(110, 0.11760306309359218)	(115, 0.13173949267261734)	(120, 0.14735974606561106)	(125, 0.1662684738571298)	(130, 0.18329234437144523)	(135, 0.21391124928941885)	(140, 0.24252498689121868)
22R_S22_R2 - polya	(1, 0.000501291829043445)	(2, 0.0007018085606608229)	(3, 0.0009023252922782009)	(4, 0.0015038754871303348)	(5, 0.002105425681982469)	(6, 0.0031080093400693586)	(7, 0.003910076266538871)	(8, 0.004411368095582315)	(9, 0.005814985216903962)	(10, 0.011148730277926216)	(15, 0.021375083590412493)	(20, 0.034729497916129864)	(25, 0.04764277543228901)	(30, 0.061277913182270716)	(35, 0.08201134323150759)	(40, 0.1121490079935995)	(45, 0.15566113875457052)	(50, 0.2176609121706638)	(55, 0.29419814862901694)	(60, 0.37490613310501164)	(65, 0.45605525439056455)	(70, 0.521403657224668)	(75, 0.5632514991132147)	(80, 0.5891382091650182)	(85, 0.6136413537686618)	(90, 0.633672975257238)	(95, 0.6529025298193445)	(100, 0.6718513609571867)	(105, 0.6927853077380409)	(110, 0.711673983856398)	(115, 0.7315251402865184)	(120, 0.7501731963269345)	(125, 0.7689215107331593)	(130, 0.785464141091593)	(135, 0.7995805189974565)	(140, 0.8067790696625203)
