Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
32R_S31_R2	(1.0, 6.856840487666995)	(2.0, 1.8920554499795468)	(3.0, 1.1498335858753783)	(4.0, 0.8634869199273482)	(5.0, 0.7035996931698033)	(6.0, 0.6580665183346769)	(7.0, 0.5520235168704081)	(8.0, 0.47783230313779557)	(9.0, 0.46453774261364683)	('>10', 9.568791196164078)	('>50', 5.575726937412771)	('>100', 17.5245260647549)	('>500', 8.932084842798513)	('>1k', 21.68801958905166)	('>5k', 8.007004289820875)	('>10k+', 15.085570862421644)
33R_S32_R1	(1.0, 7.284638424952765)	(2.0, 2.2945037226154272)	(3.0, 1.1212049260952115)	(4.0, 0.7506613688632211)	(5.0, 0.5943180709215221)	(6.0, 0.4810851648667146)	(7.0, 0.4289529619448722)	(8.0, 0.3600526696940826)	(9.0, 0.35493905775944984)	('>10', 6.998480139186329)	('>50', 4.178252817494642)	('>100', 13.465641320869)	('>500', 7.161583051908915)	('>1k', 18.83221910022376)	('>5k', 7.701298924481138)	('>10k+', 27.992168278122943)
33R_S32_R2	(1.0, 9.007696675707816)	(2.0, 2.2970020002822737)	(3.0, 1.1364500554065005)	(4.0, 0.7676759270629208)	(5.0, 0.5828736402737801)	(6.0, 0.5125126004158883)	(7.0, 0.44027393507856993)	(8.0, 0.39121602957143936)	(9.0, 0.35660412940320796)	('>10', 7.25145044408607)	('>50', 4.4376929621256425)	('>100', 14.406659579603028)	('>500', 7.867513622880709)	('>1k', 20.58427454286359)	('>5k', 8.8747182791528)	('>10k+', 21.085385576085788)
34R_S33_R1	(1.0, 8.544462130749736)	(2.0, 2.4213252864953736)	(3.0, 1.1457627808948978)	(4.0, 0.7449376217860881)	(5.0, 0.6029575801041359)	(6.0, 0.5291003468856578)	(7.0, 0.45800383485158774)	(8.0, 0.3841153833773207)	(9.0, 0.3497824603617)	('>10', 6.980064324586562)	('>50', 4.132015294644667)	('>100', 13.395030536893604)	('>500', 7.068088938443837)	('>1k', 18.376597927872716)	('>5k', 7.682863996106576)	('>10k+', 27.184891555945544)
34R_S33_R2	(1.0, 11.216503270252206)	(2.0, 2.5175260271493882)	(3.0, 1.2459548560720084)	(4.0, 0.7983975674486212)	(5.0, 0.6614938210978069)	(6.0, 0.5524424226436936)	(7.0, 0.488650633156446)	(8.0, 0.41231315623387715)	(9.0, 0.38505748290707337)	('>10', 7.681300788769005)	('>50', 4.491579133333505)	('>100', 14.405963489431478)	('>500', 7.707223100413382)	('>1k', 20.828298985216744)	('>5k', 8.83691255765025)	('>10k+', 17.770382708224552)
35R_S34_R1	(1.0, 5.311699706203048)	(2.0, 3.2932204046707416)	(3.0, 2.704530985180305)	(4.0, 2.047736562469002)	(5.0, 1.5170717326317744)	(6.0, 1.164711945403041)	(7.0, 0.9667375295786436)	(8.0, 0.8124269384616695)	(9.0, 0.7057068355205681)	('>10', 12.241178489163802)	('>50', 6.759638007942066)	('>100', 19.882933795358078)	('>500', 9.822838932320877)	('>1k', 21.09563843883891)	('>5k', 6.0182246950822815)	('>10k+', 5.6557050011752645)
35R_S34_R2	(1.0, 8.283770418803831)	(2.0, 3.3325213761545713)	(3.0, 2.6016225735622873)	(4.0, 1.9301186170606757)	(5.0, 1.4867505811626502)	(6.0, 1.1871674200908728)	(7.0, 0.9548467491661947)	(8.0, 0.8432966577545905)	(9.0, 0.7823372868479093)	('>10', 13.99031699547347)	('>50', 7.942426798727831)	('>100', 23.109663837585558)	('>500', 10.221282705734602)	('>1k', 17.26368757121131)	('>5k', 3.3980104013804273)	('>10k+', 2.6721800092832417)
36R_S35_R1	(1.0, 6.174681925277884)	(2.0, 2.174598114953503)	(3.0, 1.2629666666810189)	(4.0, 0.8687354944852664)	(5.0, 0.7239038496274068)	(6.0, 0.6106391228882873)	(7.0, 0.5476160849978821)	(8.0, 0.5085412491690796)	(9.0, 0.47258862761296855)	('>10', 8.971220488121173)	('>50', 5.170373066377325)	('>100', 16.654610378588018)	('>500', 9.060932156902886)	('>1k', 23.351900976980414)	('>5k', 9.327106023253705)	('>10k+', 14.119585774083177)
36R_S35_R2	(1.0, 8.41536942195087)	(2.0, 2.2081174179466574)	(3.0, 1.2953535195988306)	(4.0, 0.8891695098668276)	(5.0, 0.7677396104240486)	(6.0, 0.6182181603591976)	(7.0, 0.5876758205497953)	(8.0, 0.5182125270315265)	(9.0, 0.47836644296749864)	('>10', 9.742379171448407)	('>50', 5.750954966871056)	('>100', 17.84825034504951)	('>500', 9.339088715844825)	('>1k', 23.49561110518129)	('>5k', 8.690049202971622)	('>10k+', 9.355444061938076)
37R_S36_R1	(1.0, 6.906414275425991)	(2.0, 2.328039198832788)	(3.0, 1.2368939624997668)	(4.0, 0.8457046478923866)	(5.0, 0.6586915794074163)	(6.0, 0.5942651474139398)	(7.0, 0.5194562936478841)	(8.0, 0.4726027598377579)	(9.0, 0.4207192967679448)	('>10', 8.51689692190319)	('>50', 4.878480087921695)	('>100', 15.697953474413012)	('>500', 8.376325376112744)	('>1k', 20.36149185829593)	('>5k', 8.162053228217355)	('>10k+', 20.02401189141019)
37R_S36_R2	(1.0, 9.127913192248837)	(2.0, 2.408483503383846)	(3.0, 1.2730329769694873)	(4.0, 0.8885026849711166)	(5.0, 0.695881464721731)	(6.0, 0.5871451997103961)	(7.0, 0.5395049720357726)	(8.0, 0.464305678057105)	(9.0, 0.4482003547034023)	('>10', 8.742817835973046)	('>50', 5.433157454272172)	('>100', 17.160805991419743)	('>500', 8.851009567146463)	('>1k', 20.276353902127326)	('>5k', 7.765563292815883)	('>10k+', 15.337321929443675)
38R_S37_R1	(1.0, 8.28979487787047)	(2.0, 3.0104260881599627)	(3.0, 1.5093585872362405)	(4.0, 0.9874507157647199)	(5.0, 0.7191434105713566)	(6.0, 0.626834994727744)	(7.0, 0.5351945152581852)	(8.0, 0.5002632868852535)	(9.0, 0.4614159384331326)	('>10', 9.044175224664572)	('>50', 5.432092627272487)	('>100', 17.537583876358465)	('>500', 9.212524999164458)	('>1k', 20.21093269228057)	('>5k', 6.8879723660711605)	('>10k+', 15.034835799281213)
38R_S37_R2	(1.0, 11.24001514988235)	(2.0, 3.0074322499162625)	(3.0, 1.4585183485889508)	(4.0, 1.0008333138878152)	(5.0, 0.7567656389366866)	(6.0, 0.6665916088154925)	(7.0, 0.559245583296161)	(8.0, 0.5220251969972203)	(9.0, 0.4767011294262451)	('>10', 10.57127371195078)	('>50', 6.584152260329676)	('>100', 20.86762272856479)	('>500', 10.137726861075858)	('>1k', 20.37455585784848)	('>5k', 5.820417745634228)	('>10k+', 5.956122614849044)
39R_S38_R1	(1.0, 4.627068379088585)	(2.0, 1.768003991213095)	(3.0, 1.1267714238161581)	(4.0, 0.8922484305049133)	(5.0, 0.7184956724572135)	(6.0, 0.6497377281642039)	(7.0, 0.5611491743592769)	(8.0, 0.4846527274258013)	(9.0, 0.4640254693792539)	('>10', 9.42403237995805)	('>50', 5.668553704638608)	('>100', 18.275618828407744)	('>500', 9.488599128328474)	('>1k', 21.981857871261816)	('>5k', 8.182106733145487)	('>10k+', 15.68707835785132)
39R_S38_R2	(1.0, 6.536279254051096)	(2.0, 1.7929448351076598)	(3.0, 1.149765265771502)	(4.0, 0.8880707457462842)	(5.0, 0.7377355321612404)	(6.0, 0.6518377388415378)	(7.0, 0.57406453179235)	(8.0, 0.5493630423166738)	(9.0, 0.5150061649320146)	('>10', 10.63595285873589)	('>50', 6.650294429517542)	('>100', 20.90987851529027)	('>500', 10.260950713976827)	('>1k', 22.83553551138238)	('>5k', 6.648886359204672)	('>10k+', 8.66343450117209)
3R_S2_R1	(1.0, 5.958213451360341)	(2.0, 1.7403599438140758)	(3.0, 0.8555584451546906)	(4.0, 0.5856871111522925)	(5.0, 0.48249471361542984)	(6.0, 0.39490849563995406)	(7.0, 0.35223764315447015)	(8.0, 0.31565463965795154)	(9.0, 0.2742087523434734)	('>10', 5.582773584425355)	('>50', 3.199178082721564)	('>100', 10.018538293965005)	('>500', 5.4370149932574465)	('>1k', 14.843315018164216)	('>5k', 7.073322501325631)	('>10k+', 42.88653433024812)
3R_S2_R2	(1.0, 7.997078870384286)	(2.0, 1.7843032279058826)	(3.0, 0.9011221655378321)	(4.0, 0.6311832652933592)	(5.0, 0.5021532990392811)	(6.0, 0.42884708381192915)	(7.0, 0.3718138165253733)	(8.0, 0.3353360995601423)	(9.0, 0.32698474996445265)	('>10', 6.132301910071488)	('>50', 3.399444356563534)	('>100', 10.39251933665795)	('>500', 5.586680906521629)	('>1k', 16.018083856365827)	('>5k', 8.264517240784867)	('>10k+', 36.927629815012175)
40R_S39_R1	(1.0, 5.22408040965529)	(2.0, 1.9164645992258411)	(3.0, 1.0708725159780692)	(4.0, 0.8326400424283903)	(5.0, 0.6559168965419676)	(6.0, 0.5543145057122842)	(7.0, 0.49187557463359866)	(8.0, 0.43437061095234814)	(9.0, 0.41378481568461034)	('>10', 7.959399863989114)	('>50', 4.65056279442391)	('>100', 15.57016584199944)	('>500', 8.429580265686225)	('>1k', 20.687828710288777)	('>5k', 9.532716076094736)	('>10k+', 21.575426476705438)
40R_S39_R2	(1.0, 7.122657471650264)	(2.0, 1.914417077795159)	(3.0, 1.1595920497425825)	(4.0, 0.8149201386940348)	(5.0, 0.6899262752291695)	(6.0, 0.5998278740747157)	(7.0, 0.5045394610720828)	(8.0, 0.4557384996287544)	(9.0, 0.428242831764211)	('>10', 8.810427493280747)	('>50', 5.268987995490021)	('>100', 17.106134628194273)	('>500', 9.103220950580958)	('>1k', 21.374859178291217)	('>5k', 8.03599540763557)	('>10k+', 16.61051266687627)
41R_S40_R1	(1.0, 6.607287875218)	(2.0, 2.6135745557864745)	(3.0, 1.481375519231494)	(4.0, 1.1020923781417211)	(5.0, 0.8920788273662985)	(6.0, 0.7671852935249617)	(7.0, 0.6506925189187117)	(8.0, 0.5995302462309351)	(9.0, 0.5406232308465215)	('>10', 10.347253691335256)	('>50', 5.914060195159633)	('>100', 17.68902163901303)	('>500', 8.728893609516408)	('>1k', 20.48357350105668)	('>5k', 6.974825699707028)	('>10k+', 14.607931218946904)
41R_S40_R2	(1.0, 8.439685509426129)	(2.0, 2.5940039888113815)	(3.0, 1.5385564236323033)	(4.0, 1.1441286198522047)	(5.0, 0.8748558215722627)	(6.0, 0.8090104540519415)	(7.0, 0.7115111116306536)	(8.0, 0.6399616422385542)	(9.0, 0.5908634672044624)	('>10', 12.024136498224578)	('>50', 6.885030376692179)	('>100', 20.796122312758065)	('>500', 9.640951866853861)	('>1k', 19.66475219290902)	('>5k', 7.193227185905996)	('>10k+', 6.453202528236381)
42R_S41_R1	(1.0, 5.176681028731827)	(2.0, 1.797028588352455)	(3.0, 1.0443387371441797)	(4.0, 0.7870762908791117)	(5.0, 0.6360968264824418)	(6.0, 0.5471158123227313)	(7.0, 0.5041929838686313)	(8.0, 0.4329465375490723)	(9.0, 0.3962631410806346)	('>10', 7.709634013534722)	('>50', 4.510832005049535)	('>100', 14.346252365529974)	('>500', 7.455911686567203)	('>1k', 18.921467339131155)	('>5k', 8.96347561190097)	('>10k+', 26.770687031875383)
42R_S41_R2	(1.0, 5.958774560025459)	(2.0, 1.8356890854888772)	(3.0, 1.1200680112744408)	(4.0, 0.8350024538499825)	(5.0, 0.7120370289427121)	(6.0, 0.6010551015546082)	(7.0, 0.531464805572482)	(8.0, 0.48771720567885146)	(9.0, 0.4538308544968688)	('>10', 8.83231843637945)	('>50', 5.183032372561523)	('>100', 16.230331954814723)	('>500', 8.253075708821372)	('>1k', 21.508935571563658)	('>5k', 9.090932433545055)	('>10k+', 18.36573441542997)
43R_S42_R1	(1.0, 4.683413608220651)	(2.0, 1.76157133479895)	(3.0, 1.0546075423812502)	(4.0, 0.7445059544055369)	(5.0, 0.6136883980618457)	(6.0, 0.5060791242090229)	(7.0, 0.44610814959222905)	(8.0, 0.40231122458290286)	(9.0, 0.3569216966835406)	('>10', 7.427328705793841)	('>50', 4.523274283221909)	('>100', 15.066959630350926)	('>500', 9.1912838707675)	('>1k', 24.301378018664064)	('>5k', 9.183027941212128)	('>10k+', 19.737540517053677)
43R_S42_R2	(1.0, 6.826722032975304)	(2.0, 1.9190437332667787)	(3.0, 1.1001968002910936)	(4.0, 0.7763476188906872)	(5.0, 0.6204395752402969)	(6.0, 0.5258544573562703)	(7.0, 0.48666677031291405)	(8.0, 0.43450562441088214)	(9.0, 0.4010910894225282)	('>10', 8.08649346301176)	('>50', 5.108336117623694)	('>100', 17.450331553992278)	('>500', 9.980079416788042)	('>1k', 26.702147377511466)	('>5k', 9.065269562031661)	('>10k+', 10.516474806874323)
44R_S43_R1	(1.0, 5.228141537821166)	(2.0, 2.0946114600355354)	(3.0, 1.301540236753264)	(4.0, 0.8832785387179134)	(5.0, 0.7034872923776219)	(6.0, 0.6072043332124744)	(7.0, 0.5721822152456482)	(8.0, 0.47895453991291637)	(9.0, 0.4226406775772536)	('>10', 8.871077245196506)	('>50', 5.338274930895786)	('>100', 17.805258128116368)	('>500', 9.45714051615066)	('>1k', 23.406576886766608)	('>5k', 9.059662820042236)	('>10k+', 13.769968641178007)
44R_S43_R2	(1.0, 7.418335438672447)	(2.0, 2.1106202353519388)	(3.0, 1.263475804890678)	(4.0, 0.9196634622515474)	(5.0, 0.7404908439938264)	(6.0, 0.6160107588686768)	(7.0, 0.5572295489837634)	(8.0, 0.4924536611477541)	(9.0, 0.4605953981243183)	('>10', 9.87466623665294)	('>50', 6.260158916155049)	('>100', 20.528847770363903)	('>500', 10.64599741834812)	('>1k', 23.693859700623676)	('>5k', 8.009386307575408)	('>10k+', 6.408208497996033)
45R_S44_R1	(1.0, 7.535114692983602)	(2.0, 2.327253987864291)	(3.0, 1.1547263079437877)	(4.0, 0.7767873055482399)	(5.0, 0.6167970743360319)	(6.0, 0.5131608445881622)	(7.0, 0.40632397535837195)	(8.0, 0.41024817940196656)	(9.0, 0.37524830120936276)	('>10', 6.927130785276353)	('>50', 4.101373123071679)	('>100', 13.185233001057526)	('>500', 7.393786100103073)	('>1k', 17.752476439584587)	('>5k', 8.611771286769867)	('>10k+', 27.91256859490317)
45R_S44_R2	(1.0, 9.238156092232149)	(2.0, 2.421797514580883)	(3.0, 1.168650018129731)	(4.0, 0.8106227095003481)	(5.0, 0.6550139837682646)	(6.0, 0.5676466597450106)	(7.0, 0.4691931304362215)	(8.0, 0.4209012915136238)	(9.0, 0.4067893858913994)	('>10', 7.9205823254502805)	('>50', 4.72072363565962)	('>100', 15.083257402695285)	('>500', 7.822864707103657)	('>1k', 19.905951493313694)	('>5k', 9.348312204306284)	('>10k+', 19.039537445673552)
46R_S45_R1	(1.0, 5.608497676407427)	(2.0, 1.768424867386198)	(3.0, 0.9190414238970603)	(4.0, 0.6085420890489519)	(5.0, 0.5050478836647393)	(6.0, 0.4293066945614768)	(7.0, 0.3837313410251531)	(8.0, 0.35933336407639754)	(9.0, 0.3247269430512628)	('>10', 6.577240027633362)	('>50', 3.895087512209051)	('>100', 13.355314368185597)	('>500', 7.309675919943766)	('>1k', 19.075840098873662)	('>5k', 8.343492001592923)	('>10k+', 30.536697788442957)
46R_S45_R2	(1.0, 8.581156375829762)	(2.0, 1.9156563692345425)	(3.0, 1.0128776064052736)	(4.0, 0.6945862126323915)	(5.0, 0.5803555831337476)	(6.0, 0.48004669494907853)	(7.0, 0.4414814222972218)	(8.0, 0.40857203767257905)	(9.0, 0.3612652275052438)	('>10', 7.4164554958632865)	('>50', 4.603803258197253)	('>100', 15.0848531030119)	('>500', 8.16286008538068)	('>1k', 21.02970546234685)	('>5k', 9.142611636017259)	('>10k+', 20.08371342952289)
47R_S46_R1	(1.0, 5.061813957630498)	(2.0, 1.7770684798223741)	(3.0, 1.0404339866838797)	(4.0, 0.7533788467224785)	(5.0, 0.6417593032649078)	(6.0, 0.5282364718115922)	(7.0, 0.46203007521447154)	(8.0, 0.4485857664809403)	(9.0, 0.39934535646077685)	('>10', 7.845139269464296)	('>50', 4.469492413370511)	('>100', 13.947942841582933)	('>500', 7.3212642917517385)	('>1k', 18.8481850037393)	('>5k', 8.5767574866654)	('>10k+', 27.87856644933388)
47R_S46_R2	(1.0, 7.098275703414461)	(2.0, 1.9035060761749736)	(3.0, 1.115809410264545)	(4.0, 0.8563163965205413)	(5.0, 0.7170011548132452)	(6.0, 0.5981734653090894)	(7.0, 0.49911392774490815)	(8.0, 0.445644594308274)	(9.0, 0.4193714958972944)	('>10', 8.5466197991593)	('>50', 4.89850744103805)	('>100', 15.316549326344262)	('>500', 8.340856191746413)	('>1k', 22.105680386899788)	('>5k', 9.1602262845744)	('>10k+', 17.978348345790522)
48R_S47_R1	(1.0, 5.441890799027147)	(2.0, 1.8420565085794502)	(3.0, 1.0439848443952962)	(4.0, 0.775437841070945)	(5.0, 0.5907704602957171)	(6.0, 0.5279750819573338)	(7.0, 0.44436655097967054)	(8.0, 0.4274960611335682)	(9.0, 0.36917923215778675)	('>10', 7.614047327387184)	('>50', 4.53027607311837)	('>100', 15.032572050030662)	('>500', 8.577099913095381)	('>1k', 22.16205202235826)	('>5k', 9.65686020303451)	('>10k+', 20.96393503137875)
48R_S47_R2	(1.0, 7.660915488821816)	(2.0, 1.9654810516685586)	(3.0, 1.0877160417003615)	(4.0, 0.7790232285164442)	(5.0, 0.630237787541423)	(6.0, 0.5296570852345303)	(7.0, 0.47982999617049626)	(8.0, 0.4273743261861887)	(9.0, 0.3820289369801834)	('>10', 7.999248182759391)	('>50', 4.897205556684205)	('>100', 16.93426913773147)	('>500', 9.83171040137689)	('>1k', 25.571629426454066)	('>5k', 9.29408735389147)	('>10k+', 11.529585998282498)
49R_S48_R1	(1.0, 11.396134289771478)	(2.0, 3.610369736185431)	(3.0, 1.6501721909076266)	(4.0, 1.0104271269696294)	(5.0, 0.7678098695867182)	(6.0, 0.5947761019165224)	(7.0, 0.5010717393557745)	(8.0, 0.4446436179677681)	(9.0, 0.3803884693784564)	('>10', 7.587436051025512)	('>50', 4.235965760723544)	('>100', 13.197894853124708)	('>500', 6.986914133726649)	('>1k', 17.5323387216541)	('>5k', 8.07425438702505)	('>10k+', 22.029402950680865)
49R_S48_R2	(1.0, 14.503829267985695)	(2.0, 3.6478059148725333)	(3.0, 1.6076578575445861)	(4.0, 0.9836546107658053)	(5.0, 0.7455322151695315)	(6.0, 0.601080267750957)	(7.0, 0.5520660753498922)	(8.0, 0.48183402900243233)	(9.0, 0.4393355830432866)	('>10', 8.231731195146248)	('>50', 4.720126542698403)	('>100', 14.320028590831734)	('>500', 7.542727212533339)	('>1k', 19.583043608255615)	('>5k', 8.234472163523781)	('>10k+', 13.805074865526269)
4R_S3_R1	(1.0, 3.6780360429248176)	(2.0, 1.4125502801668404)	(3.0, 0.8672667297963942)	(4.0, 0.6530508320897539)	(5.0, 0.5234055649638447)	(6.0, 0.47310053189407403)	(7.0, 0.4028314379397673)	(8.0, 0.37577775998201346)	(9.0, 0.33810305560944875)	('>10', 6.7352135842508085)	('>50', 3.8921627008122988)	('>100', 13.105873704508042)	('>500', 7.519033916747311)	('>1k', 19.953684044494636)	('>5k', 8.702077516356342)	('>10k+', 31.36783229746361)
4R_S3_R2	(1.0, 5.529929982162195)	(2.0, 1.4287078859984321)	(3.0, 0.8902277640493963)	(4.0, 0.6707731994141328)	(5.0, 0.5885573054676319)	(6.0, 0.4727412717155542)	(7.0, 0.4399677209957446)	(8.0, 0.38970455755801103)	(9.0, 0.3805786769420514)	('>10', 7.650006967357198)	('>50', 4.732863084080589)	('>100', 15.650130871064578)	('>500', 8.574699401613833)	('>1k', 22.390047265265412)	('>5k', 9.548768236961221)	('>10k+', 20.66229580935401)
50R_S49_R1	(1.0, 9.965001668840639)	(2.0, 4.293960154362048)	(3.0, 2.2167252743608286)	(4.0, 1.2940748258836632)	(5.0, 0.9276187910798577)	(6.0, 0.7316173269017962)	(7.0, 0.6059155902912157)	(8.0, 0.5559351324096221)	(9.0, 0.4848341980602809)	('>10', 9.188725642860394)	('>50', 5.3006690714796125)	('>100', 16.732624850665008)	('>500', 8.709067961690211)	('>1k', 19.955345014125513)	('>5k', 6.506153653868529)	('>10k+', 12.53173084312075)
50R_S49_R2	(1.0, 12.140894141194355)	(2.0, 4.317471810897196)	(3.0, 2.121891591153023)	(4.0, 1.28411401996551)	(5.0, 0.9179927070621737)	(6.0, 0.7210050489535679)	(7.0, 0.619353306834744)	(8.0, 0.590342002816575)	(9.0, 0.5043468798603629)	('>10', 10.638313402120156)	('>50', 6.229974929548334)	('>100', 19.196348870614607)	('>500', 8.953434559230685)	('>1k', 17.972860535347813)	('>5k', 5.941973582346705)	('>10k+', 7.849682612054195)
51R_S50_R1	(1.0, 11.124034634500491)	(2.0, 3.462025757844045)	(3.0, 1.7142757779247946)	(4.0, 1.150842991684711)	(5.0, 0.873189051212597)	(6.0, 0.6856460854815409)	(7.0, 0.6217276911173771)	(8.0, 0.5366907535081575)	(9.0, 0.47735378839938725)	('>10', 8.64573974263812)	('>50', 4.622594481392126)	('>100', 13.605339072359863)	('>500', 6.770068321299294)	('>1k', 17.601791406277904)	('>5k', 8.467052258880233)	('>10k+', 19.641628185479433)
51R_S50_R2	(1.0, 12.227822788190073)	(2.0, 3.513219587332043)	(3.0, 1.6675155247763154)	(4.0, 1.098487175611099)	(5.0, 0.8327663409957168)	(6.0, 0.6707909150363378)	(7.0, 0.6075667393404774)	(8.0, 0.5406626548408143)	(9.0, 0.48491393549731077)	('>10', 9.118946960603921)	('>50', 5.089614158075968)	('>100', 15.268093398091457)	('>500', 8.219975512245718)	('>1k', 19.97064830787644)	('>5k', 7.392936222966605)	('>10k+', 13.296039778519777)
52R_S51_R1	(1.0, 10.19848360026029)	(2.0, 2.8863083023410527)	(3.0, 1.2821909423730407)	(4.0, 0.8221729625024484)	(5.0, 0.6244111990386403)	(6.0, 0.5156783094953803)	(7.0, 0.45684439182195163)	(8.0, 0.39691294699302504)	(9.0, 0.355065679562802)	('>10', 6.632695237176726)	('>50', 3.8825094023047693)	('>100', 12.723759729001488)	('>500', 6.861410715627785)	('>1k', 18.147494384620234)	('>5k', 8.181254727777802)	('>10k+', 26.032807469102647)
52R_S51_R2	(1.0, 11.990101115401144)	(2.0, 2.900613589886781)	(3.0, 1.3033533400099213)	(4.0, 0.8251082335937823)	(5.0, 0.6283122212393778)	(6.0, 0.52689927892376)	(7.0, 0.45410658718105407)	(8.0, 0.38047734849809706)	(9.0, 0.35025334302891004)	('>10', 7.061405503923032)	('>50', 4.26989171267421)	('>100', 14.239585898980353)	('>500', 7.91438635839554)	('>1k', 20.967325855759768)	('>5k', 9.53568259000642)	('>10k+', 16.652497022497805)
53R_S52_R1	(1.0, 8.302696423943495)	(2.0, 2.4265201368349443)	(3.0, 1.2640042551748902)	(4.0, 0.8771199703495973)	(5.0, 0.6958183453136837)	(6.0, 0.5953168810420754)	(7.0, 0.5104305854286629)	(8.0, 0.4824725144056378)	(9.0, 0.40741209592684835)	('>10', 7.678342107165319)	('>50', 4.308979727906509)	('>100', 13.126220514644407)	('>500', 6.916202101521652)	('>1k', 18.76096292479325)	('>5k', 8.618445545839727)	('>10k+', 25.02905586970937)
53R_S52_R2	(1.0, 10.688064524185492)	(2.0, 2.536217094682874)	(3.0, 1.2913677618354324)	(4.0, 0.9393547766042547)	(5.0, 0.7338381231469098)	(6.0, 0.6089122361789591)	(7.0, 0.5607537497852588)	(8.0, 0.5037332084213543)	(9.0, 0.48162697384346376)	('>10', 8.387766892913428)	('>50', 4.7322765773481)	('>100', 15.215886682557626)	('>500', 7.920649973753126)	('>1k', 22.17521176027576)	('>5k', 8.684002017085795)	('>10k+', 14.540337647382245)
54R_S53_R1	(1.0, 10.45557415841502)	(2.0, 2.8614995550402544)	(3.0, 1.3183142038721574)	(4.0, 0.8680719985133064)	(5.0, 0.6468436619972875)	(6.0, 0.5456644414189782)	(7.0, 0.489311850506365)	(8.0, 0.40768700173490907)	(9.0, 0.37080368372319295)	('>10', 7.176856981041077)	('>50', 4.241207775966107)	('>100', 15.00325425684396)	('>500', 8.649015481673871)	('>1k', 22.36163907523034)	('>5k', 8.204096123976585)	('>10k+', 16.400159750046587)
54R_S53_R2	(1.0, 12.268143085437167)	(2.0, 2.8253415531295065)	(3.0, 1.2539795869482329)	(4.0, 0.8118041905892903)	(5.0, 0.634496767497972)	(6.0, 0.5179841686857904)	(7.0, 0.4710478974179375)	(8.0, 0.4038613513619651)	(9.0, 0.3763496407105243)	('>10', 7.9331689093756275)	('>50', 5.042086338644106)	('>100', 17.437545631458928)	('>500', 9.66026932252109)	('>1k', 22.845832396340423)	('>5k', 7.868961526488313)	('>10k+', 9.649127633393032)
55R_S54_R1	(1.0, 14.950200087737844)	(2.0, 4.635370630878284)	(3.0, 2.039195737314025)	(4.0, 1.2791792416601608)	(5.0, 0.9747255599211656)	(6.0, 0.7820568239284574)	(7.0, 0.6595154914891664)	(8.0, 0.6237532984182215)	(9.0, 0.503202879234274)	('>10', 9.770232829642898)	('>50', 5.637161514371089)	('>100', 16.240042610247468)	('>500', 8.06268641006053)	('>1k', 17.498272903167702)	('>5k', 5.182709388229433)	('>10k+', 11.161694593699217)
55R_S54_R2	(1.0, 15.988725093000067)	(2.0, 4.470517111546154)	(3.0, 1.9056927823726824)	(4.0, 1.2262298310340731)	(5.0, 0.891269450875895)	(6.0, 0.8145705046103608)	(7.0, 0.6650989902290758)	(8.0, 0.5915733231494475)	(9.0, 0.5541218959571248)	('>10', 11.16430098594495)	('>50', 6.393179306280149)	('>100', 18.74698964264228)	('>500', 8.567107162704152)	('>1k', 16.85410561238296)	('>5k', 6.2159147027850175)	('>10k+', 4.950603604485597)
56R_S55_R1	(1.0, 6.555551734645287)	(2.0, 1.9609052724423808)	(3.0, 0.9694339388903951)	(4.0, 0.658827340401795)	(5.0, 0.5214540263318256)	(6.0, 0.4224017253393917)	(7.0, 0.37503072083871797)	(8.0, 0.32378826302215363)	(9.0, 0.29479016343316117)	('>10', 5.602195058709079)	('>50', 3.261504215601125)	('>100', 10.581799890591586)	('>500', 6.063748074390763)	('>1k', 17.88041448264092)	('>5k', 9.659834560277043)	('>10k+', 34.86832053244434)
56R_S55_R2	(1.0, 8.701833217224015)	(2.0, 2.02659823778199)	(3.0, 1.0303342392025865)	(4.0, 0.6806562415007621)	(5.0, 0.5576075150176536)	(6.0, 0.4499364717351201)	(7.0, 0.39268525330776227)	(8.0, 0.3603978244220577)	(9.0, 0.31608938385108737)	('>10', 6.446753053289199)	('>50', 3.762866945822712)	('>100', 12.35034885752815)	('>500', 7.3263864443012)	('>1k', 24.116706445517554)	('>5k', 10.825536456256742)	('>10k+', 20.655263413241386)
57R_S56_R1	(1.0, 9.694990430332492)	(2.0, 2.8424873377707183)	(3.0, 1.2893044716007425)	(4.0, 0.7850423329094969)	(5.0, 0.6030839152557435)	(6.0, 0.4921136188506042)	(7.0, 0.3980363724616753)	(8.0, 0.3775458243138943)	(9.0, 0.32276506300291474)	('>10', 6.287975738590544)	('>50', 3.7029124875286756)	('>100', 12.906201708590547)	('>500', 7.458906996868681)	('>1k', 20.93794760759448)	('>5k', 9.196859972847092)	('>10k+', 22.703826121481686)
57R_S56_R2	(1.0, 12.530959651741073)	(2.0, 2.901087010131933)	(3.0, 1.3111335260858192)	(4.0, 0.7904109791847608)	(5.0, 0.6094260006386193)	(6.0, 0.4722169650575271)	(7.0, 0.43738920205076504)	(8.0, 0.3912289509766824)	(9.0, 0.34762436093624105)	('>10', 6.717150906115449)	('>50', 4.161093993408559)	('>100', 14.366839696009432)	('>500', 8.243363945971728)	('>1k', 22.32641703310357)	('>5k', 9.1417483367341)	('>10k+', 15.251909441853693)
