Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
39R_S38_R2 - polyg	(1, 0.03304648007585904)	(2, 0.11930267469903896)	(3, 0.12222457499262274)	(4, 0.12301695473325562)	(5, 0.12685858151150256)	(6, 0.12830184461051247)	(7, 0.13075680684265184)	(8, 0.13345938774373903)	(9, 0.13701448434791783)	(10, 0.144741601782911)	(15, 0.15350235029028336)	(20, 0.15824318657776637)	(25, 0.1615959433553193)	(30, 0.16529748871513292)	(35, 0.16931103359782074)	(40, 0.171763165902315)	(45, 0.17403064542796537)	(50, 0.17633137660344583)	(55, 0.17858753641851574)	(60, 0.1806767305025237)	(65, 0.18273550286434664)	(70, 0.18480347249101622)	(75, 0.1876730191231653)	(80, 0.19095998008296922)	(85, 0.194104737178606)	(90, 0.19785863619985428)	(95, 0.20194080682793625)	(100, 0.20661230988811385)	(105, 0.2122382060466074)	(110, 0.22036575824338467)	(115, 0.23745852121989408)	(120, 0.2497481895007279)	(125, 0.2620463475644971)	(130, 0.27592077532659665)	(135, 0.29047367824161313)	(140, 0.30054539073058617)
3R_S2_R2 - polyg	(1, 0.0645271253653737)	(2, 0.1868278424441107)	(3, 0.18933136475168977)	(4, 0.18991131421639862)	(5, 0.1917596264417112)	(6, 0.19268710287573032)	(7, 0.1939953094926881)	(8, 0.1956753921022836)	(9, 0.19770078813361416)	(10, 0.2032328862336156)	(15, 0.20887876067898356)	(20, 0.21188785725274398)	(25, 0.21491466220710614)	(30, 0.21788170137693727)	(35, 0.2211081683225847)	(40, 0.22352447685569996)	(45, 0.2256623211038519)	(50, 0.22781477476600034)	(55, 0.23005621304067284)	(60, 0.23195809311730584)	(65, 0.2339489578064629)	(70, 0.23580258254595604)	(75, 0.23793201531332211)	(80, 0.24036736035558426)	(85, 0.24263447578212935)	(90, 0.2451955503266643)	(95, 0.2477628228044098)	(100, 0.25062405440014524)	(105, 0.253903646487598)	(110, 0.2574665726646797)	(115, 0.26307658763932895)	(120, 0.26828417966480245)	(125, 0.27435771150170385)	(130, 0.28170846028950985)	(135, 0.28915616246111076)	(140, 0.2932375014803099)
40R_S39_R2 - polyg	(1, 0.038587736644458595)	(2, 0.10846365555860606)	(3, 0.11008169280036861)	(4, 0.11060571622525762)	(5, 0.1135322797970062)	(6, 0.11450065057048531)	(7, 0.11610642995435572)	(8, 0.11824542615653426)	(9, 0.12090231685465573)	(10, 0.12729295106672323)	(15, 0.1344251856812652)	(20, 0.13819815434046612)	(25, 0.14095678525909233)	(30, 0.1440463783408064)	(35, 0.14784386271579156)	(40, 0.14972299233065672)	(45, 0.15141947986292892)	(50, 0.15326306168990692)	(55, 0.15523106077449006)	(60, 0.15716289917829143)	(65, 0.1589298693934435)	(70, 0.1608151279372547)	(75, 0.16310121843413897)	(80, 0.16582307577908878)	(85, 0.16827158289304384)	(90, 0.1709793437014177)	(95, 0.17411796821470032)	(100, 0.17760042564185743)	(105, 0.18155848795522966)	(110, 0.18774931908365527)	(115, 0.19942309004723535)	(120, 0.20680293339119857)	(125, 0.21462773697664655)	(130, 0.2244830547219276)	(135, 0.2355329007187977)	(140, 0.2440845952772496)
41R_S40_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.005746385549566155)	(4, 0.008079076713251426)	(5, 0.057146192268086524)	(6, 0.05964008566666061)	(7, 0.06230466378452875)	(8, 0.06682306760361831)	(9, 0.06878120063329721)	(10, 0.07500360690000564)	(15, 0.08968249275929344)	(20, 0.09471295073626514)	(25, 0.09760226373453709)	(30, 0.10012744933164844)	(35, 0.10088225509030428)	(40, 0.10110035223162447)	(45, 0.10136491354653024)	(50, 0.1015868036816125)	(55, 0.10177550512127649)	(60, 0.10198127503286984)	(65, 0.10212540879582925)	(70, 0.10237669463256771)	(75, 0.102705736841429)	(80, 0.10296271216881062)	(85, 0.10322348048995429)	(90, 0.10355536744413714)	(95, 0.10397259675796702)	(100, 0.104899983732798)	(105, 0.10708759288508332)	(110, 0.11078102056091835)	(115, 0.11609405657316574)	(120, 0.12302480442494446)	(125, 0.13163490026488844)	(130, 0.14147202958686855)	(135, 0.15008402192369358)	(140, 0.15361150612243718)
41R_S40_R2 - polyg	(1, 0.02884571756069347)	(2, 0.10820462954801881)	(3, 0.11190753970825904)	(4, 0.11274199833591882)	(5, 0.11826080425975957)	(6, 0.12014781865639929)	(7, 0.12290722161831967)	(8, 0.12662909674737036)	(9, 0.13040312554064978)	(10, 0.1401331027888508)	(15, 0.15193879587335554)	(20, 0.15818585659951756)	(25, 0.16209832966511326)	(30, 0.16688224304754912)	(35, 0.1733398149275071)	(40, 0.17577302042588777)	(45, 0.1780488166831417)	(50, 0.1806204664538386)	(55, 0.18341116161429624)	(60, 0.18569738860439594)	(65, 0.18803482101028382)	(70, 0.19036940867085012)	(75, 0.1935450926981599)	(80, 0.19740161910576476)	(85, 0.2013036614385147)	(90, 0.20650195938945887)	(95, 0.21330564195020757)	(100, 0.21960201159527673)	(105, 0.22634690275271305)	(110, 0.2378501045846911)	(115, 0.25892397792686245)	(120, 0.27095345764333045)	(125, 0.2841568689291653)	(130, 0.3018085136494911)	(135, 0.32360115930957845)	(140, 0.3423176870286109)
42R_S41_R2 - polyg	(1, 0.022112710254953084)	(2, 0.0769467707673263)	(3, 0.07832806227408204)	(4, 0.07856095444673272)	(5, 0.08032370727076112)	(6, 0.08092601461382322)	(7, 0.08176121412953599)	(8, 0.08288953655220566)	(9, 0.08447159717331543)	(10, 0.08840185335590997)	(15, 0.0930099060685637)	(20, 0.0949469264838514)	(25, 0.09671610391953912)	(30, 0.0989253672538909)	(35, 0.10166626720305214)	(40, 0.10278816501406247)	(45, 0.10386830284928716)	(50, 0.10499983757778648)	(55, 0.10619963380516617)	(60, 0.10732715315137842)	(65, 0.10838480484579546)	(70, 0.10949867189223164)	(75, 0.11090967722791176)	(80, 0.11244917479677848)	(85, 0.11385616475017155)	(90, 0.1153723731017732)	(95, 0.11706686442692124)	(100, 0.11882399571574771)	(105, 0.12102201597969564)	(110, 0.12388016509163965)	(115, 0.13022205987585483)	(120, 0.1356436290398711)	(125, 0.14169641629941646)	(130, 0.14929592881594528)	(135, 0.1568705459622942)	(140, 0.16134609105947428)
43R_S42_R2 - polyg	(1, 0.03856938239662145)	(2, 0.09315910918734914)	(3, 0.09592255492146763)	(4, 0.09662296743472347)	(5, 0.10017172416855304)	(6, 0.10122446540059818)	(7, 0.10290970035673495)	(8, 0.1050746117613439)	(9, 0.10801209939269565)	(10, 0.1143888247103497)	(15, 0.12172575190981268)	(20, 0.12522272056690453)	(25, 0.1282238820630977)	(30, 0.13164698903697353)	(35, 0.13612793115208177)	(40, 0.1377944884411984)	(45, 0.1392309708320213)	(50, 0.14092299766707447)	(55, 0.14279076436909005)	(60, 0.14440808053606263)	(65, 0.1458751263820094)	(70, 0.14742537274468231)	(75, 0.14937888691801768)	(80, 0.15158285162639606)	(85, 0.15355504346675158)	(90, 0.15613256151553306)	(95, 0.1586735732151388)	(100, 0.16152786032976438)	(105, 0.16542639882778962)	(110, 0.17110101366245872)	(115, 0.1820698981124774)	(120, 0.19177719105377106)	(125, 0.20340573674354703)	(130, 0.21777650354582775)	(135, 0.23225763838050026)	(140, 0.24125178403556974)
44R_S43_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.006543345754374707)	(4, 0.00794057146433141)	(5, 0.0702696296313789)	(6, 0.07251798227028809)	(7, 0.07636035297266903)	(8, 0.08101941194213734)	(9, 0.0846945091440305)	(10, 0.09594316007094954)	(15, 0.12076556358156772)	(20, 0.12936538943017445)	(25, 0.13451741324519792)	(30, 0.13868941113971653)	(35, 0.14038772915055123)	(40, 0.14126148720015794)	(45, 0.14150354179498142)	(50, 0.1416599917160259)	(55, 0.14187351141958968)	(60, 0.14210474243496982)	(65, 0.14228382347666851)	(70, 0.1424678243272051)	(75, 0.1426961034572825)	(80, 0.1428545213018621)	(85, 0.14312511078794526)	(90, 0.1434212832799854)	(95, 0.14387193776953483)	(100, 0.1453370568414542)	(105, 0.14828402233534174)	(110, 0.15378240069255167)	(115, 0.16252194911215406)	(120, 0.17581232070679154)	(125, 0.19331208074311548)	(130, 0.21256132480218798)	(135, 0.22729418434809062)	(140, 0.23329241528322872)
44R_S43_R2 - polyg	(1, 0.057261655064035494)	(2, 0.12655224273667712)	(3, 0.13283483862264442)	(4, 0.13388767771394983)	(5, 0.14350098418315899)	(6, 0.1458674122341772)	(7, 0.14971962255423388)	(8, 0.15521996883497893)	(9, 0.16128117332324182)	(10, 0.174868701371687)	(15, 0.1913913873728088)	(20, 0.1987976675973469)	(25, 0.2036604066527033)	(30, 0.21005123833310382)	(35, 0.21929752706300745)	(40, 0.22192962479127093)	(45, 0.2241523944242232)	(50, 0.22656113283124718)	(55, 0.22936148802176604)	(60, 0.23170528495213)	(65, 0.2339752847499259)	(70, 0.2363171137567547)	(75, 0.23916273118858206)	(80, 0.2426725228135226)	(85, 0.24589598156409873)	(90, 0.24988988237868623)	(95, 0.25414945287051904)	(100, 0.260041415934759)	(105, 0.26921685941739726)	(110, 0.285818262359925)	(115, 0.32387298372089374)	(120, 0.3490319021560226)	(125, 0.37633290535916253)	(130, 0.41054722394128546)	(135, 0.44984960882353936)	(140, 0.48058168671021384)
45R_S44_R2 - polyg	(1, 0.022119045992265145)	(2, 0.11327404621349323)	(3, 0.1146247414867069)	(4, 0.11497840543011104)	(5, 0.11679563611802804)	(6, 0.11762336024088879)	(7, 0.11872573827724424)	(8, 0.12027960219879646)	(9, 0.12232257582931184)	(10, 0.12777878275191484)	(15, 0.1335946734297246)	(20, 0.13682204503240616)	(25, 0.13919911821796713)	(30, 0.14191631077037642)	(35, 0.14503758319003673)	(40, 0.14677806127747028)	(45, 0.1485072522177739)	(50, 0.15018000742242793)	(55, 0.15188888149789775)	(60, 0.15344349789592532)	(65, 0.1550221935411633)	(70, 0.15684469156440764)	(75, 0.1591946755968568)	(80, 0.1617403035128913)	(85, 0.16414672328099006)	(90, 0.1669211040455242)	(95, 0.1698948910760203)	(100, 0.172498459680655)	(105, 0.17536163266927787)	(110, 0.1791315398106709)	(115, 0.1862168583023589)	(120, 0.1920786500451636)	(125, 0.19898487913572357)	(130, 0.20788742831532855)	(135, 0.21700217586097606)	(140, 0.22290610628639917)
46R_S45_R2 - polyg	(1, 0.03524778904669798)	(2, 0.12463084774653421)	(3, 0.125949692696233)	(4, 0.1264101832512954)	(5, 0.12809373672060362)	(6, 0.1288231537598225)	(7, 0.1299541185630558)	(8, 0.13136137769932657)	(9, 0.13325859878618374)	(10, 0.13895541954097196)	(15, 0.14491600928569995)	(20, 0.1481718617062133)	(25, 0.1508883875886375)	(30, 0.15373016690203872)	(35, 0.1569617054212448)	(40, 0.15928699852808798)	(45, 0.16148703820395421)	(50, 0.16367013182739415)	(55, 0.16601605491110416)	(60, 0.16800611089386192)	(65, 0.169858388102545)	(70, 0.17198990678381793)	(75, 0.17457602174104847)	(80, 0.17755705339830058)	(85, 0.18012990622754532)	(90, 0.18273812473141887)	(95, 0.18533160753753047)	(100, 0.18799434812312338)	(105, 0.1909215944835442)	(110, 0.19440216629492799)	(115, 0.20110175128242017)	(120, 0.20675436494392238)	(125, 0.21282694599164156)	(130, 0.22002754470304162)	(135, 0.22735929112452347)	(140, 0.2323893215555813)
47R_S46_R2 - polyg	(1, 0.028641273159134648)	(2, 0.10453176798247504)	(3, 0.10700204608156338)	(4, 0.10768700124125925)	(5, 0.11139083284554062)	(6, 0.11260218872981756)	(7, 0.11466973856371436)	(8, 0.11701000202600857)	(9, 0.1206694383884578)	(10, 0.12791664450868437)	(15, 0.13599087056246964)	(20, 0.13983486428739247)	(25, 0.1425911745874279)	(30, 0.1455288711612346)	(35, 0.14876465007305711)	(40, 0.15046562205296854)	(45, 0.1521748388635059)	(50, 0.1540996897057994)	(55, 0.15602327211261197)	(60, 0.1577889343020502)	(65, 0.15956791506403806)	(70, 0.16147373937411777)	(75, 0.16359075819177038)	(80, 0.16619929575827883)	(85, 0.16851292207547375)	(90, 0.17113921773871504)	(95, 0.17420946582027774)	(100, 0.17782387272315436)	(105, 0.18260143496203302)	(110, 0.1898594227838474)	(115, 0.20356677080839075)	(120, 0.2147702271936014)	(125, 0.22719582116467682)	(130, 0.24220902351682555)	(135, 0.25765159127926507)	(140, 0.2678079541749777)
48R_S47_R2 - polyg	(1, 0.0208421615179165)	(2, 0.110301098627336)	(3, 0.11268359933708334)	(4, 0.11343497436281982)	(5, 0.11717297072201137)	(6, 0.11825283633688892)	(7, 0.12052206442969106)	(8, 0.12298763172519822)	(9, 0.1268766582403167)	(10, 0.1341872729379598)	(15, 0.14243200915001095)	(20, 0.14668728379325227)	(25, 0.1497720747280598)	(30, 0.15323519620346435)	(35, 0.15660618928375344)	(40, 0.1587228769190694)	(45, 0.16108423340698697)	(50, 0.16333609303185753)	(55, 0.16563854775896356)	(60, 0.1676200634047249)	(65, 0.16948226522730397)	(70, 0.1715634607759771)	(75, 0.1741634449102592)	(80, 0.17728070732859105)	(85, 0.17998943317514055)	(90, 0.18306591745137216)	(95, 0.18608123451445335)	(100, 0.18931554530362854)	(105, 0.1935194696938547)	(110, 0.19990653498800462)	(115, 0.21232196895597796)	(120, 0.22253311779819782)	(125, 0.23411411015467487)	(130, 0.24790014278768516)	(135, 0.2621226525713243)	(140, 0.27115199044341587)
49R_S48_R2 - polyg	(1, 0.031998872338222545)	(2, 0.09140210898152064)	(3, 0.09272981946968305)	(4, 0.09316276854190991)	(5, 0.09509923166496102)	(6, 0.09595201014055942)	(7, 0.09725872915855324)	(8, 0.09871763633526925)	(9, 0.10061211651798321)	(10, 0.10522236815375666)	(15, 0.11028446118490867)	(20, 0.11310886349609053)	(25, 0.11530562084923197)	(30, 0.11757374920094657)	(35, 0.11993266566114025)	(40, 0.12172428764002818)	(45, 0.12351590961891612)	(50, 0.12526974695150062)	(55, 0.12720253656727223)	(60, 0.12884406953445482)	(65, 0.1303911408858789)	(70, 0.13201325674315553)	(75, 0.13405100370977005)	(80, 0.13657207927701598)	(85, 0.13878667937980071)	(90, 0.14118967792734843)	(95, 0.1436897620244258)	(100, 0.1462895556048039)	(105, 0.14933017005872207)	(110, 0.15343295290317022)	(115, 0.16250021844248647)	(120, 0.1696131781091083)	(125, 0.17685103702323318)	(130, 0.18535835509580273)	(135, 0.1939632835046561)	(140, 0.19975483012416612)
4R_S3_R2 - polyg	(1, 0.090219304054949)	(2, 0.17016026793316807)	(3, 0.1734148233646805)	(4, 0.1741202293326269)	(5, 0.17642415182879526)	(6, 0.17735056481674205)	(7, 0.1783678026074287)	(8, 0.1796998997142803)	(9, 0.18168593540085906)	(10, 0.1872292758614165)	(15, 0.19237177619254858)	(20, 0.19506200684970385)	(25, 0.19758148687770818)	(30, 0.20048364207458985)	(35, 0.2039446725576643)	(40, 0.20574724214270845)	(45, 0.20751772029745125)	(50, 0.20939173872731748)	(55, 0.2113499214743893)	(60, 0.21317792200420066)	(65, 0.21489269427992957)	(70, 0.21670797933735736)	(75, 0.2190530757441011)	(80, 0.22155317981418757)	(85, 0.22377354349183523)	(90, 0.22635236239096296)	(95, 0.22868413782663813)	(100, 0.23148214724971145)	(105, 0.23500675509470378)	(110, 0.2393409146814509)	(115, 0.24807099472080835)	(120, 0.2560375409184658)	(125, 0.26496925201990573)	(130, 0.27573804613143105)	(135, 0.2869367443092584)	(140, 0.293403470264338)
50R_S49_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.010437900604471485)	(4, 0.012870075026272052)	(5, 0.0448755760043847)	(6, 0.047246837292186684)	(7, 0.049300480095567485)	(8, 0.053325097877616724)	(9, 0.054029949856743184)	(10, 0.060406684798766284)	(15, 0.08007553576690876)	(20, 0.08688649433557889)	(25, 0.09205366847391586)	(30, 0.09754194184718819)	(35, 0.0993475811764319)	(40, 0.10069985275120044)	(45, 0.10161790069932193)	(50, 0.10201470625794126)	(55, 0.10226096935682127)	(60, 0.10254639089898605)	(65, 0.10278743287209473)	(70, 0.10311375323280143)	(75, 0.10373941813772973)	(80, 0.10508472821146989)	(85, 0.10714185176536488)	(90, 0.1084123257030496)	(95, 0.11080447149393682)	(100, 0.11587940574364734)	(105, 0.12052272692959645)	(110, 0.12668626590262452)	(115, 0.13502701432228764)	(120, 0.14537354522576124)	(125, 0.15749351851622218)	(130, 0.16963959743553966)	(135, 0.17979120631021778)	(140, 0.18505845202583812)
50R_S49_R2 - polyg	(1, 0.04862173374529756)	(2, 0.1360277300951215)	(3, 0.14542575648347433)	(4, 0.14747939928685513)	(5, 0.15443654937712187)	(6, 0.15663812407735636)	(7, 0.1596968335917138)	(8, 0.16235525679693766)	(9, 0.16490490654859266)	(10, 0.173972261638096)	(15, 0.18495489969804052)	(20, 0.1907207629248207)	(25, 0.19559990495810722)	(30, 0.20280331814725389)	(35, 0.2144429478667546)	(40, 0.21681072840404236)	(45, 0.21895226015790686)	(50, 0.22142011227247801)	(55, 0.22386882025922109)	(60, 0.2258702518048888)	(65, 0.2280039518700963)	(70, 0.2303282230259565)	(75, 0.23336952878774292)	(80, 0.23730886818219413)	(85, 0.24085053183039745)	(90, 0.2456687607296854)	(95, 0.2505670468908)	(100, 0.2569820700884794)	(105, 0.26811089967002044)	(110, 0.2850386596082267)	(115, 0.31500966191078666)	(120, 0.33853953538681075)	(125, 0.3632972436067206)	(130, 0.3946605461149625)	(135, 0.42582283528100906)	(140, 0.4461016877767659)
51R_S50_R2 - polyg	(1, 0.03493673738789046)	(2, 0.1134237283018815)	(3, 0.11609598063411275)	(4, 0.11679805021236728)	(5, 0.1198169493988617)	(6, 0.12084811409192302)	(7, 0.12255502075405432)	(8, 0.12442428100615698)	(9, 0.12667090365657144)	(10, 0.1326455157675174)	(15, 0.13973817368183367)	(20, 0.14360218912315195)	(25, 0.14656667791733166)	(30, 0.14984622043475307)	(35, 0.15377517731205992)	(40, 0.15550753399640294)	(45, 0.15717758200567591)	(50, 0.15890818351607328)	(55, 0.1608248334647081)	(60, 0.16258790569309975)	(65, 0.16415088809168887)	(70, 0.16586744821052118)	(75, 0.16795522761885556)	(80, 0.17041949183852892)	(85, 0.17270911625061147)	(90, 0.17540155308321756)	(95, 0.17812997098170916)	(100, 0.18125944612677866)	(105, 0.18604931582442014)	(110, 0.19291731147369495)	(115, 0.20500080650242802)	(120, 0.2147060408348239)	(125, 0.22564779521192055)	(130, 0.24028506833155444)	(135, 0.2552163330870824)	(140, 0.26482503285246833)
52R_S51_R2 - polyg	(1, 0.047258845802078356)	(2, 0.12289103381998888)	(3, 0.12390646778902309)	(4, 0.12424363891387614)	(5, 0.12570994124753943)	(6, 0.12639996587514568)	(7, 0.12745460578893025)	(8, 0.1287836873159673)	(9, 0.13059108136895867)	(10, 0.13540321902761732)	(15, 0.14059094963698432)	(20, 0.14326793154453857)	(25, 0.14566576712547033)	(30, 0.14821729000982342)	(35, 0.1509742520446684)	(40, 0.15280909025898506)	(45, 0.15463059845208657)	(50, 0.15643799250507798)	(55, 0.15843906392513613)	(60, 0.16008806596133604)	(65, 0.1616813955559905)	(70, 0.16337901296368088)	(75, 0.16547888336450992)	(80, 0.16811901168399884)	(85, 0.17026749745631828)	(90, 0.17272257371658553)	(95, 0.17524351596403343)	(100, 0.1776162597403249)	(105, 0.1800297776991568)	(110, 0.1827443973136714)	(115, 0.18739265412327352)	(120, 0.19165590855542716)	(125, 0.19651038863441617)	(130, 0.20231365257636374)	(135, 0.20819062369444205)	(140, 0.21181011651379486)
53R_S52_R2 - polyg	(1, 0.037939458750838824)	(2, 0.11098805009301016)	(3, 0.11348708084945286)	(4, 0.11430509419035065)	(5, 0.11758123762064623)	(6, 0.1184401516285889)	(7, 0.11999437697629467)	(8, 0.1218594473935416)	(9, 0.12432984768305287)	(10, 0.13070298962198745)	(15, 0.1380356612097951)	(20, 0.1417060870704034)	(25, 0.1445429573366369)	(30, 0.14746653701700557)	(35, 0.15093409556907122)	(40, 0.15254558185063982)	(45, 0.15403927421111918)	(50, 0.15570556738652794)	(55, 0.15756981979043397)	(60, 0.15923938501920634)	(65, 0.16085005328743404)	(70, 0.16258833163684183)	(75, 0.16475688500356184)	(80, 0.16722401323970953)	(85, 0.1694776399938829)	(90, 0.17186296689594083)	(95, 0.17448469965351818)	(100, 0.17761523670913396)	(105, 0.1822656425521378)	(110, 0.1888130213326836)	(115, 0.19967296644644247)	(120, 0.20929362134874122)	(125, 0.22023945786329432)	(130, 0.23385528992253782)	(135, 0.24755619536923468)	(140, 0.2562672194364551)
54R_S53_R2 - polyg	(1, 0.03805848793748796)	(2, 0.081030768805037)	(3, 0.08219939845742273)	(4, 0.08255657606631214)	(5, 0.08448117386178419)	(6, 0.08503254512210862)	(7, 0.08595496496642496)	(8, 0.08712706236258631)	(9, 0.08878464388733523)	(10, 0.09234671029365757)	(15, 0.0963540350007702)	(20, 0.09827932634499736)	(25, 0.09992650463841939)	(30, 0.10166384427000767)	(35, 0.10393382934553204)	(40, 0.10503310412240525)	(45, 0.10608452403517485)	(50, 0.10716923428819045)	(55, 0.10843704141255908)	(60, 0.1094419935587353)	(65, 0.11042544569350263)	(70, 0.11155384951809111)	(75, 0.11302694707397676)	(80, 0.11470602861013453)	(85, 0.11616802938593818)	(90, 0.11777775604658344)	(95, 0.11934101494063534)	(100, 0.12100414485542525)	(105, 0.12308340402329021)	(110, 0.12615929275226986)	(115, 0.13201076359926003)	(120, 0.13708268564548964)	(125, 0.1426123498701018)	(130, 0.14943478897426704)	(135, 0.15696534135741502)	(140, 0.16261290887039842)
55R_S54_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.003417878396464634)	(4, 0.004734047702865779)	(5, 0.031327950842481016)	(6, 0.03280538990579297)	(7, 0.03418398621486927)	(8, 0.03673308882410469)	(9, 0.037872381622926235)	(10, 0.043653122070645416)	(15, 0.05995385291917249)	(20, 0.06588233727322286)	(25, 0.07066112432800584)	(30, 0.07517043482124106)	(35, 0.07703388085109439)	(40, 0.0785955963680178)	(45, 0.07943107775382026)	(50, 0.07968806891483297)	(55, 0.07995650502633614)	(60, 0.08019580853659089)	(65, 0.08046216374800488)	(70, 0.08081071451294114)	(75, 0.08157544529571177)	(80, 0.08332444182066065)	(85, 0.08635319190045015)	(90, 0.08815837272780666)	(95, 0.09146700386958977)	(100, 0.09706566555950644)	(105, 0.1011733623355315)	(110, 0.10533620296391963)	(115, 0.11176826513954959)	(120, 0.12025937795341499)	(125, 0.13095416396171328)	(130, 0.14228050314707524)	(135, 0.15209402796760935)	(140, 0.15710795673246872)
55R_S54_R2 - polyg	(1, 0.04245036181910413)	(2, 0.13489955053078298)	(3, 0.13914978896291633)	(4, 0.13998735124880796)	(5, 0.14536127572909407)	(6, 0.14676588328928503)	(7, 0.14915891839183254)	(8, 0.15199934701355203)	(9, 0.15470451712947533)	(10, 0.1636565493130923)	(15, 0.17471861418712942)	(20, 0.18000410041362572)	(25, 0.18393492068207118)	(30, 0.18935774631445282)	(35, 0.19709037104581512)	(40, 0.19904745757968118)	(45, 0.2008900946086428)	(50, 0.20304070485080183)	(55, 0.20534946349973787)	(60, 0.20728261968257847)	(65, 0.20919288596443814)	(70, 0.21148083561248252)	(75, 0.21405907082296632)	(80, 0.2171835423068577)	(85, 0.2202091710365135)	(90, 0.22315572556278074)	(95, 0.2265122174066148)	(100, 0.23083528734186914)	(105, 0.23731625066959464)	(110, 0.2478435242207146)	(115, 0.2661720922061396)	(120, 0.28076440408145664)	(125, 0.29758535995227664)	(130, 0.3199643999612744)	(135, 0.3433401911129855)	(140, 0.35854428761451906)
56R_S55_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.005111679332915711)	(4, 0.006279787358001265)	(5, 0.03390892097614057)	(6, 0.03511564414255127)	(7, 0.03656371194224411)	(8, 0.03917023398169121)	(9, 0.04056037906939633)	(10, 0.04639319616655908)	(15, 0.062012055454046)	(20, 0.06825129691365586)	(25, 0.07131251224220651)	(30, 0.07347882167054702)	(35, 0.07416327505053515)	(40, 0.07436021227129339)	(45, 0.07447991920940131)	(50, 0.07460927993284054)	(55, 0.07473381376361414)	(60, 0.0748815166791828)	(65, 0.07499156983195945)	(70, 0.07512093055539867)	(75, 0.07529952558402746)	(80, 0.07543660933573171)	(85, 0.07560941209316173)	(90, 0.0758382068055132)	(95, 0.07621760056903273)	(100, 0.07738763935118453)	(105, 0.07997099230583656)	(110, 0.0841810080888102)	(115, 0.09101588810336037)	(120, 0.10043412107256258)	(125, 0.11120195323107851)	(130, 0.12195433933306439)	(135, 0.1307064611144079)	(140, 0.13481511215140302)
56R_S55_R2 - polyg	(1, 0.06365223358183142)	(2, 0.1187705209308064)	(3, 0.12419112139432324)	(4, 0.12555230512603452)	(5, 0.13116598129617707)	(6, 0.13283125926582384)	(7, 0.13517712910132623)	(8, 0.1382856479780002)	(9, 0.1418768561212384)	(10, 0.15126130084178113)	(15, 0.162426868955946)	(20, 0.16811294851607322)	(25, 0.1719252283433979)	(30, 0.17664303323479713)	(35, 0.1833446910117756)	(40, 0.18521655998751185)	(45, 0.18707491366378431)	(50, 0.18920840022199842)	(55, 0.1916884576736057)	(60, 0.19375243697743455)	(65, 0.19586758134351923)	(70, 0.1982057281507566)	(75, 0.20134513914049065)	(80, 0.20474713309123568)	(85, 0.20814140401371573)	(90, 0.21223267823711453)	(95, 0.2167438921224243)	(100, 0.22272537751368882)	(105, 0.2306820273837344)	(110, 0.24250115676482734)	(115, 0.2622151517898456)	(120, 0.27848467620866113)	(125, 0.29744277984223977)	(130, 0.3221912239175235)	(135, 0.34632086035307175)	(140, 0.36216175670317824)
57R_S56_R2 - polyg	(1, 0.030425307147030435)	(2, 0.13258433725605293)	(3, 0.134906796291722)	(4, 0.13542816464666813)	(5, 0.13783083419848274)	(6, 0.13880429818988563)	(7, 0.14047778123128613)	(8, 0.1424247092140919)	(9, 0.14482373283335445)	(10, 0.15126536646635305)	(15, 0.15835743446664108)	(20, 0.1622439985671485)	(25, 0.16543418955021041)	(30, 0.16890803408582342)	(35, 0.17283762019044527)	(40, 0.1754152945047593)	(45, 0.17768525211167854)	(50, 0.18007552549281614)	(55, 0.18258611464817207)	(60, 0.18474377753248755)	(65, 0.1867315399598765)	(70, 0.18888118179257746)	(75, 0.1916105269010576)	(80, 0.1951412479844829)	(85, 0.19793621987890037)	(90, 0.20096744820269197)	(95, 0.204122638233254)	(100, 0.20757898229261712)	(105, 0.21184545256505025)	(110, 0.21719913992451095)	(115, 0.22811068686634828)	(120, 0.23676321399892258)	(125, 0.24533698898837222)	(130, 0.2552531963434942)	(135, 0.2651730496311684)	(140, 0.27174229090348945)
58R_S57_R2 - polyg	(1, 0.03533944174668395)	(2, 0.09006247573846615)	(3, 0.09110984157676166)	(4, 0.09145774281675492)	(5, 0.09353782602008305)	(6, 0.09414573766049233)	(7, 0.09525535951015505)	(8, 0.0967055583631796)	(9, 0.0984450645631459)	(10, 0.10255176404239268)	(15, 0.10700782960895901)	(20, 0.10924977844184189)	(25, 0.11105813246614371)	(30, 0.11302761969633715)	(35, 0.1153259651512821)	(40, 0.11666410318384568)	(45, 0.11789384251426396)	(50, 0.119300828371163)	(55, 0.12082646686149134)	(60, 0.12208110859645653)	(65, 0.1232617755414442)	(70, 0.12461456204727064)	(75, 0.126308657980122)	(80, 0.1282268755538954)	(85, 0.13003083503621835)	(90, 0.13195271472830744)	(95, 0.13407015153845592)	(100, 0.13615755897841547)	(105, 0.13851523075007505)	(110, 0.1418382369097581)	(115, 0.1482147173210872)	(120, 0.15345813832553304)	(125, 0.15933730306958754)	(130, 0.1663824862853669)	(135, 0.1736312832795002)	(140, 0.17851728153633187)
