Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
20R_S20_R2 - polyg	(1, 0.03558032776295124)	(2, 0.09724830783539838)	(3, 0.10060217238661918)	(4, 0.10117567863682794)	(5, 0.10649322858876353)	(6, 0.10785587943925953)	(7, 0.10986085728998936)	(8, 0.11267333194101309)	(9, 0.11554545124205855)	(10, 0.12432055567525269)	(15, 0.13484462476908343)	(20, 0.14016492755102003)	(25, 0.14329764809216033)	(30, 0.14723694782359426)	(35, 0.15325922225578636)	(40, 0.1546035209062757)	(45, 0.1559799359067767)	(50, 0.15770504270740462)	(55, 0.1597109381681348)	(60, 0.16133235503872498)	(65, 0.1627977782092584)	(70, 0.16441644224984758)	(75, 0.16646546538059342)	(80, 0.16904853753153365)	(85, 0.1714150537223951)	(90, 0.1737577120532478)	(95, 0.1763729005541997)	(100, 0.17952213807534606)	(105, 0.18443961006713602)	(110, 0.19489852885094305)	(115, 0.21802597129936147)	(120, 0.23292612248478511)	(125, 0.2481024742803093)	(130, 0.2687147477178122)	(135, 0.29436928810715046)	(140, 0.3182042078658263)
21R_S21_R2 - polyg	(1, 0.058563450306891314)	(2, 0.11780124647794775)	(3, 0.11992117284403005)	(4, 0.12045599887422996)	(5, 0.12334328432712084)	(6, 0.12425403879883809)	(7, 0.12580425917622917)	(8, 0.12780404346306365)	(9, 0.1303657826367024)	(10, 0.13595510220738594)	(15, 0.1427869234105484)	(20, 0.14632065076081135)	(25, 0.14896222628388572)	(30, 0.1518386601941349)	(35, 0.15506544390967442)	(40, 0.1566683717798968)	(45, 0.15818061175804174)	(50, 0.1597370330169424)	(55, 0.16153373843433866)	(60, 0.16302350021701145)	(65, 0.16440164613251212)	(70, 0.16597899536650756)	(75, 0.1679493254661716)	(80, 0.1702467520654652)	(85, 0.17248604540060658)	(90, 0.1751438982376436)	(95, 0.17770098675015017)	(100, 0.1804681301237932)	(105, 0.18407549294198228)	(110, 0.18945863320247278)	(115, 0.20052100581553547)	(120, 0.2079473365334274)	(125, 0.21570928996302455)	(130, 0.22484086309604664)	(135, 0.23496767771135385)	(140, 0.24302804856359875)
22R_S22_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.008852863052439963)	(4, 0.010965803667706782)	(5, 0.04827532117592666)	(6, 0.05098991267825251)	(7, 0.05681303376371666)	(8, 0.062270866810609254)	(9, 0.0685523885719279)	(10, 0.08322264270138383)	(15, 0.10858939010148203)	(20, 0.11908103557010183)	(25, 0.1252937972300423)	(30, 0.12940507829161232)	(35, 0.1307387377579265)	(40, 0.13120573344645325)	(45, 0.13157818399558502)	(50, 0.13178159929549546)	(55, 0.13197498708062158)	(60, 0.13217123986997178)	(65, 0.13240760271845925)	(70, 0.13277145825491876)	(75, 0.13338886666521027)	(80, 0.1338128872903757)	(85, 0.13425696294510975)	(90, 0.13483569379837607)	(95, 0.13561640744944073)	(100, 0.13763193792108847)	(105, 0.14248955258303408)	(110, 0.15067773465548503)	(115, 0.1627780799959317)	(120, 0.17893240631346657)	(125, 0.19719107823359597)	(130, 0.21612589115061076)	(135, 0.23204815212599428)	(140, 0.23915622760596308)
22R_S22_R2 - polyg	(1, 0.054234529962035115)	(2, 0.18932664163846727)	(3, 0.19830842988099132)	(4, 0.20060759577082402)	(5, 0.21184557483981942)	(6, 0.21526925488760768)	(7, 0.2221882400887865)	(8, 0.23013146430007766)	(9, 0.24068184235529133)	(10, 0.2593631023984741)	(15, 0.28128038471276723)	(20, 0.2911016191929498)	(25, 0.2979303567610697)	(30, 0.3054037202796101)	(35, 0.31366352745766335)	(40, 0.3176086382742361)	(45, 0.3210093982882316)	(50, 0.32494161658579596)	(55, 0.3293494255845594)	(60, 0.33297365592803396)	(65, 0.33636152342302106)	(70, 0.3402292791255434)	(75, 0.3457343847421335)	(80, 0.352106154136511)	(85, 0.3584048659231742)	(90, 0.3671015862454013)	(95, 0.37613924207029503)	(100, 0.3865134223657271)	(105, 0.4003771778061015)	(110, 0.4203792047965901)	(115, 0.4610808873061332)	(120, 0.4917020524532136)	(125, 0.5248458538196058)	(130, 0.5625879869656634)	(135, 0.5983016971210647)	(140, 0.620824927828753)
23R_S94_R2 - polyg	(1, 0.03123717823903539)	(2, 0.0902955613981351)	(3, 0.09233054721294094)	(4, 0.09280060849871388)	(5, 0.09473048744216676)	(6, 0.09548375335352961)	(7, 0.0967946696101262)	(8, 0.09785449722960185)	(9, 0.09925300254565923)	(10, 0.10365581260122195)	(15, 0.10892108292894194)	(20, 0.11180159513107601)	(25, 0.11451218455785613)	(30, 0.11774830834140101)	(35, 0.12231111441224544)	(40, 0.12408391697573196)	(45, 0.12569964315925214)	(50, 0.12757229725052394)	(55, 0.12957224744154547)	(60, 0.13101454728733325)	(65, 0.13252341481831126)	(70, 0.13406790190013662)	(75, 0.13606726816409503)	(80, 0.13863421153335947)	(85, 0.14067678839998526)	(90, 0.1434078152739729)	(95, 0.14596599973729124)	(100, 0.14857089836565532)	(105, 0.1521071606596192)	(110, 0.15670091486480642)	(115, 0.16639176840354897)	(120, 0.17398515593173697)	(125, 0.1816976645807916)	(130, 0.19066269678013564)	(135, 0.19939824564369243)	(140, 0.20515109506907755)
24R_S23_R2 - polyg	(1, 0.020340615832511656)	(2, 0.10792012228142511)	(3, 0.11007037779622116)	(4, 0.11080827603965271)	(5, 0.11441095569875975)	(6, 0.11580327953365098)	(7, 0.11782331771137086)	(8, 0.12014385743618958)	(9, 0.12322900665307086)	(10, 0.1304804428751734)	(15, 0.13883238254087346)	(20, 0.14322905406553718)	(25, 0.14613189901051185)	(30, 0.14943340934130428)	(35, 0.15314560511979844)	(40, 0.15502808036706867)	(45, 0.15685179086735063)	(50, 0.1586701591179064)	(55, 0.16082041463270247)	(60, 0.16274963456507693)	(65, 0.1647489715251078)	(70, 0.16683712338683673)	(75, 0.16952894946762642)	(80, 0.17228221142026748)	(85, 0.17487119919382782)	(90, 0.17782412772998563)	(95, 0.18124917758569645)	(100, 0.18506688279628308)	(105, 0.18958909718951253)	(110, 0.19706824680619445)	(115, 0.21067495685882925)	(120, 0.22047865288762453)	(125, 0.23072508786247875)	(130, 0.2439925650574998)	(135, 0.2590303302555409)	(140, 0.27038795317344494)
25R_S24_R2 - polyg	(1, 0.032141320953844)	(2, 0.13381492614527732)	(3, 0.13487475410317198)	(4, 0.1353260544698579)	(5, 0.1370351726327265)	(6, 0.1378853642912574)	(7, 0.13926255831346665)	(8, 0.14099205778321783)	(9, 0.14365036252376132)	(10, 0.15008619691422936)	(15, 0.15659598633252853)	(20, 0.16014116908399156)	(25, 0.16304579647628747)	(30, 0.16606455918712593)	(35, 0.16911185572759996)	(40, 0.1714603646035281)	(45, 0.17378849217257364)	(50, 0.17608284500449944)	(55, 0.1786101270579406)	(60, 0.18096853542578312)	(65, 0.18299501965296633)	(70, 0.18523987502532013)	(75, 0.18809849889636676)	(80, 0.19163145286370026)	(85, 0.19428975760424377)	(90, 0.1973114319303511)	(95, 0.20025740425946603)	(100, 0.2034019487499227)	(105, 0.20662452452958707)	(110, 0.2100905113457349)	(115, 0.21598886155755634)	(120, 0.2210544898024606)	(125, 0.2264427250191635)	(130, 0.23243308227348355)	(135, 0.23825573048831253)	(140, 0.24142822648535106)
26R_S25_R2 - polyg	(1, 0.04669504819757983)	(2, 0.12275681549142042)	(3, 0.12429089783226986)	(4, 0.12477454940771007)	(5, 0.12673560540500284)	(6, 0.12763867358102013)	(7, 0.12918031297773583)	(8, 0.13062371064819023)	(9, 0.13274724334660742)	(10, 0.13893193786754923)	(15, 0.14566376323320776)	(20, 0.1489125415501101)	(25, 0.15167162264687922)	(30, 0.15444279503303435)	(35, 0.1576719250046844)	(40, 0.15969494886008048)	(45, 0.16151393220708768)	(50, 0.16353091041779072)	(55, 0.1658569722134235)	(60, 0.1678255852665825)	(65, 0.16956521952699405)	(70, 0.17149831441758168)	(75, 0.17392261793947578)	(80, 0.17652148945188034)	(85, 0.1789057405776833)	(90, 0.18159454105489625)	(95, 0.18433095098406657)	(100, 0.18707416226351659)	(105, 0.19026777407259526)	(110, 0.19451635088060296)	(115, 0.20401481439889685)	(120, 0.21069600749025152)	(125, 0.2174618396073082)	(130, 0.22532117770821172)	(135, 0.23338380061191746)	(140, 0.23784321927859362)
27R_S26_R2 - polyg	(1, 0.02689481702848218)	(2, 0.10142551276991701)	(3, 0.10279959752577841)	(4, 0.10318050397760857)	(5, 0.10506246400257685)	(6, 0.10564369903277694)	(7, 0.10666791415880915)	(8, 0.10779934739720837)	(9, 0.1093201516752562)	(10, 0.11403718431355)	(15, 0.1191943755184031)	(20, 0.12181444760114005)	(25, 0.12418283927274179)	(30, 0.12669738616067544)	(35, 0.12947997832952657)	(40, 0.13097538884411905)	(45, 0.1325007075690034)	(50, 0.13404690561050656)	(55, 0.13562696200328356)	(60, 0.13706199179143774)	(65, 0.13843889807657195)	(70, 0.13985079132468908)	(75, 0.14171412925645677)	(80, 0.14377440993146703)	(85, 0.1455971178417062)	(90, 0.14765909143428008)	(95, 0.14976225935423715)	(100, 0.15195120176408783)	(105, 0.15437997416212784)	(110, 0.15769978550452315)	(115, 0.16646684126101707)	(120, 0.1731657160605368)	(125, 0.1798719268361659)	(130, 0.1875256071416066)	(135, 0.195542700417386)	(140, 0.2008364536390434)
28R_S27_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.003368075058009459)	(4, 0.0044034688371443744)	(5, 0.033900010439205513)	(6, 0.03538305976402523)	(7, 0.03694528626019056)	(8, 0.03991138490982999)	(9, 0.0419669460889949)	(10, 0.04682416102346604)	(15, 0.05683398264704388)	(20, 0.06034762188929643)	(25, 0.0625530106388538)	(30, 0.06410671036272036)	(35, 0.06469810292715567)	(40, 0.06494598837898384)	(45, 0.06512444154209356)	(50, 0.06522919903033546)	(55, 0.06535770966998103)	(60, 0.06561473094927216)	(65, 0.06587357939405589)	(70, 0.06635595108409992)	(75, 0.06757284330216555)	(80, 0.0703702336713224)	(85, 0.07258354013801434)	(90, 0.07432361074212519)	(95, 0.07522318521964418)	(100, 0.07626893293657043)	(105, 0.07834032955000446)	(110, 0.08171144988383491)	(115, 0.08666733175490597)	(120, 0.09253314204128738)	(125, 0.09945870831337154)	(130, 0.10698541203251817)	(135, 0.11315026840452032)	(140, 0.11560476071623425)
28R_S27_R2 - polyg	(1, 0.03000510266416564)	(2, 0.133169911651676)	(3, 0.13599288233772913)	(4, 0.13662629970849402)	(5, 0.14100540633907052)	(6, 0.14261940252419258)	(7, 0.14513784562814722)	(8, 0.14854855454765048)	(9, 0.15269926549165308)	(10, 0.16116939566014085)	(15, 0.1708582452121869)	(20, 0.17564846407859638)	(25, 0.17927416947106117)	(30, 0.18337676505709224)	(35, 0.18835944535538798)	(40, 0.19074267821289084)	(45, 0.1928293012054298)	(50, 0.19510594940919823)	(55, 0.19763413739578)	(60, 0.19978227495990283)	(65, 0.2017294243198407)	(70, 0.2037654957337513)	(75, 0.20655131405478838)	(80, 0.209811586348735)	(85, 0.21280509248076332)	(90, 0.21623224588969986)	(95, 0.21980861781386468)	(100, 0.2242626382296374)	(105, 0.23022346112163355)	(110, 0.23971071341433037)	(115, 0.25865659240700667)	(120, 0.27027188344340786)	(125, 0.2820558827602916)	(130, 0.2970812736610318)	(135, 0.3137742576013434)	(140, 0.3274645995821638)
29R_S28_R2 - polyg	(1, 0.04350840565541706)	(2, 0.09529201779685233)	(3, 0.0971846352591945)	(4, 0.09759149352365194)	(5, 0.10057390990864797)	(6, 0.10125321790376887)	(7, 0.10259003791555758)	(8, 0.10459526793324066)	(9, 0.10673490648471771)	(10, 0.11201316593343784)	(15, 0.11796492111635806)	(20, 0.12074245530389516)	(25, 0.12303684530238905)	(30, 0.12589793074066297)	(35, 0.12965337782812808)	(40, 0.13116165953708103)	(45, 0.13256967974514983)	(50, 0.13408667984548395)	(55, 0.1357141129033137)	(60, 0.13722748034057233)	(65, 0.1386057127114219)	(70, 0.14022733350833083)	(75, 0.14224491458047064)	(80, 0.1445799904054103)	(85, 0.14668330232613222)	(90, 0.14904525985783063)	(95, 0.1517247121423289)	(100, 0.15445792784034476)	(105, 0.15796272117559954)	(110, 0.16335359317966053)	(115, 0.1728297580784433)	(120, 0.18104248275956267)	(125, 0.19115363716394507)	(130, 0.20426755086654635)	(135, 0.2183964306324459)	(140, 0.22786605673769272)
2R_S8_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.004132895773871078)	(4, 0.005040606604672694)	(5, 0.015214197464940371)	(6, 0.016206253107453644)	(7, 0.01710191467943931)	(8, 0.01926676484670511)	(9, 0.019555947058287927)	(10, 0.02237708018906251)	(15, 0.029599405923343335)	(20, 0.0318791256913212)	(25, 0.03372828527760909)	(30, 0.03551960842158043)	(35, 0.037357522032973434)	(40, 0.03795034556671821)	(45, 0.03813590415248384)	(50, 0.03823952777830102)	(55, 0.03854638223614724)	(60, 0.03914643532518158)	(65, 0.04002362136698279)	(70, 0.04256922811283263)	(75, 0.04462643823467595)	(80, 0.05768140851979795)	(85, 0.07791372063962125)	(90, 0.08116943037169112)	(95, 0.08190202530770092)	(100, 0.0828041131510551)	(105, 0.08482597878037161)	(110, 0.09057829493910646)	(115, 0.1067516134057965)	(120, 0.11775740640828584)	(125, 0.12985887867910564)	(130, 0.1431451947334939)	(135, 0.15045668498301273)	(140, 0.1535878857073178)
2R_S8_R2 - polyg	(1, 0.07759722677472228)	(2, 0.1255211455053634)	(3, 0.12874633044843284)	(4, 0.12945723671857393)	(5, 0.132132172175715)	(6, 0.13303586658691127)	(7, 0.1345339910996945)	(8, 0.13607227980853084)	(9, 0.1373655669214429)	(10, 0.1416173487156313)	(15, 0.14612698464848115)	(20, 0.1491907095234169)	(25, 0.1515041672160794)	(30, 0.15547078321829036)	(35, 0.16270917463099246)	(40, 0.16446033357891063)	(45, 0.16589821179761408)	(50, 0.16766784627571668)	(55, 0.169889729601378)	(60, 0.17160554405676937)	(65, 0.1732466531075018)	(70, 0.17498254966091978)	(75, 0.17777878099014138)	(80, 0.18052842185194135)	(85, 0.1831182092134497)	(90, 0.18631768907104512)	(95, 0.18913801891789864)	(100, 0.19242586000681106)	(105, 0.19733954775195575)	(110, 0.20306374897345333)	(115, 0.2144149540619999)	(120, 0.22516851591327539)	(125, 0.23759290832036264)	(130, 0.25446990350190424)	(135, 0.27434636084469644)	(140, 0.28483242915025775)
30R_S29_R2 - polyg	(1, 0.07532454694273855)	(2, 0.12722902696717717)	(3, 0.12979971990800163)	(4, 0.13035116192685356)	(5, 0.1340247389053819)	(6, 0.13501814548346078)	(7, 0.13668463570219713)	(8, 0.13877687159725302)	(9, 0.14113266433955432)	(10, 0.14746451622660717)	(15, 0.15449540196696937)	(20, 0.1581908744374227)	(25, 0.16077940814944533)	(30, 0.16390073216497636)	(35, 0.16824009428685388)	(40, 0.16981332592887263)	(45, 0.17128924427344697)	(50, 0.1728713963010648)	(55, 0.17463682170553635)	(60, 0.1761670733078505)	(65, 0.17765353392631464)	(70, 0.1792729893846195)	(75, 0.18132143429582537)	(80, 0.18375183389950073)	(85, 0.18596976613708907)	(90, 0.18843260350657925)	(95, 0.19098302284376947)	(100, 0.19407109814934032)	(105, 0.1989529819044707)	(110, 0.20685482165696084)	(115, 0.22235601899571789)	(120, 0.23330863062309176)	(125, 0.24449317227604167)	(130, 0.25836599377089475)	(135, 0.27361255464800543)	(140, 0.28612542281107217)
31R_S30_R2 - polyg	(1, 0.07052742176451551)	(2, 0.18219524846055973)	(3, 0.1841281381750152)	(4, 0.18468495227624362)	(5, 0.18726332075772822)	(6, 0.18824572525480007)	(7, 0.18991971414511746)	(8, 0.19194836169863766)	(9, 0.19463312777908312)	(10, 0.2016894165421667)	(15, 0.20921598269265723)	(20, 0.21292216572312683)	(25, 0.21605663898851352)	(30, 0.2194102913077595)	(35, 0.22353000633952363)	(40, 0.22569200555040808)	(45, 0.22777243326875593)	(50, 0.22980533672623454)	(55, 0.23195527754257012)	(60, 0.2337895721486552)	(65, 0.2354195833647354)	(70, 0.23731062335693293)	(75, 0.2394612734905949)	(80, 0.24201268791367608)	(85, 0.24433499284032828)	(90, 0.2470374918539338)	(95, 0.24965771005767637)	(100, 0.2524034774281927)	(105, 0.25576776950733476)	(110, 0.2601378735553201)	(115, 0.26811485620807823)	(120, 0.2745065146363197)	(125, 0.2816918991528091)	(130, 0.29100027042723065)	(135, 0.30036964299172314)	(140, 0.30621228980932663)
32R_S31_R2 - polyg	(1, 0.045874868834038345)	(2, 0.11740220017253529)	(3, 0.1194463691637628)	(4, 0.11997413643058881)	(5, 0.12369452399462287)	(6, 0.12489500869310738)	(7, 0.12679051084860926)	(8, 0.12949996392970897)	(9, 0.13251046735315314)	(10, 0.13977804561760085)	(15, 0.14797702160786974)	(20, 0.15174869923022916)	(25, 0.15465587920284396)	(30, 0.15806109307513966)	(35, 0.16246014474426124)	(40, 0.16426421679579187)	(45, 0.16616194895382963)	(50, 0.1682165246235579)	(55, 0.17047105718733718)	(60, 0.17239703604416284)	(65, 0.1740502112574319)	(70, 0.1759434834103979)	(75, 0.1785287996836667)	(80, 0.18154153310964674)	(85, 0.18444053640629665)	(90, 0.18748671987031493)	(95, 0.19114020735827247)	(100, 0.19456474791921252)	(105, 0.19858544249141236)	(110, 0.20409429208922583)	(115, 0.21399699001691047)	(120, 0.22219447933882205)	(125, 0.2322436140996965)	(130, 0.2453314989828029)	(135, 0.25976035872415465)	(140, 0.269789423462206)
33R_S32_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0032633648981120725)	(4, 0.0042105460142503595)	(5, 0.0342672488008572)	(6, 0.03548286181225735)	(7, 0.037143304821520014)	(8, 0.03926775153544961)	(9, 0.04109308842323028)	(10, 0.04607211660620174)	(15, 0.05667287562422878)	(20, 0.060724663346138553)	(25, 0.0631052707829752)	(30, 0.06489072636060267)	(35, 0.0654367935303925)	(40, 0.06557867896074522)	(45, 0.06570292458083785)	(50, 0.06578652194250509)	(55, 0.06586781845935584)	(60, 0.06596752173473883)	(65, 0.06607872923420445)	(70, 0.0661891697853979)	(75, 0.06635559756046025)	(80, 0.0665028516287182)	(85, 0.06666851245550837)	(90, 0.06686638510972998)	(95, 0.0671754652634172)	(100, 0.06797002367339232)	(105, 0.06954226763135465)	(110, 0.07222505268742893)	(115, 0.07650002235654214)	(120, 0.0821585667086622)	(125, 0.08918611372661775)	(130, 0.09678427025907284)	(135, 0.1030755469357387)	(140, 0.10571614983684326)
33R_S32_R2 - polyg	(1, 0.056669807831140076)	(2, 0.11169451161846103)	(3, 0.11492719858568604)	(4, 0.11574783323691515)	(5, 0.12032651442181035)	(6, 0.12165716967403702)	(7, 0.12407305673139378)	(8, 0.12689926111436511)	(9, 0.13057677807945262)	(10, 0.13892117528073566)	(15, 0.14854024051037645)	(20, 0.15329071810823924)	(25, 0.15655331605807915)	(30, 0.16009048148935834)	(35, 0.16406404048750609)	(40, 0.16580961475498035)	(45, 0.1674639221780656)	(50, 0.16933450901390473)	(55, 0.17147506164155)	(60, 0.17337325861518746)	(65, 0.17518479043406893)	(70, 0.1771903601658112)	(75, 0.1797811114292242)	(80, 0.1829585781208525)	(85, 0.1858545747965919)	(90, 0.18922301160799218)	(95, 0.19301326996908968)	(100, 0.19734422686207181)	(105, 0.20284477987012345)	(110, 0.2118617907061055)	(115, 0.22909895312327797)	(120, 0.24031863939695164)	(125, 0.25241034585609035)	(130, 0.2673251889051115)	(135, 0.28408530949699007)	(140, 0.296920188831868)
34R_S33_R2 - polyg	(1, 0.030781517254091433)	(2, 0.1485134988797908)	(3, 0.1497888020154535)	(4, 0.15041533175361335)	(5, 0.1527657450908522)	(6, 0.15398914635471467)	(7, 0.15586873556919428)	(8, 0.1583933909046196)	(9, 0.16169657431704829)	(10, 0.16911112743136636)	(15, 0.17708028911863544)	(20, 0.1807801511226801)	(25, 0.18392837037501958)	(30, 0.18713590605227357)	(35, 0.1902856082152359)	(40, 0.19241061913779944)	(45, 0.19435990515155366)	(50, 0.19653014484811454)	(55, 0.19883607086666744)	(60, 0.20099296436762262)	(65, 0.20299192788724274)	(70, 0.20505762238489175)	(75, 0.20795671265259008)	(80, 0.21130512483901617)	(85, 0.21401885127885656)	(90, 0.21683712291760884)	(95, 0.21979256378897602)	(100, 0.2231565465369421)	(105, 0.2265472216761198)	(110, 0.23078463878095254)	(115, 0.2388183070803162)	(120, 0.24576500189312078)	(125, 0.25332413879316806)	(130, 0.2624996482721366)	(135, 0.2719947249903324)	(140, 0.2782459347210139)
35R_S34_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.022040444458638998)	(4, 0.025807834060633972)	(5, 0.08413188624738975)	(6, 0.08800622110260264)	(7, 0.09211389105574555)	(8, 0.09896324840956609)	(9, 0.10009103471622782)	(10, 0.10965971819050771)	(15, 0.14015661548996022)	(20, 0.15026683083735265)	(25, 0.15705396549839185)	(30, 0.16425332549910743)	(35, 0.16713404172896834)	(40, 0.1684397460478017)	(45, 0.16893169421260415)	(50, 0.1692136407892696)	(55, 0.1694810039223144)	(60, 0.16996225756179503)	(65, 0.17068073521750454)	(70, 0.1724978322926345)	(75, 0.1745978481740046)	(80, 0.1827567987649573)	(85, 0.19190061791508967)	(90, 0.19390827198686245)	(95, 0.19561356266090096)	(100, 0.19970859362957266)	(105, 0.2073629570712517)	(110, 0.22081958661479045)	(115, 0.2398159802750175)	(120, 0.25819014700743115)	(125, 0.2785000228230893)	(130, 0.29875059263469017)	(135, 0.314030152630807)	(140, 0.3211371508219253)
35R_S34_R2 - polyg	(1, 0.0854249515817519)	(2, 0.15494422732127466)	(3, 0.17184643847757988)	(4, 0.17555549430509235)	(5, 0.1866048834216531)	(6, 0.18992990856715578)	(7, 0.1957098133887971)	(8, 0.1996667877578602)	(9, 0.20358487294393496)	(10, 0.2177745635868038)	(15, 0.23523677897814102)	(20, 0.24558616280091178)	(25, 0.2526182993147775)	(30, 0.26245629038125157)	(35, 0.2783201603517682)	(40, 0.2818474092488102)	(45, 0.2853357689628639)	(50, 0.2893744106162025)	(55, 0.29365513743364346)	(60, 0.29716488619834075)	(65, 0.3006308846321762)	(70, 0.30462577595465284)	(75, 0.3103191523441452)	(80, 0.31779268108492853)	(85, 0.3254217665576652)	(90, 0.3358576788125849)	(95, 0.3456071969877606)	(100, 0.3580954858748897)	(105, 0.3809195473707437)	(110, 0.4138703521167601)	(115, 0.4979886271501039)	(120, 0.5540853013812028)	(125, 0.6055045791283797)	(130, 0.6642253009816164)	(135, 0.717801956155071)	(140, 0.7527681928094582)
36R_S35_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.0025326301478440505)	(4, 0.003397020517028541)	(5, 0.02455944932212119)	(6, 0.02581062915611586)	(7, 0.027462052001522807)	(8, 0.029570895431400922)	(9, 0.03125258875666258)	(10, 0.03553216193078844)	(15, 0.04411216127627339)	(20, 0.049387296898954144)	(25, 0.05634210781490624)	(30, 0.06120556491156294)	(35, 0.06715001447769783)	(40, 0.07113764569055828)	(45, 0.07256237627571996)	(50, 0.07285095485033484)	(55, 0.07341869451694318)	(60, 0.0761067131280414)	(65, 0.07938332440298121)	(70, 0.08518382102047371)	(75, 0.09656888483249511)	(80, 0.12816857509149168)	(85, 0.1526715195178841)	(90, 0.1590222661914022)	(95, 0.16606923390157863)	(100, 0.17209036868334546)	(105, 0.17844313338885387)	(110, 0.1883012196615377)	(115, 0.2029144619807314)	(120, 0.21286537772496966)	(125, 0.22467490093228704)	(130, 0.237766547130784)	(135, 0.250068470143738)	(140, 0.25747397487086027)
36R_S35_R2 - polyg	(1, 0.045032383863856565)	(2, 0.13081892377210405)	(3, 0.13367107565174782)	(4, 0.13447156167457236)	(5, 0.1388036036804464)	(6, 0.14039784895279442)	(7, 0.14295402280719213)	(8, 0.14593734676620632)	(9, 0.14966397917498614)	(10, 0.1580139228735753)	(15, 0.16745225849227383)	(20, 0.17252491823859306)	(25, 0.17623473371412027)	(30, 0.1801658600312519)	(35, 0.18446494084795084)	(40, 0.18696528248394984)	(45, 0.1891225586815955)	(50, 0.19137199167346547)	(55, 0.19389520433868807)	(60, 0.19592736255293422)	(65, 0.19796759289514168)	(70, 0.2001706111512344)	(75, 0.20290033575679917)	(80, 0.20607268204557272)	(85, 0.20894568692244975)	(90, 0.21246378935889715)	(95, 0.21568053235145762)	(100, 0.21949394013582096)	(105, 0.22459619768466482)	(110, 0.23257684152902652)	(115, 0.24800469609497694)	(120, 0.25920746435054)	(125, 0.2713889781214053)	(130, 0.2859497516088508)	(135, 0.3017132721625234)	(140, 0.31274114431225924)
37R_S36_R2 - polyg	(1, 0.017947662476050525)	(2, 0.11597121611575352)	(3, 0.11820636335655291)	(4, 0.11887437478404393)	(5, 0.12216694295745945)	(6, 0.12340482195342624)	(7, 0.12537719692653956)	(8, 0.12764400347669871)	(9, 0.13067696531336417)	(10, 0.13774965502433556)	(15, 0.1458126479320804)	(20, 0.15003599980067298)	(25, 0.15320762941233418)	(30, 0.15652869096417352)	(35, 0.16024739344157146)	(40, 0.16225016135167017)	(45, 0.16427762352306946)	(50, 0.16632344809389746)	(55, 0.16859721969211577)	(60, 0.17050311011557356)	(65, 0.1723412496170015)	(70, 0.17444659368942586)	(75, 0.17698693667245335)	(80, 0.17980144927453642)	(85, 0.1824785604739981)	(90, 0.18543174085107694)	(95, 0.18843177700600824)	(100, 0.19182185585225184)	(105, 0.19628645165816583)	(110, 0.20284246144038587)	(115, 0.21414990037131937)	(120, 0.22311898271294064)	(125, 0.23323096612244948)	(130, 0.24591178589340953)	(135, 0.2589414912535143)	(140, 0.2680562064181905)
38R_S37_R1 - polyg	(1, 0.0)	(2, 0.0)	(3, 0.005048642121336386)	(4, 0.00623530395703403)	(5, 0.03285347902603628)	(6, 0.03387670839334443)	(7, 0.03553235035572498)	(8, 0.03768539548276921)	(9, 0.03971053693889992)	(10, 0.04606734938330179)	(15, 0.059512867500110665)	(20, 0.06462332972905527)	(25, 0.06783513302088362)	(30, 0.07036336224927417)	(35, 0.07118905150261587)	(40, 0.07140719831911838)	(45, 0.07163102974321703)	(50, 0.07179588336350558)	(55, 0.07189394284453927)	(60, 0.07198489656607776)	(65, 0.07213340693952736)	(70, 0.07229044422437117)	(75, 0.0724624036041549)	(80, 0.07267202350926318)	(85, 0.07292783085109021)	(90, 0.07315734688278502)	(95, 0.0734870541233621)	(100, 0.07439517018684808)	(105, 0.07667896128860391)	(110, 0.08063189529578114)	(115, 0.08643161619575969)	(120, 0.09492584109631637)	(125, 0.10510413099723437)	(130, 0.11622109172746768)	(135, 0.12452985630519975)	(140, 0.12775089708437187)
38R_S37_R2 - polyg	(1, 0.03002893962669608)	(2, 0.08928031517738357)	(3, 0.09272660853255336)	(4, 0.09372141486188074)	(5, 0.09886598473640226)	(6, 0.10028003087594616)	(7, 0.1025680854333991)	(8, 0.10565553793406153)	(9, 0.10939316742853436)	(10, 0.11831800135449988)	(15, 0.12885868498967284)	(20, 0.13367994280716297)	(25, 0.13720226778893135)	(30, 0.14138969185945005)	(35, 0.14673961818338271)	(40, 0.14853169072807104)	(45, 0.15034721227909348)	(50, 0.15227713655798858)	(55, 0.15434846545083805)	(60, 0.15605597945753352)	(65, 0.15781891838829154)	(70, 0.15968844371147745)	(75, 0.16203192319299292)	(80, 0.16476764059864318)	(85, 0.16729231694728613)	(90, 0.17000600649850128)	(95, 0.17308848496751708)	(100, 0.1771302409683843)	(105, 0.18334564879883178)	(110, 0.19333421492122804)	(115, 0.2117914252099983)	(120, 0.2274404393462673)	(125, 0.24550896459065036)	(130, 0.26923722727295657)	(135, 0.29338330861358036)	(140, 0.3080346741167239)
