Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25
32R_S31_R2	(25, 214.0)	(30, 407.0)	(35, 450.0)	(40, 642.0)	(45, 835.0)	(50, 1090.0)	(55, 1112.0)	(60, 1336.0)	(65, 1649.0)	(70, 1817.0)	(75, 1833.0)	(80, 1366.0)	(85, 1048.0)	(90, 845.0)	(95, 1013.0)	(100, 1237.0)	(105, 1593.0)	(110, 2027.0)	(115, 2237.0)	(120, 1972.0)	(125, 1660.0)	(130, 1434.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 26877982.0)
33R_S32_R1	(25, 1212.0)	(30, 2383.0)	(35, 4008.0)	(40, 2885.0)	(45, 2899.0)	(50, 3227.0)	(55, 2218.0)	(60, 2160.0)	(65, 2382.0)	(70, 2573.0)	(75, 2557.0)	(80, 2414.0)	(85, 2548.0)	(90, 2418.0)	(95, 3125.0)	(100, 3875.0)	(105, 4787.0)	(110, 4987.0)	(115, 6033.0)	(120, 4662.0)	(125, 5148.0)	(130, 3333.0)	(135, 0.0)	(140, 1.0)	(145, 0.0)	(150, 26005543.0)
33R_S32_R2	(25, 296.0)	(30, 462.0)	(35, 529.0)	(40, 723.0)	(45, 911.0)	(50, 1304.0)	(55, 1241.0)	(60, 1598.0)	(65, 1839.0)	(70, 1951.0)	(75, 1764.0)	(80, 1341.0)	(85, 1003.0)	(90, 869.0)	(95, 1041.0)	(100, 1146.0)	(105, 1585.0)	(110, 1908.0)	(115, 2038.0)	(120, 1693.0)	(125, 1601.0)	(130, 1080.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 26049455.0)
34R_S33_R1	(25, 500.0)	(30, 988.0)	(35, 2483.0)	(40, 1475.0)	(45, 1661.0)	(50, 1900.0)	(55, 1554.0)	(60, 1656.0)	(65, 2025.0)	(70, 2317.0)	(75, 2589.0)	(80, 2387.0)	(85, 2848.0)	(90, 2670.0)	(95, 3672.0)	(100, 4265.0)	(105, 5364.0)	(110, 6224.0)	(115, 7228.0)	(120, 6187.0)	(125, 6031.0)	(130, 4287.0)	(135, 0.0)	(140, 2.0)	(145, 0.0)	(150, 26903666.0)
34R_S33_R2	(25, 182.0)	(30, 317.0)	(35, 296.0)	(40, 413.0)	(45, 590.0)	(50, 859.0)	(55, 892.0)	(60, 1282.0)	(65, 1614.0)	(70, 1765.0)	(75, 1857.0)	(80, 1408.0)	(85, 1220.0)	(90, 1088.0)	(95, 1578.0)	(100, 1786.0)	(105, 2723.0)	(110, 3014.0)	(115, 2969.0)	(120, 2421.0)	(125, 2194.0)	(130, 1644.0)	(135, 0.0)	(140, 0.0)	(145, 1.0)	(150, 26941866.0)
35R_S34_R1	(25, 9060.0)	(30, 10035.0)	(35, 27501.0)	(40, 12155.0)	(45, 14031.0)	(50, 13314.0)	(55, 7652.0)	(60, 6612.0)	(65, 6560.0)	(70, 5412.0)	(75, 5223.0)	(80, 4513.0)	(85, 4008.0)	(90, 3823.0)	(95, 4779.0)	(100, 5775.0)	(105, 6294.0)	(110, 6798.0)	(115, 6788.0)	(120, 6119.0)	(125, 6101.0)	(130, 4639.0)	(135, 0.0)	(140, 2.0)	(145, 0.0)	(150, 20394079.0)
35R_S34_R2	(25, 1951.0)	(30, 3114.0)	(35, 2827.0)	(40, 3037.0)	(45, 3055.0)	(50, 4305.0)	(55, 3383.0)	(60, 3739.0)	(65, 4101.0)	(70, 4323.0)	(75, 4072.0)	(80, 2818.0)	(85, 2245.0)	(90, 2024.0)	(95, 2595.0)	(100, 3835.0)	(105, 4154.0)	(110, 4646.0)	(115, 5257.0)	(120, 5638.0)	(125, 4254.0)	(130, 3532.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 20492368.0)
36R_S35_R1	(25, 1072.0)	(30, 2140.0)	(35, 5152.0)	(40, 2838.0)	(45, 2899.0)	(50, 3132.0)	(55, 2383.0)	(60, 2242.0)	(65, 2276.0)	(70, 2618.0)	(75, 2561.0)	(80, 2435.0)	(85, 2390.0)	(90, 2598.0)	(95, 3682.0)	(100, 4458.0)	(105, 5704.0)	(110, 5817.0)	(115, 6392.0)	(120, 5472.0)	(125, 5667.0)	(130, 4164.0)	(135, 1.0)	(140, 1.0)	(145, 0.0)	(150, 29653843.0)
36R_S35_R2	(25, 271.0)	(30, 521.0)	(35, 562.0)	(40, 727.0)	(45, 865.0)	(50, 1186.0)	(55, 1245.0)	(60, 1484.0)	(65, 2007.0)	(70, 2678.0)	(75, 3029.0)	(80, 3401.0)	(85, 4036.0)	(90, 5789.0)	(95, 9860.0)	(100, 10700.0)	(105, 17426.0)	(110, 18289.0)	(115, 21798.0)	(120, 19150.0)	(125, 15684.0)	(130, 15985.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 29575244.0)
37R_S36_R1	(25, 1234.0)	(30, 2275.0)	(35, 3794.0)	(40, 2763.0)	(45, 2975.0)	(50, 3332.0)	(55, 2254.0)	(60, 2325.0)	(65, 2391.0)	(70, 2568.0)	(75, 2675.0)	(80, 2371.0)	(85, 2419.0)	(90, 2266.0)	(95, 3033.0)	(100, 3643.0)	(105, 4551.0)	(110, 5268.0)	(115, 6270.0)	(120, 5659.0)	(125, 5557.0)	(130, 3839.0)	(135, 0.0)	(140, 2.0)	(145, 0.0)	(150, 31512822.0)
37R_S36_R2	(25, 372.0)	(30, 551.0)	(35, 540.0)	(40, 759.0)	(45, 941.0)	(50, 1342.0)	(55, 1235.0)	(60, 1620.0)	(65, 1816.0)	(70, 1989.0)	(75, 1956.0)	(80, 1377.0)	(85, 982.0)	(90, 793.0)	(95, 1053.0)	(100, 1197.0)	(105, 1665.0)	(110, 1914.0)	(115, 2027.0)	(120, 1709.0)	(125, 1511.0)	(130, 1181.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 31557756.0)
38R_S37_R1	(25, 1805.0)	(30, 3649.0)	(35, 5602.0)	(40, 5272.0)	(45, 5748.0)	(50, 6142.0)	(55, 3676.0)	(60, 3457.0)	(65, 3357.0)	(70, 3381.0)	(75, 3162.0)	(80, 2778.0)	(85, 2534.0)	(90, 2570.0)	(95, 3310.0)	(100, 4245.0)	(105, 5011.0)	(110, 5578.0)	(115, 6480.0)	(120, 6306.0)	(125, 6213.0)	(130, 4229.0)	(135, 1592.0)	(140, 8743.0)	(145, 413494.0)	(150, 27627848.0)
38R_S37_R2	(25, 617.0)	(30, 1081.0)	(35, 1110.0)	(40, 1345.0)	(45, 1722.0)	(50, 2359.0)	(55, 2127.0)	(60, 2385.0)	(65, 2850.0)	(70, 2779.0)	(75, 2689.0)	(80, 1995.0)	(85, 1611.0)	(90, 1448.0)	(95, 1605.0)	(100, 1905.0)	(105, 2403.0)	(110, 2745.0)	(115, 3181.0)	(120, 3274.0)	(125, 3786.0)	(130, 3994.0)	(135, 5757.0)	(140, 21121.0)	(145, 711264.0)	(150, 27359029.0)
39R_S38_R1	(25, 931.0)	(30, 2020.0)	(35, 5656.0)	(40, 2906.0)	(45, 2840.0)	(50, 2895.0)	(55, 2204.0)	(60, 2551.0)	(65, 2780.0)	(70, 2290.0)	(75, 2320.0)	(80, 2073.0)	(85, 2003.0)	(90, 1909.0)	(95, 2703.0)	(100, 3142.0)	(105, 3995.0)	(110, 4210.0)	(115, 4930.0)	(120, 4124.0)	(125, 4248.0)	(130, 3211.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 28203333.0)
39R_S38_R2	(25, 271.0)	(30, 544.0)	(35, 589.0)	(40, 720.0)	(45, 994.0)	(50, 1265.0)	(55, 1309.0)	(60, 1639.0)	(65, 1956.0)	(70, 2024.0)	(75, 1932.0)	(80, 1783.0)	(85, 1627.0)	(90, 2296.0)	(95, 2726.0)	(100, 2233.0)	(105, 2976.0)	(110, 3373.0)	(115, 5111.0)	(120, 4626.0)	(125, 4239.0)	(130, 3984.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 28221057.0)
3R_S2_R1	(25, 1258.0)	(30, 2307.0)	(35, 4196.0)	(40, 3869.0)	(45, 3868.0)	(50, 5093.0)	(55, 4483.0)	(60, 5748.0)	(65, 7330.0)	(70, 8557.0)	(75, 9458.0)	(80, 8372.0)	(85, 6080.0)	(90, 5062.0)	(95, 5999.0)	(100, 8210.0)	(105, 10753.0)	(110, 12388.0)	(115, 12609.0)	(120, 11902.0)	(125, 11251.0)	(130, 7845.0)	(135, 2.0)	(140, 5.0)	(145, 0.0)	(150, 45019705.0)
3R_S2_R2	(25, 294.0)	(30, 679.0)	(35, 901.0)	(40, 1542.0)	(45, 1824.0)	(50, 2849.0)	(55, 3228.0)	(60, 4783.0)	(65, 6356.0)	(70, 7910.0)	(75, 8654.0)	(80, 6658.0)	(85, 4081.0)	(90, 2812.0)	(95, 5226.0)	(100, 9361.0)	(105, 12937.0)	(110, 13943.0)	(115, 18141.0)	(120, 17972.0)	(125, 16369.0)	(130, 14469.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 45015361.0)
40R_S39_R1	(25, 822.0)	(30, 1613.0)	(35, 2708.0)	(40, 2129.0)	(45, 2112.0)	(50, 2390.0)	(55, 1716.0)	(60, 1717.0)	(65, 1847.0)	(70, 2035.0)	(75, 2188.0)	(80, 1994.0)	(85, 2285.0)	(90, 2331.0)	(95, 3006.0)	(100, 3737.0)	(105, 4240.0)	(110, 5083.0)	(115, 6007.0)	(120, 5524.0)	(125, 5704.0)	(130, 3869.0)	(135, 1.0)	(140, 4.0)	(145, 0.0)	(150, 32567067.0)
40R_S39_R2	(25, 242.0)	(30, 446.0)	(35, 445.0)	(40, 570.0)	(45, 789.0)	(50, 996.0)	(55, 961.0)	(60, 1175.0)	(65, 1499.0)	(70, 1583.0)	(75, 1760.0)	(80, 1444.0)	(85, 1292.0)	(90, 1781.0)	(95, 1818.0)	(100, 2101.0)	(105, 2294.0)	(110, 2889.0)	(115, 4502.0)	(120, 3863.0)	(125, 3030.0)	(130, 2445.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 32594204.0)
41R_S40_R1	(25, 1155.0)	(30, 2464.0)	(35, 3036.0)	(40, 2738.0)	(45, 2923.0)	(50, 3262.0)	(55, 2378.0)	(60, 2251.0)	(65, 2565.0)	(70, 2862.0)	(75, 2827.0)	(80, 2905.0)	(85, 3188.0)	(90, 2598.0)	(95, 3574.0)	(100, 4411.0)	(105, 5124.0)	(110, 5228.0)	(115, 5697.0)	(120, 5128.0)	(125, 5145.0)	(130, 3763.0)	(135, 1775.0)	(140, 7841.0)	(145, 326049.0)	(150, 20680632.0)
41R_S40_R2	(25, 392.0)	(30, 730.0)	(35, 719.0)	(40, 922.0)	(45, 1135.0)	(50, 1531.0)	(55, 1569.0)	(60, 1644.0)	(65, 2203.0)	(70, 2305.0)	(75, 2496.0)	(80, 2131.0)	(85, 1719.0)	(90, 1434.0)	(95, 1663.0)	(100, 1781.0)	(105, 2283.0)	(110, 2573.0)	(115, 2921.0)	(120, 2702.0)	(125, 2889.0)	(130, 3369.0)	(135, 4707.0)	(140, 14757.0)	(145, 441041.0)	(150, 20589903.0)
42R_S41_R1	(25, 336.0)	(30, 712.0)	(35, 2003.0)	(40, 1090.0)	(45, 1314.0)	(50, 1449.0)	(55, 1205.0)	(60, 1265.0)	(65, 1316.0)	(70, 1463.0)	(75, 1497.0)	(80, 1280.0)	(85, 1177.0)	(90, 1094.0)	(95, 1473.0)	(100, 1746.0)	(105, 2225.0)	(110, 2664.0)	(115, 2731.0)	(120, 2387.0)	(125, 2534.0)	(130, 1584.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 24869684.0)
42R_S41_R2	(25, 120.0)	(30, 207.0)	(35, 230.0)	(40, 316.0)	(45, 472.0)	(50, 633.0)	(55, 619.0)	(60, 877.0)	(65, 1089.0)	(70, 1159.0)	(75, 1249.0)	(80, 874.0)	(85, 681.0)	(90, 598.0)	(95, 1054.0)	(100, 1135.0)	(105, 1741.0)	(110, 2005.0)	(115, 1753.0)	(120, 1559.0)	(125, 1445.0)	(130, 1631.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 24882782.0)
43R_S42_R1	(25, 894.0)	(30, 1857.0)	(35, 3847.0)	(40, 2367.0)	(45, 2619.0)	(50, 2680.0)	(55, 2228.0)	(60, 1989.0)	(65, 2176.0)	(70, 2222.0)	(75, 2230.0)	(80, 2161.0)	(85, 2044.0)	(90, 2008.0)	(95, 2776.0)	(100, 3398.0)	(105, 4108.0)	(110, 4523.0)	(115, 5051.0)	(120, 4564.0)	(125, 4617.0)	(130, 3228.0)	(135, 0.0)	(140, 1.0)	(145, 0.0)	(150, 23493958.0)
43R_S42_R2	(25, 227.0)	(30, 383.0)	(35, 405.0)	(40, 528.0)	(45, 715.0)	(50, 1105.0)	(55, 1057.0)	(60, 1224.0)	(65, 1589.0)	(70, 1657.0)	(75, 1650.0)	(80, 1098.0)	(85, 752.0)	(90, 748.0)	(95, 905.0)	(100, 1049.0)	(105, 1408.0)	(110, 1640.0)	(115, 1927.0)	(120, 1695.0)	(125, 1667.0)	(130, 1319.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 23532798.0)
44R_S43_R1	(25, 1835.0)	(30, 4188.0)	(35, 8830.0)	(40, 4772.0)	(45, 5402.0)	(50, 5394.0)	(55, 4109.0)	(60, 3103.0)	(65, 2900.0)	(70, 3013.0)	(75, 3178.0)	(80, 3126.0)	(85, 3134.0)	(90, 3011.0)	(95, 4177.0)	(100, 5229.0)	(105, 5771.0)	(110, 6353.0)	(115, 6953.0)	(120, 6106.0)	(125, 6369.0)	(130, 4670.0)	(135, 0.0)	(140, 1.0)	(145, 0.0)	(150, 20224369.0)
44R_S43_R2	(25, 458.0)	(30, 779.0)	(35, 879.0)	(40, 989.0)	(45, 1464.0)	(50, 2260.0)	(55, 1957.0)	(60, 1846.0)	(65, 1996.0)	(70, 2282.0)	(75, 2343.0)	(80, 1969.0)	(85, 1588.0)	(90, 1478.0)	(95, 1919.0)	(100, 2383.0)	(105, 2860.0)	(110, 3046.0)	(115, 3692.0)	(120, 3414.0)	(125, 3669.0)	(130, 3796.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 20278926.0)
45R_S44_R1	(25, 317.0)	(30, 619.0)	(35, 2171.0)	(40, 1127.0)	(45, 1476.0)	(50, 1619.0)	(55, 1407.0)	(60, 1447.0)	(65, 1700.0)	(70, 1740.0)	(75, 1777.0)	(80, 1624.0)	(85, 1630.0)	(90, 1339.0)	(95, 1848.0)	(100, 1993.0)	(105, 2549.0)	(110, 2941.0)	(115, 3458.0)	(120, 2934.0)	(125, 3120.0)	(130, 2147.0)	(135, 1.0)	(140, 1.0)	(145, 0.0)	(150, 26537919.0)
45R_S44_R2	(25, 132.0)	(30, 196.0)	(35, 249.0)	(40, 355.0)	(45, 444.0)	(50, 664.0)	(55, 715.0)	(60, 974.0)	(65, 1224.0)	(70, 1343.0)	(75, 1464.0)	(80, 1341.0)	(85, 1010.0)	(90, 1108.0)	(95, 1180.0)	(100, 1213.0)	(105, 1862.0)	(110, 2122.0)	(115, 2832.0)	(120, 2706.0)	(125, 2483.0)	(130, 1909.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 26551378.0)
46R_S45_R1	(25, 344.0)	(30, 606.0)	(35, 2048.0)	(40, 939.0)	(45, 1166.0)	(50, 1381.0)	(55, 1243.0)	(60, 1480.0)	(65, 1837.0)	(70, 1851.0)	(75, 1964.0)	(80, 1888.0)	(85, 2232.0)	(90, 2003.0)	(95, 3105.0)	(100, 3395.0)	(105, 4314.0)	(110, 4785.0)	(115, 5759.0)	(120, 4738.0)	(125, 5210.0)	(130, 3831.0)	(135, 1.0)	(140, 3.0)	(145, 0.0)	(150, 27088842.0)
46R_S45_R2	(25, 106.0)	(30, 212.0)	(35, 250.0)	(40, 338.0)	(45, 403.0)	(50, 635.0)	(55, 703.0)	(60, 932.0)	(65, 1200.0)	(70, 1359.0)	(75, 1402.0)	(80, 1186.0)	(85, 945.0)	(90, 1110.0)	(95, 1219.0)	(100, 1311.0)	(105, 2058.0)	(110, 2277.0)	(115, 3184.0)	(120, 3018.0)	(125, 2797.0)	(130, 1948.0)	(135, 0.0)	(140, 0.0)	(145, 2.0)	(150, 27116370.0)
47R_S46_R1	(25, 1357.0)	(30, 2608.0)	(35, 4601.0)	(40, 3544.0)	(45, 3533.0)	(50, 3725.0)	(55, 2713.0)	(60, 2601.0)	(65, 2805.0)	(70, 2941.0)	(75, 3049.0)	(80, 2770.0)	(85, 2875.0)	(90, 2686.0)	(95, 3817.0)	(100, 4677.0)	(105, 5852.0)	(110, 6488.0)	(115, 7252.0)	(120, 6234.0)	(125, 6490.0)	(130, 4619.0)	(135, 0.0)	(140, 1.0)	(145, 0.0)	(150, 31447673.0)
47R_S46_R2	(25, 384.0)	(30, 605.0)	(35, 664.0)	(40, 831.0)	(45, 979.0)	(50, 1270.0)	(55, 1425.0)	(60, 1608.0)	(65, 2033.0)	(70, 2296.0)	(75, 2394.0)	(80, 2035.0)	(85, 1695.0)	(90, 1690.0)	(95, 3110.0)	(100, 5092.0)	(105, 6494.0)	(110, 6514.0)	(115, 8239.0)	(120, 8683.0)	(125, 9130.0)	(130, 8224.0)	(135, 0.0)	(140, 0.0)	(145, 1.0)	(150, 31459515.0)
48R_S47_R1	(25, 880.0)	(30, 1727.0)	(35, 3841.0)	(40, 2624.0)	(45, 2764.0)	(50, 3055.0)	(55, 2423.0)	(60, 2473.0)	(65, 2731.0)	(70, 2760.0)	(75, 2740.0)	(80, 2546.0)	(85, 2467.0)	(90, 2484.0)	(95, 3202.0)	(100, 3742.0)	(105, 4651.0)	(110, 5117.0)	(115, 5967.0)	(120, 5219.0)	(125, 5654.0)	(130, 4329.0)	(135, 4423.0)	(140, 16306.0)	(145, 429191.0)	(150, 25961461.0)
48R_S47_R2	(25, 241.0)	(30, 431.0)	(35, 525.0)	(40, 816.0)	(45, 1013.0)	(50, 1310.0)	(55, 1378.0)	(60, 1643.0)	(65, 2045.0)	(70, 2139.0)	(75, 2175.0)	(80, 1815.0)	(85, 1554.0)	(90, 1578.0)	(95, 2046.0)	(100, 2264.0)	(105, 3242.0)	(110, 3446.0)	(115, 3594.0)	(120, 3453.0)	(125, 3646.0)	(130, 3940.0)	(135, 4911.0)	(140, 20173.0)	(145, 640792.0)	(150, 25774607.0)
49R_S48_R1	(25, 579.0)	(30, 1286.0)	(35, 4139.0)	(40, 1755.0)	(45, 2101.0)	(50, 2227.0)	(55, 1932.0)	(60, 2023.0)	(65, 2245.0)	(70, 2398.0)	(75, 2330.0)	(80, 2217.0)	(85, 2262.0)	(90, 2079.0)	(95, 3022.0)	(100, 3384.0)	(105, 4221.0)	(110, 4883.0)	(115, 6255.0)	(120, 5270.0)	(125, 5536.0)	(130, 3617.0)	(135, 1.0)	(140, 3.0)	(145, 0.0)	(150, 38044953.0)
49R_S48_R2	(25, 184.0)	(30, 366.0)	(35, 395.0)	(40, 565.0)	(45, 767.0)	(50, 1068.0)	(55, 1008.0)	(60, 1360.0)	(65, 1592.0)	(70, 1800.0)	(75, 1663.0)	(80, 1354.0)	(85, 991.0)	(90, 1040.0)	(95, 1067.0)	(100, 1139.0)	(105, 1523.0)	(110, 1815.0)	(115, 2406.0)	(120, 1973.0)	(125, 1811.0)	(130, 1239.0)	(135, 0.0)	(140, 0.0)	(145, 2.0)	(150, 38083590.0)
4R_S3_R1	(25, 1319.0)	(30, 2475.0)	(35, 5510.0)	(40, 4493.0)	(45, 5224.0)	(50, 6592.0)	(55, 5758.0)	(60, 7380.0)	(65, 8640.0)	(70, 9817.0)	(75, 10110.0)	(80, 9023.0)	(85, 6430.0)	(90, 4904.0)	(95, 5655.0)	(100, 6588.0)	(105, 7546.0)	(110, 9829.0)	(115, 10227.0)	(120, 9313.0)	(125, 9174.0)	(130, 5471.0)	(135, 0.0)	(140, 3.0)	(145, 0.0)	(150, 32879144.0)
4R_S3_R2	(25, 400.0)	(30, 775.0)	(35, 1213.0)	(40, 2027.0)	(45, 2715.0)	(50, 3992.0)	(55, 4102.0)	(60, 6285.0)	(65, 7580.0)	(70, 8723.0)	(75, 9084.0)	(80, 6571.0)	(85, 3937.0)	(90, 2130.0)	(95, 2341.0)	(100, 2905.0)	(105, 3520.0)	(110, 4287.0)	(115, 4577.0)	(120, 4265.0)	(125, 3803.0)	(130, 2730.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 32942663.0)
50R_S49_R1	(25, 3585.0)	(30, 7171.0)	(35, 9077.0)	(40, 7127.0)	(45, 7755.0)	(50, 7952.0)	(55, 5458.0)	(60, 5238.0)	(65, 5003.0)	(70, 4323.0)	(75, 4116.0)	(80, 3697.0)	(85, 3727.0)	(90, 3308.0)	(95, 4494.0)	(100, 5231.0)	(105, 6461.0)	(110, 6608.0)	(115, 7379.0)	(120, 6344.0)	(125, 6500.0)	(130, 4729.0)	(135, 0.0)	(140, 2.0)	(145, 0.0)	(150, 22858264.0)
50R_S49_R2	(25, 928.0)	(30, 1614.0)	(35, 1617.0)	(40, 2001.0)	(45, 2323.0)	(50, 2935.0)	(55, 2428.0)	(60, 3007.0)	(65, 3282.0)	(70, 3612.0)	(75, 3464.0)	(80, 2978.0)	(85, 2591.0)	(90, 2617.0)	(95, 3770.0)	(100, 4519.0)	(105, 4620.0)	(110, 4483.0)	(115, 5961.0)	(120, 4728.0)	(125, 3830.0)	(130, 2955.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 22913286.0)
51R_S50_R1	(25, 1216.0)	(30, 2264.0)	(35, 3174.0)	(40, 2725.0)	(45, 2888.0)	(50, 3198.0)	(55, 2407.0)	(60, 2521.0)	(65, 2668.0)	(70, 2731.0)	(75, 2679.0)	(80, 2321.0)	(85, 1986.0)	(90, 1832.0)	(95, 2240.0)	(100, 2743.0)	(105, 3203.0)	(110, 3608.0)	(115, 4074.0)	(120, 3642.0)	(125, 3446.0)	(130, 2225.0)	(135, 0.0)	(140, 2.0)	(145, 0.0)	(150, 22729971.0)
51R_S50_R2	(25, 278.0)	(30, 577.0)	(35, 549.0)	(40, 719.0)	(45, 979.0)	(50, 1187.0)	(55, 1242.0)	(60, 1682.0)	(65, 1944.0)	(70, 2182.0)	(75, 2040.0)	(80, 1524.0)	(85, 986.0)	(90, 786.0)	(95, 862.0)	(100, 971.0)	(105, 1245.0)	(110, 1479.0)	(115, 1517.0)	(120, 1328.0)	(125, 1185.0)	(130, 880.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 22763622.0)
52R_S51_R1	(25, 204.0)	(30, 444.0)	(35, 1133.0)	(40, 721.0)	(45, 992.0)	(50, 1180.0)	(55, 1087.0)	(60, 1353.0)	(65, 1630.0)	(70, 1739.0)	(75, 1900.0)	(80, 1653.0)	(85, 1846.0)	(90, 1682.0)	(95, 2470.0)	(100, 2800.0)	(105, 3452.0)	(110, 4193.0)	(115, 4947.0)	(120, 4167.0)	(125, 4152.0)	(130, 2700.0)	(135, 0.0)	(140, 1.0)	(145, 0.0)	(150, 25459890.0)
52R_S51_R2	(25, 81.0)	(30, 179.0)	(35, 177.0)	(40, 314.0)	(45, 380.0)	(50, 604.0)	(55, 662.0)	(60, 958.0)	(65, 1278.0)	(70, 1440.0)	(75, 1493.0)	(80, 1077.0)	(85, 971.0)	(90, 964.0)	(95, 1511.0)	(100, 1556.0)	(105, 2349.0)	(110, 2688.0)	(115, 2428.0)	(120, 2073.0)	(125, 1795.0)	(130, 1311.0)	(135, 0.0)	(140, 0.0)	(145, 1.0)	(150, 25480046.0)
53R_S52_R1	(25, 1237.0)	(30, 2394.0)	(35, 2671.0)	(40, 2615.0)	(45, 2716.0)	(50, 2860.0)	(55, 1947.0)	(60, 1834.0)	(65, 2009.0)	(70, 2049.0)	(75, 2038.0)	(80, 2055.0)	(85, 2000.0)	(90, 2083.0)	(95, 2549.0)	(100, 3334.0)	(105, 3797.0)	(110, 4601.0)	(115, 4924.0)	(120, 4504.0)	(125, 4372.0)	(130, 2961.0)	(135, 0.0)	(140, 4.0)	(145, 0.0)	(150, 24387925.0)
53R_S52_R2	(25, 335.0)	(30, 512.0)	(35, 485.0)	(40, 615.0)	(45, 764.0)	(50, 997.0)	(55, 997.0)	(60, 1254.0)	(65, 1525.0)	(70, 1612.0)	(75, 1623.0)	(80, 1134.0)	(85, 834.0)	(90, 732.0)	(95, 886.0)	(100, 1040.0)	(105, 1425.0)	(110, 1655.0)	(115, 1656.0)	(120, 1433.0)	(125, 1286.0)	(130, 1100.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 24425579.0)
54R_S53_R1	(25, 342.0)	(30, 789.0)	(35, 1627.0)	(40, 1285.0)	(45, 1391.0)	(50, 1531.0)	(55, 1237.0)	(60, 1235.0)	(65, 1399.0)	(70, 1495.0)	(75, 1494.0)	(80, 1336.0)	(85, 1330.0)	(90, 1393.0)	(95, 1905.0)	(100, 2311.0)	(105, 2941.0)	(110, 3843.0)	(115, 4167.0)	(120, 3602.0)	(125, 3982.0)	(130, 2634.0)	(135, 0.0)	(140, 6.0)	(145, 0.0)	(150, 28793919.0)
54R_S53_R2	(25, 123.0)	(30, 202.0)	(35, 269.0)	(40, 347.0)	(45, 474.0)	(50, 665.0)	(55, 742.0)	(60, 921.0)	(65, 1135.0)	(70, 1305.0)	(75, 1268.0)	(80, 823.0)	(85, 838.0)	(90, 821.0)	(95, 1764.0)	(100, 1748.0)	(105, 2425.0)	(110, 2752.0)	(115, 2566.0)	(120, 2304.0)	(125, 2078.0)	(130, 1916.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 28809708.0)
55R_S54_R1	(25, 1238.0)	(30, 2836.0)	(35, 3428.0)	(40, 3262.0)	(45, 3576.0)	(50, 4047.0)	(55, 3249.0)	(60, 3193.0)	(65, 3242.0)	(70, 3092.0)	(75, 3104.0)	(80, 2768.0)	(85, 2438.0)	(90, 2157.0)	(95, 2516.0)	(100, 3136.0)	(105, 3807.0)	(110, 3784.0)	(115, 4140.0)	(120, 3423.0)	(125, 3476.0)	(130, 2327.0)	(135, 0.0)	(140, 4.0)	(145, 0.0)	(150, 19154208.0)
55R_S54_R2	(25, 387.0)	(30, 719.0)	(35, 838.0)	(40, 1076.0)	(45, 1275.0)	(50, 1838.0)	(55, 1863.0)	(60, 2176.0)	(65, 2607.0)	(70, 2903.0)	(75, 3128.0)	(80, 2947.0)	(85, 2728.0)	(90, 3076.0)	(95, 4272.0)	(100, 4856.0)	(105, 5285.0)	(110, 5151.0)	(115, 7240.0)	(120, 5672.0)	(125, 4341.0)	(130, 3490.0)	(135, 0.0)	(140, 0.0)	(145, 0.0)	(150, 19154583.0)
56R_S55_R1	(25, 1769.0)	(30, 4062.0)	(35, 4298.0)	(40, 3724.0)	(45, 4018.0)	(50, 4036.0)	(55, 2868.0)	(60, 2284.0)	(65, 2077.0)	(70, 1974.0)	(75, 1890.0)	(80, 1756.0)	(85, 2055.0)	(90, 1921.0)	(95, 2119.0)	(100, 2907.0)	(105, 3332.0)	(110, 4420.0)	(115, 5098.0)	(120, 4371.0)	(125, 4240.0)	(130, 3022.0)	(135, 0.0)	(140, 1.0)	(145, 0.0)	(150, 20649020.0)
