Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26
2R_S8_R1	(13.0, 6.0)	(14.0, 103.0)	(15.0, 419.0)	(16.0, 1175.0)	(17.0, 2234.0)	(18.0, 2500.0)	(19.0, 3760.0)	(20.0, 7464.0)	(21.0, 13739.0)	(22.0, 23255.0)	(23.0, 34954.0)	(24.0, 44788.0)	(25.0, 58852.0)	(26.0, 77908.0)	(27.0, 114745.0)	(28.0, 163231.0)	(29.0, 231533.0)	(30.0, 314986.0)	(31.0, 424909.0)	(32.0, 548915.0)	(33.0, 754943.0)	(34.0, 1150045.0)	(35.0, 2704181.0)	(36.0, 17710929.0)	(37.0, 508223.0)		
2R_S8_R2	(11.0, 160.0)	(12.0, 2297.0)	(13.0, 4619.0)	(14.0, 4799.0)	(15.0, 4387.0)	(16.0, 4103.0)	(17.0, 4778.0)	(18.0, 6136.0)	(19.0, 9608.0)	(20.0, 13910.0)	(21.0, 19357.0)	(22.0, 26161.0)	(23.0, 38991.0)	(24.0, 55853.0)	(25.0, 74021.0)	(26.0, 90319.0)	(27.0, 116723.0)	(28.0, 151268.0)	(29.0, 201781.0)	(30.0, 268820.0)	(31.0, 369970.0)	(32.0, 513847.0)	(33.0, 795556.0)	(34.0, 1430046.0)	(35.0, 4219251.0)	(36.0, 16190211.0)	(37.0, 280825.0)
30R_S29_R1	(13.0, 8.0)	(14.0, 87.0)	(15.0, 394.0)	(16.0, 1441.0)	(17.0, 2751.0)	(18.0, 2978.0)	(19.0, 2596.0)	(20.0, 2424.0)	(21.0, 2976.0)	(22.0, 5344.0)	(23.0, 12369.0)	(24.0, 23945.0)	(25.0, 37401.0)	(26.0, 51491.0)	(27.0, 74540.0)	(28.0, 111394.0)	(29.0, 168215.0)	(30.0, 244676.0)	(31.0, 348011.0)	(32.0, 473897.0)	(33.0, 687411.0)	(34.0, 1091681.0)	(35.0, 2763522.0)	(36.0, 18189110.0)	(37.0, 363949.0)		
30R_S29_R2	(11.0, 164.0)	(12.0, 2321.0)	(13.0, 4921.0)	(14.0, 5089.0)	(15.0, 4701.0)	(16.0, 4590.0)	(17.0, 5726.0)	(18.0, 8499.0)	(19.0, 10972.0)	(20.0, 12679.0)	(21.0, 15751.0)	(22.0, 22066.0)	(23.0, 36568.0)	(24.0, 56346.0)	(25.0, 74532.0)	(26.0, 87710.0)	(27.0, 111410.0)	(28.0, 145335.0)	(29.0, 194856.0)	(30.0, 262737.0)	(31.0, 367499.0)	(32.0, 518871.0)	(33.0, 828992.0)	(34.0, 1552569.0)	(35.0, 4590002.0)	(36.0, 15472931.0)	(37.0, 264774.0)
31R_S30_R1	(13.0, 2.0)	(14.0, 17.0)	(15.0, 150.0)	(16.0, 558.0)	(17.0, 1317.0)	(18.0, 1767.0)	(19.0, 2740.0)	(20.0, 5097.0)	(21.0, 9454.0)	(22.0, 15422.0)	(23.0, 22143.0)	(24.0, 30996.0)	(25.0, 42739.0)	(26.0, 61983.0)	(27.0, 92981.0)	(28.0, 140628.0)	(29.0, 219997.0)	(30.0, 328357.0)	(31.0, 464396.0)	(32.0, 598272.0)	(33.0, 769535.0)	(34.0, 1132250.0)	(35.0, 2607532.0)	(36.0, 20897537.0)	(37.0, 750255.0)		
31R_S30_R2	(11.0, 24.0)	(12.0, 1196.0)	(13.0, 5103.0)	(14.0, 7460.0)	(15.0, 7938.0)	(16.0, 7769.0)	(17.0, 7777.0)	(18.0, 9764.0)	(19.0, 13458.0)	(20.0, 16045.0)	(21.0, 19147.0)	(22.0, 26027.0)	(23.0, 41940.0)	(24.0, 66004.0)	(25.0, 90896.0)	(26.0, 113603.0)	(27.0, 145928.0)	(28.0, 188248.0)	(29.0, 248489.0)	(30.0, 326422.0)	(31.0, 441442.0)	(32.0, 611425.0)	(33.0, 946615.0)	(34.0, 1734830.0)	(35.0, 5009954.0)	(36.0, 17755241.0)	(37.0, 353380.0)
32R_S31_R1	(13.0, 10.0)	(14.0, 96.0)	(15.0, 337.0)	(16.0, 1158.0)	(17.0, 2257.0)	(18.0, 2775.0)	(19.0, 3133.0)	(20.0, 3556.0)	(21.0, 4390.0)	(22.0, 6574.0)	(23.0, 10939.0)	(24.0, 18431.0)	(25.0, 30378.0)	(26.0, 46806.0)	(27.0, 75628.0)	(28.0, 116738.0)	(29.0, 179577.0)	(30.0, 258148.0)	(31.0, 368047.0)	(32.0, 505154.0)	(33.0, 734735.0)	(34.0, 1168808.0)	(35.0, 2876601.0)	(36.0, 19951745.0)	(37.0, 539778.0)		
32R_S31_R2	(11.0, 132.0)	(12.0, 1827.0)	(13.0, 3590.0)	(14.0, 3910.0)	(15.0, 3587.0)	(16.0, 3641.0)	(17.0, 4561.0)	(18.0, 7762.0)	(19.0, 12844.0)	(20.0, 15509.0)	(21.0, 18680.0)	(22.0, 23455.0)	(23.0, 36163.0)	(24.0, 55136.0)	(25.0, 80082.0)	(26.0, 105793.0)	(27.0, 143176.0)	(28.0, 188038.0)	(29.0, 253791.0)	(30.0, 337096.0)	(31.0, 465498.0)	(32.0, 652942.0)	(33.0, 1038834.0)	(34.0, 1947538.0)	(35.0, 5539933.0)	(36.0, 15687962.0)	(37.0, 274319.0)
33R_S32_R1	(13.0, 27.0)	(14.0, 209.0)	(15.0, 646.0)	(16.0, 1999.0)	(17.0, 3713.0)	(18.0, 3985.0)	(19.0, 3533.0)	(20.0, 3617.0)	(21.0, 3786.0)	(22.0, 5275.0)	(23.0, 10022.0)	(24.0, 19264.0)	(25.0, 32227.0)	(26.0, 48167.0)	(27.0, 75165.0)	(28.0, 114562.0)	(29.0, 173930.0)	(30.0, 248412.0)	(31.0, 351235.0)	(32.0, 473358.0)	(33.0, 680202.0)	(34.0, 1058381.0)	(35.0, 2462663.0)	(36.0, 19544639.0)	(37.0, 758361.0)		
33R_S32_R2	(11.0, 148.0)	(12.0, 1984.0)	(13.0, 4082.0)	(14.0, 4016.0)	(15.0, 3829.0)	(16.0, 4032.0)	(17.0, 5914.0)	(18.0, 9480.0)	(19.0, 13688.0)	(20.0, 15866.0)	(21.0, 18583.0)	(22.0, 23919.0)	(23.0, 37201.0)	(24.0, 56741.0)	(25.0, 78989.0)	(26.0, 98906.0)	(27.0, 130060.0)	(28.0, 168550.0)	(29.0, 224850.0)	(30.0, 296732.0)	(31.0, 406947.0)	(32.0, 563702.0)	(33.0, 879235.0)	(34.0, 1604307.0)	(35.0, 4582651.0)	(36.0, 16555023.0)	(37.0, 287943.0)
34R_S33_R1	(13.0, 5.0)	(14.0, 58.0)	(15.0, 195.0)	(16.0, 632.0)	(17.0, 1246.0)	(18.0, 1465.0)	(19.0, 1854.0)	(20.0, 2472.0)	(21.0, 3669.0)	(22.0, 6366.0)	(23.0, 13423.0)	(24.0, 24713.0)	(25.0, 39724.0)	(26.0, 55724.0)	(27.0, 81868.0)	(28.0, 123441.0)	(29.0, 189116.0)	(30.0, 275281.0)	(31.0, 394924.0)	(32.0, 534259.0)	(33.0, 777881.0)	(34.0, 1254356.0)	(35.0, 3183546.0)	(36.0, 19615758.0)	(37.0, 392003.0)		
34R_S33_R2	(11.0, 144.0)	(12.0, 1906.0)	(13.0, 3665.0)	(14.0, 3731.0)	(15.0, 3175.0)	(16.0, 3076.0)	(17.0, 4640.0)	(18.0, 9428.0)	(19.0, 15280.0)	(20.0, 18842.0)	(21.0, 22922.0)	(22.0, 32404.0)	(23.0, 55062.0)	(24.0, 85284.0)	(25.0, 117303.0)	(26.0, 146943.0)	(27.0, 189675.0)	(28.0, 244361.0)	(29.0, 325188.0)	(30.0, 427762.0)	(31.0, 589094.0)	(32.0, 828683.0)	(33.0, 1322617.0)	(34.0, 2468584.0)	(35.0, 6442865.0)	(36.0, 13444046.0)	(37.0, 167299.0)
35R_S34_R1	(13.0, 2.0)	(14.0, 91.0)	(15.0, 693.0)	(16.0, 3532.0)	(17.0, 7003.0)	(18.0, 6805.0)	(19.0, 6489.0)	(20.0, 9106.0)	(21.0, 13287.0)	(22.0, 19322.0)	(23.0, 26524.0)	(24.0, 32752.0)	(25.0, 40963.0)	(26.0, 52177.0)	(27.0, 75659.0)	(28.0, 107177.0)	(29.0, 152885.0)	(30.0, 210407.0)	(31.0, 288070.0)	(32.0, 379043.0)	(33.0, 528412.0)	(34.0, 809555.0)	(35.0, 1849743.0)	(36.0, 15135773.0)	(37.0, 815803.0)		
35R_S34_R2	(11.0, 135.0)	(12.0, 1896.0)	(13.0, 3680.0)	(14.0, 3766.0)	(15.0, 4008.0)	(16.0, 4916.0)	(17.0, 7340.0)	(18.0, 11867.0)	(19.0, 18260.0)	(20.0, 24439.0)	(21.0, 31335.0)	(22.0, 38388.0)	(23.0, 51303.0)	(24.0, 67039.0)	(25.0, 81246.0)	(26.0, 94610.0)	(27.0, 117618.0)	(28.0, 148621.0)	(29.0, 192493.0)	(30.0, 247081.0)	(31.0, 329771.0)	(32.0, 447249.0)	(33.0, 684166.0)	(34.0, 1241794.0)	(35.0, 3605799.0)	(36.0, 12906018.0)	(37.0, 206435.0)
36R_S35_R1	(13.0, 13.0)	(14.0, 129.0)	(15.0, 485.0)	(16.0, 1751.0)	(17.0, 4019.0)	(18.0, 5962.0)	(19.0, 11614.0)	(20.0, 22934.0)	(21.0, 40061.0)	(22.0, 56145.0)	(23.0, 67657.0)	(24.0, 70557.0)	(25.0, 79971.0)	(26.0, 98383.0)	(27.0, 136173.0)	(28.0, 189928.0)	(29.0, 300813.0)	(30.0, 441688.0)	(31.0, 558284.0)	(32.0, 662715.0)	(33.0, 840474.0)	(34.0, 1247074.0)	(35.0, 2947549.0)	(36.0, 21236853.0)	(37.0, 710705.0)		
36R_S35_R2	(11.0, 101.0)	(12.0, 1389.0)	(13.0, 2996.0)	(14.0, 3708.0)	(15.0, 3878.0)	(16.0, 4353.0)	(17.0, 6348.0)	(18.0, 10019.0)	(19.0, 15481.0)	(20.0, 20880.0)	(21.0, 26801.0)	(22.0, 36125.0)	(23.0, 56091.0)	(24.0, 81490.0)	(25.0, 108519.0)	(26.0, 133357.0)	(27.0, 171218.0)	(28.0, 217997.0)	(29.0, 284121.0)	(30.0, 371311.0)	(31.0, 505881.0)	(32.0, 699323.0)	(33.0, 1103583.0)	(34.0, 2039058.0)	(35.0, 5704130.0)	(36.0, 17824185.0)	(37.0, 299594.0)
37R_S36_R1	(13.0, 23.0)	(14.0, 185.0)	(15.0, 640.0)	(16.0, 1774.0)	(17.0, 2835.0)	(18.0, 2879.0)	(19.0, 2932.0)	(20.0, 3388.0)	(21.0, 4144.0)	(22.0, 5855.0)	(23.0, 10166.0)	(24.0, 17847.0)	(25.0, 30398.0)	(26.0, 48916.0)	(27.0, 79328.0)	(28.0, 126739.0)	(29.0, 197067.0)	(30.0, 287447.0)	(31.0, 411174.0)	(32.0, 560354.0)	(33.0, 811984.0)	(34.0, 1275506.0)	(35.0, 3035038.0)	(36.0, 23813269.0)	(37.0, 856398.0)		
37R_S36_R2	(11.0, 127.0)	(12.0, 1791.0)	(13.0, 3613.0)	(14.0, 3774.0)	(15.0, 3418.0)	(16.0, 3977.0)	(17.0, 5575.0)	(18.0, 9477.0)	(19.0, 15464.0)	(20.0, 20426.0)	(21.0, 23734.0)	(22.0, 30381.0)	(23.0, 48872.0)	(24.0, 74368.0)	(25.0, 106380.0)	(26.0, 137003.0)	(27.0, 182670.0)	(28.0, 237284.0)	(29.0, 314681.0)	(30.0, 412388.0)	(31.0, 561003.0)	(32.0, 770990.0)	(33.0, 1193621.0)	(34.0, 2155567.0)	(35.0, 5886732.0)	(36.0, 18944281.0)	(37.0, 438689.0)
38R_S37_R1	(13.0, 1.0)	(14.0, 63.0)	(15.0, 418.0)	(16.0, 1962.0)	(17.0, 3882.0)	(18.0, 3873.0)	(19.0, 4087.0)	(20.0, 4639.0)	(21.0, 5292.0)	(22.0, 6485.0)	(23.0, 11014.0)	(24.0, 19411.0)	(25.0, 32752.0)	(26.0, 49661.0)	(27.0, 77607.0)	(28.0, 119871.0)	(29.0, 183045.0)	(30.0, 262155.0)	(31.0, 371961.0)	(32.0, 506716.0)	(33.0, 724945.0)	(34.0, 1128950.0)	(35.0, 2632496.0)	(36.0, 20993794.0)	(37.0, 1001102.0)		
38R_S37_R2	(11.0, 28.0)	(12.0, 716.0)	(13.0, 2442.0)	(14.0, 3258.0)	(15.0, 3454.0)	(16.0, 4024.0)	(17.0, 6333.0)	(18.0, 10193.0)	(19.0, 15746.0)	(20.0, 19715.0)	(21.0, 22734.0)	(22.0, 27918.0)	(23.0, 41254.0)	(24.0, 64401.0)	(25.0, 92626.0)	(26.0, 122044.0)	(27.0, 162583.0)	(28.0, 213130.0)	(29.0, 283476.0)	(30.0, 373735.0)	(31.0, 505826.0)	(32.0, 697000.0)	(33.0, 1075206.0)	(34.0, 1960819.0)	(35.0, 5409409.0)	(36.0, 16692105.0)	(37.0, 336007.0)
39R_S38_R1	(13.0, 12.0)	(14.0, 118.0)	(15.0, 439.0)	(16.0, 1509.0)	(17.0, 3560.0)	(18.0, 5818.0)	(19.0, 9472.0)	(20.0, 12917.0)	(21.0, 16171.0)	(22.0, 17070.0)	(23.0, 19936.0)	(24.0, 26140.0)	(25.0, 39766.0)	(26.0, 60393.0)	(27.0, 95691.0)	(28.0, 143167.0)	(29.0, 212446.0)	(30.0, 302837.0)	(31.0, 430322.0)	(32.0, 586589.0)	(33.0, 856118.0)	(34.0, 1370283.0)	(35.0, 3375145.0)	(36.0, 20155865.0)	(37.0, 527490.0)		
39R_S38_R2	(11.0, 63.0)	(12.0, 1160.0)	(13.0, 2610.0)	(14.0, 2940.0)	(15.0, 3135.0)	(16.0, 3556.0)	(17.0, 4871.0)	(18.0, 8330.0)	(19.0, 14292.0)	(20.0, 18803.0)	(21.0, 22295.0)	(22.0, 26388.0)	(23.0, 38393.0)	(24.0, 55681.0)	(25.0, 77155.0)	(26.0, 100088.0)	(27.0, 134663.0)	(28.0, 179794.0)	(29.0, 243991.0)	(30.0, 327695.0)	(31.0, 457975.0)	(32.0, 648505.0)	(33.0, 1027492.0)	(34.0, 1885202.0)	(35.0, 5305379.0)	(36.0, 17414245.0)	(37.0, 264573.0)
3R_S2_R1	(13.0, 3.0)	(14.0, 34.0)	(15.0, 173.0)	(16.0, 675.0)	(17.0, 1724.0)	(18.0, 2625.0)	(19.0, 5342.0)	(20.0, 15202.0)	(21.0, 46098.0)	(22.0, 87311.0)	(23.0, 101279.0)	(24.0, 97249.0)	(25.0, 96588.0)	(26.0, 107191.0)	(27.0, 145590.0)	(28.0, 211505.0)	(29.0, 310915.0)	(30.0, 430449.0)	(31.0, 594294.0)	(32.0, 795921.0)	(33.0, 1145935.0)	(34.0, 1797880.0)	(35.0, 4249617.0)	(36.0, 33515357.0)	(37.0, 1417393.0)		
3R_S2_R2	(11.0, 139.0)	(12.0, 2047.0)	(13.0, 4677.0)	(14.0, 5696.0)	(15.0, 6250.0)	(16.0, 6824.0)	(17.0, 8446.0)	(18.0, 12923.0)	(19.0, 20175.0)	(20.0, 27730.0)	(21.0, 36771.0)	(22.0, 49239.0)	(23.0, 72937.0)	(24.0, 103284.0)	(25.0, 136426.0)	(26.0, 169660.0)	(27.0, 221250.0)	(28.0, 284944.0)	(29.0, 377167.0)	(30.0, 493331.0)	(31.0, 674334.0)	(32.0, 930339.0)	(33.0, 1458958.0)	(34.0, 2711534.0)	(35.0, 8195749.0)	(36.0, 28743896.0)	(37.0, 421624.0)
40R_S39_R1	(13.0, 15.0)	(14.0, 161.0)	(15.0, 540.0)	(16.0, 1688.0)	(17.0, 3222.0)	(18.0, 3445.0)	(19.0, 4129.0)	(20.0, 5962.0)	(21.0, 8381.0)	(22.0, 10825.0)	(23.0, 16411.0)	(24.0, 27032.0)	(25.0, 43160.0)	(26.0, 63675.0)	(27.0, 99432.0)	(28.0, 152630.0)	(29.0, 232093.0)	(30.0, 332115.0)	(31.0, 473350.0)	(32.0, 645975.0)	(33.0, 939360.0)	(34.0, 1502573.0)	(35.0, 3751315.0)	(36.0, 23759031.0)	(37.0, 555609.0)		
40R_S39_R2	(11.0, 100.0)	(12.0, 1563.0)	(13.0, 3488.0)	(14.0, 3924.0)	(15.0, 3824.0)	(16.0, 3801.0)	(17.0, 5376.0)	(18.0, 9521.0)	(19.0, 14875.0)	(20.0, 18239.0)	(21.0, 20989.0)	(22.0, 27306.0)	(23.0, 44048.0)	(24.0, 68178.0)	(25.0, 96807.0)	(26.0, 124241.0)	(27.0, 165179.0)	(28.0, 216919.0)	(29.0, 294308.0)	(30.0, 394490.0)	(31.0, 548609.0)	(32.0, 776753.0)	(33.0, 1241153.0)	(34.0, 2314965.0)	(35.0, 6540758.0)	(36.0, 19438566.0)	(37.0, 254149.0)
41R_S40_R1	(14.0, 67.0)	(15.0, 541.0)	(16.0, 2226.0)	(17.0, 4388.0)	(18.0, 4649.0)	(19.0, 4347.0)	(20.0, 4320.0)	(21.0, 4462.0)	(22.0, 5250.0)	(23.0, 8730.0)	(24.0, 14941.0)	(25.0, 24111.0)	(26.0, 36584.0)	(27.0, 58324.0)	(28.0, 90931.0)	(29.0, 138799.0)	(30.0, 201348.0)	(31.0, 285626.0)	(32.0, 389306.0)	(33.0, 554515.0)	(34.0, 857952.0)	(35.0, 1977683.0)	(36.0, 15764818.0)	(37.0, 657601.0)			
41R_S40_R2	(11.0, 13.0)	(12.0, 328.0)	(13.0, 1448.0)	(14.0, 2374.0)	(15.0, 2927.0)	(16.0, 3667.0)	(17.0, 5610.0)	(18.0, 9210.0)	(19.0, 14010.0)	(20.0, 16582.0)	(21.0, 17549.0)	(22.0, 20019.0)	(23.0, 27524.0)	(24.0, 39615.0)	(25.0, 54064.0)	(26.0, 71991.0)	(27.0, 95448.0)	(28.0, 127017.0)	(29.0, 173408.0)	(30.0, 231055.0)	(31.0, 317141.0)	(32.0, 440932.0)	(33.0, 677208.0)	(34.0, 1220983.0)	(35.0, 3576593.0)	(36.0, 13607146.0)	(37.0, 337657.0)
42R_S41_R1	(13.0, 1.0)	(14.0, 15.0)	(15.0, 97.0)	(16.0, 368.0)	(17.0, 801.0)	(18.0, 996.0)	(19.0, 1494.0)	(20.0, 2486.0)	(21.0, 3545.0)	(22.0, 5161.0)	(23.0, 8436.0)	(24.0, 13176.0)	(25.0, 21589.0)	(26.0, 35407.0)	(27.0, 61564.0)	(28.0, 103132.0)	(29.0, 170513.0)	(30.0, 261089.0)	(31.0, 386505.0)	(32.0, 541001.0)	(33.0, 812420.0)	(34.0, 1378920.0)	(35.0, 3871486.0)	(36.0, 17007335.0)	(37.0, 216692.0)		
42R_S41_R2	(11.0, 77.0)	(12.0, 1359.0)	(13.0, 2911.0)	(14.0, 2812.0)	(15.0, 2233.0)	(16.0, 1918.0)	(17.0, 2256.0)	(18.0, 3909.0)	(19.0, 6369.0)	(20.0, 8463.0)	(21.0, 9931.0)	(22.0, 11091.0)	(23.0, 14126.0)	(24.0, 19666.0)	(25.0, 28638.0)	(26.0, 41147.0)	(27.0, 60853.0)	(28.0, 89217.0)	(29.0, 132640.0)	(30.0, 193794.0)	(31.0, 293806.0)	(32.0, 444123.0)	(33.0, 747697.0)	(34.0, 1449117.0)	(35.0, 4412266.0)	(36.0, 16489923.0)	(37.0, 433887.0)
43R_S42_R1	(13.0, 1.0)	(14.0, 41.0)	(15.0, 246.0)	(16.0, 960.0)	(17.0, 2067.0)	(18.0, 2911.0)	(19.0, 3970.0)	(20.0, 4731.0)	(21.0, 5024.0)	(22.0, 5898.0)	(23.0, 8692.0)	(24.0, 14228.0)	(25.0, 23513.0)	(26.0, 36671.0)	(27.0, 58937.0)	(28.0, 90839.0)	(29.0, 137329.0)	(30.0, 198914.0)	(31.0, 285370.0)	(32.0, 390220.0)	(33.0, 564583.0)	(34.0, 879480.0)	(35.0, 2003967.0)	(36.0, 18003467.0)	(37.0, 835487.0)		
43R_S42_R2	(11.0, 136.0)	(12.0, 1723.0)	(13.0, 3374.0)	(14.0, 3079.0)	(15.0, 2545.0)	(16.0, 2336.0)	(17.0, 3120.0)	(18.0, 5431.0)	(19.0, 9372.0)	(20.0, 12592.0)	(21.0, 15398.0)	(22.0, 19558.0)	(23.0, 29705.0)	(24.0, 44390.0)	(25.0, 62885.0)	(26.0, 82346.0)	(27.0, 111250.0)	(28.0, 148161.0)	(29.0, 200048.0)	(30.0, 265011.0)	(31.0, 361629.0)	(32.0, 495549.0)	(33.0, 761206.0)	(34.0, 1369042.0)	(35.0, 3995089.0)	(36.0, 15239827.0)	(37.0, 312744.0)
44R_S43_R1	(13.0, 17.0)	(14.0, 149.0)	(15.0, 684.0)	(16.0, 2624.0)	(17.0, 6087.0)	(18.0, 6625.0)	(19.0, 5901.0)	(20.0, 6521.0)	(21.0, 9367.0)	(22.0, 14535.0)	(23.0, 23759.0)	(24.0, 35623.0)	(25.0, 51886.0)	(26.0, 70855.0)	(27.0, 102087.0)	(28.0, 145969.0)	(29.0, 207666.0)	(30.0, 274556.0)	(31.0, 358365.0)	(32.0, 450086.0)	(33.0, 603969.0)	(34.0, 890455.0)	(35.0, 1957848.0)	(36.0, 14427160.0)	(37.0, 673199.0)		
44R_S43_R2	(11.0, 163.0)	(12.0, 2147.0)	(13.0, 3685.0)	(14.0, 3460.0)	(15.0, 3302.0)	(16.0, 4285.0)	(17.0, 6886.0)	(18.0, 11456.0)	(19.0, 16576.0)	(20.0, 18926.0)	(21.0, 21755.0)	(22.0, 27224.0)	(23.0, 41023.0)	(24.0, 60667.0)	(25.0, 79266.0)	(26.0, 91878.0)	(27.0, 114329.0)	(28.0, 143207.0)	(29.0, 187021.0)	(30.0, 243695.0)	(31.0, 327670.0)	(32.0, 447174.0)	(33.0, 686532.0)	(34.0, 1242444.0)	(35.0, 3607165.0)	(36.0, 12708450.0)	(37.0, 225607.0)
45R_S44_R1	(13.0, 9.0)	(14.0, 62.0)	(15.0, 217.0)	(16.0, 595.0)	(17.0, 1070.0)	(18.0, 1672.0)	(19.0, 2892.0)	(20.0, 4688.0)	(21.0, 6774.0)	(22.0, 8521.0)	(23.0, 11231.0)	(24.0, 16493.0)	(25.0, 25848.0)	(26.0, 40859.0)	(27.0, 69780.0)	(28.0, 114550.0)	(29.0, 185260.0)	(30.0, 281598.0)	(31.0, 422437.0)	(32.0, 605970.0)	(33.0, 939171.0)	(34.0, 1644590.0)	(35.0, 4767963.0)	(36.0, 17251166.0)	(37.0, 175488.0)		
45R_S44_R2	(11.0, 111.0)	(12.0, 1388.0)	(13.0, 2990.0)	(14.0, 3062.0)	(15.0, 2522.0)	(16.0, 2426.0)	(17.0, 3160.0)	(18.0, 6158.0)	(19.0, 11211.0)	(20.0, 13773.0)	(21.0, 15600.0)	(22.0, 17986.0)	(23.0, 23623.0)	(24.0, 33351.0)	(25.0, 48696.0)	(26.0, 67886.0)	(27.0, 99629.0)	(28.0, 140341.0)	(29.0, 203730.0)	(30.0, 289238.0)	(31.0, 428009.0)	(32.0, 638124.0)	(33.0, 1066338.0)	(34.0, 2072911.0)	(35.0, 5839863.0)	(36.0, 15211698.0)	(37.0, 335080.0)
46R_S45_R1	(13.0, 4.0)	(14.0, 41.0)	(15.0, 144.0)	(16.0, 435.0)	(17.0, 847.0)	(18.0, 1191.0)	(19.0, 2132.0)	(20.0, 4036.0)	(21.0, 6581.0)	(22.0, 8164.0)	(23.0, 11151.0)	(24.0, 17182.0)	(25.0, 27650.0)	(26.0, 42679.0)	(27.0, 68550.0)	(28.0, 108053.0)	(29.0, 167473.0)	(30.0, 242393.0)	(31.0, 342688.0)	(32.0, 461797.0)	(33.0, 655214.0)	(34.0, 998309.0)	(35.0, 2227360.0)	(36.0, 20603664.0)	(37.0, 1147227.0)		
46R_S45_R2	(11.0, 119.0)	(12.0, 1396.0)	(13.0, 2823.0)	(14.0, 2782.0)	(15.0, 2563.0)	(16.0, 2366.0)	(17.0, 3225.0)	(18.0, 6922.0)	(19.0, 12490.0)	(20.0, 16561.0)	(21.0, 21039.0)	(22.0, 29583.0)	(23.0, 50160.0)	(24.0, 79594.0)	(25.0, 112085.0)	(26.0, 141648.0)	(27.0, 182330.0)	(28.0, 231778.0)	(29.0, 300283.0)	(30.0, 385367.0)	(31.0, 514759.0)	(32.0, 695137.0)	(33.0, 1064864.0)	(34.0, 1910550.0)	(35.0, 5212585.0)	(36.0, 15909104.0)	(37.0, 252852.0)
47R_S46_R1	(13.0, 13.0)	(14.0, 192.0)	(15.0, 544.0)	(16.0, 1702.0)	(17.0, 3430.0)	(18.0, 4261.0)	(19.0, 6067.0)	(20.0, 12288.0)	(21.0, 29287.0)	(22.0, 49661.0)	(23.0, 58442.0)	(24.0, 59437.0)	(25.0, 59191.0)	(26.0, 64040.0)	(27.0, 87293.0)	(28.0, 129734.0)	(29.0, 195683.0)	(30.0, 279043.0)	(31.0, 394791.0)	(32.0, 534826.0)	(33.0, 775343.0)	(34.0, 1223673.0)	(35.0, 2919184.0)	(36.0, 23653712.0)	(37.0, 993074.0)		
47R_S46_R2	(11.0, 104.0)	(12.0, 1876.0)	(13.0, 3853.0)	(14.0, 4063.0)	(15.0, 4077.0)	(16.0, 4359.0)	(17.0, 5958.0)	(18.0, 9653.0)	(19.0, 14812.0)	(20.0, 18750.0)	(21.0, 23453.0)	(22.0, 30081.0)	(23.0, 46234.0)	(24.0, 69519.0)	(25.0, 96400.0)	(26.0, 122643.0)	(27.0, 161621.0)	(28.0, 209889.0)	(29.0, 278526.0)	(30.0, 364749.0)	(31.0, 495313.0)	(32.0, 677034.0)	(33.0, 1044360.0)	(34.0, 1882339.0)	(35.0, 5398568.0)	(36.0, 20103358.0)	(37.0, 463319.0)
48R_S47_R1	(12.0, 1.0)	(13.0, 2.0)	(14.0, 48.0)	(15.0, 277.0)	(16.0, 882.0)	(17.0, 1859.0)	(18.0, 2463.0)	(19.0, 2888.0)	(20.0, 3650.0)	(21.0, 4884.0)	(22.0, 7233.0)	(23.0, 12067.0)	(24.0, 20214.0)	(25.0, 32710.0)	(26.0, 49116.0)	(27.0, 75526.0)	(28.0, 115792.0)	(29.0, 178487.0)	(30.0, 259192.0)	(31.0, 366608.0)	(32.0, 491490.0)	(33.0, 684470.0)	(34.0, 1049252.0)	(35.0, 2416413.0)	(36.0, 19874538.0)	(37.0, 834715.0)	
48R_S47_R2	(11.0, 8.0)	(12.0, 353.0)	(13.0, 1492.0)	(14.0, 2237.0)	(15.0, 2672.0)	(16.0, 3351.0)	(17.0, 4801.0)	(18.0, 8402.0)	(19.0, 13665.0)	(20.0, 17796.0)	(21.0, 20924.0)	(22.0, 26811.0)	(23.0, 42267.0)	(24.0, 65628.0)	(25.0, 92570.0)	(26.0, 117829.0)	(27.0, 151294.0)	(28.0, 195524.0)	(29.0, 257055.0)	(30.0, 333957.0)	(31.0, 449865.0)	(32.0, 618034.0)	(33.0, 947945.0)	(34.0, 1698950.0)	(35.0, 4682240.0)	(36.0, 16303431.0)	(37.0, 425676.0)
49R_S48_R1	(13.0, 23.0)	(14.0, 146.0)	(15.0, 363.0)	(16.0, 905.0)	(17.0, 1825.0)	(18.0, 1868.0)	(19.0, 2115.0)	(20.0, 2851.0)	(21.0, 4088.0)	(22.0, 6219.0)	(23.0, 11680.0)	(24.0, 22472.0)	(25.0, 39922.0)	(26.0, 63889.0)	(27.0, 103092.0)	(28.0, 160542.0)	(29.0, 245254.0)	(30.0, 352035.0)	(31.0, 497502.0)	(32.0, 674435.0)	(33.0, 975636.0)	(34.0, 1534066.0)	(35.0, 3609963.0)	(36.0, 28539813.0)	(37.0, 1260014.0)		
