Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49
MSM6J2HP_R1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 3.015344485015346e-05)	(30, 6.030688970030692e-05)	(32, 8.04091862670759e-05)	(34, 0.00019097181738430527)	(36, 0.0003216367450683036)	(38, 0.00043219937618553295)	(40, 0.0006231711935698382)	(42, 0.0007538361212538365)	(44, 0.0009046033455046038)	(46, 0.0010051148283384487)	(48, 0.0011458309043058316)	(50, 0.0013066492768399832)	(52, 0.0013569050182569058)	(54, 0.0015780302804913643)	(56, 0.0017790532461590541)	(58, 0.002120792287794127)	(60, 0.0026334008502467356)	(62, 0.003990305868503642)	(64, 0.006864934277551605)	(66, 0.010362733880169405)	(68, 0.014282681710689357)	(70, 0.019830915563117592)	(72, 0.025017308077343987)	(74, 0.030595695374622377)	(76, 0.20459112330829124)	(78, 0.9051360563636232)	(80, 1.5963736261085413)					
MSM6J2HP_R2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 4.020459313353795e-05)	(7, 4.020459313353795e-05)	(8, 4.020459313353795e-05)	(9, 4.020459313353795e-05)	(10, 0.00010051148283384487)	(12, 0.00012061377940061384)	(14, 0.00012061377940061384)	(16, 0.0001306649276839983)	(18, 0.00014071607596738281)	(20, 0.00014071607596738281)	(22, 0.00014071607596738281)	(24, 0.00014071607596738281)	(26, 0.00015076722425076732)	(28, 0.00018092066910092077)	(30, 0.00018092066910092077)	(32, 0.00020102296566768975)	(34, 0.00024122755880122767)	(36, 0.0003216367450683036)	(38, 0.00044225052446891745)	(40, 0.00048245511760245535)	(42, 0.0005729154521529158)	(44, 0.0007035803798369141)	(46, 0.000743784972970452)	(48, 0.0008845010489378349)	(50, 0.0009247056420713728)	(52, 0.0009649102352049108)	(54, 0.0010051148283384487)	(56, 0.0011257286077390625)	(58, 0.0013770073148236747)	(60, 0.0015378256873578265)	(62, 0.001648388318475056)	(64, 0.001980076211826744)	(66, 0.002824372667631041)	(68, 0.004623528210356864)	(70, 0.0064829906427829945)	(72, 0.008664089820277427)	(74, 0.011749792343276465)	(76, 0.015267694242461036)	(78, 0.022554776747914788)	(80, 0.08713340446866011)	(82, 0.4815605654052342)	(84, 1.1200899135520839)	(86, 1.5989366689208042)	(88, 1.674008695449403)	(90, 1.6755867257298942)
MSM6J2JN_R1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 2.671751782147497e-05)	(32, 6.234087491677494e-05)	(34, 0.00021374014257179977)	(36, 0.0005432561957033244)	(38, 0.0009796423201207489)	(40, 0.0012468174983354986)	(42, 0.0015941452300146733)	(44, 0.001914755443872373)	(46, 0.0023066123719206726)	(48, 0.0041857444586977455)	(50, 0.004559789708198396)	(52, 0.0049872699933419945)	(54, 0.0055038086712238445)	(56, 0.006554697705535193)	(58, 0.015487254497181658)	(60, 0.016377838424564157)	(62, 0.01971752815224853)	(64, 0.029665350621111045)	(66, 0.037707323485375005)	(68, 0.04598975401003225)	(70, 0.057896861119136264)	(72, 0.0639350201467896)	(74, 0.07034722442394359)	(76, 0.3817844238296035)	(78, 1.604235545911917)	(80, 2.8366255846238193)					
MSM6J2JN_R2 - illumina_universal_adapter	(1, 1.781167854764998e-05)	(2, 1.781167854764998e-05)	(3, 1.781167854764998e-05)	(4, 1.781167854764998e-05)	(5, 1.781167854764998e-05)	(6, 1.781167854764998e-05)	(7, 1.781167854764998e-05)	(8, 7.124671419059992e-05)	(9, 7.124671419059992e-05)	(10, 0.00034732773167917464)	(12, 0.00035623357095299963)	(14, 0.0003651394102268246)	(16, 0.00042748028514359953)	(18, 0.00042748028514359953)	(20, 0.00042748028514359953)	(22, 0.0004452919636912495)	(24, 0.0004452919636912495)	(26, 0.00048091532078654945)	(28, 0.0005076328386080244)	(30, 0.0006323145884415743)	(32, 0.0008371488917395491)	(34, 0.0011043240699542987)	(36, 0.0017010153013005732)	(38, 0.0022442714970038976)	(40, 0.002814245210528697)	(42, 0.0034198422811487963)	(44, 0.0038206050484709208)	(46, 0.00433714372635277)	(48, 0.004898211600603745)	(50, 0.005512714510497669)	(52, 0.0060559707062009934)	(54, 0.00892365095237264)	(56, 0.009466907148075965)	(58, 0.010384208593279938)	(60, 0.011426191788317462)	(62, 0.01642236762093328)	(64, 0.02087528725784578)	(66, 0.023903272610946272)	(68, 0.029549574710551318)	(70, 0.03996050082165273)	(72, 0.045642426278353077)	(74, 0.05418312614195124)	(76, 0.06214494645275079)	(78, 0.07527215354236882)	(80, 0.18924908456878103)	(82, 0.8594669249597546)	(84, 1.8585061630188942)	(86, 2.5485484016334023)	(88, 2.65906986702157)	(90, 2.6615991253753366)
MSM6J2JZ_R1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 4.3414140072249814e-05)	(16, 4.3414140072249814e-05)	(18, 4.3414140072249814e-05)	(20, 4.3414140072249814e-05)	(22, 4.3414140072249814e-05)	(24, 4.3414140072249814e-05)	(26, 4.3414140072249814e-05)	(28, 4.3414140072249814e-05)	(30, 4.3414140072249814e-05)	(32, 0.00010853535018062453)	(34, 0.00017365656028899926)	(36, 0.0002677205304455405)	(38, 0.0005137339908549561)	(40, 0.0006077979610114974)	(42, 0.000716333311192122)	(44, 0.0009478753915774542)	(46, 0.0012445386820711612)	(48, 0.0013892524823119938)	(50, 0.0015918518026491598)	(52, 0.0018595723330947001)	(54, 0.002047700273407783)	(56, 0.002243063903732907)	(58, 0.0024673702941061977)	(60, 0.0032488248154066944)	(62, 0.0054991244091516425)	(64, 0.00884924888472692)	(66, 0.012879528221434112)	(68, 0.01677956513792455)	(70, 0.02098350103492074)	(72, 0.02481118105129077)	(74, 0.029340722998828832)	(76, 0.18791086961272127)	(78, 0.8267137623258171)	(80, 1.6468647538107124)					
MSM6J2JZ_R2 - illumina_universal_adapter	(1, 1.4471380024083271e-05)	(2, 1.4471380024083271e-05)	(3, 1.4471380024083271e-05)	(4, 1.4471380024083271e-05)	(5, 1.4471380024083271e-05)	(6, 1.4471380024083271e-05)	(7, 1.4471380024083271e-05)	(8, 1.4471380024083271e-05)	(9, 7.235690012041635e-05)	(10, 0.0003111346705177903)	(12, 0.00043414140072249813)	(14, 0.00043414140072249813)	(16, 0.00043414140072249813)	(18, 0.0004630841607706647)	(20, 0.0004775555407947479)	(22, 0.0004847912308067896)	(24, 0.0005064983008429145)	(26, 0.0005209696808669977)	(28, 0.0005571481309272059)	(30, 0.0006295050310476223)	(32, 0.0008465757314088714)	(34, 0.0009768181516256209)	(36, 0.001251774372083203)	(38, 0.0015267305925407851)	(40, 0.0018306295730465337)	(42, 0.002141764243564324)	(44, 0.0024890773641423223)	(46, 0.0029666329049370705)	(48, 0.003458659825755902)	(50, 0.003769794496273692)	(52, 0.0039796295066229)	(54, 0.00429076417714069)	(56, 0.004941976278224437)	(58, 0.005607659759332268)	(60, 0.006208222030331723)	(62, 0.006736427401210762)	(64, 0.007496174852475133)	(66, 0.009319568735509626)	(68, 0.013393262212289068)	(70, 0.017640612249357507)	(72, 0.02306014406837669)	(74, 0.028016591726625212)	(76, 0.03333482388547582)	(78, 0.04195976637982944)	(80, 0.12232657534357588)	(82, 0.4836914059249592)	(84, 1.2584818567243654)	(86, 1.7381863974526897)	(88, 1.8013322641877771)	(90, 1.8031194796207515)
MSM6J2M3_R1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 2.3146749698687185e-05)	(20, 4.629349939737437e-05)	(22, 4.629349939737437e-05)	(24, 4.629349939737437e-05)	(26, 4.629349939737437e-05)	(28, 4.629349939737437e-05)	(30, 4.629349939737437e-05)	(32, 4.629349939737437e-05)	(34, 4.629349939737437e-05)	(36, 0.0001736006227401539)	(38, 0.00023146749698687186)	(40, 0.00023146749698687186)	(42, 0.00023146749698687186)	(44, 0.0003009077460829334)	(46, 0.00039349474487768214)	(48, 0.0004976551185217745)	(50, 0.0006712557412619284)	(52, 0.0007869894897553643)	(54, 0.0007869894897553643)	(56, 0.0008564297388514259)	(58, 0.0008795764885501131)	(60, 0.0009837368621942054)	(62, 0.0015045387304146673)	(64, 0.0025345690920062468)	(66, 0.003842360449982073)	(68, 0.005370045930095427)	(70, 0.007187065781442371)	(72, 0.008483283764568854)	(74, 0.010254010116518424)	(76, 0.10425296064288708)	(78, 0.5509042162036044)	(80, 0.963645483455745)					
MSM6J2M3_R2 - illumina_universal_adapter	(1, 0.0)	(2, 2.3146749698687185e-05)	(3, 2.3146749698687185e-05)	(4, 2.3146749698687185e-05)	(5, 2.3146749698687185e-05)	(6, 2.3146749698687185e-05)	(7, 2.3146749698687185e-05)	(8, 2.3146749698687185e-05)	(9, 2.3146749698687185e-05)	(10, 5.7866874246717965e-05)	(12, 9.258699879474874e-05)	(14, 0.00011573374849343593)	(16, 0.00011573374849343593)	(18, 0.00011573374849343593)	(20, 0.00011573374849343593)	(22, 0.00011573374849343593)	(24, 0.00011573374849343593)	(26, 0.00011573374849343593)	(28, 0.00011573374849343593)	(30, 0.0001388804981921231)	(32, 0.00020832074728818466)	(34, 0.00020832074728818466)	(36, 0.00020832074728818466)	(38, 0.00020832074728818466)	(40, 0.00020832074728818466)	(42, 0.00021989412213752827)	(44, 0.00023146749698687186)	(46, 0.0002893343712335898)	(48, 0.0003472012454803078)	(50, 0.0003472012454803078)	(52, 0.0003472012454803078)	(54, 0.0004050681197270258)	(56, 0.0004860817436724309)	(58, 0.0005323752430698052)	(60, 0.0005555219927684924)	(62, 0.0006133888670152105)	(64, 0.0006944024909606156)	(66, 0.0008680031137007695)	(68, 0.0012962179831264822)	(70, 0.002198941221375283)	(72, 0.0030669443350760522)	(74, 0.003946520823626165)	(76, 0.005150151807957899)	(78, 0.0074069599035798996)	(80, 0.03130597896747442)	(82, 0.24930206762971033)	(84, 0.6327395497633128)	(86, 0.9105352662721071)	(88, 0.9650227150628168)	(90, 0.9658444246771202)
MSM6J2PS_R1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 3.841361009571135e-05)	(26, 7.68272201914227e-05)	(28, 7.68272201914227e-05)	(30, 0.00014084990368427495)	(32, 0.0002304816605742681)	(34, 0.00042254971105282484)	(36, 0.0007682722019142271)	(38, 0.001049972009282777)	(40, 0.0015237398671298836)	(42, 0.0019975077249769903)	(44, 0.003009066124164056)	(46, 0.0035340521288054444)	(48, 0.003930992766461128)	(50, 0.004494392381198228)	(52, 0.005070596532633898)	(54, 0.005749236977658133)	(56, 0.006658359083256634)	(58, 0.007541872115457995)	(60, 0.009014393835793597)	(62, 0.014084990368427495)	(64, 0.02217745756192402)	(66, 0.032587545897861794)	(68, 0.04407321531647949)	(70, 0.05590460722595858)	(72, 0.06826098514007907)	(74, 0.08176977135707089)	(76, 0.46871006585117136)	(78, 1.92316458490509)	(80, 3.395750327924185)					
MSM6J2PS_R2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0001792635137799863)	(12, 0.0002048725871771272)	(14, 0.000256090733971409)	(16, 0.000256090733971409)	(18, 0.000256090733971409)	(20, 0.0003073088807656908)	(22, 0.0003329179541628317)	(24, 0.0003329179541628317)	(26, 0.00038413610095711353)	(28, 0.00048657239454567706)	(30, 0.0007042495184213747)	(32, 0.0009731447890913543)	(34, 0.001280453669857045)	(36, 0.0017158079176084404)	(38, 0.0026377345599055127)	(40, 0.003610879348996867)	(42, 0.004532805991293939)	(44, 0.005377905413399589)	(46, 0.00651750917957236)	(48, 0.007208954161295163)	(50, 0.008118076266893665)	(52, 0.008566235051343633)	(54, 0.009296093643162147)	(56, 0.01024362935885636)	(58, 0.01166493293239768)	(60, 0.012868559382063303)	(62, 0.01395694500144179)	(64, 0.015198985061203124)	(66, 0.01851536006613287)	(68, 0.024751169438336683)	(70, 0.03240828238408181)	(72, 0.04029587699040121)	(74, 0.04982245229413762)	(76, 0.06220443928165525)	(78, 0.0818081849671666)	(80, 0.1943472580109023)	(82, 0.9650011037510635)	(84, 2.33940165936552)	(86, 3.4164168501556773)	(88, 3.6008277876884893)	(90, 3.6038880719594477)
MSM79H54_R1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 3.967720215415466e-05)	(6, 3.967720215415466e-05)	(7, 3.967720215415466e-05)	(8, 3.967720215415466e-05)	(9, 3.967720215415466e-05)	(10, 3.967720215415466e-05)	(12, 3.967720215415466e-05)	(14, 3.967720215415466e-05)	(16, 3.967720215415466e-05)	(18, 3.967720215415466e-05)	(20, 3.967720215415466e-05)	(22, 3.967720215415466e-05)	(24, 3.967720215415466e-05)	(26, 3.967720215415466e-05)	(28, 3.967720215415466e-05)	(30, 3.967720215415466e-05)	(32, 3.967720215415466e-05)	(34, 3.967720215415466e-05)	(36, 9.919300538538666e-05)	(38, 0.00015870880861661862)	(40, 0.0001983860107707733)	(42, 0.0002777404150790826)	(44, 0.0005158036280040106)	(46, 0.0006546738355435519)	(48, 0.0010316072560080211)	(50, 0.0013291862721641812)	(52, 0.0017061196926286505)	(54, 0.0018846671023223464)	(56, 0.0021227303152472742)	(58, 0.0022020847195555835)	(60, 0.002757565549713749)	(62, 0.0045033624444965545)	(64, 0.00823301944698709)	(66, 0.012280094066710868)	(68, 0.016624747702590804)	(70, 0.02124714175354982)	(72, 0.025988567410971303)	(74, 0.031325151100705106)	(76, 0.2961307982775333)	(78, 1.2763957546980782)	(80, 2.2094845177573337)					
MSM79H54_R2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 3.967720215415466e-05)	(12, 5.951580323123199e-05)	(14, 0.00011903160646246398)	(16, 0.00011903160646246398)	(18, 0.00011903160646246398)	(20, 0.00011903160646246398)	(22, 0.00011903160646246398)	(24, 0.00011903160646246398)	(26, 0.00011903160646246398)	(28, 0.00023806321292492796)	(30, 0.00023806321292492796)	(32, 0.00023806321292492796)	(34, 0.0003570948193873919)	(36, 0.0005753194312352425)	(38, 0.0007935440430830932)	(40, 0.0008728984473914025)	(42, 0.0009522528516997118)	(44, 0.0010712844581621758)	(46, 0.001150638862470485)	(48, 0.0011903160646246397)	(50, 0.0012299932667787943)	(52, 0.0012299932667787943)	(54, 0.0012696704689329492)	(56, 0.0014283792775495678)	(58, 0.001567249485089109)	(60, 0.001686281091551573)	(62, 0.0018846671023223464)	(64, 0.0020830531130931196)	(66, 0.0025790181400200526)	(68, 0.003967720215415466)	(70, 0.006070611929585663)	(72, 0.008133826441601705)	(74, 0.009839946134230355)	(76, 0.011942837848400552)	(78, 0.017140551330594812)	(80, 0.08594081986589899)	(82, 0.5986694647029626)	(84, 1.4554986452219323)	(86, 2.145762931097761)	(88, 2.2444996486583753)	(90, 2.246324799957466)
MSM79H5E_R1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0007603464138261392)	(52, 0.0015206928276522784)	(54, 0.0015206928276522784)	(56, 0.0015206928276522784)	(58, 0.0015206928276522784)	(60, 0.0015206928276522784)	(62, 0.001900866034565348)	(64, 0.003421558862217626)	(66, 0.004181905276043766)	(68, 0.005322424896782974)	(70, 0.007983637345174462)	(72, 0.00988450337973981)	(74, 0.00988450337973981)	(76, 0.09200191607296283)	(78, 0.4193310472251157)	(80, 0.6979980078923957)					
MSM79H5E_R2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 0.0)	(64, 0.0)	(66, 0.0)	(68, 0.0)	(70, 0.0003801732069130696)	(72, 0.0007603464138261392)	(74, 0.0011405196207392087)	(76, 0.0015206928276522784)	(78, 0.005702598103696044)	(80, 0.024711258449349523)	(82, 0.18438400535283875)	(84, 0.43339745588089934)	(86, 0.6082771310609114)	(88, 0.6394513340277831)	(90, 0.6394513340277831)
MSM79H81_R1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 0.0)	(36, 0.0)	(38, 0.0)	(40, 0.0)	(42, 0.0)	(44, 0.0)	(46, 0.0)	(48, 0.0)	(50, 0.0)	(52, 0.0)	(54, 0.0)	(56, 0.0)	(58, 0.0)	(60, 4.3487317576138684e-05)	(62, 0.0003696421993971788)	(64, 0.0009132336690989123)	(66, 0.0014785687975887151)	(68, 0.0020221602672904487)	(70, 0.002435289784263766)	(72, 0.0031310868654819855)	(74, 0.0037181656527598573)	(76, 0.03233282061785911)	(78, 0.17270988175363478)	(80, 0.3185011139276397)					
MSM79H81_R2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 2.1743658788069342e-05)	(32, 4.3487317576138684e-05)	(34, 4.3487317576138684e-05)	(36, 4.3487317576138684e-05)	(38, 4.3487317576138684e-05)	(40, 4.3487317576138684e-05)	(42, 4.3487317576138684e-05)	(44, 4.3487317576138684e-05)	(46, 6.523097636420803e-05)	(48, 8.697463515227737e-05)	(50, 8.697463515227737e-05)	(52, 0.00017394927030455474)	(54, 0.00017394927030455474)	(56, 0.00017394927030455474)	(58, 0.0003478985406091095)	(60, 0.0003478985406091095)	(62, 0.0003696421993971788)	(64, 0.0004131295169733175)	(66, 0.0005001041521255948)	(68, 0.0008697463515227736)	(70, 0.0012611322097080219)	(72, 0.0018264673381978246)	(74, 0.0020873912436546564)	(76, 0.002478777101839905)	(78, 0.005827300555202584)	(80, 0.03494205967242743)	(82, 0.11498046767131068)	(84, 0.23639705834388988)	(86, 0.3153700270621577)	(88, 0.3253286227870935)	(90, 0.3256765213277026)
MSM79H8D_R1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 0.0)	(30, 0.0)	(32, 0.0)	(34, 4.4486505611676104e-05)	(36, 8.897301122335221e-05)	(38, 0.00010380184642724424)	(40, 0.00025209019846616457)	(42, 0.0003633064624953548)	(44, 0.0004893515617284372)	(46, 0.0007266129249907097)	(48, 0.000845243606621846)	(50, 0.0009564598706510363)	(52, 0.0010306040466704965)	(54, 0.0013123519155444452)	(56, 0.001623757454826178)	(58, 0.0017053160484475842)	(60, 0.002090865763748777)	(62, 0.003432875349701006)	(64, 0.005961191751964598)	(66, 0.008956616463150789)	(68, 0.012218960208007036)	(70, 0.015466475117659393)	(72, 0.019077296489807105)	(74, 0.023377658698935794)	(76, 0.1840999890563196)	(78, 0.8899080582559689)	(80, 1.635012540745932)					
MSM79H8D_R2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 1.4828835203892035e-05)	(10, 0.00014087393443697432)	(12, 0.00016311718724281238)	(14, 0.00016311718724281238)	(16, 0.00018536044004865043)	(18, 0.00020018927525254247)	(20, 0.00022984694566032654)	(22, 0.00023726136326227256)	(24, 0.00023726136326227256)	(26, 0.0002520901984661646)	(28, 0.000430036220912869)	(30, 0.00043745063851481506)	(32, 0.0005338380673401133)	(34, 0.0006598831665731956)	(36, 0.0007562705953984938)	(38, 0.0008378291890199)	(40, 0.0008749012770296301)	(42, 0.0009268022002432522)	(44, 0.0010899193874860647)	(46, 0.0011344058930977407)	(48, 0.001327180750748337)	(50, 0.0013716672563600133)	(52, 0.0014606402675833654)	(54, 0.0015347844436028257)	(56, 0.0016608295428359081)	(58, 0.0018684332356903965)	(60, 0.002046379258137101)	(62, 0.0021946676101760212)	(64, 0.002454172226244132)	(66, 0.003432875349701006)	(68, 0.005182677903760266)	(70, 0.0076294357124024525)	(72, 0.01012809444425826)	(74, 0.012686068516929636)	(76, 0.01574822298653334)	(78, 0.023414730786945524)	(80, 0.07667249242172378)	(82, 0.4338472315602693)	(84, 1.1508881434268667)	(86, 1.61305845022657)	(88, 1.6825686152448136)	(90, 1.683754922061125)
MSM9VZFL_R1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 2.1129739559056143e-05)	(5, 2.1129739559056143e-05)	(6, 2.1129739559056143e-05)	(7, 2.1129739559056143e-05)	(8, 2.1129739559056143e-05)	(9, 2.1129739559056143e-05)	(10, 2.1129739559056143e-05)	(12, 2.1129739559056143e-05)	(14, 2.1129739559056143e-05)	(16, 2.1129739559056143e-05)	(18, 2.1129739559056143e-05)	(20, 2.1129739559056143e-05)	(22, 2.1129739559056143e-05)	(24, 2.1129739559056143e-05)	(26, 4.225947911811229e-05)	(28, 4.225947911811229e-05)	(30, 7.39540884566965e-05)	(32, 8.451895823622457e-05)	(34, 0.00010564869779528072)	(36, 0.00013734330713386495)	(38, 0.00021129739559056144)	(40, 0.00038033531206301056)	(42, 0.0004754191400787632)	(44, 0.0005493732285354598)	(46, 0.0006761516658897966)	(48, 0.0008451895823622458)	(50, 0.0009825328894961106)	(52, 0.0011198761966299754)	(54, 0.0012889141131024247)	(56, 0.001489646638913458)	(58, 0.0017220737740630755)	(60, 0.0021024090861260863)	(62, 0.003634315204157657)	(64, 0.00564164046226799)	(66, 0.007913087464866526)	(68, 0.010543740039969015)	(70, 0.014230879593024312)	(72, 0.017791240708725273)	(74, 0.02203831836009556)	(76, 0.17223907201564614)	(78, 0.7746796414536754)	(80, 1.3216863391585207)					
MSM9VZFL_R2 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 2.1129739559056143e-05)	(10, 0.00013734330713386495)	(12, 0.00014790817691339301)	(14, 0.00014790817691339301)	(16, 0.00019016765603150528)	(18, 0.00020073252581103335)	(20, 0.00023242713514961757)	(22, 0.0002535568747086737)	(24, 0.0002535568747086737)	(26, 0.0002746866142677299)	(28, 0.00029581635382678603)	(30, 0.00031694609338584216)	(32, 0.0003275109631653702)	(34, 0.00045428940051970705)	(36, 0.0006338921867716843)	(38, 0.0006761516658897966)	(40, 0.0006867165356693246)	(42, 0.0007712354939055492)	(44, 0.0009297085405984703)	(46, 0.0010142274988346948)	(48, 0.0010987464570709194)	(50, 0.0011515708059685599)	(52, 0.001193830285086672)	(54, 0.0014051276806772335)	(56, 0.0016798142949449634)	(58, 0.0018171576020788282)	(60, 0.0019861955185512775)	(62, 0.002039019867448918)	(64, 0.002229187523480423)	(66, 0.0031905906734174777)	(68, 0.004944359056819138)	(70, 0.00701507353360664)	(72, 0.009223131317528006)	(74, 0.012424286860725012)	(76, 0.016026907455544085)	(78, 0.024267505883575978)	(80, 0.07322511244190907)	(82, 0.3919461039507119)	(84, 0.9614242796766136)	(86, 1.3100861121405991)	(88, 1.3644106725469323)	(90, 1.3655094190040031)
MSM9VZL5_R1 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.0)	(22, 0.0)	(24, 0.0)	(26, 9.606190382781711e-06)	(28, 0.00013448666535894395)	(30, 0.0001921238076556342)	(32, 0.0001921238076556342)	(34, 0.00022094237880397933)	(36, 0.000365035234545705)	(38, 0.0004803095191390855)	(40, 0.0006724333267947198)	(42, 0.0008549509440675723)	(44, 0.0010374685613404248)	(46, 0.0011815614170821503)	(48, 0.0013448666535894394)	(50, 0.0014121099862689115)	(52, 0.0016330523650728908)	(54, 0.0017579328400490531)	(56, 0.0019020256957907786)	(58, 0.002257454739953702)	(60, 0.002949100447513985)	(62, 0.004956794237515363)	(64, 0.007665739925459805)	(66, 0.01073011465756717)	(68, 0.01365039653393281)	(70, 0.017089412690968663)	(72, 0.020240243136521063)	(74, 0.02452460404724171)	(76, 0.20698458417779753)	(78, 0.9389474727746157)	(80, 1.7108240824118917)					
