Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
HSM67VFR_R1	(1, 0.0010380140517445061)	(2, 4.94292405592622e-05)	(3, 0.0)	(4, 0.0001977169622370488)	(5, 0.0)	(6, 9.88584811185244e-05)	(7, 0.0)	(8, 0.0)	(9, 0.0011368725328630308)	(10, 0.0)	(12, 9.88584811185244e-05)	(14, 2.47146202796311e-05)	(16, 2.47146202796311e-05)	(18, 0.29309068189614523)	(20, 4.94292405592622e-05)	(22, 0.0)	(24, 0.0001235731013981555)	(26, 9.88584811185244e-05)	(28, 0.0001235731013981555)	(30, 0.0003212900636352043)	(32, 0.00014828772167778658)	(34, 7.414386083889329e-05)	(36, 4.94292405592622e-05)	(38, 4.94292405592622e-05)	(40, 0.0001730023419574177)	(42, 0.00022243158251667992)	(44, 0.0003212900636352043)	(46, 9.88584811185244e-05)	(48, 0.0)	(50, 0.0)	(52, 2.4848782732680276e-05)	(54, 4.991298918160916e-05)	(56, 0.0)	(58, 2.5245219439020933e-05)	(60, 0.0)	(62, 0.00015311536170697088)	(64, 7.703351137489668e-05)	(66, 0.00010335049382157829)	(68, 0.0)	(70, 0.0)	(72, 0.00018512039304761853)	(74, 0.0003730533940664259)	(76, 0.00024133098866870563)	(78, 0.00013450170480910843)	(80, 0.0001349538957006118)	(82, 0.00010834374110396314)	(84, 0.00019037357005652193)	(86, 0.00013669422513374848)	(88, 0.00016550180976228975)	(90, 0.0)	(92, 0.0)				
HSM67VFR_R2	(1, 0.10449341454228028)	(2, 0.0006920093678296709)	(3, 0.0001977169622370488)	(4, 0.00014828772167778658)	(5, 0.0003954339244740976)	(6, 0.00029657544335557316)	(7, 0.000247146202796311)	(8, 0.001235731013981555)	(9, 0.000247146202796311)	(10, 9.88584811185244e-05)	(12, 0.0001235731013981555)	(14, 7.414386083889329e-05)	(16, 7.414386083889329e-05)	(18, 7.414386083889329e-05)	(20, 4.94292405592622e-05)	(22, 0.0001235731013981555)	(24, 7.414386083889329e-05)	(26, 0.0005190070258722531)	(28, 0.0001730023419574177)	(30, 0.0001235731013981555)	(32, 9.88584811185244e-05)	(34, 0.00029657544335557316)	(36, 0.0001235731013981555)	(38, 0.00014828772167778658)	(40, 0.0001730023419574177)	(42, 0.0003707193041944665)	(44, 0.00046957778531299085)	(46, 0.00022243158251667992)	(48, 0.0003212900636352043)	(50, 0.00019836438645151402)	(52, 0.0002762349081569155)	(54, 0.000127217981905532)	(56, 0.0005932548981574793)	(58, 0.0004181031340226983)	(60, 0.0007681075392933358)	(62, 0.0004560953249960896)	(64, 0.0002715864368647084)	(66, 5.501339851320789e-05)	(68, 5.573458743586342e-05)	(70, 0.0)	(72, 0.0)	(74, 0.00011620836508484808)	(76, 0.00011800701492700233)	(78, 0.0)	(80, 9.11782324734922e-05)	(82, 0.0)	(84, 6.237089225303621e-05)	(86, 0.00015772786076541546)	(88, 0.00022374682599145414)	(90, 0.0001948927699979471)	(92, 0.00016549359291555027)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
HSM67VI3_R1	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 1.1248730580753961e-05)	(12, 0.0)	(14, 1.1248730580753961e-05)	(16, 0.0)	(18, 0.0004499492232301585)	(20, 4.4994922323015844e-05)	(22, 0.0)	(24, 2.2497461161507922e-05)	(26, 7.874111406527773e-05)	(28, 0.00017997968929206337)	(30, 0.00038245683974563467)	(32, 0.0003937055703263887)	(34, 0.0001462334975498015)	(36, 8.998984464603169e-05)	(38, 0.00017997968929206337)	(40, 0.00033746191742261883)	(42, 0.0005624365290376981)	(44, 0.0006186801819414679)	(46, 0.0010123857522678565)	(48, 0.0006636751042644837)	(50, 0.0006190333625216943)	(52, 0.0005640460148738934)	(54, 0.0004071363768888584)	(56, 0.0007371719882356424)	(58, 0.000364003386596508)	(60, 0.0007643894895304309)	(62, 0.0006979344344374121)	(64, 0.00034423087978184026)	(66, 0.00027617204828177835)	(68, 0.00038091434448392743)	(70, 0.00016216705221883332)	(72, 9.303188830777553e-05)	(74, 0.0003151867113546947)	(76, 0.00014054352867322225)	(78, 0.0004925409366017725)	(80, 9.394814250430048e-05)	(82, 3.528194330121148e-05)	(84, 8.245443773906634e-05)	(86, 9.442404753873097e-05)	(88, 0.00016574975480875557)	(90, 0.0)	(92, 0.0)				
HSM67VI3_R2	(1, 0.03086651671358887)	(2, 0.00015748222813055546)	(3, 2.2497461161507922e-05)	(4, 4.4994922323015844e-05)	(5, 6.749238348452377e-05)	(6, 2.2497461161507922e-05)	(7, 0.00011248730580753962)	(8, 2.2497461161507922e-05)	(9, 6.749238348452377e-05)	(10, 0.00016873095871130942)	(12, 0.00011248730580753962)	(14, 0.00011248730580753962)	(16, 0.00015748222813055546)	(18, 0.00015748222813055546)	(20, 7.874111406527773e-05)	(22, 7.874111406527773e-05)	(24, 3.3746191742261884e-05)	(26, 0.00038245683974563467)	(28, 5.624365290376981e-05)	(30, 7.874111406527773e-05)	(32, 0.00015748222813055546)	(34, 0.0001462334975498015)	(36, 7.874111406527773e-05)	(38, 0.00013498476696904754)	(40, 0.00017997968929206337)	(42, 6.749238348452377e-05)	(44, 0.00015748222813055546)	(46, 0.00013498476696904754)	(48, 8.998984464603169e-05)	(50, 0.00011269907869630156)	(52, 0.00018175913075513307)	(54, 0.0003547842774257402)	(56, 0.00016150683104678115)	(58, 0.00010465937733484896)	(60, 0.00018751022516696613)	(62, 0.00022436478785955048)	(64, 0.00013083551679969667)	(66, 0.0001677259760094348)	(68, 0.0001930642628878842)	(70, 0.000133717694716668)	(72, 9.808158548882944e-05)	(74, 2.4755097817293513e-05)	(76, 0.0)	(78, 2.5280912013957084e-05)	(80, 7.661835198521981e-05)	(82, 0.00015460363236080777)	(84, 0.00023382119693070712)	(86, 0.0003147214498797567)	(88, 0.0003710555961876158)	(90, 8.056797197523663e-05)	(92, 0.00021831779047113797)	(94, 1.419276183339259e-05)	(96, 0.0)	(98, 0.0)	(100, 0.0)
HSM6XRQ8_R1	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 3.135275866652955e-05)	(16, 0.0)	(18, 0.0005800260353307966)	(20, 6.27055173330591e-05)	(22, 0.0)	(24, 1.5676379333264775e-05)	(26, 9.405827599958865e-05)	(28, 0.0001881165519991773)	(30, 0.0003292039659985603)	(32, 0.0005329968973310024)	(34, 0.00020379293133244208)	(36, 9.405827599958865e-05)	(38, 0.00015676379333264776)	(40, 0.0003448803453318251)	(42, 0.0005486732766642671)	(44, 0.0003448803453318251)	(46, 0.0009719355186624161)	(48, 0.0005957024146640615)	(50, 0.0006435584197218948)	(52, 0.0006942732867938807)	(54, 0.00031741467020774474)	(56, 0.0007828157563238333)	(58, 0.00033769761944083383)	(60, 0.0007767828663708526)	(62, 0.0007828146099300034)	(64, 0.00023057188910348544)	(66, 0.0002490652580864017)	(68, 0.0004351063190658067)	(70, 6.744195692279886e-05)	(72, 6.795217458000884e-05)	(74, 0.0003767961401003408)	(76, 0.00022406341063463547)	(78, 0.0006384009195733895)	(80, 3.4545512330675174e-05)	(82, 0.0)	(84, 5.195289188845645e-05)	(86, 0.00013879777874974779)	(88, 0.0001219241582965732)	(90, 0.0)	(92, 0.0)				
HSM6XRQ8_R2	(1, 0.03389233211851844)	(2, 6.27055173330591e-05)	(3, 3.135275866652955e-05)	(4, 3.135275866652955e-05)	(5, 9.405827599958865e-05)	(6, 0.0001254110346661182)	(7, 0.0001254110346661182)	(8, 6.27055173330591e-05)	(9, 0.0001254110346661182)	(10, 0.00036055672466508987)	(12, 7.838189666632388e-05)	(14, 9.405827599958865e-05)	(16, 0.0001254110346661182)	(18, 0.00015676379333264776)	(20, 0.00014108741399938298)	(22, 9.405827599958865e-05)	(24, 0.00010973465533285343)	(26, 0.00028217482799876596)	(28, 4.7029137999794324e-05)	(30, 3.135275866652955e-05)	(32, 7.838189666632388e-05)	(34, 6.27055173330591e-05)	(36, 0.0001254110346661182)	(38, 6.27055173330591e-05)	(40, 0.00010973465533285343)	(42, 0.00010973465533285343)	(44, 0.00010973465533285343)	(46, 0.0001254110346661182)	(48, 0.00015676379333264776)	(50, 0.00012558974195546683)	(52, 0.00034734836625485363)	(54, 0.00027010451455863335)	(56, 0.00011214162141084732)	(58, 0.00011332648193802531)	(60, 0.0001637220170421522)	(62, 0.00021513964134897852)	(64, 0.0002509178994960063)	(66, 0.00016926216085152407)	(68, 0.00024011658689364774)	(70, 3.476913036668046e-05)	(72, 7.041745226136845e-05)	(74, 7.130859471795846e-05)	(76, 0.0)	(78, 7.316471792440475e-05)	(80, 9.262921543980815e-05)	(82, 7.481282299267377e-05)	(84, 0.00030122268169140306)	(86, 0.00036023860688525947)	(88, 0.000286900084750285)	(90, 0.0002714433457021018)	(92, 0.00023565744597994908)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
HSM6XRT8_R1	(1, 0.0012637831348140658)	(2, 0.00011847966888881868)	(3, 0.0)	(4, 0.00015797289185175823)	(5, 0.0)	(6, 7.898644592587911e-05)	(7, 0.00011847966888881868)	(8, 0.0)	(9, 0.0006713847903699725)	(10, 3.949322296293956e-05)	(12, 0.00011847966888881868)	(14, 0.00013822628037028846)	(16, 7.898644592587911e-05)	(18, 0.2952315882594547)	(20, 0.0)	(22, 5.923983444440934e-05)	(24, 7.898644592587911e-05)	(26, 5.923983444440934e-05)	(28, 1.974661148146978e-05)	(30, 0.0002764525607405769)	(32, 0.0002764525607405769)	(34, 7.898644592587911e-05)	(36, 1.974661148146978e-05)	(38, 3.949322296293956e-05)	(40, 0.00011847966888881868)	(42, 0.00015797289185175823)	(44, 0.0006318915674070329)	(46, 3.949322296293956e-05)	(48, 0.0)	(50, 0.0)	(52, 1.9901356934219846e-05)	(54, 4.003964725871558e-05)	(56, 0.0)	(58, 0.0)	(60, 0.0)	(62, 4.1127899748276685e-05)	(64, 8.283549202625554e-05)	(66, 4.17287468711264e-05)	(68, 4.2070632384710693e-05)	(70, 2.123314459898871e-05)	(72, 0.00010715814248646754)	(74, 0.0003684475397890833)	(76, 0.00015326972493777248)	(78, 6.587626855734485e-05)	(80, 4.405304779909872e-05)	(82, 4.4204219071689296e-05)	(84, 0.00022188362780618999)	(86, 0.00026750687604132627)	(88, 0.00011224705126996314)	(90, 0.0)	(92, 0.0)				
HSM6XRT8_R2	(1, 0.107816498688825)	(2, 0.00035543900666645605)	(3, 7.898644592587911e-05)	(4, 0.0002764525607405769)	(5, 0.00015797289185175823)	(6, 0.00015797289185175823)	(7, 0.0006318915674070329)	(8, 0.0011453034659252472)	(9, 0.0001974661148146978)	(10, 9.87330574073489e-05)	(12, 9.87330574073489e-05)	(14, 3.949322296293956e-05)	(16, 3.949322296293956e-05)	(18, 0.00011847966888881868)	(20, 0.00011847966888881868)	(22, 5.923983444440934e-05)	(24, 9.87330574073489e-05)	(26, 0.0005134118985182143)	(28, 0.00013822628037028846)	(30, 0.00013822628037028846)	(32, 0.00013822628037028846)	(34, 9.87330574073489e-05)	(36, 0.00015797289185175823)	(38, 0.0002961991722220467)	(40, 0.00011847966888881868)	(42, 0.00025670594925910717)	(44, 0.00023695933777763737)	(46, 0.00031594578370351646)	(48, 0.0004541720640738049)	(50, 0.00027743989561918443)	(52, 0.0003817669702450823)	(54, 0.00016295396428293532)	(56, 0.0005376334080436988)	(58, 0.0003150228738108674)	(60, 0.0007683727529899305)	(62, 0.0004986094216802747)	(64, 0.0002858581571824061)	(66, 4.4641193062669314e-05)	(68, 4.5285650562334564e-05)	(70, 2.2979208412228615e-05)	(72, 2.3319938360738926e-05)	(74, 0.0001421824869565341)	(76, 7.234710404188801e-05)	(78, 0.0)	(80, 2.5079936026099188e-05)	(82, 7.642087420894843e-05)	(84, 5.150900789530073e-05)	(86, 0.00013015881197284056)	(88, 0.0003948770234485874)	(90, 0.00013371114755185586)	(92, 5.504227108813891e-05)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
HSMA33J3_R1	(1, 0.0012659749094471326)	(2, 0.0003031207529662149)	(3, 0.0)	(4, 7.132253010969761e-05)	(5, 0.0)	(6, 8.915316263712202e-05)	(7, 0.00019613695780166843)	(8, 5.3491897582273217e-05)	(9, 0.0008915316263712202)	(10, 8.915316263712202e-06)	(12, 0.00010698379516454643)	(14, 0.00011589911142825862)	(16, 8.023784637340982e-05)	(18, 0.29631836665700245)	(20, 5.3491897582273217e-05)	(22, 6.240721384598541e-05)	(24, 0.00015156037648310746)	(26, 0.00011589911142825862)	(28, 0.00013372974395568305)	(30, 0.00022288290659280504)	(32, 9.806847890083421e-05)	(34, 0.00013372974395568305)	(36, 8.915316263712202e-05)	(38, 2.6745948791136608e-05)	(40, 0.00010698379516454643)	(42, 0.00014264506021939523)	(44, 0.0006329874547235663)	(46, 0.00012481442769197082)	(48, 0.0)	(50, 0.0)	(52, 9.006129481663926e-06)	(54, 1.816345492888508e-05)	(56, 0.0)	(58, 2.21724377087535e-05)	(60, 0.0)	(62, 6.806340332898106e-05)	(64, 0.00016077179649276327)	(66, 3.4885266428663876e-05)	(68, 0.0)	(70, 1.1951750782092693e-05)	(72, 0.0001332228633202456)	(74, 0.00035614201912138784)	(76, 9.930088453504161e-05)	(78, 0.0001616534210340447)	(80, 0.00011212625515998796)	(82, 9.98747695233639e-05)	(84, 0.00021275914063329134)	(86, 0.0001506564667216814)	(88, 0.0001008982084640228)	(90, 0.0)	(92, 0.0)				
HSMA33J3_R2	(1, 0.14697790392355936)	(2, 0.0005527496083501564)	(3, 0.00014264506021939523)	(4, 0.00032095138549363927)	(5, 0.0003566126505484881)	(6, 0.00014264506021939523)	(7, 0.00012481442769197082)	(8, 0.001854385782852138)	(9, 0.00010698379516454643)	(10, 4.457658131856101e-05)	(12, 0.00019613695780166843)	(14, 6.240721384598541e-05)	(16, 8.915316263712202e-05)	(18, 4.457658131856101e-05)	(20, 0.00016939100901053184)	(22, 0.00011589911142825862)	(24, 7.132253010969761e-05)	(26, 0.0005527496083501564)	(28, 0.00014264506021939523)	(30, 0.00015156037648310746)	(32, 0.00012481442769197082)	(34, 0.00015156037648310746)	(36, 0.00014264506021939523)	(38, 0.00025854417164765386)	(40, 0.00024962885538394163)	(42, 0.00036552796681220027)	(44, 0.00047251176197674673)	(46, 0.0002942054367025027)	(48, 0.00052600365955902)	(50, 0.00034863364218102347)	(52, 0.00024410959037868269)	(54, 0.00019228610414252027)	(56, 0.0005389874730018386)	(58, 0.00034968567510741726)	(60, 0.0010297635345334088)	(62, 0.000559996700327135)	(64, 0.00022804299978804003)	(66, 4.898871973492204e-05)	(68, 2.4969995429242338e-05)	(70, 1.2717190538613715e-05)	(72, 1.297083481849392e-05)	(74, 7.942972633679236e-05)	(76, 4.0565482830659394e-05)	(78, 6.909070006013655e-05)	(80, 1.4113270284650549e-05)	(82, 4.298620586982373e-05)	(84, 7.23465876140327e-05)	(86, 0.00010227624550915965)	(88, 0.0003245776543923692)	(90, 0.00011936940129530721)	(92, 0.00018180663985119732)	(94, 1.5928089137409555e-05)	(96, 1.97197041255593e-05)	(98, 0.0)	(100, 0.0)
MSM6J2HP_R1	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 1.0051148283384487e-05)	(12, 0.0)	(14, 2.0102296566768974e-05)	(16, 0.0)	(18, 0.0004523016727523019)	(20, 6.0306889700306925e-05)	(22, 0.0)	(24, 0.0)	(26, 9.046033455046038e-05)	(28, 0.0003316878933516881)	(30, 0.0004221482279021485)	(32, 0.0004925062658858399)	(34, 0.0002512787070846122)	(36, 0.00015076722425076732)	(38, 0.00011056263111722936)	(40, 0.00047240396931907085)	(42, 0.0006734269349867606)	(44, 0.00043219937618553295)	(46, 0.0009347567903547574)	(48, 0.0006734269349867606)	(50, 0.0006539513045724878)	(52, 0.0007272555375963841)	(54, 0.0003450844046005029)	(56, 0.0007956402991811535)	(58, 0.0003997099130928159)	(60, 0.0008753057906523932)	(62, 0.0005489760715831652)	(64, 0.00047930381745693275)	(66, 0.0002724911296276985)	(68, 0.00035876135321405856)	(70, 0.00031970467813198684)	(72, 9.67507444969789e-05)	(74, 0.000151881821188881)	(76, 0.00013103459346026)	(78, 0.0006341211632799676)	(80, 0.0001313663269350999)	(82, 2.1924557378813926e-05)	(84, 5.489819240015775e-05)	(86, 7.700339738989285e-05)	(88, 0.00016548183511412015)	(90, 0.0)	(92, 0.0)				
MSM6J2HP_R2	(1, 0.04060663906487333)	(2, 0.00010051148283384486)	(3, 2.0102296566768974e-05)	(4, 0.0001608183725341518)	(5, 0.00010051148283384486)	(6, 0.00020102296566768972)	(7, 0.00010051148283384486)	(8, 4.020459313353795e-05)	(9, 4.020459313353795e-05)	(10, 0.00021107411395107425)	(12, 0.00014071607596738281)	(14, 0.0001608183725341518)	(16, 7.035803798369141e-05)	(18, 0.0002713810036513812)	(20, 6.0306889700306925e-05)	(22, 8.04091862670759e-05)	(24, 8.04091862670759e-05)	(26, 0.0003216367450683036)	(28, 8.04091862670759e-05)	(30, 8.04091862670759e-05)	(32, 0.00012061377940061385)	(34, 8.04091862670759e-05)	(36, 0.00017086952081753627)	(38, 0.0002613298553679966)	(40, 0.0002713810036513812)	(42, 9.046033455046038e-05)	(44, 0.00012061377940061385)	(46, 9.046033455046038e-05)	(48, 0.00010051148283384486)	(50, 0.00023145480920324702)	(52, 0.0002831570310014476)	(54, 0.00032519961667095185)	(56, 0.00019431956855328467)	(58, 8.249426355514804e-05)	(60, 0.0002078342064967934)	(62, 0.00016749759431580164)	(64, 0.00031649362202052904)	(66, 0.0001916051809189342)	(68, 0.0002040950928450061)	(70, 0.00011920011521232953)	(72, 8.752685433299504e-05)	(74, 0.00013292492887408597)	(76, 2.2468693807201082e-05)	(78, 1.1378875004764905e-05)	(80, 5.7589163285894836e-05)	(82, 0.0002555399018006619)	(84, 0.0003737884581599889)	(86, 0.00036428472635225133)	(88, 0.00029570467666408695)	(90, 0.00013123217106566847)	(92, 0.00015698803244000703)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
MSM6J2JN_R1	(1, 0.0010687007128589987)	(2, 0.00023155182111944976)	(3, 1.781167854764998e-05)	(4, 0.00010687007128589988)	(5, 0.0)	(6, 0.00010687007128589988)	(7, 5.343503564294994e-05)	(8, 5.343503564294994e-05)	(9, 0.0009618306415730989)	(10, 0.0)	(12, 9.796423201207489e-05)	(14, 9.796423201207489e-05)	(16, 0.00013358758910737484)	(18, 0.3001267835279022)	(20, 5.343503564294994e-05)	(22, 3.562335709529996e-05)	(24, 7.124671419059992e-05)	(26, 9.796423201207489e-05)	(28, 8.905839273824991e-05)	(30, 0.00029389269603622467)	(32, 0.00016921094620267482)	(34, 0.00012468174983354985)	(36, 4.4529196369124954e-05)	(38, 2.671751782147497e-05)	(40, 0.00010687007128589988)	(42, 0.00013358758910737484)	(44, 0.0006857496240845242)	(46, 9.796423201207489e-05)	(48, 1.781167854764998e-05)	(50, 8.924948855580583e-06)	(52, 3.59954260612104e-05)	(54, 9.095430346648679e-06)	(56, 0.0)	(58, 3.566141342347905e-05)	(60, 0.0)	(62, 9.834323608744386e-05)	(64, 0.00012690564692057103)	(66, 6.498207989182823e-05)	(68, 1.332773746063153e-05)	(70, 2.7695882591614517e-05)	(72, 0.0001411941979350631)	(74, 0.00020196835473260184)	(76, 0.00019019982247041187)	(78, 7.326614925135184e-05)	(80, 8.806827522392827e-05)	(82, 0.000176452709424001)	(84, 0.000235745744089449)	(86, 0.00020681084238340043)	(88, 0.00014830308642451343)	(90, 0.0)	(92, 0.0)				
MSM6J2JN_R2	(1, 0.14810410712370958)	(2, 0.0003740452495006496)	(3, 1.781167854764998e-05)	(4, 0.00032061021385769965)	(5, 0.0004987269993341994)	(6, 0.0002493634996670997)	(7, 0.00023155182111944976)	(8, 0.001888037926050898)	(9, 0.00016030510692884983)	(10, 7.124671419059992e-05)	(12, 0.00015139926765502483)	(14, 5.343503564294994e-05)	(16, 8.015255346442491e-05)	(18, 0.00014249342838119984)	(20, 0.00010687007128589988)	(22, 0.0001870226247503248)	(24, 0.00010687007128589988)	(26, 0.0006768437848106993)	(28, 0.00022264598184562474)	(30, 0.00012468174983354985)	(32, 0.00013358758910737484)	(34, 0.00021374014257179977)	(36, 0.00015139926765502483)	(38, 0.00027608101748857473)	(40, 0.0002671751782147497)	(42, 0.00041857444586977454)	(44, 0.00040076276732212455)	(46, 0.00038295108877447456)	(48, 0.0005877853920724493)	(50, 0.0002948705393235777)	(52, 0.0002806005539779066)	(54, 0.0002109156361298118)	(56, 0.0004842455821670232)	(58, 0.00044649748845162747)	(60, 0.000984482604679743)	(62, 0.00046153946601459775)	(64, 0.00037706218886680984)	(66, 4.009798879181017e-05)	(68, 2.75708622856107e-05)	(70, 2.871848361811539e-05)	(72, 0.0)	(74, 7.701570904820598e-05)	(76, 4.816415886594598e-05)	(78, 1.6571535008030565e-05)	(80, 3.404176516084053e-05)	(82, 0.0)	(84, 0.00010505156193288572)	(86, 8.84177206795786e-05)	(88, 0.00033927335504206635)	(90, 0.00016255202342049555)	(92, 5.5002293595642934e-05)	(94, 0.0)	(96, 2.410880593423793e-05)	(98, 0.0)	(100, 0.0)
MSM6J2JZ_R1	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 2.8942760048166543e-05)	(16, 0.0)	(18, 0.0006295050310476223)	(20, 8.682828014449963e-05)	(22, 1.4471380024083271e-05)	(24, 7.235690012041636e-06)	(26, 9.406397015654125e-05)	(28, 0.00031113467051779035)	(30, 0.00040519864067433157)	(32, 0.0004920269208188311)	(34, 0.00016642087027695762)	(36, 0.00017365656028899926)	(38, 0.00010129966016858289)	(40, 0.0004196700206984148)	(42, 0.0007308046912162052)	(44, 0.00044861278074658135)	(46, 0.0010781178117942037)	(48, 0.0008031615913366215)	(50, 0.000883876520131773)	(52, 0.0007424621529917513)	(54, 0.000504511133829548)	(56, 0.0007496526242031082)	(58, 0.00042847879905371196)	(60, 0.0008465880052737977)	(62, 0.0007477886767146533)	(64, 0.0004968797083587137)	(66, 0.0002956810102282885)	(68, 0.0004123384807174873)	(70, 0.0001307699147964774)	(72, 7.743894539307582e-05)	(74, 0.0002496620589973291)	(76, 0.00014120225245833123)	(78, 0.0005025678073908878)	(80, 0.0001257766610557174)	(82, 4.722190391161067e-05)	(84, 3.1523162983736726e-05)	(86, 0.00011840494332744728)	(88, 0.0001582719739269081)	(90, 0.0)	(92, 0.0)				
MSM6J2JZ_R2	(1, 0.041894645169721065)	(2, 0.00011577104019266617)	(3, 5.7885520096333086e-05)	(4, 0.00010129966016858289)	(5, 0.00026048484043349884)	(6, 0.00015918518026491598)	(7, 0.00017365656028899926)	(8, 0.00010129966016858289)	(9, 0.00011577104019266617)	(10, 0.00038349157063820663)	(12, 0.0001881279403130825)	(14, 0.00012300673020470778)	(16, 0.00010853535018062453)	(18, 0.00023154208038533234)	(20, 0.00013747811022879106)	(22, 0.00012300673020470778)	(24, 0.00012300673020470778)	(26, 0.0003473131205779985)	(28, 8.682828014449963e-05)	(30, 0.00011577104019266617)	(32, 0.0002098350103492074)	(34, 0.00014471380024083273)	(36, 0.0002098350103492074)	(38, 0.00013024242021674942)	(40, 0.0002677205304455405)	(42, 8.682828014449963e-05)	(44, 0.0001881279403130825)	(46, 0.00013024242021674942)	(48, 0.00012300673020470778)	(50, 0.0003115247870492626)	(52, 0.0004733691957836059)	(54, 0.0003956332348035626)	(56, 0.0002067179799755246)	(58, 8.941897783676118e-05)	(60, 0.00024064662952586748)	(62, 0.00021244345020909747)	(64, 0.0002526409206173901)	(66, 0.00015463718251053466)	(68, 0.00034400493991093713)	(70, 0.00016584811408581202)	(72, 0.00015171911330239647)	(74, 0.00013728211612145074)	(76, 2.4507687530578447e-05)	(78, 4.959433897152086e-05)	(80, 5.015055614877162e-05)	(82, 0.00019381195504607543)	(84, 0.0003644733732705739)	(86, 0.00034116331573214926)	(88, 0.00042934453086768213)	(90, 0.00019059302152315012)	(92, 0.00011392818510560748)	(94, 9.072521564022879e-06)	(96, 0.0)	(98, 0.0)	(100, 0.0)
MSM6J2M3_R1	(1, 0.0010184569867422361)	(2, 0.00020832074728818466)	(3, 0.0)	(4, 6.944024909606157e-05)	(5, 0.0)	(6, 0.00011573374849343592)	(7, 6.944024909606157e-05)	(8, 4.629349939737437e-05)	(9, 0.0006018154921658669)	(10, 1.1573374849343593e-05)	(12, 8.101362394540515e-05)	(14, 9.258699879474874e-05)	(16, 4.629349939737437e-05)	(18, 0.289172343985699)	(20, 4.629349939737437e-05)	(22, 1.1573374849343593e-05)	(24, 0.00013888049819212313)	(26, 9.258699879474874e-05)	(28, 0.00011573374849343592)	(30, 0.00030090774608293344)	(32, 9.258699879474874e-05)	(34, 0.00011573374849343592)	(36, 2.3146749698687185e-05)	(38, 6.944024909606157e-05)	(40, 9.258699879474874e-05)	(42, 8.101362394540515e-05)	(44, 0.0004860817436724309)	(46, 0.00011573374849343592)	(48, 0.0)	(50, 2.316580134676703e-05)	(52, 1.1622998287234973e-05)	(54, 3.499406209089754e-05)	(56, 1.1709557996972376e-05)	(58, 1.175734025448763e-05)	(60, 0.0)	(62, 8.300910372699018e-05)	(64, 0.00010721452494733086)	(66, 3.590943640139568e-05)	(68, 0.0)	(70, 1.2107424333138203e-05)	(72, 0.00013398908403113225)	(74, 0.00041682021587854544)	(76, 0.00011098046928707996)	(78, 0.00011135431718831835)	(80, 0.00011174843589439226)	(82, 0.00012464960994644056)	(84, 0.00028799286378726393)	(86, 0.00011332810261179722)	(88, 0.0001523766568104366)	(90, 0.0)	(92, 0.0)				
