Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
HSM67VFR_R1	(1, 36.50409422399552)	(2, 36.66761307185924)	(3, 36.699093566586626)	(4, 36.699707972046774)	(5, 36.70382938212461)	(6, 36.67593745026183)	(7, 36.68136972379929)	(8, 36.68896156085679)	(9, 36.68261336349176)	(10, 36.687302715543616)	(12, 36.67040434107362)	(14, 36.67514930102111)	(16, 36.665268890125716)	(18, 36.53886028034288)	(20, 36.598743558134224)	(22, 36.64623887965661)	(24, 36.646256427037)	(26, 36.63964823186664)	(28, 36.61478087523368)	(30, 36.56519642685906)	(32, 36.539773979854616)	(34, 36.47080783196431)	(36, 36.34155308651007)	(38, 36.28580011605986)	(40, 36.28128104774173)	(42, 36.31327535942472)	(44, 36.31547446633721)	(46, 36.262102749550934)	(48, 36.22778501641545)	(50, 36.18591649018453)	(52, 36.21040969983827)	(54, 36.21271404608572)	(56, 36.194978753961706)	(58, 36.12547630356202)	(60, 36.11916114764075)	(62, 36.11206262364003)	(64, 36.091401649375456)	(66, 36.060384547982515)	(68, 36.0331022262821)	(70, 35.952763775538614)	(72, 35.895031287798616)	(74, 35.84537915952603)	(76, 35.80760109410086)	(78, 35.780213908611046)	(80, 35.77382401253905)	(82, 35.68058484747391)	(84, 35.71369520373058)	(86, 35.658874154759886)	(88, 35.68191565688009)	(90, 35.7614645460514)	(92, 35.19101031673585)				
HSM67VFR_R2	(1, 30.109333031485438)	(2, 32.10602522670721)	(3, 33.577148170080086)	(4, 33.202090461441735)	(5, 33.533381049026886)	(6, 33.762682307396496)	(7, 33.37060413406396)	(8, 33.154807438507554)	(9, 32.27514786757313)	(10, 32.80507480126974)	(12, 32.84286815145515)	(14, 32.74090773834533)	(16, 32.70093628867467)	(18, 33.03796239818812)	(20, 33.1246820464101)	(22, 32.81215529283365)	(24, 32.33955046082881)	(26, 32.45084731604166)	(28, 33.05156186514319)	(30, 33.175293634403545)	(32, 32.903270436272365)	(34, 33.19409923612052)	(36, 32.72146968949539)	(38, 32.87950238594944)	(40, 33.07921653665129)	(42, 33.27679460272236)	(44, 33.14912974879071)	(46, 33.3477072741059)	(48, 33.35089348295235)	(50, 33.22165687173367)	(52, 33.273497816484394)	(54, 33.35827004817685)	(56, 33.08948497381196)	(58, 33.78976427202646)	(60, 33.90201120094118)	(62, 33.79780315201051)	(64, 34.05819608979567)	(66, 34.02289451789663)	(68, 34.09708962100482)	(70, 34.21831633301488)	(72, 34.11533259486785)	(74, 34.123864980608914)	(76, 34.10227421943408)	(78, 34.17025028929001)	(80, 33.820113439651465)	(82, 34.030164451719145)	(84, 34.19943011094038)	(86, 34.19508040550543)	(88, 34.253734053715355)	(90, 34.41497293538721)	(92, 34.3289136013711)	(94, 34.45589287168485)	(96, 34.70449784760603)	(98, 34.27939889360809)	(100, 34.26401184760995)
HSM67VI3_R1	(1, 36.64697366402201)	(2, 36.67712071192766)	(3, 36.67599628881881)	(4, 36.70075699457316)	(5, 36.70155745424129)	(6, 36.70261393501743)	(7, 36.69804132603635)	(8, 36.69406085023305)	(9, 36.69394521328268)	(10, 36.67075539275393)	(12, 36.65817942445195)	(14, 36.65988923150023)	(16, 36.67553475340308)	(18, 36.68711115950565)	(20, 36.68549910392612)	(22, 36.63188360443524)	(24, 36.65438961463199)	(26, 36.662554055774805)	(28, 36.6778323066242)	(30, 36.6578859450711)	(32, 36.597556978195016)	(34, 36.52983534558125)	(36, 36.58808205993954)	(38, 36.59056735447405)	(40, 36.542389041396675)	(42, 36.49673573087277)	(44, 36.49844025101767)	(46, 36.4756917181896)	(48, 36.511674720007846)	(50, 36.53023289436831)	(52, 36.537414842271346)	(54, 36.53729026564844)	(56, 36.53166144654407)	(58, 36.53309725965879)	(60, 36.54233627656478)	(62, 36.535819120022076)	(64, 36.518371817492195)	(66, 36.47418863764756)	(68, 36.43247802607353)	(70, 36.430284425218865)	(72, 36.3969297528195)	(74, 36.3828031519432)	(76, 36.40879501907911)	(78, 36.397579662473206)	(80, 36.38576230989855)	(82, 36.35707843188362)	(84, 36.366422171359964)	(86, 36.29945750214864)	(88, 36.27939585195624)	(90, 36.3163567146849)	(92, 35.5398305621572)				
HSM67VI3_R2	(1, 31.377692552395462)	(2, 33.24413052487027)	(3, 35.39802418297095)	(4, 35.727276326866516)	(5, 35.89284481746235)	(6, 35.97921797025206)	(7, 35.87290689245719)	(8, 35.90626455304519)	(9, 35.712377383212306)	(10, 35.82519258951628)	(12, 35.63104748629117)	(14, 35.799118819441226)	(16, 35.57125958335602)	(18, 35.42778832408763)	(20, 35.654368017069274)	(22, 35.64131465264145)	(24, 35.232257714716894)	(26, 35.45201066559639)	(28, 35.5884570926171)	(30, 35.53430367882984)	(32, 35.50818660114206)	(34, 35.473039717467884)	(36, 35.544825291465855)	(38, 35.497712795611015)	(40, 35.47359720455546)	(42, 35.45131515658458)	(44, 35.30770722523963)	(46, 35.38483617123808)	(48, 35.40362908795743)	(50, 35.17273053508028)	(52, 34.97207482408003)	(54, 35.243363749908305)	(56, 35.101079373627314)	(58, 35.228100513313905)	(60, 35.459803337890634)	(62, 35.40282601169724)	(64, 35.4293710368807)	(66, 35.47786769160195)	(68, 35.443453853322126)	(70, 35.28069815434313)	(72, 35.25735206184015)	(74, 35.160958839423614)	(76, 35.07268814175217)	(78, 35.0083322483503)	(80, 34.950967042919004)	(82, 34.97427296319373)	(84, 34.986980346209435)	(86, 34.75822676377113)	(88, 34.886358917318894)	(90, 34.86531314520574)	(92, 34.81062182347401)	(94, 34.79115850196831)	(96, 34.99898617051411)	(98, 34.02162604571332)	(100, 33.84335403408484)
HSM6XRQ8_R1	(1, 36.697042368863954)	(2, 36.75697253999985)	(3, 36.76091264118147)	(4, 36.765320839049984)	(5, 36.76633447373767)	(6, 36.7566467848373)	(7, 36.74225367391626)	(8, 36.74762879086205)	(9, 36.75095751324967)	(10, 36.74283134849469)	(12, 36.72611546844784)	(14, 36.750094371803584)	(16, 36.740331122754824)	(18, 36.73946202428459)	(20, 36.74274418782559)	(22, 36.7267793631126)	(24, 36.717365697322975)	(26, 36.72236050530614)	(28, 36.70713670304423)	(30, 36.6622784300545)	(32, 36.67611095365059)	(34, 36.67342731427253)	(36, 36.66665119930572)	(38, 36.65964166305065)	(40, 36.643473985989075)	(42, 36.61990690111841)	(44, 36.62543345188857)	(46, 36.61824065875908)	(48, 36.61860278312169)	(50, 36.61677570576898)	(52, 36.60941682939601)	(54, 36.60886103689917)	(56, 36.60567508102625)	(58, 36.594674619242824)	(60, 36.58197152571893)	(62, 36.572466302564024)	(64, 36.55711174775213)	(66, 36.53934003770229)	(68, 36.5166267174057)	(70, 36.491791555599754)	(72, 36.49528644436195)	(74, 36.46952319650878)	(76, 36.455475859908)	(78, 36.41873241198503)	(80, 36.40609503676164)	(82, 36.382417407522496)	(84, 36.34409836507281)	(86, 36.33784690029796)	(88, 36.321482489748675)	(90, 36.37970430665901)	(92, 35.545981005327775)				
HSM6XRQ8_R2	(1, 31.714893375538328)	(2, 33.52609082517952)	(3, 35.51510136973932)	(4, 35.653272977182716)	(5, 35.80192988770696)	(6, 35.79311631371821)	(7, 35.77274705346774)	(8, 35.790461675641914)	(9, 35.63944703766595)	(10, 35.74139978153398)	(12, 35.73304144960107)	(14, 35.68260254233249)	(16, 35.633915940745794)	(18, 35.678323988121065)	(20, 35.60905900338359)	(22, 35.61131420731447)	(24, 35.63006535169016)	(26, 35.614154140194486)	(28, 35.6668564031112)	(30, 35.62762218797108)	(32, 35.59440205899837)	(34, 35.63717239502469)	(36, 35.545965182134445)	(38, 35.59518979705986)	(40, 35.568903644193846)	(42, 35.524188966838814)	(44, 35.519610209963155)	(46, 35.438727303738006)	(48, 35.44592150774162)	(50, 35.44924130633274)	(52, 35.4516560214539)	(54, 35.474084645346316)	(56, 35.4570284945993)	(58, 35.48447968900875)	(60, 35.51410153741223)	(62, 35.51894830130636)	(64, 35.473197779687695)	(66, 35.46528718000833)	(68, 35.48717491064668)	(70, 35.47572722365578)	(72, 35.44295533607355)	(74, 35.37654404868309)	(76, 35.3422028031738)	(78, 35.32585197239677)	(80, 35.33547373535997)	(82, 35.27037920324969)	(84, 35.21995324209696)	(86, 35.23168148706748)	(88, 35.19577135220892)	(90, 35.22561157789382)	(92, 35.163395953641114)	(94, 35.23513990076091)	(96, 35.282262332541585)	(98, 34.40542892851468)	(100, 34.14099999702198)
HSM6XRT8_R1	(1, 35.6403111276105)	(2, 36.419914062746834)	(3, 36.606804682316515)	(4, 36.653652333259615)	(5, 36.684426242456794)	(6, 36.672455451644495)	(7, 36.681350115320214)	(8, 36.67228958010806)	(9, 36.66280291302012)	(10, 36.66250414678841)	(12, 36.6474913904774)	(14, 36.68204420871379)	(16, 36.66848618527061)	(18, 36.55513332912072)	(20, 36.601957679062274)	(22, 36.63646389529556)	(24, 36.61816767242741)	(26, 36.62721774193548)	(28, 36.59040117215886)	(30, 36.55497792328836)	(32, 36.532432427095515)	(34, 36.55512760260339)	(36, 36.548530259707434)	(38, 36.49157649047423)	(40, 36.43620047549841)	(42, 36.37451127136583)	(44, 36.33508637167862)	(46, 36.29384438880288)	(48, 36.24409852769265)	(50, 36.22230103880025)	(52, 36.21856410037029)	(54, 36.22163626752712)	(56, 36.22468995973627)	(58, 36.163337680091)	(60, 36.1686950832774)	(62, 36.13047852439283)	(64, 36.08933811093969)	(66, 36.0558283357513)	(68, 36.01668533911163)	(70, 35.960489038340086)	(72, 35.91921666097312)	(74, 35.901606655251555)	(76, 35.84730174037758)	(78, 35.83296000689248)	(80, 35.82237835193065)	(82, 35.77521210979418)	(84, 35.69369674689817)	(86, 35.72591798401885)	(88, 35.76095372472748)	(90, 35.83462691207983)	(92, 35.006148262903444)				
HSM6XRT8_R2	(1, 29.93023127231367)	(2, 31.93404829231304)	(3, 33.561919054690215)	(4, 33.58435515465546)	(5, 33.632155777068654)	(6, 33.55267882531358)	(7, 33.372481912103886)	(8, 33.465445799500806)	(9, 33.014786262677326)	(10, 33.15475755110423)	(12, 32.997849594009665)	(14, 32.93000122428991)	(16, 32.91748443967015)	(18, 33.04232765157499)	(20, 33.051095936937216)	(22, 32.54903123124072)	(24, 32.805897522985056)	(26, 32.85577588385833)	(28, 33.21693508893874)	(30, 33.2327481754131)	(32, 33.07451107389972)	(34, 33.242664528766866)	(36, 32.888599491327284)	(38, 33.218019375375185)	(40, 33.1902297715712)	(42, 33.12676554453256)	(44, 33.16560614198603)	(46, 33.146823560077095)	(48, 33.11569677893274)	(50, 33.05481749262092)	(52, 33.33383594482146)	(54, 33.20149909217124)	(56, 33.41702556868792)	(58, 33.442868972637385)	(60, 33.69482018300154)	(62, 33.85682536571903)	(64, 33.99048627754691)	(66, 33.85613416516205)	(68, 34.07371357368085)	(70, 34.234804472131145)	(72, 34.17376822987966)	(74, 34.08856100749155)	(76, 34.16918539193981)	(78, 33.76257412188251)	(80, 33.97158158612402)	(82, 34.114383501228644)	(84, 34.043365344065705)	(86, 34.278203120814034)	(88, 34.27038593396138)	(90, 34.416670121468485)	(92, 34.45364761735467)	(94, 34.62489066739312)	(96, 34.830218475041065)	(98, 34.19495662977345)	(100, 34.229920553886245)
HSMA33J3_R1	(1, 36.657297739111456)	(2, 36.7428714022687)	(3, 36.76047522915037)	(4, 36.770552211123245)	(5, 36.785572201045376)	(6, 36.768043441126636)	(7, 36.75444312616634)	(8, 36.7585409621338)	(9, 36.76301003187047)	(10, 36.74938448656515)	(12, 36.70897046641012)	(14, 36.77089874946642)	(16, 36.72738496299966)	(18, 36.61625527831299)	(20, 36.697797702915274)	(22, 36.74990736986402)	(24, 36.69196360910546)	(26, 36.716699688998105)	(28, 36.69533119151775)	(30, 36.66267608195386)	(32, 36.702314915359764)	(34, 36.70789519011555)	(36, 36.612367754656205)	(38, 36.58384159551353)	(40, 36.57509504618669)	(42, 36.522998128140195)	(44, 36.54643114540774)	(46, 36.494505401433514)	(48, 36.51246789148848)	(50, 36.425722189195895)	(52, 36.415603213595304)	(54, 36.405493885911994)	(56, 36.44775677753325)	(58, 36.373629166762186)	(60, 36.37899418963926)	(62, 36.37048888919707)	(64, 36.35603966392107)	(66, 36.312367212465276)	(68, 36.28333427549839)	(70, 36.227652831170694)	(72, 36.19138337207214)	(74, 36.166686692753515)	(76, 36.145452047647645)	(78, 36.11839558828932)	(80, 36.126123853321346)	(82, 36.08152190031399)	(84, 36.01759463873687)	(86, 35.995457722591084)	(88, 36.0221039452101)	(90, 36.064774915839195)	(92, 35.355173503149004)				
HSMA33J3_R2	(1, 30.318195661236526)	(2, 32.8934186422116)	(3, 34.3583440049669)	(4, 33.21015540109473)	(5, 34.07979974773221)	(6, 34.21527261432377)	(7, 34.06231859560232)	(8, 34.079286047209095)	(9, 33.495652535177165)	(10, 32.38550915192876)	(12, 33.49398367712576)	(14, 32.08106563348849)	(16, 33.21219620614065)	(18, 33.156623295436106)	(20, 32.051922623613535)	(22, 32.779113321871804)	(24, 33.12092663657569)	(26, 33.44735969342724)	(28, 33.80768699965016)	(30, 33.46173983110111)	(32, 33.02181729450107)	(34, 33.134861721661686)	(36, 33.459292041867755)	(38, 33.457120538285395)	(40, 33.77832342485084)	(42, 33.931182673760404)	(44, 33.85916760188334)	(46, 33.74141758164558)	(48, 33.55714726640356)	(50, 33.48602376579361)	(52, 33.682930331121156)	(54, 33.361835196213335)	(56, 33.82789846726599)	(58, 33.819016689730766)	(60, 34.42789215947609)	(62, 34.358960212723076)	(64, 34.24995069132514)	(66, 34.308840860440185)	(68, 34.4350954275953)	(70, 34.52907725455067)	(72, 34.52890405211036)	(74, 34.40853368629338)	(76, 34.33860018326129)	(78, 34.16021634496799)	(80, 34.13675484321732)	(82, 34.27673473129895)	(84, 34.38197339158049)	(86, 34.450271293238)	(88, 34.49053796127035)	(90, 34.502940676535445)	(92, 34.472394105909366)	(94, 34.658856307781114)	(96, 34.75466710586987)	(98, 34.2463732101839)	(100, 34.173351174167934)
MSM6J2HP_R1	(1, 36.74148366205949)	(2, 36.757282458977244)	(3, 36.74548100373179)	(4, 36.74946065538311)	(5, 36.75080489595453)	(6, 36.74377813818962)	(7, 36.734294879784244)	(8, 36.736464520652696)	(9, 36.73479703515248)	(10, 36.726602132934076)	(12, 36.71777591809199)	(14, 36.73457611091321)	(16, 36.724257099528074)	(18, 36.71822681260397)	(20, 36.716020284021326)	(22, 36.70254953406897)	(24, 36.69819899504599)	(26, 36.70442819419462)	(28, 36.67546701655384)	(30, 36.61060303673332)	(32, 36.547431971818185)	(34, 36.52697687994667)	(36, 36.465566876722264)	(38, 36.48978059549435)	(40, 36.502214971547204)	(42, 36.48992975453488)	(44, 36.51057692385009)	(46, 36.5043697367162)	(48, 36.507006655468345)	(50, 36.51329255844762)	(52, 36.51555101893528)	(54, 36.52667378433681)	(56, 36.52289610563433)	(58, 36.51265790792414)	(60, 36.516058783799906)	(62, 36.50873686931742)	(64, 36.49137957754559)	(66, 36.46951063021338)	(68, 36.43328253331929)	(70, 36.40302229723375)	(72, 36.40102348092951)	(74, 36.39282772802807)	(76, 36.39553343004624)	(78, 36.37703779436073)	(80, 36.36135734567317)	(82, 36.327799565951295)	(84, 36.313232713491104)	(86, 36.29383959295849)	(88, 36.27933091801604)	(90, 36.334798900491116)	(92, 35.570429893174854)				
MSM6J2HP_R2	(1, 32.3234682653085)	(2, 33.94918018814141)	(3, 35.87466921671)	(4, 36.02129054331683)	(5, 36.08692936615851)	(6, 36.103368421221916)	(7, 36.01949118675114)	(8, 36.04330979488421)	(9, 35.98301878599819)	(10, 36.007014696386975)	(12, 35.957037874334915)	(14, 35.96847015090392)	(16, 35.849049744339)	(18, 35.85003646556597)	(20, 35.89396108919067)	(22, 35.882720890065364)	(24, 35.81497886444539)	(26, 35.803460349024114)	(28, 35.87498622992685)	(30, 35.80673722438746)	(32, 35.83130142670019)	(34, 35.871786748405285)	(36, 35.792799699108826)	(38, 35.81202613861418)	(40, 35.753261095060545)	(42, 35.74097869236973)	(44, 35.71100385642457)	(46, 35.72320956885398)	(48, 35.656295958875525)	(50, 35.632535748630325)	(52, 35.55493059757522)	(54, 35.659822426504064)	(56, 35.62461865041169)	(58, 35.652592048796706)	(60, 35.68699122412676)	(62, 35.7078424621594)	(64, 35.657563723520724)	(66, 35.64864571745758)	(68, 35.68381427892403)	(70, 35.63460908686945)	(72, 35.56130548019944)	(74, 35.51247822506049)	(76, 35.503056714899266)	(78, 35.42837613867039)	(80, 35.46680171602038)	(82, 35.394217302927856)	(84, 35.38614208216843)	(86, 35.36344588121825)	(88, 35.34012114907242)	(90, 35.342377555524656)	(92, 35.295928958150505)	(94, 35.31124523672382)	(96, 35.28676331229072)	(98, 34.340728816426406)	(100, 34.22727408225924)
MSM6J2JN_R1	(1, 36.72690421983601)	(2, 36.77637473206782)	(3, 36.783339098379955)	(4, 36.79308262089588)	(5, 36.80259245418925)	(6, 36.784214186147004)	(7, 36.78792329008777)	(8, 36.78363601906135)	(9, 36.79287938964365)	(10, 36.78099160820577)	(12, 36.74297961595884)	(14, 36.806742219057284)	(16, 36.76086298651264)	(18, 36.62461664814846)	(20, 36.71154957328562)	(22, 36.772823706774176)	(24, 36.714979835398715)	(26, 36.743427935907874)	(28, 36.73068670789239)	(30, 36.69005996123467)	(32, 36.73714023526378)	(34, 36.73105683457261)	(36, 36.653818717010545)	(38, 36.63795020353405)	(40, 36.63174488190323)	(42, 36.58795718571204)	(44, 36.61764693833277)	(46, 36.547036991650245)	(48, 36.571746064598685)	(50, 36.48821053079854)	(52, 36.46870064902173)	(54, 36.46677808612847)	(56, 36.53207032242261)	(58, 36.44313754963521)	(60, 36.456881619152846)	(62, 36.43521998929663)	(64, 36.429639725594456)	(66, 36.392992752132194)	(68, 36.366722714900334)	(70, 36.30230560321125)	(72, 36.26543477974053)	(74, 36.24340561750478)	(76, 36.19176926685653)	(78, 36.191351548624844)	(80, 36.180174837570604)	(82, 36.14257634087225)	(84, 36.13097409541122)	(86, 36.11587121012143)	(88, 36.121157489738124)	(90, 36.150531523514445)	(92, 35.41243433416316)				
MSM6J2JN_R2	(1, 30.008241107430425)	(2, 32.893220768274695)	(3, 34.45702540693451)	(4, 32.743631345276896)	(5, 33.62882474626373)	(6, 33.8708327351578)	(7, 34.115373366624546)	(8, 34.058534875444714)	(9, 33.50862388040242)	(10, 31.867963006568594)	(12, 33.51102035269261)	(14, 31.917717704131633)	(16, 33.114328177327366)	(18, 32.96475620977455)	(20, 31.507655993790138)	(22, 32.695198185203694)	(24, 33.245996469012844)	(26, 33.47098290541963)	(28, 33.795294742313104)	(30, 33.52864296027248)	(32, 32.88121525164161)	(34, 32.91775599924051)	(36, 33.59181314694243)	(38, 33.45845078651029)	(40, 33.994164270699045)	(42, 34.177748439964134)	(44, 33.91045695148847)	(46, 33.83258384758618)	(48, 33.58210711800985)	(50, 33.44622256644817)	(52, 33.81866664809611)	(54, 33.17840256396187)	(56, 33.82846874218512)	(58, 33.841674383709076)	(60, 34.43392723585497)	(62, 34.301705904804095)	(64, 34.220642346833976)	(66, 34.29235633500161)	(68, 34.345149325616596)	(70, 34.43043806542222)	(72, 34.39537233955466)	(74, 34.28367427192188)	(76, 34.32680816504818)	(78, 34.178196371021514)	(80, 34.18158513772873)	(82, 34.22515792958839)	(84, 34.28677441687814)	(86, 34.42198692679648)	(88, 34.42568637648499)	(90, 34.48686492255321)	(92, 34.515870400497334)	(94, 34.656423559021945)	(96, 34.82274139560742)	(98, 34.168788546169466)	(100, 34.144273653616025)
MSM6J2JZ_R1	(1, 36.744220673495136)	(2, 36.76662555347602)	(3, 36.7682396912039)	(4, 36.76990317633767)	(5, 36.76469507138081)	(6, 36.73835556788517)	(7, 36.7261146616642)	(8, 36.750282155732016)	(9, 36.75821681339922)	(10, 36.76525779099305)	(12, 36.75548866883708)	(14, 36.76123945054485)	(16, 36.75491965417454)	(18, 36.74932849178843)	(20, 36.75501140272389)	(22, 36.74427740130483)	(24, 36.73805977287748)	(26, 36.74216363918161)	(28, 36.73360454146636)	(30, 36.73568921611573)	(32, 36.70782978357617)	(34, 36.72693779375997)	(36, 36.71449240693926)	(38, 36.703264931461376)	(40, 36.672204357303585)	(42, 36.645722744856116)	(44, 36.648420210092596)	(46, 36.64380369515112)	(48, 36.620266719110944)	(50, 36.615751099204076)	(52, 36.6007199267012)	(54, 36.61942547837683)	(56, 36.62519684862161)	(58, 36.59622733799307)	(60, 36.60323958547929)	(62, 36.60265967319417)	(64, 36.59689895210791)	(66, 36.57702001052307)	(68, 36.53929393565339)	(70, 36.50563408232517)	(72, 36.51583718718085)	(74, 36.51737936539405)	(76, 36.500868967353135)	(78, 36.491912587286606)	(80, 36.482809140421445)	(82, 36.446385259146524)	(84, 36.422194836547256)	(86, 36.412967466523654)	(88, 36.38746282226996)	(90, 36.44732868736162)	(92, 35.624512861966714)				
MSM6J2JZ_R2	(1, 32.050975001993436)	(2, 33.800477295055956)	(3, 35.68503461047604)	(4, 35.85349478762598)	(5, 35.92755771873744)	(6, 35.938380429716055)	(7, 35.84618413586542)	(8, 35.89155350409273)	(9, 35.75145390337257)	(10, 35.80992486314778)	(12, 35.82408691742384)	(14, 35.73471290446241)	(16, 35.712642385716975)	(18, 35.76731048389256)	(20, 35.74300912955952)	(22, 35.7290624817751)	(24, 35.74733773639542)	(26, 35.72067060085604)	(28, 35.77107716704213)	(30, 35.74641894847769)	(32, 35.71052334154005)	(34, 35.743353982545486)	(36, 35.671364004265584)	(38, 35.6777447251458)	(40, 35.67661110959162)	(42, 35.610951419432546)	(44, 35.63112090534111)	(46, 35.616642506697715)	(48, 35.592545850035116)	(50, 35.595295689849195)	(52, 35.55274136271218)	(54, 35.560366327252325)	(56, 35.56815589592915)	(58, 35.57441880372635)	(60, 35.64908547596854)	(62, 35.66776366591135)	(64, 35.64883753838164)	(66, 35.63234692222042)	(68, 35.67941067691925)	(70, 35.62076812642148)	(72, 35.58303309257021)	(74, 35.53665599101307)	(76, 35.5016703612698)	(78, 35.446730561681235)	(80, 35.457763112382324)	(82, 35.407001993099)	(84, 35.35968357219449)	(86, 35.33839771922944)	(88, 35.36507732216799)	(90, 35.3541258667569)	(92, 35.28974790836103)	(94, 35.40651193906934)	(96, 35.38582369440496)	(98, 34.42001312222057)	(100, 34.26187123398359)
MSM6J2M3_R1	(1, 36.52465857965526)	(2, 36.668388321909255)	(3, 36.70068521323133)	(4, 36.700147745703326)	(5, 36.691070747808986)	(6, 36.66713214780311)	(7, 36.67583115927487)	(8, 36.68414153681919)	(9, 36.68137596316519)	(10, 36.68035796911344)	(12, 36.66243775549671)	(14, 36.67358222107414)	(16, 36.6604341728428)	(18, 36.530924173331194)	(20, 36.60023861984264)	(22, 36.641223875131615)	(24, 36.63016945041052)	(26, 36.617052534557516)	(28, 36.60167013057776)	(30, 36.52187680327647)	(32, 36.378470884050756)	(34, 36.22502656668197)	(36, 36.37230493713227)	(38, 36.36306058823761)	(40, 36.31261814969049)	(42, 36.27658491003206)	(44, 36.2753984076425)	(46, 36.240711845881535)	(48, 36.20860846138694)	(50, 36.16434792422129)	(52, 36.151149835246265)	(54, 36.143373359694536)	(56, 36.13653167371198)	(58, 36.06176515765921)	(60, 36.05287297876586)	(62, 36.043902602838784)	(64, 36.01073970674357)	(66, 35.973769917260746)	(68, 35.933932918167926)	(70, 35.868481769149085)	(72, 35.81885813242908)	(74, 35.78928733142795)	(76, 35.770866424403025)	(78, 35.743100689236925)	(80, 35.75266328167298)	(82, 35.688710232268434)	(84, 35.639284254019515)	(86, 35.6065416856388)	(88, 35.6269537416553)	(90, 35.75170045257175)	(92, 35.14670479272395)				
MSM6J2M3_R2	(1, 30.108001345289093)	(2, 32.07326756415874)	(3, 33.89128342014522)	(4, 33.88182658408832)	(5, 33.587786941575985)	(6, 33.37888312766289)	(7, 33.13288664735765)	(8, 33.350424893310844)	(9, 33.04772744054121)	(10, 33.008967398034514)	(12, 32.97444182191771)	(14, 32.90269511494792)	(16, 32.8031460367788)	(18, 32.951107815013955)	(20, 32.885992188897845)	(22, 32.60991095213923)	(24, 32.719623189432305)	(26, 32.97395643457652)	(28, 33.06608975707718)	(30, 33.036865018108855)	(32, 33.01001999647707)	(34, 33.156424692859986)	(36, 32.93857350285087)	(38, 33.118596885697414)	(40, 33.150746563691406)	(42, 33.22820611995432)	(44, 33.311597956697526)	(46, 33.3187712501629)	(48, 33.10891622057093)	(50, 33.169629378512255)	(52, 33.14848984439104)	(54, 33.24776069828736)	(56, 33.44685970879668)	(58, 33.62679557443557)	(60, 33.77808604502037)	(62, 33.83205959640672)	(64, 33.92269512101487)	(66, 34.04038530577384)	(68, 34.19996373371454)	(70, 34.31961128350564)	(72, 34.21870471597937)	(74, 34.152794284552584)	(76, 34.18139386067631)	(78, 34.11882168217992)	(80, 34.10629616579264)	(82, 34.18022011960044)	(84, 34.23221933315348)	(86, 34.393247496776496)	(88, 34.36667766526877)	(90, 34.48927527530442)	(92, 34.53001429315899)	(94, 34.58853780585996)	(96, 34.879342798385295)	(98, 34.29663737199598)	(100, 34.28743204357279)
MSM6J2PS_R1	(1, 36.56973197031601)	(2, 36.66995794477967)	(3, 36.68195989311797)	(4, 36.67807909413537)	(5, 36.68267182535841)	(6, 36.68052757764287)	(7, 36.67210910694503)	(8, 36.67382645140704)	(9, 36.67102379441446)	(10, 36.66157097324211)	(12, 36.65669705439316)	(14, 36.67328968522864)	(16, 36.659883463350596)	(18, 36.650762023588)	(20, 36.645502047957606)	(22, 36.61933187976233)	(24, 36.622159249510744)	(26, 36.631685824814475)	(28, 36.63046081478852)	(30, 36.59080298786181)	(32, 36.59998166390345)	(34, 36.571908101327935)	(36, 36.51961975135639)	(38, 36.49856627602586)	(40, 36.46783282704195)	(42, 36.449942840548175)	(44, 36.46517166017989)	(46, 36.44442190845986)	(48, 36.43820120844096)	(50, 36.431970294365655)	(52, 36.434531378220115)	(54, 36.44973062002533)	(56, 36.44662407506681)	(58, 36.42729039977316)	(60, 36.429526978875316)	(62, 36.42191514380137)	(64, 36.39969963207817)	(66, 36.38822359797237)	(68, 36.36038230072888)	(70, 36.33395002962464)	(72, 36.32091686645564)	(74, 36.301989753117404)	(76, 36.29592155935627)	(78, 36.270283762019034)	(80, 36.25501258598777)	(82, 36.22577824009282)	(84, 36.19868871553078)	(86, 36.197979090553744)	(88, 36.18952938506653)	(90, 36.27229646068838)	(92, 35.44562726885672)				
