Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
MSM6J2PS_R2	(1, 32.61616839092558)	(2, 34.16156892451623)	(3, 35.95297508288377)	(4, 36.0505684446022)	(5, 36.115829838975266)	(6, 36.112404369317666)	(7, 36.06090733971409)	(8, 36.07983449368045)	(9, 36.019994540145554)	(10, 36.032778973721506)	(12, 36.003877725893794)	(14, 35.97178174615979)	(16, 35.900834241174984)	(18, 35.91604423813775)	(20, 35.919673427974224)	(22, 35.88782137466433)	(24, 35.845030149562106)	(26, 35.843999512403244)	(28, 35.88741508671488)	(30, 35.86874120648442)	(32, 35.85987752204557)	(34, 35.86691796850391)	(36, 35.81585821382859)	(38, 35.842754783390774)	(40, 35.82711173699687)	(42, 35.77738775158994)	(44, 35.74692076501473)	(46, 35.72186254278636)	(48, 35.663519951773)	(50, 35.634240950438645)	(52, 35.62220344272971)	(54, 35.66789845653314)	(56, 35.627826003944264)	(58, 35.65664689092213)	(60, 35.68794421379463)	(62, 35.65908252887334)	(64, 35.63365562339909)	(66, 35.611804895848366)	(68, 35.62408111152487)	(70, 35.600563567294614)	(72, 35.57935350368383)	(74, 35.49900891624193)	(76, 35.47268243320036)	(78, 35.4127173168155)	(80, 35.41428538525619)	(82, 35.313830890479366)	(84, 35.330043876541936)	(86, 35.290570562625504)	(88, 35.263713164276425)	(90, 35.333260358537665)	(92, 35.24397183198097)	(94, 35.256348346016544)	(96, 35.29777327326644)	(98, 34.33693589139969)	(100, 34.27342382594098)
MSM79H54_R1	(1, 36.4739132315137)	(2, 36.65248047980847)	(3, 36.67703074864135)	(4, 36.6879816564359)	(5, 36.67805957849321)	(6, 36.64095345903865)	(7, 36.65940970639267)	(8, 36.66734117910329)	(9, 36.66679045953739)	(10, 36.66744989463719)	(12, 36.65455897004332)	(14, 36.670442349223656)	(16, 36.657102477087406)	(18, 36.53303523851355)	(20, 36.583684774151415)	(22, 36.631204373697344)	(24, 36.623928765138345)	(26, 36.620099518358444)	(28, 36.58179137806462)	(30, 36.47091323825882)	(32, 36.48299673178886)	(34, 36.462865511345896)	(36, 36.43806785515758)	(38, 36.37823265044901)	(40, 36.30360598316338)	(42, 36.265669221481716)	(44, 36.235446501442865)	(46, 36.190551152047405)	(48, 36.139394144993986)	(50, 36.08099398834459)	(52, 36.06342814927133)	(54, 36.098881375162634)	(56, 36.07409474782418)	(58, 35.98261184362093)	(60, 36.01306306187703)	(62, 35.99279523215144)	(64, 35.957352217673815)	(66, 35.90233843220724)	(68, 35.85403311662897)	(70, 35.80143505368591)	(72, 35.719641683454306)	(74, 35.72695614288539)	(76, 35.69510583961066)	(78, 35.68363553640409)	(80, 35.67386301275219)	(82, 35.630906615279514)	(84, 35.57939510417022)	(86, 35.57418146628483)	(88, 35.60419550119655)	(90, 35.744951255062425)	(92, 35.06145953114333)				
MSM79H54_R2	(1, 29.640175785876423)	(2, 31.737168690402363)	(3, 33.54008290154618)	(4, 33.67829089658177)	(5, 33.54393357401524)	(6, 33.40216137591015)	(7, 33.27914102031512)	(8, 33.2059897497916)	(9, 32.944700296269666)	(10, 32.87719429806863)	(12, 32.77110103045662)	(14, 32.83369261039884)	(16, 32.84917941594365)	(18, 32.962971449475646)	(20, 32.86402325242755)	(22, 32.65747663310372)	(24, 32.66846781325846)	(26, 32.88574513190487)	(28, 33.08661215812634)	(30, 33.1528070231822)	(32, 33.03092877585119)	(34, 33.34921770444373)	(36, 33.070934703625184)	(38, 33.236358680320386)	(40, 33.1931500087885)	(42, 33.25987654835322)	(44, 33.349940424680966)	(46, 33.27719485354946)	(48, 33.24942497814778)	(50, 33.31932262717949)	(52, 33.361146150283815)	(54, 33.426616125782886)	(56, 33.382280630873915)	(58, 33.68761370081265)	(60, 33.84967731562516)	(62, 33.89701094679281)	(64, 34.02885678832982)	(66, 34.01624998224458)	(68, 34.16347953964566)	(70, 34.188598937089154)	(72, 34.15747091068802)	(74, 34.043907733300045)	(76, 34.02760849599305)	(78, 34.03184763845455)	(80, 33.99664250085763)	(82, 34.03199312596993)	(84, 34.14203707406012)	(86, 34.215906359112125)	(88, 34.22080981443719)	(90, 34.26920935766185)	(92, 34.35164212547667)	(94, 34.501313654444836)	(96, 34.83773241066963)	(98, 34.15714119725065)	(100, 34.116461575773876)
MSM79H5E_R1	(1, 36.693823706080494)	(2, 36.75028703077122)	(3, 36.77191128278044)	(4, 36.75820223693915)	(5, 36.76038443114683)	(6, 36.7367300542127)	(7, 36.71407933454482)	(8, 36.726480584554324)	(9, 36.73318683992427)	(10, 36.71921167283814)	(12, 36.69306335966667)	(14, 36.71488910347554)	(16, 36.71245979668337)	(18, 36.595294216044834)	(20, 36.63325831248717)	(22, 36.67225648005231)	(24, 36.67075859761708)	(26, 36.67438164827895)	(28, 36.65271937894905)	(30, 36.55393137113269)	(32, 36.52729643625636)	(34, 36.44938373923159)	(36, 36.436530083105865)	(38, 36.43396771569127)	(40, 36.41392878595488)	(42, 36.319858727636316)	(44, 36.25995483542302)	(46, 36.270291744918985)	(48, 36.31132003740905)	(50, 36.29859505525173)	(52, 36.31711398191477)	(54, 36.348584477368114)	(56, 36.34379137538316)	(58, 36.30397421704058)	(60, 36.3255009276381)	(62, 36.296707151418694)	(64, 36.22148986269555)	(66, 36.116205064524806)	(68, 36.08180477099667)	(70, 36.03640659643897)	(72, 36.053060802298006)	(74, 36.07101343637907)	(76, 36.02689963691135)	(78, 36.002344740571885)	(80, 36.00381499473012)	(82, 35.927823004612)	(84, 35.869690785055596)	(86, 35.862413591648846)	(88, 35.88717243078605)	(90, 35.96886197977365)	(92, 35.15780657990201)				
MSM79H5E_R2	(1, 30.04570442293509)	(2, 32.19586523620161)	(3, 34.268888905785474)	(4, 34.43257628175397)	(5, 34.307856659494064)	(6, 34.19762923988169)	(7, 33.93752993864005)	(8, 33.97368441061748)	(9, 33.66740166820003)	(10, 33.79689246420669)	(12, 33.62351447319399)	(14, 33.68577543929014)	(16, 32.86411088892099)	(18, 32.93724480873486)	(20, 33.226549015731564)	(22, 33.364536682912735)	(24, 33.440552315635)	(26, 33.40852272295258)	(28, 33.59083478432774)	(30, 33.43629437571758)	(32, 32.83435473201591)	(34, 33.45208296900068)	(36, 32.87665660474913)	(38, 33.48463720070865)	(40, 32.9989773340734)	(42, 33.39183692090116)	(44, 32.746245789581735)	(46, 33.329245204115)	(48, 32.88279640204077)	(50, 33.19858074970814)	(52, 32.4606993558669)	(54, 33.265542214549555)	(56, 33.39926743960398)	(58, 33.314916736964236)	(60, 33.84765881402775)	(62, 34.0714063517965)	(64, 33.69243585538854)	(66, 33.93346348179337)	(68, 34.34974940430922)	(70, 34.39551928600411)	(72, 34.17988061253733)	(74, 33.98560154810501)	(76, 33.978707630217606)	(78, 33.45003346934168)	(80, 33.880231637145386)	(82, 33.82961380741852)	(84, 33.841272757071934)	(86, 34.1700134949146)	(88, 34.361356508638835)	(90, 34.310572961602304)	(92, 34.381277129587005)	(94, 34.58704081818668)	(96, 34.19727207645169)	(98, 33.93972195244024)	(100, 34.20242973469924)
MSM79H81_R1	(1, 36.62492493001803)	(2, 36.74052726633068)	(3, 36.757251184050936)	(4, 36.76151250630023)	(5, 36.75872714360948)	(6, 36.738734719100194)	(7, 36.74416932917769)	(8, 36.74406408986915)	(9, 36.73906000423567)	(10, 36.738631654157544)	(12, 36.720577676829215)	(14, 36.72876264230681)	(16, 36.70984935558319)	(18, 36.56852622785354)	(20, 36.65160352960464)	(22, 36.706384938428485)	(24, 36.69772726580884)	(26, 36.691098276554115)	(28, 36.656516074434634)	(30, 36.53857759942179)	(32, 36.517869808538386)	(34, 36.45227179921384)	(36, 36.407942349732835)	(38, 36.38644308966954)	(40, 36.358147849052045)	(42, 36.35859250687426)	(44, 36.34336759699085)	(46, 36.31474902816717)	(48, 36.279376661487326)	(50, 36.228843394604745)	(52, 36.25402028343852)	(54, 36.25798622467089)	(56, 36.234854161993866)	(58, 36.15884693879845)	(60, 36.14330535744065)	(62, 36.141655310397965)	(64, 36.1025448075866)	(66, 36.08154940545396)	(68, 36.051817499137485)	(70, 35.96102573758996)	(72, 35.92286329477545)	(74, 35.89940051831855)	(76, 35.89196596813149)	(78, 35.862451971385994)	(80, 35.85431607247291)	(82, 35.74633342075974)	(84, 35.72876954970516)	(86, 35.71675195429269)	(88, 35.73238969751867)	(90, 35.828349940871924)	(92, 35.112927327290166)				
MSM79H81_R2	(1, 29.61657406042389)	(2, 31.96328409264364)	(3, 33.191316800324934)	(4, 32.824608255371444)	(5, 32.836769048858436)	(6, 32.537357562727195)	(7, 32.55963785501415)	(8, 32.781826736959566)	(9, 32.07008850973746)	(10, 32.75752124029309)	(12, 32.88700972941756)	(14, 32.46855192885823)	(16, 32.24069817148876)	(18, 32.59456817311083)	(20, 32.74867352809564)	(22, 32.64862008218233)	(24, 32.50451441843758)	(26, 32.43269076472883)	(28, 32.887160630409554)	(30, 33.11416703739605)	(32, 32.832225276481495)	(34, 33.13399073111313)	(36, 32.38978682951797)	(38, 32.9103202362579)	(40, 32.993452984338916)	(42, 33.12116240730134)	(44, 33.07243552026705)	(46, 33.235295307153095)	(48, 33.08547954117401)	(50, 33.25288926649472)	(52, 33.33253636657148)	(54, 33.242721473785416)	(56, 33.37848018019026)	(58, 33.75107595779788)	(60, 33.86868491073757)	(62, 33.67539619228836)	(64, 33.82337977440834)	(66, 33.83608265196731)	(68, 33.920209999391794)	(70, 34.06856627106924)	(72, 33.93264050184986)	(74, 33.8968776099642)	(76, 33.97059671379124)	(78, 33.96556419547812)	(80, 33.90127135672202)	(82, 33.94566626769349)	(84, 34.084113045276155)	(86, 34.211187629607764)	(88, 34.15655192204026)	(90, 34.431382842057)	(92, 34.421493229363335)	(94, 34.69860349472126)	(96, 34.768677735897796)	(98, 34.12177386990658)	(100, 33.978129533667214)
MSM79H8D_R1	(1, 36.53344035797994)	(2, 36.702036948118945)	(3, 36.74168421165019)	(4, 36.76668963158945)	(5, 36.76781143297263)	(6, 36.76224335364192)	(7, 36.75503401883084)	(8, 36.76333505248963)	(9, 36.76338902944977)	(10, 36.75954465392316)	(12, 36.751042615403186)	(14, 36.7673366136694)	(16, 36.756362163455876)	(18, 36.74052192754691)	(20, 36.74540951163011)	(22, 36.74341495915101)	(24, 36.74080782748963)	(26, 36.74292145551542)	(28, 36.73919912130255)	(30, 36.73543630436956)	(32, 36.73749143264046)	(34, 36.72216850064758)	(36, 36.718086715469354)	(38, 36.704095487021945)	(40, 36.676187100159)	(42, 36.64658251698124)	(44, 36.6546325726042)	(46, 36.64806829212449)	(48, 36.63239769809025)	(50, 36.6226172119395)	(52, 36.612090881104926)	(54, 36.607485790544914)	(56, 36.61955614458903)	(58, 36.6165160259333)	(60, 36.60965588874197)	(62, 36.594943735024856)	(64, 36.58402619211621)	(66, 36.576837469135924)	(68, 36.5540100513045)	(70, 36.529977356368285)	(72, 36.52174592408591)	(74, 36.51700773041313)	(76, 36.50411133248157)	(78, 36.49039126691032)	(80, 36.48630891329336)	(82, 36.46467533423103)	(84, 36.456927627439285)	(86, 36.43368427221553)	(88, 36.40381388666706)	(90, 36.47074038172774)	(92, 35.72197761389291)				
MSM79H8D_R2	(1, 32.366696037646264)	(2, 33.984678847467336)	(3, 35.84449178467701)	(4, 35.95222757279549)	(5, 36.02800914879817)	(6, 36.04991860452357)	(7, 36.0108548556576)	(8, 36.00167684468486)	(9, 35.90662920112023)	(10, 35.962398522573494)	(12, 35.95481401823176)	(14, 35.9170652163275)	(16, 35.876092254929034)	(18, 35.86577071832954)	(20, 35.84358277707901)	(22, 35.82384522670175)	(24, 35.76952468244791)	(26, 35.748069359800624)	(28, 35.81447547888982)	(30, 35.819943982592136)	(32, 35.786505107495714)	(34, 35.8275092094481)	(36, 35.77109149717555)	(38, 35.7853079756297)	(40, 35.79626322250163)	(42, 35.76739956207484)	(44, 35.72658044984162)	(46, 35.733464810729195)	(48, 35.69329245814339)	(50, 35.671730539429035)	(52, 35.666916677042664)	(54, 35.69474164507987)	(56, 35.66993902266971)	(58, 35.713261578515315)	(60, 35.727775225838464)	(62, 35.696940437758)	(64, 35.69716930600744)	(66, 35.693810487474536)	(68, 35.67142208489752)	(70, 35.640349727717265)	(72, 35.618264065958314)	(74, 35.572297871378396)	(76, 35.54699823938246)	(78, 35.506856458489175)	(80, 35.488656128150396)	(82, 35.45513579092924)	(84, 35.45985924421852)	(86, 35.36922428020955)	(88, 35.38983344374941)	(90, 35.38992024112102)	(92, 35.35659859866652)	(94, 35.37542236791556)	(96, 35.39958514064747)	(98, 34.55441669339717)	(100, 34.396264524084565)
MSM9VZFL_R1	(1, 36.7679221394453)	(2, 36.780521380549565)	(3, 36.7702745133504)	(4, 36.77359019208201)	(5, 36.770361990472175)	(6, 36.754678863879256)	(7, 36.74473943439068)	(8, 36.7562916968998)	(9, 36.75519126006357)	(10, 36.756896746992076)	(12, 36.74390164021716)	(14, 36.755344450675366)	(16, 36.7461329407146)	(18, 36.74106740260141)	(20, 36.7470286303745)	(22, 36.728387657189415)	(24, 36.733456259114845)	(26, 36.73830542869494)	(28, 36.72751552718911)	(30, 36.69170072428521)	(32, 36.675102151725895)	(34, 36.64411317003989)	(36, 36.63935010414849)	(38, 36.61908678956005)	(40, 36.608308298113585)	(42, 36.5939794821777)	(44, 36.61113894367361)	(46, 36.58930494989505)	(48, 36.5862213813525)	(50, 36.59351816360233)	(52, 36.59098849193816)	(54, 36.60075387076145)	(56, 36.60062766547816)	(58, 36.597852070308264)	(60, 36.58872542292099)	(62, 36.57903235622068)	(64, 36.566116835517164)	(66, 36.551325613133486)	(68, 36.52114883074313)	(70, 36.49678071037765)	(72, 36.48401715203991)	(74, 36.47302522338524)	(76, 36.474795582912606)	(78, 36.46819082987625)	(80, 36.45745696137622)	(82, 36.419863407525874)	(84, 36.4150936598996)	(86, 36.39151812243718)	(88, 36.37076883719749)	(90, 36.42033599647378)	(92, 35.62734583091578)				
MSM9VZFL_R2	(1, 32.27118097917749)	(2, 33.94068142564888)	(3, 35.8383490404774)	(4, 35.9910247205275)	(5, 36.068013039584876)	(6, 36.12620645530448)	(7, 36.04032695313804)	(8, 36.007592126720965)	(9, 35.92119431204315)	(10, 35.98071942959845)	(12, 35.96808659220828)	(14, 35.94350256282611)	(16, 35.81867598516354)	(18, 35.84104952684174)	(20, 35.857041253280926)	(22, 35.84211900860952)	(24, 35.75870291712958)	(26, 35.75507768771344)	(28, 35.814522089663626)	(30, 35.82439062887599)	(32, 35.776833712753024)	(34, 35.8140777312407)	(36, 35.76250246689709)	(38, 35.797698696675404)	(40, 35.763597832595835)	(42, 35.759820469054866)	(44, 35.693275840720645)	(46, 35.69405172475725)	(48, 35.65307587731735)	(50, 35.62665562524468)	(52, 35.55778728608696)	(54, 35.6346498280146)	(56, 35.5560443192341)	(58, 35.616785799241335)	(60, 35.686674361956946)	(62, 35.65726099129465)	(64, 35.61524867844126)	(66, 35.632813098942364)	(68, 35.62442098544694)	(70, 35.58270514135021)	(72, 35.551374959531486)	(74, 35.48981042349902)	(76, 35.445095827539085)	(78, 35.37370955902349)	(80, 35.39196848228238)	(82, 35.3667331539001)	(84, 35.317130517860434)	(86, 35.277783032175506)	(88, 35.29714946476446)	(90, 35.293357387147616)	(92, 35.23407066900536)	(94, 35.2998656017716)	(96, 35.232205038543356)	(98, 34.38539346698466)	(100, 34.32287566452992)
MSM9VZL5_R1	(1, 36.447116096766614)	(2, 36.68771543082707)	(3, 36.73635291760175)	(4, 36.75708980078106)	(5, 36.76799878270356)	(6, 36.76035859524451)	(7, 36.76656630759368)	(8, 36.77484319335129)	(9, 36.77570102615247)	(10, 36.774097656915686)	(12, 36.75374454104216)	(14, 36.76526505304442)	(16, 36.75467835880927)	(18, 36.748258733900265)	(20, 36.75756645994785)	(22, 36.74746631925559)	(24, 36.744553530207725)	(26, 36.750254804199905)	(28, 36.73390939095408)	(30, 36.7269281881553)	(32, 36.73256932739568)	(34, 36.724415881184484)	(36, 36.716002779647255)	(38, 36.69502314803697)	(40, 36.66341186522054)	(42, 36.64189678455832)	(44, 36.644377295038964)	(46, 36.631039483940086)	(48, 36.63119837032902)	(50, 36.62823616056461)	(52, 36.627026134133146)	(54, 36.62000899542658)	(56, 36.61261937241046)	(58, 36.60560248574978)	(60, 36.59638544131529)	(62, 36.59195775722813)	(64, 36.58091548939099)	(66, 36.57013681416768)	(68, 36.54764853396058)	(70, 36.528727791741346)	(72, 36.520787201029975)	(74, 36.50502301877036)	(76, 36.48842109017028)	(78, 36.471011342769835)	(80, 36.465518172711846)	(82, 36.445727373830934)	(84, 36.44075588202053)	(86, 36.423758772053304)	(88, 36.4058183255503)	(90, 36.45160964934243)	(92, 35.721049759127304)				
MSM9VZL5_R2	(1, 32.130102976439666)	(2, 33.77901900431068)	(3, 35.784336607058975)	(4, 35.92008341247233)	(5, 35.97410267134706)	(6, 36.01006882451161)	(7, 35.949808615869)	(8, 35.968748180827696)	(9, 35.943025684839725)	(10, 35.944916183107054)	(12, 35.92460206836649)	(14, 35.88876454209115)	(16, 35.8019143024071)	(18, 35.84293926755104)	(20, 35.783946979977046)	(22, 35.72638745569866)	(24, 35.70435604230336)	(26, 35.74133084545811)	(28, 35.78181363721684)	(30, 35.793620605816315)	(32, 35.75083636296567)	(34, 35.811594268332016)	(36, 35.720384643390354)	(38, 35.78780895669664)	(40, 35.772384969232334)	(42, 35.74069203379765)	(44, 35.715866371743815)	(46, 35.7099811392058)	(48, 35.67202535188916)	(50, 35.66331701961794)	(52, 35.60835458631786)	(54, 35.666478686029066)	(56, 35.608848050784935)	(58, 35.68420805757809)	(60, 35.72717769251586)	(62, 35.707742852880074)	(64, 35.67312665500229)	(66, 35.66765708727084)	(68, 35.68130340280403)	(70, 35.680092409231506)	(72, 35.64075341653579)	(74, 35.58997298674619)	(76, 35.56564347273827)	(78, 35.49184143881498)	(80, 35.509797674442325)	(82, 35.45721866606014)	(84, 35.42799039057691)	(86, 35.4306126649565)	(88, 35.37971762630849)	(90, 35.447630717059944)	(92, 35.370365000433694)	(94, 35.39875229548972)	(96, 35.39378479000717)	(98, 34.450334613105554)	(100, 34.23816970157965)
MSM9VZL9_R1	(1, 36.684629230524)	(2, 36.72453233819593)	(3, 36.72488446222924)	(4, 36.730081068829605)	(5, 36.7262866680434)	(6, 36.71728241083573)	(7, 36.712066264095164)	(8, 36.72147858902521)	(9, 36.71850487412737)	(10, 36.70548558653679)	(12, 36.695260137484965)	(14, 36.71852059992513)	(16, 36.71086441163634)	(18, 36.70397229636397)	(20, 36.701421304293646)	(22, 36.6757349200641)	(24, 36.68009685485383)	(26, 36.68926405809364)	(28, 36.67038520441998)	(30, 36.64475202022967)	(32, 36.620601410717825)	(34, 36.6249676951963)	(36, 36.61663583295)	(38, 36.600599802002165)	(40, 36.55458919598881)	(42, 36.533560391546935)	(44, 36.5514182059769)	(46, 36.54121918964897)	(48, 36.5318678941979)	(50, 36.53699661958674)	(52, 36.538024418035434)	(54, 36.54488984354192)	(56, 36.53279048380293)	(58, 36.51728288145695)	(60, 36.5066908484234)	(62, 36.51124152687129)	(64, 36.472130638861614)	(66, 36.4520064950415)	(68, 36.45685428005305)	(70, 36.43942706435135)	(72, 36.44265751827247)	(74, 36.40878431677538)	(76, 36.41515283467275)	(78, 36.37679100139525)	(80, 36.36524773277341)	(82, 36.33217803910202)	(84, 36.30319696494594)	(86, 36.31661564009953)	(88, 36.31611759947694)	(90, 36.36941927883805)	(92, 35.55088495024783)				
MSM9VZL9_R2	(1, 32.53816329909303)	(2, 34.19230910788687)	(3, 35.89320349757803)	(4, 36.013077707256315)	(5, 36.05675500639136)	(6, 36.05564148607316)	(7, 36.02825812096926)	(8, 36.058114652174126)	(9, 35.99749591764982)	(10, 36.01899348470161)	(12, 35.98453846255768)	(14, 35.96933563121813)	(16, 35.90914142631513)	(18, 35.91273734745809)	(20, 35.893226316714355)	(22, 35.88252307108368)	(24, 35.86980110144826)	(26, 35.87175739068998)	(28, 35.90045570016002)	(30, 35.84529997394202)	(32, 35.86691933227861)	(34, 35.85565062711136)	(36, 35.81744135515423)	(38, 35.83413539363144)	(40, 35.794570758662005)	(42, 35.807887096534586)	(44, 35.802684467288266)	(46, 35.7531316755175)	(48, 35.72763868514129)	(50, 35.73578408587299)	(52, 35.72897728209754)	(54, 35.76260183374757)	(56, 35.71319283022371)	(58, 35.76287571963603)	(60, 35.76220432551146)	(62, 35.710016171092654)	(64, 35.68743253927389)	(66, 35.68289532408491)	(68, 35.717098726254136)	(70, 35.699564740695166)	(72, 35.647901890012996)	(74, 35.61741115257821)	(76, 35.612728231188115)	(78, 35.57255963405601)	(80, 35.57373631740865)	(82, 35.50130378462041)	(84, 35.48520261418313)	(86, 35.47232685996761)	(88, 35.37469985844219)	(90, 35.44737616407922)	(92, 35.37903101215417)	(94, 35.437486038586954)	(96, 35.3444806573289)	(98, 34.44307609961572)	(100, 34.364761939610005)
PSM7J14X_R1	(1, 36.790397103048896)	(2, 36.84216588181237)	(3, 36.8284697286114)	(4, 36.83871760804612)	(5, 36.837828113262134)	(6, 36.82855512254181)	(7, 36.8293619584323)	(8, 36.82880765761714)	(9, 36.82506734268676)	(10, 36.81533045931602)	(12, 36.80015343557104)	(14, 36.814066872260405)	(16, 36.79709612013741)	(18, 36.7937318727831)	(20, 36.79654060375028)	(22, 36.78511042863499)	(24, 36.78641868796024)	(26, 36.78479696301501)	(28, 36.772402839333)	(30, 36.71218917824905)	(32, 36.65317088024428)	(34, 36.67960014975847)	(36, 36.65601288749396)	(38, 36.625345526330506)	(40, 36.5885831353977)	(42, 36.56257825244512)	(44, 36.56793892480229)	(46, 36.53514112182705)	(48, 36.50002127250936)	(50, 36.47276683648087)	(52, 36.43586030235908)	(54, 36.415095040718846)	(56, 36.373960517184244)	(58, 36.30583941413217)	(60, 36.257961313192844)	(62, 36.22628071096318)	(64, 36.19797263058844)	(66, 36.15710740039589)	(68, 36.09502879553122)	(70, 36.04036560186992)	(72, 36.01412737878718)	(74, 35.9507554969954)	(76, 35.88836063971127)	(78, 35.808365854691154)	(80, 35.714085800239005)	(82, 35.60319968191345)	(84, 35.573775185342825)	(86, 35.54677630437699)	(88, 35.552399025888704)	(90, 35.76896388437812)	(92, 35.009996315716705)				
PSM7J14X_R2	(1, 29.818942075564816)	(2, 32.31169848223685)	(3, 34.546374070391344)	(4, 34.93350821361975)	(5, 35.17959042518276)	(6, 35.2735909089804)	(7, 35.270305521857196)	(8, 35.32324398474214)	(9, 35.219248460478106)	(10, 35.285612915695225)	(12, 35.30579353753322)	(14, 35.2858965998021)	(16, 35.22248552861578)	(18, 35.24798594920368)	(20, 35.234878436725836)	(22, 35.1678397949087)	(24, 35.192158071762506)	(26, 35.195717266470396)	(28, 35.237619399556074)	(30, 35.22533011895587)	(32, 35.206776996029944)	(34, 35.210962818084795)	(36, 35.13871514651289)	(38, 35.15927229176644)	(40, 35.1317553892383)	(42, 35.12457895626129)	(44, 35.116186191588724)	(46, 35.02583090421536)	(48, 35.003907152182315)	(50, 34.98462159300769)	(52, 35.013338562277724)	(54, 35.00645493255607)	(56, 34.98917142603692)	(58, 35.09405681830694)	(60, 35.034382020159406)	(62, 35.00252497414097)	(64, 35.00638137303261)	(66, 34.96537912736258)	(68, 34.98025088619147)	(70, 34.95660696702454)	(72, 34.91964065045684)	(74, 34.89613788320267)	(76, 34.87796810869719)	(78, 34.87076699087906)	(80, 34.83460331806536)	(82, 34.763569377515864)	(84, 34.77718615443351)	(86, 34.75521919596577)	(88, 34.66764120564406)	(90, 34.72203542706397)	(92, 34.69390075890984)	(94, 34.7640084073644)	(96, 34.94352500061521)	(98, 34.14843757922901)	(100, 33.76968685315877)
PSM7J15O_R1	(1, 36.543050561261644)	(2, 36.602144206064175)	(3, 36.67335276246676)	(4, 36.7074797252464)	(5, 36.714194374825574)	(6, 36.69919610261474)	(7, 36.70165955135046)	(8, 36.70257715559474)	(9, 36.69651404614645)	(10, 36.67671077254705)	(12, 36.647522100196696)	(14, 36.69000284224317)	(16, 36.6663200523425)	(18, 36.64137110221642)	(20, 36.67957888543978)	(22, 36.65400375093863)	(24, 36.645163243953725)	(26, 36.67196873224134)	(28, 36.64464173773274)	(30, 36.5561677961685)	(32, 36.48929079094368)	(34, 36.42718957659143)	(36, 36.48129833119722)	(38, 36.51731986577211)	(40, 36.47787213469252)	(42, 36.48768344161212)	(44, 36.486521445572755)	(46, 36.512471948053594)	(48, 36.50509136723889)	(50, 36.47770111907481)	(52, 36.52422839913205)	(54, 36.51744055823359)	(56, 36.5038658597091)	(58, 36.44696022573351)	(60, 36.4229870606639)	(62, 36.451312020413766)	(64, 36.43269164609457)	(66, 36.43332569991068)	(68, 36.40925219308684)	(70, 36.383350896322)	(72, 36.38528866994314)	(74, 36.36542273592338)	(76, 36.31055052406176)	(78, 36.271102388098576)	(80, 36.27752677111993)	(82, 36.26064571345354)	(84, 36.26170338125042)	(86, 36.262972151102446)	(88, 36.284452627114256)	(90, 36.35059652812481)	(92, 35.47871662637806)				
PSM7J15O_R2	(1, 31.87732885335961)	(2, 33.68334841258406)	(3, 35.71823364952075)	(4, 35.843421526248605)	(5, 35.90592312169101)	(6, 35.87395945032148)	(7, 35.769333892302114)	(8, 35.84229353776012)	(9, 35.87684315357759)	(10, 35.79465281374364)	(12, 35.78498533220923)	(14, 35.802384263395595)	(16, 35.66347669557623)	(18, 35.72111581087279)	(20, 35.731216653112185)	(22, 35.665936289551766)	(24, 35.66611078169568)	(26, 35.59494171516954)	(28, 35.66827347347642)	(30, 35.618957128042624)	(32, 35.61954459349327)	(34, 35.65249731066232)	(36, 35.62783626829062)	(38, 35.61972379701073)	(40, 35.653529444114454)	(42, 35.61678064478659)	(44, 35.55167160390061)	(46, 35.53214672964717)	(48, 35.450746786971735)	(50, 35.464222329392655)	(52, 35.41440423002711)	(54, 35.535462056319865)	(56, 35.529011701504444)	(58, 35.50404473963317)	(60, 35.55263755471599)	(62, 35.562206906052864)	(64, 35.50437239918754)	(66, 35.5705467394296)	(68, 35.57876805959826)	(70, 35.562140390548336)	(72, 35.522005417568)	(74, 35.441650816220736)	(76, 35.50381691305404)	(78, 35.39258591924913)	(80, 35.35284828582287)	(82, 35.25127292718074)	(84, 35.2497972328077)	(86, 35.184662424607396)	(88, 35.15723622676724)	(90, 35.24884107141326)	(92, 35.18582612525639)	(94, 35.20371578730179)	(96, 35.34347447102115)	(98, 34.36407268897652)	(100, 34.12415771783226)
