Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
HSM67VFR_R1	(1, 36.51064252563871)	(2, 36.67982545059963)	(3, 36.711959795927065)	(4, 36.70761996311574)	(5, 36.713867652089974)	(6, 36.68800230613014)	(7, 36.69994735756882)	(8, 36.70389870766863)	(9, 36.699694224653015)	(10, 36.699040657926716)	(12, 36.683033384747056)	(14, 36.68659150049359)	(16, 36.678179222712046)	(18, 36.55111528231664)	(20, 36.59678028754056)	(22, 36.65554960080449)	(24, 36.65627041046122)	(26, 36.644452645426156)	(28, 36.62340676011755)	(30, 36.56124074293791)	(32, 36.53261958874397)	(34, 36.4577155719076)	(36, 36.32849784189071)	(38, 36.29805637693363)	(40, 36.301343937077895)	(42, 36.316106424104476)	(44, 36.31496934183138)	(46, 36.268470639461555)	(48, 36.241926096707715)	(50, 36.185097169121796)	(52, 36.19321087808032)	(54, 36.21170161757689)	(56, 36.19216864839339)	(58, 36.113069064249416)	(60, 36.12227313019237)	(62, 36.1127466549451)	(64, 36.09513352262293)	(66, 36.038094063082625)	(68, 36.02696384154461)	(70, 35.94692787763978)	(72, 35.891230490012966)	(74, 35.840187524789)	(76, 35.80083965164479)	(78, 35.76144999259162)	(80, 35.73868246173282)	(82, 35.667695062947224)	(84, 35.690040323780664)	(86, 35.62746338739514)	(88, 35.68444541928323)	(90, 35.756186702458905)	(92, 35.07036643558888)				
HSM67VFR_R2	(1, 30.1048105621221)	(2, 32.28295767525495)	(3, 33.72484538445678)	(4, 33.38625260764341)	(5, 33.560543115533434)	(6, 33.69845620598972)	(7, 33.3240896142358)	(8, 33.31012727488449)	(9, 32.64230187957669)	(10, 33.000873294160606)	(12, 32.83915087873695)	(14, 32.904724974974684)	(16, 32.78075464134608)	(18, 32.99365727819048)	(20, 32.97562177392322)	(22, 32.92709383254177)	(24, 32.56614371729287)	(26, 32.519263875657884)	(28, 33.27061276596235)	(30, 33.24659796848596)	(32, 33.092309568597)	(34, 33.20252807500337)	(36, 32.954617213499034)	(38, 33.16910617874697)	(40, 33.006358560615396)	(42, 33.324187670843116)	(44, 33.061794093219724)	(46, 33.209246896457984)	(48, 33.154335340350016)	(50, 33.28752354929321)	(52, 33.325333225500145)	(54, 33.43019873302043)	(56, 33.27604243036879)	(58, 33.777013125817696)	(60, 33.9560494199975)	(62, 33.92394847798195)	(64, 34.09397836881263)	(66, 34.093582639209586)	(68, 34.12846748168859)	(70, 34.297394095815)	(72, 34.125019750798785)	(74, 34.15462530707748)	(76, 34.16883543271334)	(78, 34.19419153449448)	(80, 33.834475704095716)	(82, 34.01991106112375)	(84, 34.15291888120056)	(86, 34.16045908056462)	(88, 34.23751900028705)	(90, 34.35898841927333)	(92, 34.38930704604799)	(94, 34.52832903088005)	(96, 34.73724784137586)	(98, 34.2918266890622)	(100, 34.205921134195336)
HSM67VI3_R1	(1, 36.64633026719255)	(2, 36.696398304101244)	(3, 36.68830185955571)	(4, 36.700480219131705)	(5, 36.69750267782551)	(6, 36.69540399338544)	(7, 36.70714045372614)	(8, 36.70021337249081)	(9, 36.703794089032435)	(10, 36.6712592391157)	(12, 36.667211466079706)	(14, 36.68060119260383)	(16, 36.693663051159234)	(18, 36.69630643518195)	(20, 36.690733054077775)	(22, 36.6611150985034)	(24, 36.670014703519456)	(26, 36.664711463459156)	(28, 36.67893669550118)	(30, 36.63654566574119)	(32, 36.591245303791126)	(34, 36.50730631194133)	(36, 36.59990928412174)	(38, 36.59709391728922)	(40, 36.546127556587734)	(42, 36.4914552920316)	(44, 36.50384524212589)	(46, 36.50726715346961)	(48, 36.5237545172629)	(50, 36.527321801189274)	(52, 36.51922450758951)	(54, 36.51789946154197)	(56, 36.45665586182895)	(58, 36.481523252336366)	(60, 36.47575007692218)	(62, 36.48651244473817)	(64, 36.47602708531237)	(66, 36.4423568065353)	(68, 36.431901727801076)	(70, 36.42618832943093)	(72, 36.38493466790921)	(74, 36.314300124965825)	(76, 36.31176883326767)	(78, 36.362738279441)	(80, 36.290872300638966)	(82, 36.30407108009753)	(84, 36.294149449433505)	(86, 36.222018912005325)	(88, 36.24926456632129)	(90, 36.29110779522592)	(92, 35.37003957154432)				
HSM67VI3_R2	(1, 31.56985893815702)	(2, 33.37510536474058)	(3, 35.45106606131513)	(4, 35.74489625850162)	(5, 35.8946688024381)	(6, 35.86825338091849)	(7, 35.91604678231918)	(8, 35.961078276062885)	(9, 35.77904259558223)	(10, 35.850954695520045)	(12, 35.669184064733216)	(14, 35.73119259034863)	(16, 35.664731229877)	(18, 35.485531581120256)	(20, 35.666553558831225)	(22, 35.634089688324025)	(24, 35.36072357368449)	(26, 35.47095309923206)	(28, 35.667942074812)	(30, 35.63587128647784)	(32, 35.59460821537249)	(34, 35.504703209482244)	(36, 35.61432297098844)	(38, 35.5607254305298)	(40, 35.511318819890946)	(42, 35.524724868684345)	(44, 35.282684333451684)	(46, 35.329070276054495)	(48, 35.43926229033184)	(50, 35.22496006317111)	(52, 34.90535939055833)	(54, 35.274725975420736)	(56, 35.16289692256953)	(58, 35.171885226734375)	(60, 35.47737695830409)	(62, 35.45685126354823)	(64, 35.288081705975)	(66, 35.440597956754644)	(68, 35.40083672641558)	(70, 35.339487061149995)	(72, 35.00183931237521)	(74, 34.80706664442479)	(76, 34.93168279717476)	(78, 34.92321558276514)	(80, 34.89984032881603)	(82, 34.97787333639741)	(84, 34.84634276222366)	(86, 34.690588210687864)	(88, 34.830898503632)	(90, 34.885935215890456)	(92, 34.94213507100726)	(94, 34.75599278012737)	(96, 34.8707678189528)	(98, 34.025153445092)	(100, 33.78347169631515)
HSM6XRQ8_R1	(1, 36.716660067727766)	(2, 36.77554625786153)	(3, 36.77989945707662)	(4, 36.77967545823367)	(5, 36.785405807736375)	(6, 36.77584002191678)	(7, 36.77192416806485)	(8, 36.77316028760071)	(9, 36.772392870265364)	(10, 36.76486775441385)	(12, 36.748493484004186)	(14, 36.76396868337141)	(16, 36.751762546823336)	(18, 36.752478427921204)	(20, 36.75087307787463)	(22, 36.74697650322653)	(24, 36.73407811573314)	(26, 36.73327349028456)	(28, 36.72570268947144)	(30, 36.678267821298434)	(32, 36.68699049827815)	(34, 36.68841220828202)	(36, 36.69158329973851)	(38, 36.67536798899)	(40, 36.66753560613892)	(42, 36.64402555477221)	(44, 36.646430954269576)	(46, 36.64039588832345)	(48, 36.63353159156354)	(50, 36.62473759633158)	(52, 36.617140830996824)	(54, 36.615993964396736)	(56, 36.61174869234275)	(58, 36.593079028729775)	(60, 36.592881989002116)	(62, 36.58027039277599)	(64, 36.566444417739085)	(66, 36.545921585009765)	(68, 36.523419839737564)	(70, 36.4902133918289)	(72, 36.466309024572844)	(74, 36.46183308001916)	(76, 36.465456625360375)	(78, 36.4223497330229)	(80, 36.39449305623924)	(82, 36.390378286014595)	(84, 36.36036568104673)	(86, 36.33967545071932)	(88, 36.32863227147082)	(90, 36.37392669457698)	(92, 35.364961023368245)				
HSM6XRQ8_R2	(1, 31.912419002963595)	(2, 33.685068579203694)	(3, 35.54002745298612)	(4, 35.65460188594123)	(5, 35.80130117372093)	(6, 35.7874226975192)	(7, 35.83170785389754)	(8, 35.826496617587466)	(9, 35.597706179832514)	(10, 35.72463408146146)	(12, 35.73273194720109)	(14, 35.74024288496106)	(16, 35.718472988035046)	(18, 35.66883713993836)	(20, 35.64340276897377)	(22, 35.658544670665435)	(24, 35.68298657522273)	(26, 35.67847756703349)	(28, 35.771528231730926)	(30, 35.68565858285399)	(32, 35.658899498035545)	(34, 35.60518801124586)	(36, 35.54554828180285)	(38, 35.51631785810896)	(40, 35.63501488999677)	(42, 35.47737611686229)	(44, 35.58097130579323)	(46, 35.46102135070552)	(48, 35.52767435939407)	(50, 35.495292339349184)	(52, 35.544295979378816)	(54, 35.455554583363295)	(56, 35.45992918700162)	(58, 35.50947592587436)	(60, 35.54645530605175)	(62, 35.5232427102989)	(64, 35.516534026885395)	(66, 35.48974347874325)	(68, 35.48731359470737)	(70, 35.48218840659159)	(72, 35.4311114135871)	(74, 35.31793929074195)	(76, 35.19650008705777)	(78, 35.28487314428344)	(80, 35.23778610719787)	(82, 35.20550393832203)	(84, 35.16757402789642)	(86, 35.19032921124932)	(88, 35.178834483968885)	(90, 35.17933876601016)	(92, 35.22576550826321)	(94, 35.25476864529877)	(96, 35.223204635939865)	(98, 34.348203998968444)	(100, 34.08089789064479)
HSM6XRT8_R1	(1, 35.707288663005905)	(2, 36.44235072747632)	(3, 36.62792592413453)	(4, 36.66466378917873)	(5, 36.69335805565528)	(6, 36.68057207271406)	(7, 36.697702932515995)	(8, 36.68348869310659)	(9, 36.672492785344296)	(10, 36.6829924544011)	(12, 36.66406741051209)	(14, 36.69414227012244)	(16, 36.67460241617886)	(18, 36.56374430945573)	(20, 36.609608529060196)	(22, 36.654165763685185)	(24, 36.635809627476995)	(26, 36.632129337157984)	(28, 36.60294176691033)	(30, 36.566988585922786)	(32, 36.536343292465745)	(34, 36.567151768274485)	(36, 36.565464415798964)	(38, 36.510113901281485)	(40, 36.46249588228706)	(42, 36.40113978763754)	(44, 36.370940486809346)	(46, 36.331729411259204)	(48, 36.2716477825162)	(50, 36.24675742830583)	(52, 36.23713758452677)	(54, 36.238440364958976)	(56, 36.23323312483783)	(58, 36.17064916268393)	(60, 36.187316914893316)	(62, 36.15098043920352)	(64, 36.11115227165426)	(66, 36.06920027562752)	(68, 36.044882774083426)	(70, 35.96275478225816)	(72, 35.93909386596797)	(74, 35.923222143349136)	(76, 35.85360090470538)	(78, 35.840809235908935)	(80, 35.81605121634917)	(82, 35.78557628316295)	(84, 35.71094653164339)	(86, 35.721644167095675)	(88, 35.763936777914324)	(90, 35.84254369969362)	(92, 34.97511334910932)				
HSM6XRT8_R2	(1, 30.038314042205297)	(2, 32.12409912189111)	(3, 33.50063688076113)	(4, 33.72975335515829)	(5, 33.62687733077814)	(6, 33.48872949977683)	(7, 33.51946436743125)	(8, 33.57258902771259)	(9, 32.835207425900535)	(10, 33.052505976113395)	(12, 32.869114722828314)	(14, 32.92193250637057)	(16, 32.957027277749745)	(18, 32.9865954502882)	(20, 33.09669035667436)	(22, 32.569426694613504)	(24, 32.77919807731275)	(26, 32.84813440308952)	(28, 33.41044411661879)	(30, 33.36751506619216)	(32, 33.323023339302594)	(34, 33.45434568690261)	(36, 33.155506324314004)	(38, 33.21896594513457)	(40, 33.306718017843934)	(42, 33.058560041361446)	(44, 33.22345615994594)	(46, 33.26641162478202)	(48, 33.25566448205804)	(50, 33.27661797433621)	(52, 33.52486150538494)	(54, 33.10914490278997)	(56, 33.29273919280038)	(58, 33.4460322905595)	(60, 33.84201077273222)	(62, 33.840558986349706)	(64, 34.06572262251812)	(66, 33.998318920579926)	(68, 34.168756166423044)	(70, 34.195078540684804)	(72, 34.070989942183374)	(74, 34.04637172224287)	(76, 34.195628280734795)	(78, 33.870264326513684)	(80, 33.995664818806965)	(82, 34.04262484144911)	(84, 34.03151220628808)	(86, 34.26707791412016)	(88, 34.32121516096054)	(90, 34.42403691076646)	(92, 34.524209673953806)	(94, 34.65134378260835)	(96, 34.80149273291501)	(98, 34.21761113624527)	(100, 34.23652612301373)
HSMA33J3_R1	(1, 36.67600360642862)	(2, 36.77039110188089)	(3, 36.789019233323515)	(4, 36.791228766393516)	(5, 36.80137807297171)	(6, 36.787141396401076)	(7, 36.78348470804964)	(8, 36.77968797823438)	(9, 36.7835845958721)	(10, 36.781170685279186)	(12, 36.74595706971178)	(14, 36.7818844275336)	(16, 36.75097144742237)	(18, 36.64109948971489)	(20, 36.70997967774582)	(22, 36.77111797302253)	(24, 36.73366531822618)	(26, 36.73961784741833)	(28, 36.72137361185703)	(30, 36.690326320071264)	(32, 36.717105279779744)	(34, 36.71194395778833)	(36, 36.64317683158354)	(38, 36.609195301175774)	(40, 36.60257685316725)	(42, 36.570835128968085)	(44, 36.571195293596205)	(46, 36.526001287443044)	(48, 36.531032087541796)	(50, 36.463699279418464)	(52, 36.46087234440416)	(54, 36.46433750779759)	(56, 36.469852859076)	(58, 36.40955568203863)	(60, 36.42637525040703)	(62, 36.40264454562568)	(64, 36.38935229573271)	(66, 36.358641211497485)	(68, 36.32732422116993)	(70, 36.254909084541055)	(72, 36.21394373179529)	(74, 36.201072461677214)	(76, 36.19202117221335)	(78, 36.16103062400224)	(80, 36.15022115536681)	(82, 36.130992814106506)	(84, 36.05184486362495)	(86, 36.02778737782564)	(88, 36.09618837441478)	(90, 36.12382874115576)	(92, 35.22875797670518)				
HSMA33J3_R2	(1, 30.643988972817517)	(2, 32.808345586961416)	(3, 34.08060523177584)	(4, 33.599392443824605)	(5, 34.04613292461438)	(6, 33.93144058993549)	(7, 33.9952563661117)	(8, 33.81683749559664)	(9, 32.980056363079875)	(10, 32.65026940837535)	(12, 33.08028837894065)	(14, 32.62092810495025)	(16, 33.198400766185614)	(18, 32.956626758458796)	(20, 32.597130034274066)	(22, 32.57334324271063)	(24, 32.79460916159919)	(26, 33.239904021066856)	(28, 33.84591477755063)	(30, 33.43916930868603)	(32, 33.19930950174113)	(34, 33.45910347115146)	(36, 33.598605387337365)	(38, 33.35189329381854)	(40, 33.848751790220774)	(42, 33.527389926687576)	(44, 33.730484879131225)	(46, 33.75031653702003)	(48, 33.579995708523185)	(50, 33.628931747352524)	(52, 33.88673516465445)	(54, 33.1676506096734)	(56, 33.58602302582022)	(58, 33.81910816538783)	(60, 34.34050384271835)	(62, 34.218819345369006)	(64, 34.312057754085934)	(66, 34.33610800334828)	(68, 34.51493729839674)	(70, 34.48352775404889)	(72, 34.39807556856812)	(74, 34.392148767431564)	(76, 34.365651391391154)	(78, 34.22612079091371)	(80, 34.26999778604283)	(82, 34.25373228497868)	(84, 34.39043894455446)	(86, 34.516356648267276)	(88, 34.63920617347204)	(90, 34.61249498957247)	(92, 34.698549379842206)	(94, 34.88605542449828)	(96, 34.84906330106139)	(98, 34.30713362793015)	(100, 34.22228700497152)
MSM6J2HP_R1	(1, 36.750632087581494)	(2, 36.77057150004906)	(3, 36.760812869068694)	(4, 36.76020018743528)	(5, 36.763093324057934)	(6, 36.75904800906355)	(7, 36.75542973874472)	(8, 36.75474068531565)	(9, 36.7481860275808)	(10, 36.741481813155204)	(12, 36.731692337530106)	(14, 36.74773832496051)	(16, 36.739033249161224)	(18, 36.72818208037682)	(20, 36.71841940886181)	(22, 36.71459074619683)	(24, 36.71036838749433)	(26, 36.71409330516417)	(28, 36.685641852017184)	(30, 36.61528646935351)	(32, 36.5484550019884)	(34, 36.517457841289165)	(36, 36.446928089637495)	(38, 36.48452435395265)	(40, 36.49779255917903)	(42, 36.49543385439917)	(44, 36.50411013427551)	(46, 36.49407583639636)	(48, 36.51154449038387)	(50, 36.507893054734)	(52, 36.493319226320466)	(54, 36.518521006456176)	(56, 36.517923429504705)	(58, 36.500657854972715)	(60, 36.511053391009156)	(62, 36.50833253243523)	(64, 36.494522207487144)	(66, 36.47918956201334)	(68, 36.446753455175134)	(70, 36.421114276070895)	(72, 36.39987066797046)	(74, 36.390759646959665)	(76, 36.37744086640134)	(78, 36.35772927723026)	(80, 36.32908322809635)	(82, 36.31398091609333)	(84, 36.300444714323376)	(86, 36.27971067175113)	(88, 36.289116659139225)	(90, 36.34615059771578)	(92, 35.51373791533785)				
MSM6J2HP_R2	(1, 32.5261719656097)	(2, 34.08703288858619)	(3, 35.983785846655906)	(4, 36.09558448097796)	(5, 36.1323268266688)	(6, 36.132260015574836)	(7, 36.072983665085886)	(8, 36.08894127293458)	(9, 36.046083265061576)	(10, 36.05323580810579)	(12, 36.00375331523022)	(14, 36.01019011455314)	(16, 35.90943369232251)	(18, 35.924915541444165)	(20, 35.93417695902761)	(22, 35.930260485870306)	(24, 35.84689549219745)	(26, 35.861902265499324)	(28, 35.9601894088823)	(30, 35.882356533134775)	(32, 35.896488957503365)	(34, 35.898770379944565)	(36, 35.851907234787845)	(38, 35.87922489115027)	(40, 35.80673235020486)	(42, 35.803403461839025)	(44, 35.74731315827992)	(46, 35.7665791103676)	(48, 35.69831126139118)	(50, 35.73881805893355)	(52, 35.695008443211755)	(54, 35.74030250553935)	(56, 35.712820458262925)	(58, 35.76397234857923)	(60, 35.77448953586087)	(62, 35.79955318980364)	(64, 35.76529187635094)	(66, 35.74169910748813)	(68, 35.76426336563979)	(70, 35.76081474452691)	(72, 35.675541411407956)	(74, 35.63591851922818)	(76, 35.61980675415036)	(78, 35.566936008158564)	(80, 35.52581250480543)	(82, 35.490559224555184)	(84, 35.49239053814699)	(86, 35.47844015020794)	(88, 35.478968055670336)	(90, 35.460874392364204)	(92, 35.46639305401815)	(94, 35.46525208280072)	(96, 35.43178457791556)	(98, 34.561891482747605)	(100, 34.430700635178624)
MSM6J2JN_R1	(1, 36.744138377479565)	(2, 36.8104253657543)	(3, 36.826320425132565)	(4, 36.8263000208445)	(5, 36.833199763572004)	(6, 36.818264598048614)	(7, 36.82468974774351)	(8, 36.82201791627365)	(9, 36.8166727066532)	(10, 36.8084397846259)	(12, 36.78794296341172)	(14, 36.822664785744266)	(16, 36.80715934119016)	(18, 36.67411240752039)	(20, 36.73710838638845)	(22, 36.802979704217535)	(24, 36.77901465967789)	(26, 36.78464329854174)	(28, 36.772863480678865)	(30, 36.73559992652076)	(32, 36.75444798607892)	(34, 36.73488922672627)	(36, 36.6926184721745)	(38, 36.666162230627705)	(40, 36.62861857853854)	(42, 36.635896960605805)	(44, 36.58528614664246)	(46, 36.4856297596125)	(48, 36.555138870513794)	(50, 36.5312292062059)	(52, 36.48319946314578)	(54, 36.52241183632307)	(56, 36.5414927166283)	(58, 36.451472267428045)	(60, 36.46903297146446)	(62, 36.46511588530986)	(64, 36.479758454784154)	(66, 36.3905337641222)	(68, 36.28899561752807)	(70, 36.292591564739425)	(72, 36.16400828699243)	(74, 36.09079091990254)	(76, 36.08255265973854)	(78, 36.19436133011758)	(80, 36.07823189921652)	(82, 36.07445319059282)	(84, 36.13339805052586)	(86, 36.12520295718579)	(88, 36.194460099605685)	(90, 36.17944117981267)	(92, 35.41774566032255)				
MSM6J2JN_R2	(1, 30.174544347857537)	(2, 32.79629054801992)	(3, 34.12948216177424)	(4, 33.39913137220562)	(5, 33.49487983242547)	(6, 33.66900705238822)	(7, 34.165157958933484)	(8, 34.03979139560096)	(9, 33.17230302901954)	(10, 32.29792378338094)	(12, 32.364156548598615)	(14, 33.22169250059726)	(16, 33.425494128799954)	(18, 32.747183702601376)	(20, 31.809228353846287)	(22, 33.03713868943317)	(24, 33.53719627354643)	(26, 32.72983821362659)	(28, 33.61221808174469)	(30, 33.82746151858349)	(32, 33.004295429820196)	(34, 32.72299522218425)	(36, 33.383295384133625)	(38, 33.34258624172764)	(40, 33.69102461768432)	(42, 33.9195814658155)	(44, 33.467550400376155)	(46, 33.7716642677252)	(48, 33.70284738568126)	(50, 33.803765682157845)	(52, 33.58488428196844)	(54, 33.23751895186713)	(56, 34.102111250430035)	(58, 34.30012508611519)	(60, 34.43754104936247)	(62, 34.56084330540487)	(64, 34.71091636244706)	(66, 34.15793341103195)	(68, 33.82051744982655)	(70, 34.47347946703847)	(72, 34.098367192212756)	(74, 33.832837268481555)	(76, 34.00965617281395)	(78, 34.3254121256454)	(80, 34.35817239004511)	(82, 34.34988112402594)	(84, 34.215196627472906)	(86, 34.52215917685565)	(88, 34.681889834552976)	(90, 34.75362382471895)	(92, 34.879270250609224)	(94, 34.50222847537351)	(96, 35.23132566639212)	(98, 34.425411456326394)	(100, 34.54212044480374)
MSM6J2JZ_R1	(1, 36.753746809557484)	(2, 36.77774320569312)	(3, 36.78480585143631)	(4, 36.78370260271987)	(5, 36.78374952654009)	(6, 36.77110402407329)	(7, 36.76261433369648)	(8, 36.777135711089535)	(9, 36.779043132045)	(10, 36.78813855648389)	(12, 36.7727781193867)	(14, 36.76958295215215)	(16, 36.74723316532498)	(18, 36.7680799886578)	(20, 36.77604424722228)	(22, 36.77475509969587)	(24, 36.76038078141167)	(26, 36.75869544019035)	(28, 36.74561932364595)	(30, 36.75134661663088)	(32, 36.72820649039072)	(34, 36.7468157732733)	(36, 36.73534376153559)	(38, 36.72361866297581)	(40, 36.71265311231759)	(42, 36.67961956925945)	(44, 36.67628068435194)	(46, 36.656145802441515)	(48, 36.65201356004988)	(50, 36.64683801824451)	(52, 36.64571119864601)	(54, 36.66663586622702)	(56, 36.65340122213037)	(58, 36.63695224548795)	(60, 36.63348351473772)	(62, 36.64132454565744)	(64, 36.62026514136471)	(66, 36.61193962614742)	(68, 36.56661344833431)	(70, 36.530168895990315)	(72, 36.54895070300234)	(74, 36.545779192561135)	(76, 36.54481994388148)	(78, 36.530892381903996)	(80, 36.481973875211885)	(82, 36.45805929648398)	(84, 36.45889738936247)	(86, 36.443737618271314)	(88, 36.40834425909854)	(90, 36.49587750243876)	(92, 35.669420554765104)				
MSM6J2JZ_R2	(1, 32.20580456997768)	(2, 33.78252433337815)	(3, 35.76682030325435)	(4, 35.906060380249656)	(5, 35.98363529973363)	(6, 35.88708468915987)	(7, 35.9312903770311)	(8, 35.87373935348461)	(9, 35.74087847283876)	(10, 35.87298300330127)	(12, 35.78795779558072)	(14, 35.769559669889134)	(16, 35.72525377487044)	(18, 35.756259317845505)	(20, 35.80093909439039)	(22, 35.80793699532192)	(24, 35.79722754955691)	(26, 35.846010106370485)	(28, 35.91817984010403)	(30, 35.80364432807784)	(32, 35.71448802770704)	(34, 35.83358531831991)	(36, 35.69872611529046)	(38, 35.635932594399335)	(40, 35.699701060054366)	(42, 35.53170232218297)	(44, 35.70587129090735)	(46, 35.75449687209263)	(48, 35.71348832757397)	(50, 35.687167045781464)	(52, 35.66366742330115)	(54, 35.50715082703964)	(56, 35.64613560305631)	(58, 35.556850547492274)	(60, 35.67105140236662)	(62, 35.68748087554921)	(64, 35.73777130240949)	(66, 35.69217457966327)	(68, 35.776583746282995)	(70, 35.680123053373784)	(72, 35.60624085648332)	(74, 35.667714363830484)	(76, 35.69765521170895)	(78, 35.546238417047256)	(80, 35.61254020062809)	(82, 35.55899847841142)	(84, 35.52504574080845)	(86, 35.5177264550732)	(88, 35.46081047220281)	(90, 35.52938383323669)	(92, 35.507626383932134)	(94, 35.59356421462963)	(96, 35.50187133564576)	(98, 34.791401084274554)	(100, 34.5470154450889)
MSM6J2M3_R1	(1, 36.534842356163274)	(2, 36.67399142140215)	(3, 36.705476077828834)	(4, 36.705351747495044)	(5, 36.696429045439714)	(6, 36.67309319817436)	(7, 36.68294808496153)	(8, 36.68879004920124)	(9, 36.68543547236158)	(10, 36.684226618480366)	(12, 36.66613596937063)	(14, 36.67670434051443)	(16, 36.66547537908065)	(18, 36.537444119663164)	(20, 36.601871239836925)	(22, 36.64555110152382)	(24, 36.63281290256093)	(26, 36.61945832181765)	(28, 36.60296503448459)	(30, 36.518139249193126)	(32, 36.371039483566534)	(34, 36.220824823439216)	(36, 36.3687613302604)	(38, 36.3610573387297)	(40, 36.31578684901262)	(42, 36.287643009161016)	(44, 36.28219316366634)	(46, 36.24619221274423)	(48, 36.21506542078694)	(50, 36.167221127410734)	(52, 36.15595127669931)	(54, 36.14991345269256)	(56, 36.13598295417508)	(58, 36.06017694202717)	(60, 36.05168067830903)	(62, 36.040195555431794)	(64, 36.009827503009035)	(66, 35.974746640779095)	(68, 35.93563683183072)	(70, 35.86594407243702)	(72, 35.81450580786109)	(74, 35.78098682011701)	(76, 35.759805527792444)	(78, 35.72341758738749)	(80, 35.72817162778129)	(82, 35.67492775887939)	(84, 35.6194951436044)	(86, 35.590315971878354)	(88, 35.61800746521699)	(90, 35.743602260506435)	(92, 35.11835417834764)				
MSM6J2M3_R2	(1, 30.17488144702552)	(2, 32.15824831246457)	(3, 33.93127362666704)	(4, 33.878354186477544)	(5, 33.62692604667794)	(6, 33.36758019208939)	(7, 33.180744100457346)	(8, 33.3868521745512)	(9, 33.07559186703954)	(10, 33.040015630099106)	(12, 32.95139572022591)	(14, 32.92636433511183)	(16, 32.82378078200462)	(18, 32.932660583263456)	(20, 32.876073886179775)	(22, 32.61921083223642)	(24, 32.70758159348939)	(26, 32.91108936794127)	(28, 33.0994015163226)	(30, 33.043050793137745)	(32, 33.040472939317425)	(34, 33.17781170024561)	(36, 32.967727495233675)	(38, 33.135119649892026)	(40, 33.204229846775064)	(42, 33.236259448715)	(44, 33.33761023826142)	(46, 33.319931128411966)	(48, 33.088901458549)	(50, 33.19816143551773)	(52, 33.219362337529546)	(54, 33.28667371965445)	(56, 33.49384961866776)	(58, 33.63919404254239)	(60, 33.7934958082314)	(62, 33.871821996956896)	(64, 33.96637438246979)	(66, 34.08198965266855)	(68, 34.22751346664929)	(70, 34.32641133973809)	(72, 34.22304089789988)	(74, 34.15250447474868)	(76, 34.184478980595586)	(78, 34.13332513937377)	(80, 34.114955322020705)	(82, 34.17697941966176)	(84, 34.250947864021065)	(86, 34.39274797354018)	(88, 34.359579493286425)	(90, 34.452267313425416)	(92, 34.53584060689856)	(94, 34.59501804253301)	(96, 34.87666064310617)	(98, 34.30101818326095)	(100, 34.27486282610068)
MSM6J2PS_R1	(1, 36.595075607612905)	(2, 36.671549457163735)	(3, 36.70530009688332)	(4, 36.69582098151492)	(5, 36.70825155785801)	(6, 36.7058358117438)	(7, 36.708937546470196)	(8, 36.706583559448056)	(9, 36.69930483805036)	(10, 36.69414196906493)	(12, 36.68739981749887)	(14, 36.7007599486454)	(16, 36.690379391936474)	(18, 36.67532631733954)	(20, 36.66508486946502)	(22, 36.65587034251955)	(24, 36.644466536228244)	(26, 36.64804454017439)	(28, 36.65255380886627)	(30, 36.609948685637775)	(32, 36.61779239208454)	(34, 36.58902950314308)	(36, 36.520402327291805)	(38, 36.51428430466102)	(40, 36.502901168554445)	(42, 36.49325623907649)	(44, 36.49152869444096)	(46, 36.465119390182274)	(48, 36.46825507229234)	(50, 36.45633030693968)	(52, 36.45273411202525)	(54, 36.47167588665407)	(56, 36.46588035229869)	(58, 36.43594698834322)	(60, 36.438135240552356)	(62, 36.439906275766084)	(64, 36.4213471565769)	(66, 36.40801613702541)	(68, 36.375226281729795)	(70, 36.361730089956986)	(72, 36.33598617594902)	(74, 36.32257727491942)	(76, 36.30855939843116)	(78, 36.262656482725006)	(80, 36.23433996416152)	(82, 36.228175443707826)	(84, 36.20187859204907)	(86, 36.183808791495196)	(88, 36.18721615428001)	(90, 36.274522464530136)	(92, 35.40002382448273)				
