Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
CSM79HGX_R1	(0.0, 0.0)	(1.0, 7.142199503967752e-05)	(2.0, 0.0002337447110389446)	(3.0, 0.00033763124927847554)	(4.0, 0.00037009579247832897)	(5.0, 0.0004674894220778892)	(6.0, 0.0005161862368776694)	(7.0, 0.0006135798664772295)	(8.0, 0.0007401915849566579)	(9.0, 0.000873296212076057)	(10.0, 0.0010908086515150747)	(11.0, 0.0013245533625540194)	(12.0, 0.001626473614312656)	(13.0, 0.0021004559450305163)	(14.0, 0.002889344344786954)	(15.0, 0.0036652469272634505)	(16.0, 0.0044703675986198154)	(17.0, 0.005113165553976913)	(18.0, 0.00656433063501036)	(19.0, 0.009012157192279309)	(20.0, 0.01316437226754056)	(21.0, 0.019835835895110437)	(22.0, 0.02631251226348119)	(23.0, 0.03587007378151804)	(24.0, 0.050268098690653025)	(25.0, 0.06522776019714548)	(26.0, 0.08592715294137201)	(27.0, 0.12113495004161304)	(28.0, 0.16904612289595672)	(29.0, 0.2127888484034392)	(30.0, 0.25657053136276153)	(31.0, 0.3302780302437087)	(32.0, 0.45739294914273476)	(33.0, 0.6393567137779133)	(34.0, 0.6749216208533526)	(35.0, 0.6557350758222392)	(36.0, 0.8695465573364739)	(37.0, 1.0386446235015503)	(38.0, 1.0372324158723567)	(39.0, 1.1547962661619857)	(40.0, 1.3755097095605093)	(41.0, 2.0027084519100775)	(42.0, 2.653927709773217)	(43.0, 3.5443294896612763)	(44.0, 4.328030055414378)	(45.0, 3.8473243177998286)	(46.0, 4.209128665944915)	(47.0, 5.23782615341003)	(48.0, 5.670377234096237)	(49.0, 5.219558354951473)	(50.0, 4.492599317803075)	(51.0, 5.128417396372204)	(52.0, 6.325200056254561)	(53.0, 6.390862841330584)	(54.0, 5.714642638749237)	(55.0, 4.910849767209746)	(56.0, 3.7860604783273857)	(57.0, 3.2090843843079906)	(58.0, 2.869183863459845)	(59.0, 2.4380612226744316)	(60.0, 1.8536572411709102)	(61.0, 1.2014510611944953)	(62.0, 0.9435884410123795)	(63.0, 0.8417211973598795)	(64.0, 0.637623107171041)	(65.0, 0.42150664308961683)	(66.0, 0.31222125131595024)	(67.0, 0.2553044141779673)	(68.0, 0.21074358218184844)	(69.0, 0.18720354190763475)	(70.0, 0.18170404828957956)	(71.0, 0.17118553629282704)	(72.0, 0.35790535650678396)	(73.0, 0.4804005709084709)	(74.0, 0.2718937957530923)	(75.0, 0.1278973143901425)	(76.0, 0.08092112037995462)	(77.0, 0.037373182131671255)	(78.0, 0.030299158168423195)	(79.0, 0.02270570151397748)	(80.0, 0.017293862162561915)	(81.0, 0.013518235788418962)	(82.0, 0.009005664283639338)	(83.0, 0.006927933518848719)	(84.0, 0.004746316215818569)	(85.0, 0.0027497468090275845)	(86.0, 0.001834246690791718)	(87.0, 0.0014609044439934037)	(88.0, 0.0011914487354346202)	(89.0, 0.0008603103947961155)	(90.0, 0.0006785089528769364)	(91.0, 0.0005778688689573908)	(92.0, 0.0004545036047979478)	(93.0, 0.00041879260727810906)	(94.0, 0.000512939782557684)	(95.0, 0.00034412415791844624)	(96.0, 9.739362959956025e-05)	(97.0, 7.79149036796482e-05)	(98.0, 5.518972343975081e-05)	(99.0, 3.571099751983876e-05)	(100.0, 3.89574518398241e-05)
CSM79HGX_R2	(0.0, 0.0)	(1.0, 1.605430980354823e-05)	(2.0, 0.00042383377881367325)	(3.0, 0.000661437563906187)	(4.0, 0.00042062291685296356)	(5.0, 0.0002697124046996102)	(6.0, 0.00018944085568186909)	(7.0, 0.00020870602744612696)	(8.0, 0.00027934499058173914)	(9.0, 0.00032429705803167417)	(10.0, 0.0004109903309708346)	(11.0, 0.0005907986007705748)	(12.0, 0.0008251915239023789)	(13.0, 0.001114169100366247)	(14.0, 0.0015893766705512746)	(15.0, 0.002327874921514493)	(16.0, 0.0032526031661988712)	(17.0, 0.005060318450078401)	(18.0, 0.009516994851543389)	(19.0, 0.01657125857922248)	(20.0, 0.02854777369266946)	(21.0, 0.04636484671264728)	(22.0, 0.05606486069595112)	(23.0, 0.055461218647337704)	(24.0, 0.06306453977029815)	(25.0, 0.08264437600670557)	(26.0, 0.11282647843737623)	(27.0, 0.1497000171941658)	(28.0, 0.20347553331213092)	(29.0, 0.27075914569880155)	(30.0, 0.3459061590272501)	(31.0, 0.3982817393303458)	(32.0, 0.45883217418540834)	(33.0, 0.5372863753333879)	(34.0, 0.5784913668751747)	(35.0, 0.6620058864732326)	(36.0, 0.9061951494471618)	(37.0, 1.0970552061156646)	(38.0, 1.3571253923472637)	(39.0, 1.6316412465400956)	(40.0, 1.7704949720309842)	(41.0, 2.056634146521585)	(42.0, 3.0797496234060278)	(43.0, 3.7126715222391526)	(44.0, 3.4143407048837373)	(45.0, 3.186854345829419)	(46.0, 3.4826164736162672)	(47.0, 4.068955187123416)	(48.0, 4.657011711779544)	(49.0, 5.696049853127147)	(50.0, 6.38815114875811)	(51.0, 6.058292877810487)	(52.0, 5.7956154716667925)	(53.0, 5.947611255162865)	(54.0, 5.581248694583934)	(55.0, 4.955923695149848)	(56.0, 4.296984181849093)	(57.0, 3.817210765955937)	(58.0, 3.0307229721279523)	(59.0, 1.9545512122047433)	(60.0, 1.4209316412304858)	(61.0, 1.0839259915583228)	(62.0, 0.8678157164307995)	(63.0, 0.7270964801407386)	(64.0, 0.5356777334910723)	(65.0, 0.40155360766830894)	(66.0, 0.3232021541030722)	(67.0, 0.2727884104579701)	(68.0, 0.23577680463686998)	(69.0, 0.21549057876910643)	(70.0, 0.2060217468469737)	(71.0, 0.2111848128797948)	(72.0, 0.4024879684988754)	(73.0, 0.460527509300663)	(74.0, 0.2375138809576139)	(75.0, 0.11279758067972985)	(76.0, 0.07505710919354867)	(77.0, 0.04878583663102235)	(78.0, 0.03466446572782133)	(79.0, 0.026817119095846956)	(80.0, 0.01903077884112607)	(81.0, 0.013992936424772633)	(82.0, 0.009382138649193584)	(83.0, 0.006450621679065678)	(84.0, 0.004138801067354733)	(85.0, 0.0026200633599390705)	(86.0, 0.001746708906626047)	(87.0, 0.0012682904744803101)	(88.0, 0.0010660061709556023)	(89.0, 0.0008829870391951524)	(90.0, 0.0006004311866527037)	(91.0, 0.00031466447214954524)	(92.0, 0.0001926517176425787)	(93.0, 0.0001605430980354823)	(94.0, 0.00015091051215335334)	(95.0, 0.00013806706431051475)	(96.0, 8.669327293916043e-05)	(97.0, 6.1006377253483266e-05)	(98.0, 7.706068705703149e-05)	(99.0, 4.1741205489225386e-05)	(100.0, 6.42172392141929e-06)
HSM5MD5B_R1	(0.0, 0.0)	(1.0, 7.6191910049659596e-06)	(2.0, 3.0476764019863838e-05)	(3.0, 4.571514602979576e-05)	(4.0, 3.80959550248298e-05)	(5.0, 3.428635952234682e-05)	(6.0, 5.3334337034761714e-05)	(7.0, 0.00010285907856704047)	(8.0, 0.00019809896612911496)	(9.0, 0.00027429087617877456)	(10.0, 0.0002895292581887065)	(11.0, 0.0003466731907259512)	(12.0, 0.0004419130782880257)	(13.0, 0.0006285832579096917)	(14.0, 0.0007162039544668003)	(15.0, 0.0007962054600189429)	(16.0, 0.001139069055242411)	(17.0, 0.0018247962456893474)	(18.0, 0.0027619567393001605)	(19.0, 0.0033333960646726073)	(20.0, 0.004049600019139408)	(21.0, 0.005196288265386785)	(22.0, 0.00599630332090821)	(23.0, 0.006937273410021506)	(24.0, 0.008023008128229156)	(25.0, 0.008613495431114018)	(26.0, 0.010781155272026834)	(27.0, 0.016636503559343173)	(28.0, 0.018747019467718746)	(29.0, 0.019962280433010814)	(30.0, 0.02445760312594073)	(31.0, 0.02844624961704041)	(32.0, 0.03303300260202992)	(33.0, 0.03908644985547537)	(34.0, 0.049082828453990715)	(35.0, 0.06357833934093846)	(36.0, 0.07916720413709881)	(37.0, 0.09482845124780634)	(38.0, 0.1315377135097323)	(39.0, 0.17382041399179093)	(40.0, 0.26591738526431696)	(41.0, 0.5322119204833797)	(42.0, 0.9473397327934476)	(43.0, 1.6684313982899335)	(44.0, 4.965396301172296)	(45.0, 5.637778478574035)	(46.0, 8.46666981085282)	(47.0, 9.426733592624561)	(48.0, 5.674697268588598)	(49.0, 6.154325342351204)	(50.0, 6.324679024435737)	(51.0, 5.302316927411891)	(52.0, 6.638422071638224)	(53.0, 9.418363911305606)	(54.0, 7.347528749683899)	(55.0, 4.612227750114611)	(56.0, 3.4455238890971893)	(57.0, 2.927018893231743)	(58.0, 2.7316056919318785)	(59.0, 1.660461724498739)	(60.0, 1.0405414867616936)	(61.0, 0.7499722090008094)	(62.0, 0.6427054284373961)	(63.0, 0.48690059157684723)	(64.0, 0.32044793528685833)	(65.0, 0.24171883463254507)	(66.0, 0.23758542351235107)	(67.0, 0.22443469983777978)	(68.0, 0.20303239230483042)	(69.0, 0.23930736067947336)	(70.0, 0.1982665883312242)	(71.0, 0.11233735217721812)	(72.0, 0.09055789468952292)	(73.0, 0.11517931042207043)	(74.0, 0.07232517061463938)	(75.0, 0.017699380704535923)	(76.0, 0.01103258857519071)	(77.0, 0.004807709524133522)	(78.0, 0.003455303120752063)	(79.0, 0.0020457527848333603)	(80.0, 0.0009257317071033642)	(81.0, 0.0006781079994419704)	(82.0, 0.00046096105580044057)	(83.0, 0.00027810047168125757)	(84.0, 0.0001676222021092511)	(85.0, 0.00016381260660676815)	(86.0, 8.762069655710855e-05)	(87.0, 5.3334337034761714e-05)	(88.0, 4.952474153227874e-05)	(89.0, 3.0476764019863838e-05)	(90.0, 2.285757301489788e-05)	(91.0, 1.5238382009931919e-05)	(92.0, 3.8095955024829798e-06)	(93.0, 3.8095955024829798e-06)	(94.0, 7.6191910049659596e-06)	(95.0, 3.8095955024829798e-06)	(96.0, 0.0)	(97.0, 0.0)	(98.0, 0.0)	(99.0, 0.0)	(100.0, 0.0)
HSM5MD5B_R2	(0.0, 0.0)	(1.0, 0.0)	(2.0, 2.2790839313301375e-05)	(3.0, 4.938015184548632e-05)	(4.0, 4.1783205407719184e-05)	(5.0, 3.7984732188835624e-05)	(6.0, 4.938015184548632e-05)	(7.0, 4.1783205407719184e-05)	(8.0, 7.976793759655481e-05)	(9.0, 0.0001291480894420411)	(10.0, 0.0001633343484119932)	(11.0, 0.0002772885449785001)	(12.0, 0.0002772885449785001)	(13.0, 0.0003380641164806371)	(14.0, 0.00044442136660937683)	(15.0, 0.0005583755631758837)	(16.0, 0.0008622534206865687)	(17.0, 0.0011433404388839523)	(18.0, 0.0015003969214590072)	(19.0, 0.002096757216823727)	(20.0, 0.003031181628669083)	(21.0, 0.0044138258803426995)	(22.0, 0.005724299140857529)	(23.0, 0.007053764767466776)	(24.0, 0.009496183047208905)	(25.0, 0.012276665443431676)	(26.0, 0.01428605777622108)	(27.0, 0.017142509636821516)	(28.0, 0.02070167904291542)	(29.0, 0.023368207242571677)	(30.0, 0.027895987319480883)	(31.0, 0.03635518717793458)	(32.0, 0.045539895421195034)	(33.0, 0.04990434114969225)	(34.0, 0.05877757458900425)	(35.0, 0.07421456975054704)	(36.0, 0.10705237072779544)	(37.0, 0.13580301452152513)	(38.0, 0.152444125693454)	(39.0, 0.1942767112530187)	(40.0, 0.28405742425455055)	(41.0, 0.3713349434048382)	(42.0, 0.510446428100011)	(43.0, 0.7113894598521703)	(44.0, 1.0136491677716108)	(45.0, 1.3903171675757615)	(46.0, 2.233821324453921)	(47.0, 3.41368028486422)	(48.0, 6.212722021234453)	(49.0, 9.277596107355034)	(50.0, 13.689192283918247)	(51.0, 11.859722232087702)	(52.0, 5.295702213678021)	(53.0, 4.071701195991076)	(54.0, 3.9144558001489536)	(55.0, 3.8214046017059626)	(56.0, 4.922194543591981)	(57.0, 9.629023252619701)	(58.0, 8.083048451007311)	(59.0, 2.292811613543183)	(60.0, 1.2997273797786075)	(61.0, 0.883904718034205)	(62.0, 0.8298220563437408)	(63.0, 0.670096257489687)	(64.0, 0.4622438029523785)	(65.0, 0.4067329153316141)	(66.0, 0.26389132993549774)	(67.0, 0.23848334257438558)	(68.0, 0.25018264008854696)	(69.0, 0.17279254672701327)	(70.0, 0.09964914642419137)	(71.0, 0.09039226718977214)	(72.0, 0.12712730168959507)	(73.0, 0.10511135091294595)	(74.0, 0.03931419781544487)	(75.0, 0.02149555994566208)	(76.0, 0.01292240589064188)	(77.0, 0.007688109795020331)	(78.0, 0.004372042674934981)	(79.0, 0.0029855999500424803)	(80.0, 0.001997996913132754)	(81.0, 0.0011661312781972538)	(82.0, 0.0006381435007724385)	(83.0, 0.0004216305272960754)	(84.0, 0.00025069923244631513)	(85.0, 0.00014814045553645895)	(86.0, 8.736488403432194e-05)	(87.0, 3.7984732188835624e-05)	(88.0, 2.658931253218494e-05)	(89.0, 3.7984732188835624e-05)	(90.0, 3.418625896995206e-05)	(91.0, 1.8992366094417812e-05)	(92.0, 1.1395419656650688e-05)	(93.0, 7.596946437767125e-06)	(94.0, 3.7984732188835627e-06)	(95.0, 0.0)	(96.0, 0.0)	(97.0, 3.7984732188835627e-06)	(98.0, 1.1395419656650688e-05)	(99.0, 1.1395419656650688e-05)	(100.0, 7.596946437767125e-06)
HSM5MD6I_R1	(0.0, 9.601103435615648e-06)	(1.0, 6.240717233150172e-05)	(2.0, 0.0002544292410438147)	(3.0, 0.0005040579303698216)	(4.0, 0.000763287723131444)	(5.0, 0.0013201517223971517)	(6.0, 0.0019010184802518983)	(7.0, 0.0021890515833203677)	(8.0, 0.0027603172377394986)	(9.0, 0.003542807167742174)	(10.0, 0.004262889925413348)	(11.0, 0.005395820130815994)	(12.0, 0.006711171301495338)	(13.0, 0.008084129092788377)	(14.0, 0.01019157129690601)	(15.0, 0.012457431707711304)	(16.0, 0.018074077217546457)	(17.0, 0.022226554453450224)	(18.0, 0.026047793620825252)	(19.0, 0.046243714697642775)	(20.0, 0.06306484791684139)	(21.0, 0.07385168762675556)	(22.0, 0.11378747736719885)	(23.0, 0.1463976251862674)	(24.0, 0.18320825575841782)	(25.0, 0.22582755390911569)	(26.0, 0.2817347792147056)	(27.0, 0.3929731636197485)	(28.0, 0.4720046465500187)	(29.0, 0.49619942720777016)	(30.0, 0.6628313778845975)	(31.0, 0.8895614355166611)	(32.0, 0.9917363782784828)	(33.0, 1.0474323793084892)	(34.0, 1.1867443901592722)	(35.0, 1.2693282813607203)	(36.0, 1.4970616543018056)	(37.0, 1.7514620920353137)	(38.0, 1.9296681729037752)	(39.0, 1.995430930886025)	(40.0, 1.9978408078483643)	(41.0, 2.775453377305747)	(42.0, 3.0236755049784363)	(43.0, 2.9115346168504455)	(44.0, 3.318261361141713)	(45.0, 3.3516684005459383)	(46.0, 3.477788495276185)	(47.0, 5.854853686624496)	(48.0, 7.518422477258466)	(49.0, 6.836052853882391)	(50.0, 6.642504209723815)	(51.0, 5.892701236367693)	(52.0, 5.164918393741156)	(53.0, 4.3892068427640245)	(54.0, 3.26284379211134)	(55.0, 3.390668082701408)	(56.0, 3.071364185743139)	(57.0, 2.048755459367434)	(58.0, 1.797360167009274)	(59.0, 1.5474386440284809)	(60.0, 1.1202135439021736)	(61.0, 0.8373026295166051)	(62.0, 0.7465289970845769)	(63.0, 0.6015571357584985)	(64.0, 0.45698852077671587)	(65.0, 0.4240471348891185)	(66.0, 0.362009605039888)	(67.0, 0.2740826997765199)	(68.0, 0.20687977627892817)	(69.0, 0.17170613384255026)	(70.0, 0.1408145835384569)	(71.0, 0.11723907405230267)	(72.0, 0.09476769146124425)	(73.0, 0.07208988514632009)	(74.0, 0.05389099358411064)	(75.0, 0.04464033042389496)	(76.0, 0.04174079718633903)	(77.0, 0.03143881319992344)	(78.0, 0.020085508387307934)	(79.0, 0.015150541221401493)	(80.0, 0.011703745088015475)	(81.0, 0.010940457364884032)	(82.0, 0.009097045505245828)	(83.0, 0.00584707199228993)	(84.0, 0.00425808937369554)	(85.0, 0.0030675525476791996)	(86.0, 0.0015889826185943898)	(87.0, 0.0008352959988985614)	(88.0, 0.0007488860679780206)	(89.0, 0.000600068964725978)	(90.0, 0.000408046896013665)	(91.0, 0.000244828137608199)	(92.0, 0.0002016231721479286)	(93.0, 0.00023522703417258337)	(94.0, 0.000192022068712313)	(95.0, 0.0001200137929451956)	(96.0, 8.160937920273301e-05)	(97.0, 2.8803310306846945e-05)	(98.0, 4.800551717807824e-06)	(99.0, 0.0)	(100.0, 0.0)
HSM5MD6I_R2	(0.0, 9.787176381507659e-06)	(1.0, 2.4467940953769144e-05)	(2.0, 0.00024467940953769144)	(3.0, 0.000572549818318198)	(4.0, 0.0008270164042373971)	(5.0, 0.0010472278728213195)	(6.0, 0.00114999322482715)	(7.0, 0.0014485021044631334)	(8.0, 0.0018644571006772091)	(9.0, 0.0022853056850820385)	(10.0, 0.0030731733837934053)	(11.0, 0.004825077956083276)	(12.0, 0.00620996341406661)	(13.0, 0.006880384996199884)	(14.0, 0.008299525571518494)	(15.0, 0.011353124602548883)	(16.0, 0.016109692323961606)	(17.0, 0.022241358326976154)	(18.0, 0.033007252346634576)	(19.0, 0.051299485003672395)	(20.0, 0.07273340127917417)	(21.0, 0.13125092886420844)	(22.0, 0.24976874125607543)	(23.0, 0.2744177449729025)	(24.0, 0.2975008004686883)	(25.0, 0.40906482404149414)	(26.0, 0.41063077226253536)	(27.0, 0.37347865071833225)	(28.0, 0.5267751943818867)	(29.0, 0.6620339719743226)	(30.0, 0.677908772065128)	(31.0, 0.7015790581438043)	(32.0, 0.8399305834727965)	(33.0, 1.0000732570152155)	(34.0, 0.9776214743960371)	(35.0, 1.1182827733510652)	(36.0, 1.3150294865603227)	(37.0, 1.2939674829873182)	(38.0, 1.4560529110414666)	(39.0, 2.385815092931931)	(40.0, 3.4334540271612743)	(41.0, 4.231495495721218)	(42.0, 3.6115806373047135)	(43.0, 2.670445756458937)	(44.0, 2.831146299055102)	(45.0, 3.173139603354124)	(46.0, 3.488037109840942)	(47.0, 3.6599243950411706)	(48.0, 4.625742534721109)	(49.0, 5.063708890617195)	(50.0, 5.209156118822781)	(51.0, 5.313203590934588)	(52.0, 5.169586564712345)	(53.0, 5.137058884008405)	(54.0, 4.5754070865910155)	(55.0, 3.7613146487653992)	(56.0, 2.9539900434075954)	(57.0, 2.662131550122846)	(58.0, 2.2847429224401017)	(59.0, 1.7364848759008056)	(60.0, 1.4467257319498898)	(61.0, 1.269103161390098)	(62.0, 1.6481996513514157)	(63.0, 1.4687419852200914)	(64.0, 0.7458219889764096)	(65.0, 0.5337730254946647)	(66.0, 0.3719909999083431)	(67.0, 0.29631655212652586)	(68.0, 0.24681301398886013)	(69.0, 0.19787223849313107)	(70.0, 0.1668909316574686)	(71.0, 0.13876258673701558)	(72.0, 0.11095721863715233)	(73.0, 0.09255732703991792)	(74.0, 0.07962846703994632)	(75.0, 0.062310058432868506)	(76.0, 0.043249532429882345)	(77.0, 0.033291080461698305)	(78.0, 0.025153043300474683)	(79.0, 0.01656479602570171)	(80.0, 0.013736302051445999)	(81.0, 0.012542266532902064)	(82.0, 0.011103551604820438)	(83.0, 0.009322285503386046)	(84.0, 0.007384424579847529)	(85.0, 0.005373159833447705)	(86.0, 0.0030927477365564203)	(87.0, 0.001521905927324441)	(88.0, 0.000890633050717197)	(89.0, 0.0005187203482199059)	(90.0, 0.0003278704087805066)	(91.0, 0.00027404093868221445)	(92.0, 0.00023978582134693763)	(93.0, 0.00017616917486713786)	(94.0, 0.00013702046934110722)	(95.0, 0.00010765894019658425)	(96.0, 5.3829470098292124e-05)	(97.0, 1.4680764572261488e-05)	(98.0, 1.4680764572261488e-05)	(99.0, 4.8935881907538294e-06)	(100.0, 0.0)
HSM67VEO_R1	(0.0, 0.00010312103343457571)	(1.0, 0.00026573497077371435)	(2.0, 0.0005076727799856035)	(3.0, 0.0006742529109183796)	(4.0, 0.0008368668482575183)	(5.0, 0.001007413172783932)	(6.0, 0.0013683367898049469)	(7.0, 0.001753057568387787)	(8.0, 0.0018442800210414503)	(9.0, 0.0018085842786987123)	(10.0, 0.0021695078957197273)	(11.0, 0.0028437608066381073)	(12.0, 0.003351433586623711)	(13.0, 0.0039820583680120775)	(14.0, 0.005263138898756999)	(15.0, 0.006762360077151984)	(16.0, 0.01023674566517846)	(17.0, 0.0158528757937692)	(18.0, 0.022464520514362957)	(19.0, 0.029825775824154206)	(20.0, 0.042711938809882534)	(21.0, 0.062439785744635594)	(22.0, 0.09099241342523215)	(23.0, 0.12599010569548968)	(24.0, 0.18687514355141938)	(25.0, 0.24065672868114427)	(26.0, 0.31052916122025653)	(27.0, 0.43165671356994667)	(28.0, 0.558646300051033)	(29.0, 0.6553143365087605)	(30.0, 0.7352807317436802)	(31.0, 0.9452351558164764)	(32.0, 1.2347474571840478)	(33.0, 1.498086847027205)	(34.0, 1.6198688213198456)	(35.0, 1.892151977716655)	(36.0, 2.1792805967344506)	(37.0, 2.18427403446884)	(38.0, 2.2813981831898356)	(39.0, 2.73914451821873)	(40.0, 2.9187099669770755)	(41.0, 2.965844211643864)	(42.0, 3.236191865566979)	(43.0, 3.2637410462683847)	(44.0, 3.4087371516645857)	(45.0, 3.6855972954684533)	(46.0, 4.070401364116759)	(47.0, 4.87247676217089)	(48.0, 5.540764517924439)	(49.0, 5.2641264809618145)	(50.0, 4.864203282334562)	(51.0, 4.853149500789094)	(52.0, 4.652261795271354)	(53.0, 4.120518186365964)	(54.0, 3.440768131126802)	(55.0, 3.106148310018791)	(56.0, 2.7605976593667156)	(57.0, 2.098731171041266)	(58.0, 1.6931997746726095)	(59.0, 1.6118809074222595)	(60.0, 1.4978052472820569)	(61.0, 1.2352194342216907)	(62.0, 1.0758062151126175)	(63.0, 0.9371242899174878)	(64.0, 0.7064782338666846)	(65.0, 0.5261354111639862)	(66.0, 0.3493106021788443)	(67.0, 0.22188076820886418)	(68.0, 0.17595621258813526)	(69.0, 0.13414063353041483)	(70.0, 0.1067025062496304)	(71.0, 0.09564475851056897)	(72.0, 0.08166789228659033)	(73.0, 0.06368517053303778)	(74.0, 0.04704698840772835)	(75.0, 0.03763917720362014)	(76.0, 0.032213424367524)	(77.0, 0.025308281321001064)	(78.0, 0.02051711945988693)	(79.0, 0.014797868297861616)	(80.0, 0.010851505672192275)	(81.0, 0.010930829544065025)	(82.0, 0.011113274449372351)	(83.0, 0.00867803158287891)	(84.0, 0.005136220703760598)	(85.0, 0.003105529583818184)	(86.0, 0.00224486557399884)	(87.0, 0.0016776998901086742)	(88.0, 0.0011263989805930577)	(89.0, 0.0006583881365438295)	(90.0, 0.0006226923942010918)	(91.0, 0.0005314699415474287)	(92.0, 0.0004719770376428657)	(93.0, 0.0004561122632683157)	(94.0, 0.0003331602618655523)	(95.0, 0.00022607303483733904)	(96.0, 0.00023797161561825165)	(97.0, 0.00017054632452641368)	(98.0, 7.139148468547549e-05)	(99.0, 2.3797161561825163e-05)	(100.0, 0.0)
HSM67VEO_R2	(0.0, 8.055469641734197e-06)	(1.0, 5.236055267127227e-05)	(2.0, 0.0002698582329980956)	(3.0, 0.00035444066423630466)	(4.0, 0.0004752727088623176)	(5.0, 0.0005799938142048622)	(6.0, 0.0006524930409804699)	(7.0, 0.000946517682903768)	(8.0, 0.0010834606668132494)	(9.0, 0.0013492911649904777)	(10.0, 0.0018648412220614663)	(11.0, 0.0023199752568194487)	(12.0, 0.0028637194576365066)	(13.0, 0.0035564898468256473)	(14.0, 0.004724532944877105)	(15.0, 0.006871315604399269)	(16.0, 0.01136626766448695)	(17.0, 0.017810643377874306)	(18.0, 0.03251590320886008)	(19.0, 0.055687461633308497)	(20.0, 0.07929401541841057)	(21.0, 0.11252282769056413)	(22.0, 0.20925290714850836)	(23.0, 0.2670911791761599)	(24.0, 0.3789131810078931)	(25.0, 0.5602216639692255)	(26.0, 0.6122599978548284)	(27.0, 0.6798131662704113)	(28.0, 0.7552888890786399)	(29.0, 0.7847155196798951)	(30.0, 0.8814053217896306)	(31.0, 1.079920287905707)	(32.0, 1.5558938226268555)	(33.0, 2.066324628740522)	(34.0, 2.1478943143327225)	(35.0, 2.0791650473494463)	(36.0, 2.0305422325919387)	(37.0, 1.9506964175030692)	(38.0, 2.1318760129501344)	(39.0, 2.534504496583293)	(40.0, 2.8488812825564325)	(41.0, 3.2343999486705473)	(42.0, 3.656997941545565)	(43.0, 3.726158176154674)	(44.0, 3.6338545772648625)	(45.0, 3.7720582421732756)	(46.0, 4.066457463434914)	(47.0, 4.2733138683650065)	(48.0, 4.692323149514632)	(49.0, 4.889001468552393)	(50.0, 4.807206229810224)	(51.0, 4.86260369453643)	(52.0, 4.492346115658581)	(53.0, 4.117742610909015)	(54.0, 3.7053549258048957)	(55.0, 3.0451487726424653)	(56.0, 2.4701654605547616)	(57.0, 1.9345774227499593)	(58.0, 1.5579278287113936)	(59.0, 1.2366112556419)	(60.0, 0.9770640237852241)	(61.0, 0.8281183901095588)	(62.0, 0.7645567069014552)	(63.0, 0.6501207051709791)	(64.0, 0.4711563638753914)	(65.0, 0.37890915327307223)	(66.0, 0.30150414548564836)	(67.0, 0.250480800774904)	(68.0, 0.21640616419036832)	(69.0, 0.1711867853564934)	(70.0, 0.14558247510024125)	(71.0, 0.13092152035228502)	(72.0, 0.11220866437453647)	(73.0, 0.10772176778409052)	(74.0, 0.11468572128936975)	(75.0, 0.09414427370294755)	(76.0, 0.05443483610401882)	(77.0, 0.03865014334104067)	(78.0, 0.03046175845021786)	(79.0, 0.020436726481079658)	(80.0, 0.0158652474593955)	(81.0, 0.01304583308478853)	(82.0, 0.011736819268006723)	(83.0, 0.010931272303833303)	(84.0, 0.008575047433626052)	(85.0, 0.0059328533911372355)	(86.0, 0.003786070731615072)	(87.0, 0.0019131740399118715)	(88.0, 0.0009062403346950969)	(89.0, 0.0004470785651162479)	(90.0, 0.0003423574597737033)	(91.0, 0.00031416331602763365)	(92.0, 0.00029805237674416525)	(93.0, 0.00024166408925202585)	(94.0, 0.00018527580175988653)	(95.0, 0.00018124806693901941)	(96.0, 0.00016513712765555102)	(97.0, 0.00012888751426774715)	(98.0, 0.00011680430980514584)	(99.0, 5.236055267127227e-05)	(100.0, 4.027734820867098e-06)
