Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54
HSM67VFR_R1	(1, 0.0009215305239707367)	(2, 0.0002303826309926842)	(3, 0.0)	(4, 0.00014398914437042763)	(5, 0.0)	(6, 0.00014398914437042763)	(7, 0.0)	(8, 2.8797828874085523e-05)	(9, 0.0011231153260893355)	(10, 1.4398914437042762e-05)	(12, 8.639348662225658e-05)	(14, 4.319674331112829e-05)	(16, 1.4398914437042762e-05)	(18, 0.2977695505580443)	(20, 7.199457218521382e-05)	(22, 0.0)	(24, 7.199457218521382e-05)	(26, 0.0001151913154963421)	(28, 8.639348662225658e-05)	(30, 0.000302377203177898)	(32, 0.00012959022993338487)	(34, 7.199457218521382e-05)	(36, 2.8797828874085523e-05)	(38, 5.759565774817105e-05)	(40, 0.0001151913154963421)	(42, 0.0001583880588074704)	(44, 0.00035997286092606906)	(46, 8.639348662225658e-05)	(48, 0.0)	(50, 0.0)	(52, 1.4465782276957526e-05)	(54, 4.3562753671359975e-05)	(56, 0.0)	(58, 1.4660327541037922e-05)	(60, 0.0)	(62, 0.00010358629056161675)	(64, 0.00011900989716057262)	(66, 5.983549725916025e-05)	(68, 0.0)	(70, 0.0)	(72, 0.0001373728690415281)	(74, 0.00039973187215959754)	(76, 0.0001701494716704223)	(78, 0.00010860086250805005)	(80, 7.782248939201647e-05)	(82, 0.0001093267254178077)	(84, 0.0001724816232590528)	(86, 0.00012607892036098917)	(88, 0.00015899353277906068)	(90, 0.0)	(92, 0.0)				
HSM67VFR_R2	(1, 0.1036721839467079)	(2, 0.000547158748607625)	(3, 0.00017278697324451316)	(4, 0.00017278697324451316)	(5, 0.0003455739464890263)	(6, 0.00020158480211859866)	(7, 0.00028797828874085527)	(8, 0.0012383066415856776)	(9, 0.00020158480211859866)	(10, 8.639348662225658e-05)	(12, 0.0001151913154963421)	(14, 7.199457218521382e-05)	(16, 4.319674331112829e-05)	(18, 8.639348662225658e-05)	(20, 0.00012959022993338487)	(22, 0.00012959022993338487)	(24, 5.759565774817105e-05)	(26, 0.0004895630908594539)	(28, 0.0001583880588074704)	(30, 0.00014398914437042763)	(32, 8.639348662225658e-05)	(34, 0.00021598371655564142)	(36, 8.639348662225658e-05)	(38, 0.00017278697324451316)	(40, 0.00017278697324451316)	(42, 0.00025918045986676974)	(44, 0.00043196743311128285)	(46, 0.0001583880588074704)	(48, 0.0003167761176149408)	(50, 0.00017323164058592137)	(52, 0.00021871832229632078)	(54, 7.366187314482573e-05)	(56, 0.0005362009359387337)	(58, 0.00030112790467976854)	(60, 0.000563245034271938)	(62, 0.0004922921661701439)	(64, 0.00018654802212459543)	(66, 7.857729829561125e-05)	(68, 3.1786744005933946e-05)	(70, 0.0)	(72, 0.0)	(74, 8.245553914873561e-05)	(76, 8.359695633513618e-05)	(78, 1.6945493464631537e-05)	(80, 5.156221479649941e-05)	(82, 1.741125007029792e-05)	(84, 3.521014559219152e-05)	(86, 0.0001779862035774159)	(88, 0.00025240487761608643)	(90, 0.0001099052872869257)	(92, 0.0001491434041795575)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
HSM67VI3_R1	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 1.4974558973032765e-05)	(12, 0.0)	(14, 7.487279486516382e-06)	(16, 0.0)	(18, 0.0004043130922718847)	(20, 5.241095640561468e-05)	(22, 0.0)	(24, 2.246183845954915e-05)	(26, 9.733463332471299e-05)	(28, 0.00019466926664942597)	(30, 0.0003593894153527864)	(32, 0.0003593894153527864)	(34, 0.00016472014870336042)	(36, 0.00011979647178426212)	(38, 0.00015723286921684405)	(40, 0.00035190213586626997)	(42, 0.0005615459614887288)	(44, 0.0005315968435426632)	(46, 0.0009883208922201625)	(48, 0.0006364187563538925)	(50, 0.0005918023685728671)	(52, 0.0005104618020307522)	(54, 0.0003235265659701516)	(56, 0.0006714528935432561)	(58, 0.0003252768805977409)	(60, 0.0006977852599234924)	(62, 0.0006540010491393574)	(64, 0.000350779451004232)	(66, 0.00026767197121134413)	(68, 0.00036059663859485774)	(70, 0.00016937279483357544)	(72, 8.501218881578098e-05)	(74, 0.0002715732556830389)	(76, 0.00012457491729198734)	(78, 0.0004521927058197981)	(80, 7.026954225249017e-05)	(82, 3.12793610564917e-05)	(84, 5.483535840311915e-05)	(86, 0.000102058920970282)	(88, 0.00016540461631681883)	(90, 0.0)	(92, 0.0)				
HSM67VI3_R2	(1, 0.030278558243472253)	(2, 0.0001347710307572949)	(3, 5.989823589213106e-05)	(4, 5.989823589213106e-05)	(5, 8.98473538381966e-05)	(6, 8.98473538381966e-05)	(7, 0.00011979647178426212)	(8, 2.994911794606553e-05)	(9, 4.49236769190983e-05)	(10, 0.00018718198716290957)	(12, 9.733463332471299e-05)	(14, 0.0001347710307572949)	(16, 0.0001347710307572949)	(18, 0.00020964382562245872)	(20, 8.98473538381966e-05)	(22, 0.00011230919229774575)	(24, 6.738551537864745e-05)	(26, 0.00035190213586626997)	(28, 5.241095640561468e-05)	(30, 0.00011979647178426212)	(32, 0.00020215654613594234)	(34, 0.00011230919229774575)	(36, 8.98473538381966e-05)	(38, 0.00012728375127077853)	(40, 0.0001796947076763932)	(42, 6.738551537864745e-05)	(44, 0.00015723286921684405)	(46, 0.00014225831024381128)	(48, 8.236007435168021e-05)	(50, 0.00011997571691489641)	(52, 0.00021129962475450567)	(54, 0.0003265867597474375)	(56, 0.00016060509882949474)	(58, 0.00010012908950308244)	(60, 0.00022494791873919328)	(62, 0.0001639756185433624)	(64, 0.00015718422690863502)	(66, 0.0001740731770404126)	(68, 0.00020714888324045228)	(70, 0.00011235021809986089)	(72, 8.91070517538617e-05)	(74, 2.460739718045162e-05)	(76, 0.0)	(78, 1.6821091293529303e-05)	(80, 7.647928138027768e-05)	(82, 0.0001714828776061539)	(84, 0.00025948405574271083)	(86, 0.000296938226281426)	(88, 0.000335230236567567)	(90, 0.00010719837058476711)	(92, 0.00015423539932860422)	(94, 9.5187944789469e-06)	(96, 0.0)	(98, 0.0)	(100, 0.0)
HSM6XRQ8_R1	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 7.501635731671291e-06)	(12, 0.0)	(14, 1.5003271463342582e-05)	(16, 0.0)	(18, 0.0005701243156070181)	(20, 6.001308585337033e-05)	(22, 0.0)	(24, 7.501635731671291e-06)	(26, 8.25179930483842e-05)	(28, 0.00021754743621846744)	(30, 0.0003825834223152358)	(32, 0.0004951079582903052)	(34, 0.0001650359860967684)	(36, 0.00012002617170674066)	(38, 0.0001650359860967684)	(40, 0.00036758015085189326)	(42, 0.0006151341299970458)	(44, 0.00042009160097359233)	(46, 0.0009452061021905826)	(48, 0.0006376390371920597)	(50, 0.0005856883008912074)	(52, 0.0006407913124378573)	(54, 0.0003712397110724668)	(56, 0.0007776720296302192)	(58, 0.0002913333391600001)	(60, 0.0006472412612605532)	(62, 0.0007827655183264007)	(64, 0.00035901124868092634)	(66, 0.0002906508843760146)	(68, 0.0003794476301795886)	(70, 0.00018297478496087283)	(72, 8.809367529055696e-05)	(74, 0.00025002270367454336)	(76, 0.00021093369964404128)	(78, 0.0005603331399777962)	(80, 3.251678272448367e-05)	(82, 1.6276953006483436e-05)	(84, 3.2597092681602274e-05)	(86, 0.00011428872777625075)	(88, 0.0001229548509787206)	(90, 0.0)	(92, 0.0)				
HSM6XRQ8_R2	(1, 0.03380237060691084)	(2, 7.501635731671291e-05)	(3, 6.001308585337033e-05)	(4, 3.0006542926685164e-05)	(5, 0.00012002617170674066)	(6, 0.00010502290024339808)	(7, 0.00012002617170674066)	(8, 3.0006542926685164e-05)	(9, 7.501635731671291e-05)	(10, 0.0003150687007301942)	(12, 9.752126451172679e-05)	(14, 0.00012002617170674066)	(16, 0.00010502290024339808)	(18, 0.0001575343503650971)	(20, 0.0001650359860967684)	(22, 0.00012002617170674066)	(24, 8.25179930483842e-05)	(26, 0.00028506215780350907)	(28, 4.500981439002775e-05)	(30, 3.0006542926685164e-05)	(32, 0.00012752780743841195)	(34, 7.501635731671291e-05)	(36, 0.00012752780743841195)	(38, 0.00011252453597506936)	(40, 0.00014253107890175454)	(42, 8.25179930483842e-05)	(44, 0.00012002617170674066)	(46, 0.00011252453597506936)	(48, 9.752126451172679e-05)	(50, 0.00018773655274987867)	(52, 0.0002790089992467511)	(54, 0.00034847983248725964)	(56, 0.0001448823806706773)	(58, 0.00011540845166867157)	(60, 0.00013207799158787505)	(62, 0.00023510940463480573)	(64, 0.0002213367697447813)	(66, 0.00021541837039992022)	(68, 0.0002499110800253974)	(70, 6.518104401618868e-05)	(72, 7.408851371197284e-05)	(74, 9.985370599956847e-05)	(76, 2.5255807657156786e-05)	(78, 4.258371767267719e-05)	(80, 9.47872525966537e-05)	(82, 0.00013911237436739734)	(84, 0.00022753138511043367)	(86, 0.0003525103673299032)	(88, 0.00030237585603494184)	(90, 0.00021644711263610125)	(92, 0.00017340919651031333)	(94, 9.48126393212477e-06)	(96, 0.0)	(98, 0.0)	(100, 0.0)
HSM6XRT8_R1	(1, 0.001103535328039964)	(2, 0.0001643563254527606)	(3, 2.3479475064680086e-05)	(4, 9.391790025872034e-05)	(5, 2.3479475064680086e-05)	(6, 0.00011739737532340041)	(7, 9.391790025872034e-05)	(8, 0.0)	(9, 0.000586986876617002)	(10, 4.695895012936017e-05)	(12, 0.00012913711285574047)	(14, 9.391790025872034e-05)	(16, 0.00010565763779106037)	(18, 0.2971562364185912)	(20, 2.3479475064680086e-05)	(22, 4.695895012936017e-05)	(24, 0.00012913711285574047)	(26, 9.391790025872034e-05)	(28, 4.695895012936017e-05)	(30, 0.00023479475064680082)	(32, 0.0002230550131144608)	(34, 8.21781627263803e-05)	(36, 2.3479475064680086e-05)	(38, 3.5219212597020124e-05)	(40, 0.00010565763779106037)	(42, 0.00010565763779106037)	(44, 0.0005048087138906218)	(46, 0.00010565763779106037)	(48, 0.0)	(50, 0.0)	(52, 3.545684789331366e-05)	(54, 2.377179457556174e-05)	(56, 0.0)	(58, 6.0192411061198225e-05)	(60, 0.0)	(62, 3.65622959366858e-05)	(64, 0.00013499619188015087)	(66, 8.650909241457382e-05)	(68, 2.490237335804645e-05)	(70, 2.5109212519855107e-05)	(72, 0.00012663950671379346)	(74, 0.00029423436253101935)	(76, 0.00014197714271258432)	(78, 0.00010352737166649952)	(80, 6.489158757139211e-05)	(82, 5.207561692030529e-05)	(84, 0.0001959862281784034)	(86, 0.0002493378767068818)	(88, 0.00010568676714483764)	(90, 0.0)	(92, 0.0)				
HSM6XRT8_R2	(1, 0.10488281511392594)	(2, 0.0003991510760995614)	(3, 0.00011739737532340041)	(4, 0.0003052331758408411)	(5, 0.00023479475064680082)	(6, 0.00018783580051744069)	(7, 0.00046958950129360165)	(8, 0.0010330969028459237)	(9, 0.00023479475064680082)	(10, 8.21781627263803e-05)	(12, 0.00012913711285574047)	(14, 9.391790025872034e-05)	(16, 3.5219212597020124e-05)	(18, 9.391790025872034e-05)	(20, 0.00012913711285574047)	(22, 0.00010565763779106037)	(24, 8.21781627263803e-05)	(26, 0.00043437028869658156)	(28, 0.00018783580051744069)	(30, 0.0001408768503880805)	(32, 8.21781627263803e-05)	(34, 0.00010565763779106037)	(36, 0.00012913711285574047)	(38, 0.0003052331758408411)	(40, 0.0001408768503880805)	(42, 0.0001995755380497807)	(44, 0.00027001396324382096)	(46, 0.000281753700776161)	(48, 0.00046958950129360165)	(50, 0.000211893836479172)	(52, 0.00033314094443792045)	(54, 0.00016837276382929695)	(56, 0.0004879749551734006)	(58, 0.00022293793556499162)	(60, 0.0007285276218107604)	(62, 0.00043287888265302807)	(64, 0.0002965000362245697)	(66, 7.836927130422925e-05)	(68, 3.972010565548105e-05)	(70, 2.6851382698526373e-05)	(72, 2.722864780492852e-05)	(74, 0.00012444965596583997)	(76, 5.623662798430211e-05)	(78, 0.0)	(80, 4.3711598450103284e-05)	(82, 4.434657319985803e-05)	(84, 8.96522344997637e-05)	(86, 0.00012083849225583864)	(88, 0.0003971310640958846)	(90, 9.304701526110621e-05)	(92, 7.933955217900527e-05)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
HSMA33J3_R1	(1, 0.0012632606272702598)	(2, 0.0002165589646749017)	(3, 9.023290194787569e-06)	(4, 9.02329019478757e-05)	(5, 0.0)	(6, 0.00012632606272702598)	(7, 0.0001173027725322384)	(8, 5.4139741168725424e-05)	(9, 0.0009474454704526948)	(10, 9.023290194787569e-06)	(12, 8.120961175308813e-05)	(14, 0.00013534935292181354)	(16, 9.474454704526949e-05)	(18, 0.30033570248840685)	(20, 5.4139741168725424e-05)	(22, 3.6093160779150276e-05)	(24, 0.00013534935292181354)	(26, 0.0001173027725322384)	(28, 9.474454704526949e-05)	(30, 0.00022558225486968926)	(32, 0.00013534935292181354)	(34, 0.00010827948233745085)	(36, 8.572125685048191e-05)	(38, 3.6093160779150276e-05)	(40, 9.474454704526949e-05)	(42, 0.00016241922350617626)	(44, 0.0005684672822716169)	(46, 0.00012632606272702598)	(48, 0.0)	(50, 1.355517981601193e-05)	(52, 1.3635155065800985e-05)	(54, 1.3723320835047603e-05)	(56, 0.0)	(58, 3.037616475505243e-05)	(60, 0.0)	(62, 6.686364697064218e-05)	(64, 0.00015564561672111238)	(66, 2.617875882734658e-05)	(68, 5.2881354283022176e-06)	(70, 2.671167619721466e-05)	(72, 0.00011878664838072201)	(74, 0.00042585401200340503)	(76, 0.00010464679695706942)	(78, 0.0001103141343900839)	(80, 9.391301676949498e-05)	(82, 0.00011067032963323688)	(84, 0.0002605980514584675)	(86, 0.00013896598412875053)	(88, 9.485009194042588e-05)	(90, 0.0)	(92, 0.0)				
HSMA33J3_R2	(1, 0.1406911407171278)	(2, 0.0004872576705185288)	(3, 0.0001443726431166011)	(4, 0.0002797219960384147)	(5, 0.0004331179293498034)	(6, 0.0001443726431166011)	(7, 0.0001804658038957514)	(8, 0.0015790757840878247)	(9, 8.120961175308813e-05)	(10, 8.572125685048191e-05)	(12, 0.00016693086860357007)	(14, 6.316303136351299e-05)	(16, 7.669796665569435e-05)	(18, 7.218632155830055e-05)	(20, 0.00013986099801920735)	(22, 0.00013986099801920735)	(24, 9.474454704526949e-05)	(26, 0.0005910255077585858)	(28, 0.00016241922350617626)	(30, 0.0001173027725322384)	(32, 0.0001173027725322384)	(34, 0.00010376783724005705)	(36, 0.00010827948233745085)	(38, 0.0002436288352592644)	(40, 0.00022558225486968926)	(42, 0.0003293500921097463)	(44, 0.0004240946391550158)	(46, 0.00031130351172017114)	(48, 0.000545909056784648)	(50, 0.00028024507703191355)	(52, 0.00025055569837230363)	(54, 0.0001930081421863411)	(56, 0.00047932719958947254)	(58, 0.0003588527364693159)	(60, 0.0008664676631395848)	(62, 0.0005331119378690023)	(64, 0.00020909789218065563)	(66, 4.893815619950194e-05)	(68, 2.205335478389642e-05)	(70, 1.1180484151859374e-05)	(72, 5.674093355063598e-06)	(74, 7.491823395131849e-05)	(76, 5.8609910080089855e-05)	(78, 5.366104251242432e-05)	(80, 4.849537639019574e-05)	(82, 4.2960285241564765e-05)	(84, 7.425653889158378e-05)	(86, 9.356855886828453e-05)	(88, 0.0003143455423255899)	(90, 0.00011419996642520987)	(92, 0.00010914715431218256)	(94, 1.33823609509131e-05)	(96, 8.504431148805775e-06)	(98, 0.0)	(100, 0.0)
MSM6J2HP_R1	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 5.690893864146526e-06)	(12, 0.0)	(14, 1.1381787728293053e-05)	(16, 5.690893864146526e-06)	(18, 0.0004837259784524547)	(20, 5.690893864146526e-05)	(22, 0.0)	(24, 5.690893864146526e-06)	(26, 9.105430182634442e-05)	(28, 0.00027885379934317983)	(30, 0.00035852631344123116)	(32, 0.0004780350845883082)	(34, 0.00018210860365268884)	(36, 0.00014227234660366315)	(38, 0.00010812698341878402)	(40, 0.00042112614594684296)	(42, 0.0006885981575617297)	(44, 0.00042681703981098943)	(46, 0.0009048521243992978)	(48, 0.0007853433532522206)	(50, 0.0006777653109461945)	(52, 0.0006343988547900457)	(54, 0.0003445030405838362)	(56, 0.0007564305256095039)	(58, 0.00039449210128190206)	(60, 0.0008038308949492042)	(62, 0.0006437713483357808)	(64, 0.00047643084829747726)	(66, 0.00026012544194721395)	(68, 0.00038053847740490357)	(70, 0.00026959035206822527)	(72, 0.00012069445173640091)	(74, 0.00018242814413842257)	(76, 0.00015900879300278137)	(78, 0.0005449691054564817)	(80, 0.00011036199162438322)	(82, 2.455867598774841e-05)	(84, 4.919475261711472e-05)	(86, 0.00010473587276341164)	(88, 0.00012355997032583753)	(90, 0.0)	(92, 0.0)				
MSM6J2HP_R2	(1, 0.04284104900929505)	(2, 7.967251409805137e-05)	(3, 2.2763575456586105e-05)	(4, 0.00013658145273951662)	(5, 0.00013658145273951662)	(6, 0.00020487217910927495)	(7, 0.00010243608955463748)	(8, 6.829072636975831e-05)	(9, 7.967251409805137e-05)	(10, 0.0001991812852451284)	(12, 0.00011381787728293052)	(14, 0.00013089055887537012)	(16, 7.967251409805137e-05)	(18, 0.0002503993300224472)	(20, 7.967251409805137e-05)	(22, 7.967251409805137e-05)	(24, 9.674519569049095e-05)	(26, 0.00030730826866391247)	(28, 5.121804477731874e-05)	(30, 7.398162023390484e-05)	(32, 0.00014227234660366315)	(34, 9.105430182634442e-05)	(36, 0.00016503592206024926)	(38, 0.00021056307297342148)	(40, 0.0002390175422941541)	(42, 7.398162023390484e-05)	(44, 0.00011950877114707706)	(46, 8.53634079621979e-05)	(48, 0.00010243608955463748)	(50, 0.0001993642331565846)	(52, 0.00022297294863600874)	(54, 0.00034433388266065415)	(56, 0.00017881848856268293)	(58, 9.877708162531296e-05)	(60, 0.00016982657310354664)	(62, 0.00018268078871664446)	(64, 0.00024906972457869856)	(66, 0.00020306308722186703)	(68, 0.00020457460095618166)	(70, 0.00010911427938565751)	(72, 7.33308836744248e-05)	(74, 9.873281370253483e-05)	(76, 1.2479246233560699e-05)	(78, 6.305608769638898e-06)	(80, 7.006834912663306e-05)	(82, 0.0002502323632059873)	(84, 0.00033527027135937587)	(86, 0.0003305138557240917)	(88, 0.0003584259755866293)	(90, 0.00015103506298687466)	(92, 0.00018575272610369127)	(94, 0.0)	(96, 0.0)	(98, 0.0)	(100, 0.0)
MSM6J2JN_R1	(1, 0.0012016519501978325)	(2, 0.0002617459693500229)	(3, 1.7846316092047015e-05)	(4, 0.00011897544061364676)	(5, 0.0)	(6, 0.00011897544061364676)	(7, 5.948772030682338e-05)	(8, 5.948772030682338e-05)	(9, 0.0010112912452159976)	(10, 5.9487720306823385e-06)	(12, 8.923158046023508e-05)	(14, 0.00011302666858296443)	(16, 0.00013087298467501145)	(18, 0.3018466416088525)	(20, 5.0564562260799875e-05)	(22, 2.974386015341169e-05)	(24, 9.220596647557625e-05)	(26, 0.00012194982662898794)	(28, 0.0001070778965522821)	(30, 0.0002409252672426347)	(32, 0.00013682175670569376)	(34, 0.0001070778965522821)	(36, 7.435965038352923e-05)	(38, 2.3795088122729354e-05)	(40, 0.0001160010545983056)	(42, 0.00011897544061364676)	(44, 0.0006127235191602809)	(46, 9.815473850625858e-05)	(48, 8.923158046023508e-06)	(50, 5.956451903616508e-06)	(52, 2.3954210807415305e-05)	(54, 9.050017546475686e-06)	(56, 0.0)	(58, 3.6313972054945945e-05)	(60, 0.0)	(62, 7.37478256124053e-05)	(64, 0.00014931204813168887)	(66, 6.174493025241223e-05)	(68, 6.938826163635076e-06)	(70, 1.7593112957778076e-05)	(72, 0.00010307353553920415)	(74, 0.00035239667495757756)	(76, 0.0001558389690563606)	(78, 0.00010886835446244308)	(80, 9.085813436340775e-05)	(82, 0.00013104935183900647)	(84, 0.0002187815820329564)	(86, 0.0002082591638416494)	(88, 0.00010260970938511645)	(90, 3.7032672667984093e-06)	(92, 0.0)				
MSM6J2JN_R2	(1, 0.1381899742727507)	(2, 0.00046995299042390477)	(3, 0.00013087298467501145)	(4, 0.0002974386015341169)	(5, 0.00036287509387162263)	(6, 0.0002379508812272935)	(7, 0.0002320021091966112)	(8, 0.0016240147643762782)	(9, 0.00022605333716592887)	(10, 8.625719444489391e-05)	(12, 0.0001160010545983056)	(14, 6.543649233750573e-05)	(16, 7.435965038352923e-05)	(18, 7.73340363988704e-05)	(20, 0.00011005228256762325)	(22, 0.00016061684482842313)	(24, 8.030842241421156e-05)	(26, 0.0005829796590068692)	(28, 0.00019036070498183483)	(30, 0.0001516936867823996)	(32, 8.923158046023508e-05)	(34, 0.00017846316092047016)	(36, 0.00013979614272103494)	(38, 0.0002795922854420699)	(40, 0.00019036070498183483)	(42, 0.0003569263218409403)	(44, 0.00036584947988696384)	(46, 0.00024984842528865824)	(48, 0.0005324150967460693)	(50, 0.00027717802843745237)	(52, 0.00034244545647423626)	(54, 0.00018769272750924213)	(56, 0.0004432873862390817)	(58, 0.0003281714340326966)	(60, 0.0009089171026402344)	(62, 0.0004927020737367342)	(64, 0.00032539229589430735)	(66, 6.666542926273404e-05)	(68, 1.784512671360506e-05)	(70, 2.551204961437626e-05)	(72, 7.409788968469199e-06)	(74, 6.821848561783776e-05)	(76, 6.583469682153956e-05)	(78, 1.578620365520863e-05)	(80, 5.2113971170390805e-05)	(82, 5.273703165966278e-05)	(84, 0.00011861207026693564)	(86, 0.00010309927557087822)	(88, 0.00036566372724278293)	(90, 0.00013827245329900266)	(92, 6.347524154551041e-05)	(94, 1.3032847423890452e-05)	(96, 5.035153173639423e-06)	(98, 0.0)	(100, 0.0)
MSM6J2JZ_R1	(1, 0.0)	(2, 0.0)	(3, 0.0)	(4, 0.0)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 3.5929418238764353e-06)	(12, 0.0)	(14, 1.7964709119382174e-05)	(16, 0.0)	(18, 0.0005425342154053417)	(20, 5.7487069182022965e-05)	(22, 7.185883647752871e-06)	(24, 1.4371767295505741e-05)	(26, 8.623060377303444e-05)	(28, 0.0003161788805011263)	(30, 0.00035570124056376703)	(32, 0.000528162448109836)	(34, 0.00014731061477893384)	(36, 0.0001329388474834281)	(38, 0.0001113811965401695)	(40, 0.00040600242609803715)	(42, 0.0006179859937067468)	(44, 0.0004491177279845544)	(46, 0.0010203954779809076)	(48, 0.0006790660047126463)	(50, 0.0007336156650822966)	(52, 0.0006531748411197308)	(54, 0.0004092034416834036)	(56, 0.0007197266870620731)	(58, 0.0004086916303055791)	(60, 0.0007949629680971837)	(62, 0.0008135230051790125)	(64, 0.0004846342457947991)	(66, 0.00028635274076017805)	(68, 0.00037013238064997266)	(70, 0.00019547004192306132)	(72, 9.447906304281764e-05)	(74, 0.0002432790087505559)	(76, 0.00017564543205034273)	(78, 0.0005312078903097745)	(80, 9.945678235581599e-05)	(82, 3.8292512366375407e-05)	(84, 3.067046479479197e-05)	(86, 9.981990569399233e-05)	(88, 0.00011158263968049505)	(90, 0.0)	(92, 0.0)				
MSM6J2JZ_R2	(1, 0.040758332050054275)	(2, 0.00012934590565955167)	(3, 5.030118553427009e-05)	(4, 8.623060377303444e-05)	(5, 0.00023713416037584472)	(6, 0.00015090355660281028)	(7, 0.000165275323898316)	(8, 7.18588364775287e-05)	(9, 0.00010060237106854018)	(10, 0.00029102828773399123)	(12, 0.00014731061477893384)	(14, 0.00011497413836404593)	(16, 9.34164874207873e-05)	(18, 0.0001940188584893275)	(20, 0.00012575296383567522)	(22, 0.00011856708018792236)	(24, 0.00010778825471629305)	(26, 0.0003089929968533734)	(28, 7.18588364775287e-05)	(30, 9.34164874207873e-05)	(32, 0.0001868329748415746)	(34, 0.0001329388474834281)	(36, 0.00017964709119382174)	(38, 0.00011856708018792236)	(40, 0.00024072710219972114)	(42, 8.2637661949158e-05)	(44, 0.00014731061477893384)	(46, 0.00010419531289241661)	(48, 9.700942924466374e-05)	(50, 0.00023013871431209289)	(52, 0.00035364407484869627)	(54, 0.0003297125938797734)	(56, 0.0002040877166090447)	(58, 8.441835696992273e-05)	(60, 0.00020320557909415092)	(62, 0.0002156973846022711)	(64, 0.0002058823044982813)	(66, 0.00015835230953261675)	(68, 0.00030402974322978017)	(70, 0.00014936894493245746)	(72, 9.655628905291529e-05)	(74, 0.0001051672691258072)	(76, 1.964611299493323e-05)	(78, 3.56839288862118e-05)	(80, 6.399201123731713e-05)	(82, 0.00018922080723528833)	(84, 0.0003195634003471268)	(86, 0.00035371702930387023)	(88, 0.0004455719549653476)	(90, 0.00023058055696157084)	(92, 0.00020359443904642183)	(94, 2.1379223294528046e-05)	(96, 0.0)	(98, 0.0)	(100, 0.0)
MSM6J2M3_R1	(1, 0.0009954233945577277)	(2, 0.00021469916353205885)	(3, 0.0)	(4, 5.855431732692515e-05)	(5, 0.0)	(6, 0.00013662674042949201)	(7, 7.807242310256686e-05)	(8, 7.807242310256686e-05)	(9, 0.0006245793848205349)	(10, 9.759052887820858e-06)	(12, 6.831337021474601e-05)	(14, 0.00010734958176602943)	(16, 4.879526443910429e-05)	(18, 0.2897170030807378)	(20, 3.903621155128343e-05)	(22, 9.759052887820858e-06)	(24, 0.00014638579331731287)	(26, 9.759052887820858e-05)	(28, 0.00012686768754167116)	(30, 0.00029277158663462574)	(32, 8.783147599038772e-05)	(34, 9.759052887820858e-05)	(36, 3.903621155128343e-05)	(38, 6.831337021474601e-05)	(40, 9.759052887820858e-05)	(42, 8.783147599038772e-05)	(44, 0.0004684345386154012)	(46, 9.759052887820858e-05)	(48, 0.0)	(50, 2.9300543290673697e-05)	(52, 9.799651034426664e-06)	(54, 2.95017769411948e-05)	(56, 9.870903390013705e-06)	(58, 9.910242929784938e-06)	(60, 0.0)	(62, 6.995970321095049e-05)	(64, 0.00011043876215817823)	(66, 4.0352112533971436e-05)	(68, 0.0)	(70, 2.040593318832197e-05)	(72, 0.00014371087343157546)	(74, 0.00040295779285758347)	(76, 9.353948743478869e-05)	(78, 0.00010428053884257153)	(80, 9.418299651575236e-05)	(82, 0.00011555903680072076)	(84, 0.0002743705701684266)	(86, 9.550702077415657e-05)	(88, 0.00012840322035276644)	(90, 0.0)	(92, 0.0)				
